chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.length,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-11-14 18:28:54.034074,slurm_normal,1479148146.0,1.0,,1.0,main_w4_handler1,2894094,14336996,False,,765,txt,8542824.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54be5269fc1615d44'}]",,"""21""",32.0,,34249860.0,1479148138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-11-14 18:29:08.832633,,8.0
,,2016-04-14 20:11:17.427858,slurm_normal,1460664827.0,1.0,,1.0,main_w1_handler1,2647068,12456661,False,,5422,txt,6652466.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a9db24458245095'}]",,"""21""",32.0,,29274081.0,1460664780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-04-14 20:13:54.608756,81605.0,47.0
,,2016-09-23 13:02:39.706763,slurm_normal,1474636055.0,1.0,,1.0,main_w4_handler1,2822290,13925227,False,,505,fasta,8147569.roundup,slurm,,132112168.0,corral-repl,,"""fffbd14a818d11e69dc3005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c756d76b004296b'}]",,"""7""",32.0,,33121674.0,1474636038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-09-23 13:07:36.867712,90334.0,17.0
,,2016-09-23 12:32:25.405400,slurm_normal,1474634298.0,1.0,,1.0,main_w4_handler0,2822282,13924683,False,,505,fasta,8147077.roundup,slurm,,132112168.0,corral-repl,,"""c65ae222818911e69bfa005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558fabe8f52ed92dc'}]",,"""7""",32.0,,33120756.0,1474634263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-09-23 12:38:21.148253,90326.0,35.0
,,2016-07-26 13:26:31.365917,slurm_normal,1469539621.0,1.0,,1.0,main_w2_handler1,2646933,13497916,False,,1204,txt,7713234.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56807d99b4cf5a285'}]",,"""21""",32.0,,31614238.0,1469539616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-26 13:27:03.685554,81130.0,5.0
,,2016-06-06 13:03:30.612156,slurm_normal,1465218329.0,1.0,,1.0,main_w1_handler1,2646933,13084545,False,,1125,txt,7268638.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5645d72aa30b1db52'}]",,"""20""",32.0,,29224318.0,1465218264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-06-06 13:05:32.038552,81130.0,65.0
,,2018-03-05 10:58:22.128117,slurm_normal,1520247537.0,1.0,7680.0,1.0,main_w3_handler0,3452021,18608433,False,,505,fasta,12703804,slurm,,132112168.0,corral-repl,,"""1bb7e664206411e8bf5a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34213346}]",,"""7""",32.0,,,1520247534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2018-03-05 10:58:58.145453,123286.0,3.0
,,2016-09-16 14:46:57.271127,slurm_normal,1474037290.0,1.0,,1.0,main_w3_handler1,2822302,13865966,False,,505,fasta,8089338.roundup,slurm,,132112168.0,corral-repl,,"""697971807c1c11e683ba005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c2729cc29e73023'}]",,"""7""",32.0,,32992192.0,1474037286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-09-16 14:48:13.097143,90341.0,4.0
,,2017-11-02 16:05:04.271623,slurm_normal,1509638813.0,1.0,,1.0,main_w4_handler1,3308622,17304236,False,,1244,fasta,11364046,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32030425}]",,"""21""",32.0,,41700928.0,1509638808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-11-02 16:07:09.652476,115013.0,5.0
,,2016-07-26 13:23:58.793945,slurm_normal,1469539468.0,1.0,,1.0,main_w2_handler0,2646933,13497900,False,,1232,txt,7713211.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5900e6710e21b2f50'}]",,"""21""",32.0,,31614238.0,1469539465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-26 13:24:30.134999,81130.0,3.0
,,2017-02-09 06:37:32.214332,slurm_normal,1486622259.0,1.0,,1.0,main_w4_handler0,523367,14992225,False,,996,fasta,9149040.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28276599}]",,"""7""",32.0,,35883155.0,1486622255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-02-09 06:37:40.328498,10411.0,4.0
,,2016-03-25 15:45:22.127929,slurm_normal,1458920749.0,1.0,,1.0,main_w2_handler0,2646933,12252159,False,,16556,fasta,6463754.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24016917,,,"""21""",32.0,,29197072.0,1458920744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-03-25 15:45:52.910257,,5.0
,,2016-09-23 13:02:19.950462,slurm_normal,1474636022.0,1.0,,1.0,main_w3_handler0,2822281,13925214,False,,505,fasta,8147552.roundup,slurm,,132112168.0,corral-repl,,"""f3aaddd2818d11e6a781005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df345c0069ec3290'}]",,"""7""",32.0,,33121692.0,1474635970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-09-23 13:07:07.258776,90325.0,52.0
,,2016-07-31 20:59:57.141811,slurm_normal,1469998816.0,1.0,,1.0,main_w2_handler0,2646933,13545037,False,,1244,txt,7757195.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b559a532f3adc277b2'}]",,"""21""",32.0,,31614238.0,1469998812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-31 21:00:17.461222,81130.0,4.0
,,2016-07-26 17:44:05.743654,slurm_normal,1469555073.0,1.0,,1.0,main_w1_handler0,2646933,13500096,False,,1128,txt,7715541.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e22a48c2e8e10e1a'}]",,"""21""",32.0,,31614238.0,1469555070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-26 17:44:37.391373,81130.0,3.0
,,2018-03-05 10:54:40.238257,slurm_normal,1520247321.0,1.0,7680.0,1.0,main_w4_handler1,3452016,18608339,False,,505,fasta,12703710,slurm,,132112168.0,corral-repl,,"""95f4a580206311e89e2a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34213227}]",,"""7""",32.0,,,1520247318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2018-03-05 10:55:22.728660,123282.0,3.0
,,2018-03-05 10:57:18.168916,slurm_normal,1520247475.0,1.0,7680.0,1.0,main_w3_handler0,3452037,18608409,False,,505,fasta,12703767,slurm,,132112168.0,corral-repl,,"""f4b3f5bc206311e8a2f2005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34213319}]",,"""7""",32.0,,,1520247471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2018-03-05 10:57:57.196940,123300.0,4.0
,,2017-11-08 16:24:45.271853,slurm_normal,1510158311.0,1.0,,1.0,main_w3_handler1,3316937,17382465,False,,271,fasta,11444180,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32154448}]",,"""19""",32.0,,41855554.0,1510158307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-11-08 16:25:17.055820,115682.0,4.0
,,2017-11-08 17:08:05.424794,slurm_normal,1510160916.0,1.0,,1.0,main_w3_handler1,3316937,17383290,False,,298,fasta,11445025,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32155834}]",,"""19""",32.0,,41855554.0,1510160911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-11-08 17:08:41.316219,115682.0,5.0
,,2017-11-08 17:02:14.173829,slurm_normal,1510160612.0,1.0,,1.0,main_w3_handler1,3316937,17383196,False,,285,fasta,11444914,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32155658}]",,"""19""",32.0,,41855554.0,1510160607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-11-08 17:03:34.936423,115682.0,5.0
,,2014-12-05 04:19:13.812722,rodeo_normal,1417753170.0,1.0,,1.0,main_w2_handler1,1509652,8324599,False,,373,fasta,427234.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17797008,,,"""7""",2.0,,17278286.0,1417753167.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2014-12-05 04:19:32.676489,36658.0,3.0
