chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.length,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-20 06:46:45.671102,slurm_normal,1489992413.0,1.0,,1.0,main_w3_handler1,523367,15340310,False,,314,fasta,9479872.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28831902}]",,"""7""",32.0,,36191582.0,1489992409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-03-20 06:46:57.247168,10411.0,4.0
,,2018-03-05 11:01:30.667422,slurm_normal,1520247739.0,1.0,7680.0,1.0,main_w4_handler0,3452009,18608510,False,,505,fasta,12703878,slurm,,132112168.0,corral-repl,,"""8ac0bb44206411e8a6cb005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34213456}]",,"""7""",32.0,,,1520247736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2018-03-05 11:02:21.120813,123279.0,3.0
,,2016-07-31 21:18:12.244534,slurm_normal,1469999917.0,1.0,,1.0,main_w1_handler0,2646933,13545168,False,,1161,txt,7757318.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d937010f384370bc'}]",,"""21""",32.0,,31614238.0,1469999913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-31 21:18:38.788694,81130.0,4.0
,,2018-03-05 10:54:40.249568,slurm_normal,1520247318.0,1.0,7680.0,1.0,main_w4_handler0,3452010,18608340,False,,505,fasta,12703708,slurm,,132112168.0,corral-repl,,"""9547e516206311e880d0005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34213228}]",,"""7""",32.0,,,1520247315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2018-03-05 10:55:20.686887,123280.0,3.0
,,2017-08-29 01:37:18.290650,slurm_normal,1503970663.0,1.0,,1.0,main_w3_handler1,3126403,16678458,False,,4519780,fasta,10750619.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 31021701}]",,"""7""",32.0,,39414848.0,1503970657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-08-29 01:37:45.943235,106599.0,6.0
,,2016-07-31 21:55:36.191184,slurm_normal,1470002163.0,1.0,,1.0,main_w2_handler0,2646933,13545398,False,,1391,txt,7757556.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d56e223432cae24'}]",,"""21""",32.0,,31614238.0,1470002159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-31 21:56:04.551878,81130.0,4.0
,,2016-07-26 17:38:39.594586,slurm_normal,1469554745.0,1.0,,1.0,main_w2_handler0,2646933,13500072,False,,1118,txt,7715513.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5733b032dd93ba85a'}]",,"""21""",32.0,,31614238.0,1469554738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-26 17:39:08.543808,81130.0,7.0
,,2018-03-05 10:23:04.623874,slurm_normal,1520245444.0,1.0,7680.0,1.0,main_w3_handler0,3452019,18607803,False,,505,fasta,12703206,slurm,,132112168.0,corral-repl,,"""2c82ff24205f11e88c9c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34212572}]",,"""7""",32.0,,,1520245441.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2018-03-05 10:24:06.152297,123284.0,3.0
,,2017-08-07 16:13:21.560598,slurm_normal,1502122420.0,1.0,,1.0,main_w4_handler0,3215182,16522083,False,,379,fasta,10591485.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 30785274}]",,"""7""",32.0,,39749399.0,1502122412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-08-07 16:13:44.677749,109597.0,8.0
,,2016-07-31 20:52:31.239353,slurm_normal,1469998370.0,1.0,,1.0,main_w2_handler1,2646933,13544993,False,,1284,txt,7757153.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576df92fb7b1d48c3'}]",,"""21""",32.0,,31614238.0,1469998366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-31 20:52:51.042987,81130.0,4.0
,,2016-07-26 13:40:34.261035,slurm_normal,1469540464.0,1.0,,1.0,main_w2_handler0,2646933,13497987,False,,1258,txt,7713319.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e56855b07d29c92e'}]",,"""21""",32.0,,31614238.0,1469540455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-26 13:41:06.627662,81130.0,9.0
,,2016-08-18 17:56:17.714554,slurm_normal,1471634624.0,1.0,,1.0,main_w4_handler1,2796298,13683478,False,,722,txt,7902974.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6b929c1f2f0d16e'}]",,"""19""",32.0,,32367503.0,1471634535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-08-19 19:23:50.267531,88711.0,89.0
,,2016-07-26 03:26:06.572279,slurm_normal,1469503590.0,1.0,,1.0,main_w1_handler1,2646933,13494482,False,,1258,txt,7709720.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc26de3ceed3f4da'}]",,"""21""",32.0,,31614238.0,1469503585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-26 03:26:32.425580,81130.0,5.0
,,2017-02-08 11:08:21.545081,slurm_normal,1486552109.0,1.0,,1.0,main_w3_handler0,523367,14981497,False,,329,fasta,9138871.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28261631}]",,"""7""",32.0,,35883155.0,1486552105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-02-08 11:08:31.289406,10411.0,4.0
,,2016-07-31 21:12:02.813869,slurm_normal,1469999550.0,1.0,,1.0,main_w2_handler0,2646933,13545131,False,,842,txt,7757278.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cecffbde3e37d02'}]",,"""21""",32.0,,31614238.0,1469999546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-31 21:12:31.250957,81130.0,4.0
,,2017-09-22 11:47:16.433605,slurm_normal,1506083842.0,1.0,,1.0,main_w4_handler1,3254439,16898222,False,,505,fasta,10967534.roundup,slurm,,132112168.0,corral-repl,,"""b24129ec9f8b11e79977005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31365676}]",,"""7""",32.0,,,1506083838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-09-22 12:40:01.677089,111627.0,4.0
,,2017-11-08 17:22:57.664414,slurm_normal,1510161825.0,1.0,,1.0,main_w3_handler1,3316937,17383556,False,,277,fasta,11445220,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32156328}]",,"""19""",32.0,,41855554.0,1510161820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-11-08 17:23:51.489528,115682.0,5.0
,,2016-07-31 21:53:19.771313,slurm_normal,1470002015.0,1.0,,1.0,main_w2_handler1,2646933,13545385,False,,1268,txt,7757546.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b546171ca4c6f10d0d'}]",,"""21""",32.0,,31614238.0,1470002011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-31 21:53:35.950451,81130.0,4.0
,,2017-09-15 14:34:45.138472,slurm_normal,1505486158.0,1.0,,1.0,main_w4_handler0,3254353,16835526,False,,505,fasta,10901757.roundup,slurm,,132112168.0,corral-repl,,"""02c105a49a2311e7a868005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31261940}]",,"""7""",32.0,,,1505486139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-09-15 14:36:00.661065,111600.0,19.0
,,2015-04-20 00:56:50.345937,slurm_normal,1429491513.0,1.0,,1.0,main_w2_handler1,2275245,9269103,False,,345,txt,3562261.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19367842,,,"""7""",32.0,,22587224.0,1429491508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2015-04-20 00:58:37.049154,,5.0
,,2014-12-02 19:19:16.457672,rodeo_normal,1417547974.0,1.0,,1.0,main_w2_handler0,2135615,8303238,False,,728,fasta,2177098.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17757096,,,"""7""",32.0,,19861153.0,1417547972.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2014-12-02 19:19:37.749873,56823.0,2.0
,,2017-03-18 12:20:12.166406,slurm_normal,1489839624.0,1.0,,1.0,main_w4_handler0,3004020,15330509,False,,55,fasta,9471062.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28817525}]",,"""7""",32.0,,36195856.0,1489839620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-03-18 12:20:25.116374,,4.0
,,2016-07-31 22:09:37.462391,slurm_normal,1470003006.0,1.0,,1.0,main_w1_handler1,2646933,13545534,False,,1016,txt,7757678.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e3a5b34123e7826'}]",,"""21""",32.0,,31614238.0,1470003001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-07-31 22:10:07.721662,81130.0,5.0
,,2017-07-03 07:31:41.397328,slurm_normal,1499067116.0,1.0,,1.0,main_w4_handler0,523367,16246150,False,,625,fasta,10320968.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30270196}]",,"""10""",32.0,,38912785.0,1499067112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-07-03 07:31:58.747521,10411.0,4.0
,,2016-04-13 12:09:37.465614,slurm_normal,1460549417.0,1.0,,1.0,main_w2_handler1,2646933,12440693,False,,1455,fasta,6639468.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5c5d0ec6728b57c'}]",,"""21""",32.0,,29577130.0,1460549413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-04-13 12:10:20.077858,81130.0,4.0
,,2016-11-12 04:42:12.062619,slurm_normal,1478925739.0,1.0,,1.0,main_w3_handler0,2877456,14322750,False,,724282,fasta,8530699.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aef8874fca6826a5'}]",,"""21""",32.0,,34032326.0,1478925734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2016-11-12 04:42:22.060687,93583.0,5.0
,,2017-09-15 14:42:01.263882,slurm_normal,1505486581.0,1.0,,1.0,main_w3_handler0,3254419,16835677,False,,505,fasta,10901958.roundup,slurm,,132112168.0,corral-repl,,"""02b0a0e69a2411e7881c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31262133}]",,"""7""",32.0,,,1505486574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindow73/5.0.0,5.0.0,,2017-09-15 14:43:07.881644,111612.0,7.0
