chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.deviations,parameters.hist_width,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.metric_accumulation_level,parameters.min_pct,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-06 23:31:26.902135,slurm_normal,1520383229.0,0,7680.0,1.0,main_w4_handler0,3454520,18632029,False,,164487,bam,12729159,slurm,,132112168.0,corral-repl,,"""74a841d2219611e89218005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""","""10.0""","""""",,"[{'src': 'hda', 'id': 34252704}]",,"[""ALL_READS""]","""0.05""",1,,"[{'src': 'hda', 'id': 34251248}]",history,"""LENIENT""",32.0,688.0,fasta,,,1520383224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-03-07 00:40:30.989650,99458.0,5.0
,,2018-03-07 01:46:47.536174,slurm_normal,1520387383.0,0,7680.0,1.0,main_w4_handler0,3451821,18633134,False,,1528804535,bam,12729654,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10.0""","""""",,"[{'src': 'hda', 'id': 34232689}]",,"[""ALL_READS""]","""0.05""",0,Araly1,,cached,"""LENIENT""",32.0,,,,44278401.0,1520387286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-03-07 01:49:46.064308,61659.0,97.0
,,2018-03-07 01:16:22.947029,slurm_normal,1520385496.0,0,7680.0,1.0,main_w4_handler1,3451821,18632955,False,,1979715942,bam,12729413,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10.0""","""""",,"[{'src': 'hda', 'id': 34231163}]",,"[""ALL_READS""]","""0.05""",0,Araly1,,cached,"""LENIENT""",32.0,,,,44278401.0,1520385393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-03-07 01:18:18.073135,61659.0,103.0
,,2018-01-16 23:28:02.391881,slurm_normal,1516145462.0,0,,1.0,main_w3_handler0,3385669,18054142,False,,1093683351,bam,12131777,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""danRer10""","""10.0""","""""",,"[{'src': 'hda', 'id': 33340181}]",,"[""ALL_READS""]","""0.05""",0,danRer10,,cached,"""LENIENT""",32.0,,,,41651981.0,1516145308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-01-16 23:31:03.603999,108865.0,154.0
,,2018-03-07 01:16:50.067494,slurm_normal,1520385506.0,0,7680.0,1.0,main_w4_handler1,3451821,18632963,False,,1838375528,bam,12729421,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10.0""","""""",,"[{'src': 'hda', 'id': 34231183}]",,"[""ALL_READS""]","""0.05""",0,Araly1,,cached,"""LENIENT""",32.0,,,,44278401.0,1520385418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-03-07 01:18:27.913142,61659.0,88.0
,,2018-03-07 01:16:39.649922,slurm_normal,1520385524.0,0,7680.0,1.0,main_w4_handler0,3451821,18632962,False,,1936832212,bam,12729419,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10.0""","""""",,"[{'src': 'hda', 'id': 34231176}]",,"[""ALL_READS""]","""0.05""",0,Araly1,,cached,"""LENIENT""",32.0,,,,44278401.0,1520385410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-03-07 01:18:46.191995,61659.0,114.0
,,2018-01-16 22:04:00.389878,slurm_normal,1516140358.0,0,,1.0,main_w4_handler0,3373146,18053513,False,,691877084,bam,12131023,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""10.0""","""""",,"[{'src': 'hda', 'id': 33338857}]",,"[""ALL_READS""]","""0.05""",0,mm10,,cached,"""LENIENT""",32.0,,,,42972729.0,1516140244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-01-16 22:06:00.910037,106552.0,114.0
,,2018-03-07 01:45:26.185999,slurm_normal,1520387240.0,0,7680.0,1.0,main_w4_handler0,3451821,18633121,False,,1662050190,bam,12729634,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10.0""","""""",,"[{'src': 'hda', 'id': 34231993}]",,"[""ALL_READS""]","""0.05""",0,Araly1,,cached,"""LENIENT""",32.0,,,,44278401.0,1520387133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-03-07 01:47:21.772181,61659.0,107.0
,,2018-03-07 01:17:01.511372,slurm_normal,1520385540.0,0,7680.0,1.0,main_w3_handler0,3451821,18632965,False,,1951148829,bam,12729423,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10.0""","""""",,"[{'src': 'hda', 'id': 34231189}]",,"[""ALL_READS""]","""0.05""",0,Araly1,,cached,"""LENIENT""",32.0,,,,44278401.0,1520385432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-03-07 01:19:02.948342,61659.0,108.0
,,2018-03-06 18:21:59.389720,slurm_normal,1520381120.0,0,7680.0,1.0,main_w4_handler0,3454116,18627457,False,,1041992,bam,12728713,slurm,,132112168.0,corral-repl,,"""365aa15c216b11e89e2a005056ba55fb""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""","""10.0""","""""",,"[{'src': 'hda', 'id': 34245182}]",,"[""ALL_READS""]","""0.05""",1,,"[{'src': 'hda', 'id': 34244816}]",history,"""LENIENT""",32.0,688.0,fasta,,,1520381111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0,2.7.1.0,,2018-03-07 00:05:22.442550,99458.0,9.0
