chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.alternative,parameters.chromInfo,parameters.clean,parameters.dbkey,parameters.frame,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.out_format1,parameters.regions,parameters.table,parameters.trim,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-20 13:58:00.397623,rodeo_normal,1424440690.0,0.0,,1.0,main_w1_handler0,2213293,8776052,False,,832,fasta,2849319.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18586246,,,"""fasta""","""""","""0""","""no""",32.0,,21356244.0,1424440688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:58:15.447248,59924.0,2.0
,,2015-02-20 13:43:43.514204,rodeo_normal,1424439835.0,0.0,,1.0,main_w2_handler1,2213292,8775974,False,,2660,fasta,2849180.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18586154,,,"""fasta""","""""","""0""","""no""",32.0,,21356185.0,1424439832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:43:56.254239,59923.0,3.0
,,2015-02-20 13:50:55.826927,rodeo_normal,1424440267.0,0.0,,1.0,main_w2_handler0,2213297,8776017,False,,2660,fasta,2849252.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18586216,,,"""fasta""","""""","""0""","""no""",32.0,,21356256.0,1424440263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:51:10.909100,,4.0
,,2015-02-20 13:54:09.826543,rodeo_normal,1424440458.0,0.0,,1.0,main_w1_handler1,2213321,8776035,False,,2660,fasta,2849286.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18586231,,,"""fasta""","""""","""0""","""no""",32.0,,21356923.0,1424440455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:54:20.302954,,3.0
,,2015-02-20 13:58:00.533713,rodeo_normal,1424440688.0,0.0,,1.0,main_w1_handler1,2213297,8776053,False,,832,fasta,2849317.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18586243,,,"""fasta""","""""","""0""","""no""",32.0,,21356256.0,1424440686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:58:11.395770,,2.0
,,2015-02-20 13:48:03.216425,rodeo_normal,1424440107.0,0.0,,1.0,main_w1_handler0,2213318,8776008,False,,737,fasta,2849229.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18586189,,,"""fasta""","""""","""0""","""no""",32.0,,21356108.0,1424440092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:48:29.238345,,15.0
,,2015-02-20 13:50:57.364298,rodeo_normal,1424440269.0,0.0,,1.0,main_w1_handler0,2213293,8776018,False,,2660,fasta,2849254.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18586158,,,"""fasta""","""""","""0""","""no""",32.0,,21356244.0,1424440267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:51:13.494877,59924.0,2.0
,,2015-02-20 13:58:01.275989,rodeo_normal,1424440691.0,0.0,,1.0,main_w1_handler0,2213318,8776054,False,,832,fasta,2849321.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18586245,,,"""fasta""","""""","""0""","""no""",32.0,,21356108.0,1424440688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:58:15.463368,,3.0
,,2015-02-20 14:08:39.359394,rodeo_normal,1424441327.0,0.0,,1.0,main_w1_handler0,2213318,8776168,False,,832,fasta,2849427.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18586245,,,"""fasta""","""""","""0""","""no""",32.0,,21356108.0,1424441325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 14:08:50.492136,,2.0
,,2015-02-20 14:18:42.005786,rodeo_normal,1424441933.0,0.0,,1.0,main_w2_handler0,2213291,8776248,False,,832,fasta,2849570.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18586543,,,"""fasta""","""""","""0""","""no""",32.0,,21356137.0,1424441929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 14:18:55.323009,59922.0,4.0
,,2015-02-20 13:59:00.861441,rodeo_normal,1424440749.0,0.0,,1.0,main_w1_handler1,2213292,8776059,False,,832,fasta,2849329.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18586251,,,"""fasta""","""""","""0""","""no""",32.0,,21356185.0,1424440748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:59:11.621108,59923.0,1.0
,,2015-02-20 13:59:33.530483,rodeo_normal,1424440784.0,0.0,,1.0,main_w2_handler0,2213321,8776065,False,,832,fasta,2849341.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18586258,,,"""fasta""","""""","""0""","""no""",32.0,,21356923.0,1424440781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 13:59:46.063766,,3.0
,,2015-02-20 14:12:21.511501,rodeo_normal,1424441549.0,0.0,,1.0,main_w2_handler1,2213290,8776191,False,,832,fasta,2849466.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18586474,,,"""fasta""","""""","""0""","""no""",32.0,,21356121.0,1424441547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 14:12:33.197700,,2.0
,,2015-02-20 16:04:50.520326,rodeo_normal,1424448299.0,0.0,,1.0,main_w2_handler1,2213292,8777013,False,,832,fasta,2850883.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18586251,,,"""fasta""","""""","""0""","""no""",32.0,,21356185.0,1424448297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-20 16:05:03.288519,59923.0,2.0
,,2015-02-27 02:25:22.131899,rodeo_normal,1425003930.0,0.0,,1.0,main_w2_handler1,2212812,8825847,False,,9928,fasta,2940181.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18665001,,,"""fasta""","""""","""0""","""no""",32.0,,21350524.0,1425003927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:25:32.443216,59589.0,3.0
,,2015-02-27 02:27:07.286920,rodeo_normal,1425004038.0,0.0,,1.0,main_w1_handler1,2221350,8825854,False,,1761,fasta,2940195.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18664925,,,"""fasta""","""""","""0""","""no""",32.0,,21233472.0,1425004035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:27:21.233240,59587.0,3.0
,,2015-02-27 02:25:58.976522,rodeo_normal,1425003970.0,0.0,,1.0,main_w1_handler0,2221350,8825850,False,,9861,fasta,2940189.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18664993,,,"""fasta""","""""","""0""","""no""",32.0,,21233472.0,1425003968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:26:12.708018,59587.0,2.0
,,2015-02-27 02:28:45.139467,rodeo_normal,1425004137.0,0.0,,1.0,main_w2_handler0,2212812,8825861,False,,1812,fasta,2940202.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18664974,,,"""fasta""","""""","""0""","""no""",32.0,,21350524.0,1425004134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:28:59.698942,59589.0,3.0
,,2015-02-27 02:26:09.736972,rodeo_normal,1425003979.0,0.0,,1.0,main_w2_handler1,2212812,8825851,False,,9861,fasta,2940191.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18664994,,,"""fasta""","""""","""0""","""no""",32.0,,21350524.0,1425003977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:26:21.455325,59589.0,2.0
,,2015-02-27 02:25:26.635908,rodeo_normal,1425003936.0,0.0,,1.0,main_w1_handler1,2221371,8825848,False,,9928,fasta,2940185.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18665099,,,"""fasta""","""""","""0""","""no""",32.0,,21490658.0,1425003933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:25:40.509325,59588.0,3.0
,,2015-02-27 02:25:19.765958,rodeo_normal,1425003932.0,0.0,,1.0,main_w1_handler0,2221350,8825846,False,,9928,fasta,2940183.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18664995,,,"""fasta""","""""","""0""","""no""",32.0,,21233472.0,1425003930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:25:36.241934,59587.0,2.0
,,2015-02-27 02:27:09.081288,rodeo_normal,1425004041.0,0.0,,1.0,main_w1_handler0,2212812,8825855,False,,1761,fasta,2940197.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18664909,,,"""fasta""","""""","""0""","""no""",32.0,,21350524.0,1425004039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:27:24.177028,59589.0,2.0
,,2015-02-27 02:29:25.796955,rodeo_normal,1425004174.0,0.0,,1.0,main_w1_handler0,2210397,8825864,False,,9906,fasta,2940206.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18665076,,,"""fasta""","""""","""0""","""no""",32.0,,21490658.0,1425004172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 02:29:36.680145,59588.0,2.0
,,2015-02-27 17:22:59.512346,rodeo_normal,1425057794.0,0.0,,1.0,main_w2_handler0,2222154,8829641,False,,2926,fasta,2947258.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18671640,,,"""fasta""","""""","""0""","""no""",32.0,,21502915.0,1425057792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-27 17:23:16.826571,,2.0
,,2015-02-28 15:04:15.555347,rodeo_normal,1425135869.0,0.0,,1.0,main_w1_handler0,2222839,8833293,False,,23037764,fasta,2954047.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""F""",18678371,,,"""fasta""","""""","""10""","""no""",32.0,,21514200.0,1425135863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-28 15:04:31.592160,,6.0
,,2015-02-28 14:55:11.897451,rodeo_normal,1425135323.0,0.0,,1.0,main_w2_handler0,2222839,8833278,False,,30323479,fasta,2954013.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""F""",18678352,,,"""fasta""","""""","""10""","""no""",32.0,,21514200.0,1425135317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-28 14:55:26.968391,,6.0
,,2015-02-28 15:00:15.688406,rodeo_normal,1425135631.0,0.0,,1.0,main_w1_handler0,2222839,8833285,False,,36799081,fasta,2954029.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""F""",18678363,,,"""fasta""","""""","""10""","""no""",32.0,,21514200.0,1425135624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-28 15:00:32.934359,,7.0
,,2015-02-28 15:02:40.468981,rodeo_normal,1425135775.0,0.0,,1.0,main_w2_handler1,2222839,8833290,False,,59117313,fasta,2954041.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""F""",18678367,,,"""fasta""","""""","""10""","""no""",32.0,,21514200.0,1425135766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-02-28 15:02:57.953654,,9.0
,,2015-03-04 12:20:48.290792,rodeo_normal,1425471669.0,0.0,,1.0,main_w1_handler0,2226685,8862117,False,,63595883,fasta,3008395.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18727580,,,"""fasta""","""""","""10""","""no""",32.0,,21578221.0,1425471656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-04 12:21:12.939402,,13.0
,,2015-03-04 10:13:41.709849,rodeo_normal,1425464037.0,0.0,,1.0,main_w1_handler1,2226685,8861270,False,,21301733,fasta,3006945.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""F""",18724545,,,"""fasta""","""""","""10""","""no""",32.0,,21578221.0,1425464030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-04 10:14:00.346863,,7.0
,,2015-03-04 12:21:10.830748,rodeo_normal,1425471702.0,0.0,,1.0,main_w2_handler1,2226685,8862119,False,,104224090,fasta,3008399.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""6""",18727584,,,"""fasta""","""""","""10""","""no""",32.0,,21578221.0,1425471678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-04 12:21:44.222495,,24.0
,,2015-03-05 11:55:22.451633,rodeo_normal,1425556535.0,0.0,,1.0,main_w2_handler1,1842677,8870754,False,,3871439,fasta,3024578.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18739487,,,"""fasta""","""""","""0""","""no""",32.0,,21453552.0,1425556532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-05 11:55:38.446992,10137.0,3.0
,,2015-03-05 12:05:35.919023,rodeo_normal,1425557148.0,0.0,,1.0,main_w1_handler0,1842677,8870816,False,,3871439,fasta,3024660.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18739487,,,"""fasta""","""""","""0""","""yes""",32.0,,21453552.0,1425557143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-05 12:05:51.003501,10137.0,5.0
,,2015-03-10 23:30:23.772993,rodeo_normal,1426030232.0,0.0,,1.0,main_w1_handler0,2233472,8912744,False,,4261,fasta,3100386.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",18810504,,,"""fasta""","""""","""0""","""no""",32.0,,21702962.0,1426030229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-10 23:30:32.952810,,3.0
,,2015-03-12 15:52:10.081337,rodeo_normal,1426175551.0,0.0,,1.0,main_w2_handler1,1849969,8933628,False,,3871439,fasta,3140054.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",17422687,,,"""fasta""","""""","""0""","""yes""",32.0,,21752419.0,1426175548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-12 15:52:38.940402,46326.0,3.0
,,2015-03-12 17:44:16.963620,rodeo_normal,1426182284.0,0.0,,1.0,main_w1_handler0,1849969,8934851,False,,3871439,fasta,3143011.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""F""",17422687,,,"""fasta""","""""","""0""","""no""",32.0,,21752419.0,1426182281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-12 17:44:47.345238,46326.0,3.0
,,2015-03-12 17:49:24.379511,rodeo_normal,1426182586.0,0.0,,1.0,main_w2_handler0,1849969,8934879,False,,3871439,fasta,3143075.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""R""",17422687,,,"""fasta""","""""","""0""","""no""",32.0,,21752419.0,1426182583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2015-03-12 17:49:48.917302,46326.0,3.0
,,2017-04-24 09:20:48.823604,slurm_normal,1493025964.0,0.0,,1.0,main_w4_handler1,3081892,15659455,False,,1808337,fasta,9775737.roundup,slurm,,132112168.0,corral-repl,,"""4b6c47fc28cf11e7a9fb005056a52a46""","""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",,"[{'src': 'hda', 'id': 29332563}]",,"""fasta""","""""","""0""","""no""",32.0,,,1493025960.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2017-04-24 09:26:07.233935,64926.0,4.0
,,2017-04-24 09:19:06.005587,slurm_normal,1493025980.0,0.0,,1.0,main_w4_handler1,3081896,15659436,False,,2325155,fasta,9775741.roundup,slurm,,132112168.0,corral-repl,,"""0d83e4f428cf11e78240005056a52a46""","""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",,"[{'src': 'hda', 'id': 29332545}]",,"""fasta""","""""","""0""","""no""",32.0,,,1493025976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2017-04-24 09:26:22.844160,64926.0,4.0
,,2017-06-03 01:01:45.806485,slurm_normal,1496451732.0,0.0,,1.0,main_w4_handler1,3089650,16003339,False,,7300808,fasta,10097398.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""no""","""?""","""1""",,"[{'src': 'hda', 'id': 29872252}]",,"""fasta""","""""","""0""","""no""",32.0,,37109949.0,1496451725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0,5.0.0,,2017-06-03 01:02:13.691728,15920.0,7.0
