chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_opts.__current_case__,parameters.adv_opts.adv_opts_selector,parameters.adv_opts.column_end,parameters.adv_opts.column_start,parameters.chromInfo,parameters.dbkey,parameters.ignore_case,parameters.infile,parameters.infile.values,parameters.is_numeric,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-21 05:56:35.867934,slurm_normal,1466489522.0,0,,1.0,main_w1_handler0,2745165,13219875,False,95722,tabular,,7404440.roundup,slurm,,132112168.0,corral-repl,,"""dd62933e377411e68d59005056a51846""",1,advanced,6,6,"""/galaxy-repl/localdata/chrom/oviAri3.len""","""oviAri3""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb4332184a3452ea'}]","""false""",32.0,,30362023.0,1466489518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-21 06:12:04.465929,35039.0,4.0
,,2016-06-21 07:54:01.906700,slurm_normal,1466496387.0,0,,1.0,main_w2_handler1,2745347,13221113,False,17304,tabular,,7405688.roundup,slurm,,132112168.0,corral-repl,,"""42ee864e378511e6bb85005056a52a46""",1,advanced,6,6,"""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5928f84adfa75a3c1'}]","""false""",32.0,,30362023.0,1466496383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-21 08:06:30.415661,35039.0,4.0
,,2016-06-21 04:18:16.212998,slurm_normal,1466483317.0,0,,1.0,main_w2_handler1,2745165,13219100,False,16223,tabular,,7403586.roundup,slurm,,132112168.0,corral-repl,,"""1bdfd60c376711e68a1f005056a52a46""",1,advanced,6,6,"""/galaxy-repl/localdata/chrom/gorGor4.len""","""gorGor4""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fee986f9bb28814b'}]","""false""",32.0,,30362023.0,1466483314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-21 04:28:38.725268,35039.0,3.0
,,2016-03-11 21:21:56.054783,slurm_normal,1457731365.0,0,,1.0,main_w1_handler1,2627965,12110616,False,4566461,interval,,6334089.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,4,4,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""False""",23773852,,"""False""",32.0,,28863718.0,1457731357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-03-11 21:22:53.866399,3556.0,8.0
,,2016-10-12 15:54:18.159575,slurm_normal,1476287701.0,0,,1.0,main_w3_handler1,2852022,14064906,False,13601278,tabular,,8281779.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5800758f15b747fdd'}]","""true""",32.0,,33603756.0,1476287663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-10-12 15:55:02.573106,73645.0,38.0
,,2016-03-11 21:20:36.281583,slurm_normal,1457731282.0,0,,1.0,main_w1_handler2,2627965,12110607,False,4566461,interval,,6334079.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,1,1,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""False""",23773852,,"""False""",32.0,,28863718.0,1457731276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-03-11 21:21:23.381157,3556.0,6.0
,,2016-04-28 13:07:10.613657,slurm_normal,1461848871.0,0,,1.0,main_w2_handler1,2645603,12669913,False,4113791,bed,,6870284.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,10,10,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c63399c467d85bc'}]","""false""",32.0,,29910623.0,1461848867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-04-28 13:07:52.862121,29502.0,4.0
,,2016-04-28 13:21:40.169730,slurm_normal,1461849729.0,0,,1.0,main_w1_handler1,2645603,12670097,False,55905,bed,,6870556.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,10,10,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0582fb04aaed658'}]","""false""",32.0,,29910623.0,1461849725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-04-28 13:22:12.770485,29502.0,4.0
,,2017-05-24 10:51:53.376781,slurm_normal,1495623183.0,0,,1.0,main_w4_handler0,3125159,15926101,False,4303,tabular,,10023922.roundup,slurm,,132112168.0,corral-repl,,"""fd07cb88406e11e78d1d005056a51846""",0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,"[{'src': 'hda', 'id': 29749670}]","""false""",32.0,,,1495623179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2017-05-24 10:53:08.909805,93839.0,4.0
,,2017-05-24 10:51:58.990940,slurm_normal,1495623198.0,0,,1.0,main_w3_handler0,3125159,15926106,False,4303,tabular,,10023927.roundup,slurm,,132112168.0,corral-repl,,"""fd4aa598406e11e78d1d005056a51846""",0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,"[{'src': 'hda', 'id': 29749675}]","""false""",32.0,,,1495623192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2017-05-24 10:53:21.528464,93839.0,6.0
,,2017-05-24 10:52:05.974050,slurm_normal,1495623200.0,0,,1.0,main_w4_handler0,3125159,15926111,False,4303,tabular,,10023930.roundup,slurm,,132112168.0,corral-repl,,"""fd75d628406e11e78d1d005056a51846""",0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,"[{'src': 'hda', 'id': 29749680}]","""false""",32.0,,,1495623195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2017-05-24 10:53:25.817801,93839.0,5.0
,,2016-06-18 20:32:57.562677,slurm_normal,1466281990.0,0,,1.0,main_w1_handler0,2726629,13200415,False,3715353,bed,,7384984.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,10,1,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de405bbb95fb6b81'}]","""false""",32.0,,30893417.0,1466281985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-18 20:33:11.902332,81738.0,5.0
,,2016-06-21 06:14:44.873281,slurm_normal,1466490315.0,0,,1.0,main_w1_handler0,2745165,13220005,False,37129,tabular,,7404542.roundup,slurm,,132112168.0,corral-repl,,"""61426c5e377711e6be3a005056a51846""",1,advanced,6,6,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53aa9c6de7fd53e41'}]","""false""",32.0,,30362023.0,1466490311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-21 06:25:17.741554,35039.0,4.0
,,2016-06-21 21:21:51.233413,slurm_normal,1466544758.0,0,,1.0,main_w2_handler0,2745347,13229512,False,370552,tabular,,7414495.roundup,slurm,,132112168.0,corral-repl,,"""1a546dcc37f611e6956a005056a51846""",0,basic,,,"""/galaxy-repl/localdata/chrom/myoLuc2.len""","""myoLuc2""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599cd1e949274055f'}]","""false""",32.0,,30362023.0,1466544755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-21 21:32:43.189495,35039.0,3.0
,,2016-06-22 04:02:26.985012,slurm_normal,1466568623.0,0,,1.0,main_w1_handler0,2744852,13231710,False,190290,tabular,,7416795.roundup,slurm,,132112168.0,corral-repl,,"""191e7564382e11e6912a005056a51846""",0,basic,,,"""/galaxy-repl/localdata/chrom/cavPor3.len""","""cavPor3""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ad911bc2a9300b8c'}]","""false""",32.0,,30362023.0,1466568619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-22 04:10:25.708800,35039.0,4.0
,,2016-09-08 15:49:36.403752,slurm_normal,1473349811.0,0,,1.0,main_w3_handler1,2805383,13808176,False,244493,tabular,,8029078.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,16,3,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e3089d4133e6e16'}]","""false""",32.0,,32645088.0,1473349791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-09-08 15:50:19.023358,,20.0
,,2016-04-29 12:12:26.187224,slurm_normal,1461932063.0,0,,1.0,main_w1_handler1,2687946,12685272,False,5569649765,tabular,,6885527.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af2c74880eaaafa0'}]","""false""",32.0,,29539513.0,1461931982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-04-29 12:14:25.152493,76422.0,81.0
,,2016-06-21 06:42:29.482797,slurm_normal,1466491988.0,0,,1.0,main_w2_handler1,2745347,13220251,False,3148,tabular,,7404818.roundup,slurm,,132112168.0,corral-repl,,"""42383920377b11e6956a005056a51846""",1,advanced,10,10,"""/galaxy-repl/localdata/chrom/bosTau8.len""","""bosTau8""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c24d3674e545899'}]","""false""",32.0,,30362023.0,1466491983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-21 06:53:10.647431,35039.0,5.0
,,2016-04-29 05:08:36.226199,slurm_normal,1461906544.0,0,,1.0,main_w1_handler0,2381317,12680773,False,1630512,tabular,,6882930.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/cerSim1.len""","""cerSim1""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522fb7683fc85050f'}]","""false""",32.0,,28525375.0,1461906541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-04-29 05:09:06.653873,35039.0,3.0
,,2016-04-29 07:29:30.122489,slurm_normal,1461915030.0,0,,1.0,main_w1_handler0,2688577,12681042,False,414462115,tabular,,6883322.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,13,13,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b89e0d7b66a2275f'}]","""false""",32.0,,28491201.0,1461915003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-04-29 07:30:31.576971,74492.0,27.0
,,2016-04-30 04:41:46.048545,slurm_normal,1461991370.0,0,,1.0,main_w2_handler1,2606845,12695444,False,976107,interval,,6900121.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f35fbee83cd50aeb'}]","""false""",32.0,,28578749.0,1461991363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-04-30 04:42:52.713656,73750.0,7.0
,,2016-03-13 13:28:01.843630,slurm_normal,1457875708.0,0,,1.0,main_w2_handler0,2628562,12119826,False,350508,tabular,,6342120.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",23816952,,"""False""",32.0,,28964203.0,1457875702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-03-13 13:28:31.005537,78654.0,6.0
,,2016-06-20 00:13:40.576455,slurm_normal,1466381633.0,0,,1.0,main_w2_handler0,2743656,13205999,False,19762,tabular,,7390424.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b525e910d1c0e6a9f3'}]","""false""",32.0,,30953971.0,1466381630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-20 00:13:55.437154,86292.0,3.0
,,2016-03-13 22:18:37.354597,slurm_normal,1457907547.0,0,,1.0,main_w1_handler0,2627684,12122744,False,8401432,tabular,,6344193.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""False""",23821015,,"""False""",32.0,,27252725.0,1457907540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-03-13 22:19:10.226092,3741.0,7.0
,,2016-03-13 22:30:34.737967,slurm_normal,1457908285.0,0,,1.0,main_w2_handler0,2627684,12122815,False,52344,tabular,,6344246.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23821123,,"""False""",32.0,,27252725.0,1457908280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-03-13 22:31:27.522680,3741.0,5.0
,,2016-06-20 06:38:43.688158,slurm_normal,1466405272.0,0,,1.0,main_w1_handler1,2743854,13207223,False,210258,tabular,,7391718.roundup,slurm,,132112168.0,corral-repl,,"""915cc12636b111e68297005056a52a46""",1,advanced,32,32,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0bf9024e85de301'}]","""false""",32.0,,30362023.0,1466405268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-20 06:47:53.882802,35039.0,4.0
,,2016-06-20 06:38:44.531627,slurm_normal,1466405344.0,0,,1.0,main_w2_handler0,2743854,13207227,False,32859,tabular,,7391729.roundup,slurm,,132112168.0,corral-repl,,"""915cc12636b111e68297005056a52a46""",1,advanced,10,10,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540d135370e3fcbfb'}]","""false""",32.0,,30362023.0,1466405337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-20 06:49:06.691537,35039.0,7.0
,,2016-06-20 06:38:38.895679,slurm_normal,1466405202.0,0,,1.0,main_w1_handler0,2743854,13207209,False,266503,tabular,,7391693.roundup,slurm,,132112168.0,corral-repl,,"""915cc12636b111e68297005056a52a46""",0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fdd70e273940cda'}]","""false""",32.0,,30362023.0,1466405198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-20 06:46:44.449414,35039.0,4.0
,,2016-06-20 06:38:44.291144,slurm_normal,1466405344.0,0,,1.0,main_w2_handler1,2743854,13207226,False,32859,tabular,,7391730.roundup,slurm,,132112168.0,corral-repl,,"""915cc12636b111e68297005056a52a46""",1,advanced,6,6,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540d135370e3fcbfb'}]","""false""",32.0,,30362023.0,1466405337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-06-20 06:49:06.776942,35039.0,7.0
,,2016-04-30 23:39:02.191000,slurm_normal,1462059573.0,0,,1.0,main_w1_handler2,2604905,12704682,False,29206200,tabular,,6907342.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbce54673deb39eb'}]","""false""",32.0,,29954600.0,1462059567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,1.0.0,,2016-04-30 23:39:35.750878,78863.0,6.0
