create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.field,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.strand,parameters.tag,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-08 22:17:02.824280,slurm_normal,1504909155.0,0,1.0,main_w3_handler1,3215727,16776384,False,,102695670,bam,440868514,440868514,gff,gff,10844303.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""-names""","[{'src': 'hda', 'id': 31050964}]","[{'src': 'hda', 'id': 31166113}]","""1e-09""","""-s""","""YB""",32.0,,40164039,1504909035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.26.0.0,2.26.0.0,,2017-09-08 22:19:17.188876,92092,120.0
