chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.add_mate_cigar,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-21 08:32:08.774151,slurm_normal,1511261031.0,0,1.0,main_w3_handler1,3333474,17531980,False,,65876548,65876548.0,bam,bam,11592418,slurm,,132112168.0,corral-repl,,"""73f9f2ecce9611e7bde6005056ba55fb""","""true""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32442932}]","""LENIENT""",32.0,,,1511260996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2017-11-21 10:43:53.151177,59391,35.0
,,2017-11-21 08:15:52.060330,slurm_normal,1511256506.0,0,1.0,main_w4_handler0,3333460,17531867,False,,63052947,63052947.0,bam,bam,11591614,slurm,,132112168.0,corral-repl,,"""2dad5d58ce9411e7b0e0005056ba2773""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32442740}]","""LENIENT""",32.0,,,1511256461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2017-11-21 09:28:28.981184,59391,45.0
,,2017-11-21 08:31:00.603480,slurm_normal,1511260849.0,0,1.0,main_w4_handler0,3333471,17531969,False,,77348990,77348990.0,bam,bam,11592387,slurm,,132112168.0,corral-repl,,"""4b590346ce9611e7ae6c005056ba55fb""","""true""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32442911}]","""LENIENT""",32.0,,,1511260806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2017-11-21 10:40:51.107307,59391,43.0
,,2017-11-21 08:33:19.372508,slurm_normal,1511261080.0,0,1.0,main_w3_handler1,3333477,17531987,False,,70739078,70739078.0,bam,bam,11592433,slurm,,132112168.0,corral-repl,,"""9da009bace9611e78188005056ba2773""","""true""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32442940}]","""LENIENT""",32.0,,,1511261012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2017-11-21 10:44:42.872809,59391,68.0
,,2017-12-11 09:59:56.098647,slurm_normal,1512991247.0,0,1.0,main_w4_handler1,3361225,17770497,False,,60237991,60237991.0,bam,bam,11840438,slurm,,132112168.0,corral-repl,,"""083413d4de5a11e7acdd005056ba55fb""","""true""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32855020}]","""LENIENT""",32.0,,,1512991210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2017-12-11 11:20:50.261296,59391,37.0
,,2017-12-11 09:58:52.936266,slurm_normal,1512991319.0,0,1.0,main_w4_handler0,3361222,17770485,False,,50670376,50670376.0,bam,bam,11840454,slurm,,132112168.0,corral-repl,,"""e17ec040de5911e786b9005056ba55fb""","""true""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32855004}]","""LENIENT""",32.0,,,1512991295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2017-12-11 11:22:02.527615,59391,24.0
,,2017-12-11 10:00:44.685674,slurm_normal,1512995866.0,0,1.0,main_w3_handler0,3361232,17770510,False,,77355382,77355382.0,bam,bam,11841000,slurm,,132112168.0,corral-repl,,"""253d56d4de5a11e7bb4c005056ba55fb""","""true""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32855037}]","""LENIENT""",32.0,,,1512995817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2017-12-11 12:37:48.502883,59391,49.0
,,2017-12-11 10:01:49.757299,slurm_normal,1513003678.0,0,1.0,main_w4_handler1,3361228,17770526,False,,81530631,81530631.0,bam,bam,11842091,slurm,,132112168.0,corral-repl,,"""4cb61fe8de5a11e7a4b7005056ba55fb""","""true""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32855057}]","""LENIENT""",32.0,,,1513003631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2017-12-11 14:47:59.947677,59391,47.0
,,2015-09-15 12:00:36.751002,slurm_normal_16gb,1442319669.0,0,1.0,main_w2_handler1,2435985,10322858,False,,2159337510,2159337510.0,bam,bam,4606836.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""21115083""",,"""LENIENT""",32.0,,25128355.0,1442318459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2015-09-15 12:21:14.199997,69101,1210.0
,,2015-09-15 12:49:16.900404,slurm_normal_16gb,1442322564.0,0,1.0,main_w2_handler0,2435985,10323185,False,,11198260638,11198260638.0,sam,sam,4607148.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""False""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""21116164""",,"""LENIENT""",32.0,,25128355.0,1442321559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.126.0,1.126.0,,2015-09-15 13:09:26.849628,69101,1005.0
