create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.inputA.values,parameters.inputB.values,parameters.m,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-06 03:14:51.084619,slurm_normal,1509938111.0,0,1.0,377,gg,main_w3_handler0,2776915,17340423,False,,1780816,bed,77746,bed,11403190,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 28887301}]","[{'src': 'hda', 'id': 32084819}]","[{'src': 'hda', 'id': 29510404}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,41713431,1509938107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2017-11-06 03:15:12.635593,65128,4.0
2017-11-06 03:19:58.281193,slurm_normal,1509938417.0,0,1.0,377,gg,main_w4_handler0,2776915,17340443,False,,1780816,bed,239552,bed,11403210,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 28887301}]","[{'src': 'hda', 'id': 32084819}]","[{'src': 'hda', 'id': 29611731}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,41713431,1509938413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2017-11-06 03:20:18.715897,65128,4.0
2017-11-14 18:35:40.460348,slurm_normal,1510684552.0,0,1.0,331,gg,main_w4_handler1,3323015,17457192,False,,442041,bed,249485,bed,11515027,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32314780}]","[{'src': 'hda', 'id': 32310507}]","[{'src': 'hda', 'id': 32309660}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,40957050,1510684547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2017-11-14 18:35:57.217608,37946,5.0
2017-11-14 15:51:59.423253,slurm_normal,1510674746.0,0,1.0,1405,gg,main_w3_handler0,3323015,17455218,False,,442041,bed,249485,bed,11512955,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32310259}]","[{'src': 'hda', 'id': 32310507}]","[{'src': 'hda', 'id': 32309660}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,40957050,1510674742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2017-11-14 15:52:32.784311,37946,4.0
2017-11-14 15:52:26.202185,slurm_normal,1510674763.0,0,1.0,1405,gg,main_w3_handler0,3323015,17455224,False,,442041,bed,419156,bed,11512959,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32310259}]","[{'src': 'hda', 'id': 32310507}]","[{'src': 'hda', 'id': 32309672}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,40957050,1510674759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2017-11-14 15:52:47.025658,37946,4.0
2017-11-14 18:48:16.975527,slurm_normal,1510685322.0,0,1.0,322,gg,main_w4_handler0,3323015,17457481,False,,442041,bed,249485,bed,11515176,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32315196}]","[{'src': 'hda', 'id': 32310507}]","[{'src': 'hda', 'id': 32309660}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,40957050,1510685318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2017-11-14 18:48:49.175507,37946,4.0
2017-11-15 13:29:36.189079,slurm_normal,1510752591.0,0,1.0,322,gg,main_w4_handler1,3323015,17469455,False,,442041,bed,1499151,bed,11526702,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32315196}]","[{'src': 'hda', 'id': 32310507}]","[{'src': 'hda', 'id': 32288932}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,40957050,1510752586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2017-11-15 13:29:53.795600,37946,5.0
2017-11-15 13:24:57.919832,slurm_normal,1510752319.0,0,1.0,322,gg,main_w3_handler1,3323015,17469432,False,,232025,bed,389783,bed,11526664,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32315196}]","[{'src': 'hda', 'id': 32305214}]","[{'src': 'hda', 'id': 32305217}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,40957050,1510752315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2017-11-15 13:25:21.644131,37946,4.0
2018-02-01 04:53:42.530402,slurm_normal,1517460849.0,0,1.0,376,gg,main_w3_handler1,2202343,18219693,False,,38,bed,1578245,bed,12300159,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32974738}]","[{'src': 'hda', 'id': 33604458}]","[{'src': 'hda', 'id': 33604371}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,43440111,1517460845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2018-02-01 04:54:12.531811,59484,4.0
2018-02-01 04:50:33.245873,slurm_normal,1517460648.0,0,1.0,376,gg,main_w4_handler0,2202343,18219676,False,,150,bed,1578245,bed,12300133,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32974738}]","[{'src': 'hda', 'id': 33508250}]","[{'src': 'hda', 'id': 33604371}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,43440111,1517460644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2018-02-01 04:50:50.899742,59484,4.0
2018-02-01 06:10:35.676241,slurm_normal,1517465449.0,0,1.0,376,gg,main_w3_handler1,2202343,18219907,False,,150,bed,73356,bed,12300408,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32974738}]","[{'src': 'hda', 'id': 33508250}]","[{'src': 'hda', 'id': 33604741}]","""false""","""1e-09""","""false""","""false""","""""",32.0,,43440111,1517465445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.26.0.0,2.26.0.0,,2018-02-01 06:10:50.752667,59484,4.0
