chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,parameters.ncbi_taxonomy,parameters.read_name,parameters.tax_id,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-16 17:39:44.004733,slurm_normal,1497634883.0,0,,1.0,main_w3_handler1,3155875,16118166,False,,1048450251,tabular,10200112.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30056208}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38728914.0,1497634821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 17:41:29.372457,107609.0,62.0
,,2017-06-16 17:47:09.901513,slurm_normal,1497635305.0,0,,1.0,main_w4_handler0,3155258,16118227,False,,1048485665,tabular,10200159.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30056203}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38728908.0,1497635240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 17:48:30.035441,107611.0,65.0
,,2017-06-21 07:18:55.833031,slurm_normal,1498029658.0,0,,1.0,main_w3_handler0,3162642,16150958,False,,65307819,tabular,10229784.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30093420}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38798584.0,1498029559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-21 07:20:59.993475,17996.0,99.0
,,2017-06-20 09:05:22.539928,slurm_normal,1497949551.0,0,,1.0,main_w4_handler1,3144589,16140656,False,,21201,tabular,10220155.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30092559}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38542606.0,1497949541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-20 09:05:54.109368,107300.0,10.0
,,2017-06-17 23:50:42.798798,slurm_normal,1497743488.0,0,,1.0,main_w4_handler0,3144589,16123811,False,,794735,tabular,10204955.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30066112}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38542606.0,1497743454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-17 23:51:29.873351,107300.0,34.0
,,2017-05-24 19:27:54.843861,slurm_normal,1495654112.0,0,,1.0,main_w3_handler0,3114540,15931055,False,,2437640,tabular,10029140.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29697622}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38069311.0,1495654088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-05-24 19:28:38.377338,92488.0,24.0
,,2017-05-24 20:09:55.006717,slurm_normal,1495656619.0,0,,1.0,main_w3_handler1,3125754,15931368,False,,19191,tabular,10029542.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29758620}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38195189.0,1495656606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-05-24 20:10:23.341045,106557.0,13.0
,,2017-05-24 19:46:50.132305,slurm_normal,1495657482.0,0,,1.0,main_w3_handler1,3114540,15931232,False,,38147321,tabular,10029727.roundup,slurm,,132112168.0,corral-repl,,"""b4bca42a40b911e7b13a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29758321}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,,1495657453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-05-24 20:24:44.728132,92488.0,29.0
,,2017-05-24 22:17:22.948552,slurm_normal,1495664763.0,0,,1.0,main_w3_handler0,3114540,15932290,False,,83525,tabular,10030604.roundup,slurm,,132112168.0,corral-repl,,"""bd2937a840ce11e7a0ff005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29760330}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,,1495664728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-05-24 22:26:06.681465,92488.0,35.0
,,2017-05-24 22:37:28.730512,slurm_normal,1495666024.0,0,,1.0,main_w3_handler1,3114540,15932371,False,,337913,tabular,10030732.roundup,slurm,,132112168.0,corral-repl,,"""8cb7707840d111e7be3d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29760437}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,,1495665991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-05-24 22:47:06.941331,92488.0,33.0
,,2017-06-18 06:33:26.145309,slurm_normal,1497767706.0,0,,1.0,main_w4_handler0,3144589,16124782,False,,1873367,tabular,10205744.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30035165}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38542606.0,1497767621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-18 06:35:07.340177,107300.0,85.0
,,2017-06-18 15:31:13.091597,slurm_normal,1497799895.0,0,,1.0,main_w4_handler1,3155846,16125953,False,,1476799,taxonomy,10206677.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30069501}]",,"""ncbi-2015-10-05""","""2""","""2""",32.0,,38758208.0,1497799885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-18 15:31:37.951926,107607.0,10.0
,,2017-06-18 15:25:55.190818,slurm_normal,1497799598.0,0,,1.0,main_w3_handler0,3155846,16125948,False,,4693372,tabular,10206663.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30057034}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38758208.0,1497799565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-18 15:26:40.198026,107607.0,33.0
,,2017-06-18 16:36:53.775217,slurm_normal,1497803890.0,0,,1.0,main_w4_handler0,3155846,16126097,False,,1024647,taxonomy,10206833.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30069508}]",,"""ncbi-2015-10-05""","""1""","""1""",32.0,,38758208.0,1497803829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-18 16:38:11.218938,107607.0,61.0
,,2017-05-25 14:58:29.721504,slurm_normal,1495726459.0,0,,1.0,main_w3_handler0,3122210,15937569,False,,893016,tabular,10036419.roundup,slurm,,132112168.0,corral-repl,,"""980fdef4415a11e78f00005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29770298}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,,1495726446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-05-25 15:34:21.949815,106402.0,13.0
,,2017-06-19 12:55:01.856465,slurm_normal,1497876953.0,0,,1.0,main_w3_handler0,3155119,16131455,False,,121,tabular,10211671.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30073864}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38666151.0,1497876917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-19 12:55:54.547991,107681.0,36.0
,,2017-06-20 01:11:41.483946,slurm_normal,1497921155.0,0,,1.0,main_w4_handler0,3144589,16138322,False,,127069602,tabular,10218011.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30088537}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38520295.0,1497921120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-20 01:12:39.356728,107300.0,35.0
,,2017-06-20 01:49:48.654513,slurm_normal,1497923438.0,0,,1.0,main_w4_handler0,3144589,16138555,False,,6024,tabular,10218291.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30089505}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38520295.0,1497923402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-20 01:50:40.513825,107300.0,36.0
,,2017-06-20 01:55:17.581326,slurm_normal,1497923783.0,0,,1.0,main_w3_handler0,3144589,16138576,False,,421912,tabular,10218314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30089199}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38520295.0,1497923737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-20 01:56:29.318452,107300.0,46.0
,,2017-06-20 08:49:44.608780,slurm_normal,1497948615.0,0,,1.0,main_w3_handler0,3144589,16140575,False,,124867210,tabular,10220074.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30090058}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38542606.0,1497948602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-20 08:50:17.828159,107300.0,13.0
,,2017-06-21 07:18:55.388301,slurm_normal,1498029613.0,0,,1.0,main_w4_handler0,3162642,16150957,False,,93705901,tabular,10229783.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30091477}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38798584.0,1498029556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-21 07:20:14.407065,17996.0,57.0
