chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,parameters.ncbi_taxonomy,parameters.read_name,parameters.tax_id,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-20 02:20:19.435886,slurm_normal,1497925249.0,0,,1.0,main_w3_handler1,3144589,16138640,False,,1354705,tabular,10218395.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30089528}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38520295.0,1497925234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-20 02:20:52.605951,107300.0,15.0
,,2017-06-20 17:04:49.813166,slurm_normal,1497978362.0,0,,1.0,main_w4_handler1,3163607,16145310,False,,1031579879,tabular,10224339.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30097553}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38779192.0,1497978303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-20 17:06:04.504515,104239.0,59.0
,,2017-05-31 15:53:45.968875,slurm_normal,1496246173.0,0,,1.0,main_w4_handler1,3123065,15980076,False,,38213533,tabular,10075684.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29762927}]",,"""ncbi-2015-10-05""","""2""","""4""",32.0,,38154576.0,1496246140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-05-31 15:56:19.134694,106443.0,33.0
,,2017-06-01 15:44:36.945901,slurm_normal,1496331920.0,0,,1.0,main_w4_handler0,3100977,15990135,False,,39107249,tabular,10085015.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29653691}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,36984407.0,1496331891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-01 15:45:23.486812,101427.0,29.0
,,2017-06-01 15:40:31.578371,slurm_normal,1496331684.0,0,,1.0,main_w3_handler1,3100977,15990095,False,,886540,tabular,10084947.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29849185}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,36984407.0,1496331647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-01 15:41:28.535430,101427.0,37.0
,,2017-06-01 22:44:19.610971,slurm_normal,1496357746.0,0,,1.0,main_w4_handler0,3100977,15993683,False,,886540,tabular,10088358.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29849185}]",,"""ncbi-2015-10-05""","""3""","""4""",32.0,,36668425.0,1496357735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-01 22:55:53.378263,101427.0,11.0
,,2017-06-21 07:18:57.266197,slurm_normal,1498029660.0,0,,1.0,main_w3_handler0,3162642,16150963,False,,27636019,tabular,10229792.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30094433}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38798584.0,1498029627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-21 07:21:04.298034,17996.0,33.0
,,2017-06-19 17:47:56.515788,slurm_normal,1497894555.0,0,,1.0,main_w4_handler1,3086619,16134603,False,,388823712,tabular,10214181.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30083086}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38779192.0,1497894494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-19 17:49:19.208920,104239.0,61.0
,,2017-06-21 06:53:31.477824,slurm_normal,1498028106.0,0,,1.0,main_w4_handler1,3162642,16150843,False,,27653468,tabular,10229621.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30077803}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38798584.0,1498028029.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-21 06:55:10.841652,17996.0,77.0
,,2017-06-04 19:45:31.785497,slurm_normal,1496605591.0,0,,1.0,main_w3_handler1,2991328,16010347,False,,8768905,interval,10103468.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29885018}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,36584128.0,1496605545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-04 19:46:33.426389,92765.0,46.0
,,2017-06-08 06:44:20.611079,slurm_normal,1496904363.0,0,,1.0,main_w3_handler0,3108022,16049482,False,,853316,tabular,10139454.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29942795}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38363318.0,1496904298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-08 06:46:05.271849,105723.0,65.0
,,2017-06-08 06:44:19.471449,slurm_normal,1496904345.0,0,,1.0,main_w3_handler0,3108022,16049479,False,,912598,tabular,10139446.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29942792}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38363318.0,1496904273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-08 06:45:48.371069,105723.0,72.0
,,2017-06-08 06:44:20.292605,slurm_normal,1496904325.0,0,,1.0,main_w4_handler0,3108022,16049481,False,,1041086,tabular,10139447.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29942794}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38363318.0,1496904281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-08 06:45:28.373029,105723.0,44.0
,,2017-06-08 06:44:19.942104,slurm_normal,1496904352.0,0,,1.0,main_w3_handler0,3108022,16049480,False,,996464,tabular,10139449.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29942793}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38363318.0,1496904287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-08 06:45:55.866964,105723.0,65.0
,,2017-06-10 03:40:17.627712,slurm_normal,1497066132.0,0,,1.0,main_w3_handler0,1922024,16069937,False,,679679460,tabular,10158542.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29977942}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38565815.0,1497066033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-10 03:42:17.375837,49433.0,99.0
,,2017-06-09 22:27:39.161064,reserved,1497047313.0,0,,1.0,main_w3_handler1,2935825,16068728,False,,61503,tabular,10157355.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29976222}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38237302.0,1497047268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-09 22:28:34.807743,5254.0,45.0
,,2017-06-14 06:44:10.410040,slurm_normal,1497422675.0,0,,1.0,main_w3_handler0,3152661,16096728,False,,15834399,tabular,10181900.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30022696}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38627201.0,1497422666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-14 06:44:42.287894,,9.0
,,2017-06-14 06:42:28.784260,slurm_normal,1497422634.0,0,,1.0,main_w3_handler1,3152661,16096711,False,,15834399,tabular,10181893.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30022696}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38627201.0,1497422599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-14 06:43:57.652155,,35.0
,,2017-06-14 14:19:36.067665,slurm_normal,1497450067.0,0,,1.0,main_w4_handler1,3154165,16100035,False,,5979742,tabular,10184500.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30020507}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,36984407.0,1497449990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-14 14:21:09.665700,101427.0,77.0
,,2017-06-29 17:18:18.893743,slurm_normal,1498757578.0,0,,1.0,main_w4_handler1,3155119,16224893,False,,2036433,tabular,10300959.roundup,slurm,,132112168.0,corral-repl,,"""ed0370c45cee11e7a951005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30237228}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,,1498757542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-29 17:33:02.728376,107681.0,36.0
,,2017-06-16 01:17:16.241427,slurm_normal,1497597132.0,0,,1.0,main_w3_handler1,3144589,16113126,False,,1873367,tabular,10196276.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30035165}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38542606.0,1497597092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 07:43:32.559252,107300.0,40.0
,,2017-06-21 07:17:36.837901,slurm_normal,1498029533.0,0,,1.0,main_w4_handler1,3162642,16150948,False,,43631876,tabular,10229774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30080273}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38798584.0,1498029483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-21 07:18:57.029986,17996.0,50.0
,,2017-06-16 14:40:20.161937,slurm_normal,1497624051.0,0,,1.0,main_w4_handler0,3086619,16116983,False,,3952419,tabular,10199144.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30054684}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,37553177.0,1497624037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 14:40:53.941480,104239.0,14.0
,,2017-06-21 07:18:56.811374,slurm_normal,1498029650.0,0,,1.0,main_w3_handler1,3162642,16150962,False,,35702926,tabular,10229791.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30094425}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38798584.0,1498029622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-21 07:20:51.260077,17996.0,28.0
,,2017-06-16 17:35:31.783765,slurm_normal,1497634656.0,0,,1.0,main_w3_handler0,3155268,16118127,False,,60588671,tabular,10200085.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30056201}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38728907.0,1497634635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 17:38:34.711061,107615.0,21.0
,,2017-06-16 17:40:19.068894,slurm_normal,1497634862.0,0,,1.0,main_w3_handler1,3155256,16118168,False,,4684509,tabular,10200115.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30056211}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38728913.0,1497634849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 17:41:08.956627,107606.0,13.0
,,2017-06-16 17:27:45.788558,slurm_normal,1497634196.0,0,,1.0,main_w3_handler0,3155957,16118050,False,,1048485665,tabular,10200009.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30056209}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38728881.0,1497634088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 17:30:00.205267,89768.0,108.0
,,2017-06-16 17:32:38.237052,slurm_normal,1497634390.0,0,,1.0,main_w4_handler1,3155268,16118102,False,,60588671,tabular,10200057.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30056201}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38728907.0,1497634379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 17:33:14.350097,107615.0,11.0
,,2017-06-16 17:57:04.880587,slurm_normal,1497635892.0,0,,1.0,main_w4_handler1,3156995,16118270,False,,4730,tabular,10200201.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30057007}]",,"""ncbi-2015-10-05""","""2""","""3""",32.0,,38728965.0,1497635835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,1.2,,2017-06-16 17:58:14.463752,107612.0,57.0
