create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,parameters.kraken_database,parameters.mpa_format,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-01 22:49:06.013013,slurm_normal,1509576628.0,0,,1.0,main_w3_handler0,3266195,17291704,False,,4984540,tabular,11353737,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32012412}]",,"""viruses""","""false""",32.0,,40918844.0,1509576567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-01 22:50:33.541881,73936.0,61.0
2017-11-02 02:41:43.023151,slurm_normal,1509590581.0,0,,1.0,main_w4_handler0,3305474,17293899,False,,24874,tabular,11355891,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32015606}]",,"""bacteria""","""true""",32.0,,41502438.0,1509590517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-02 02:43:06.237283,,64.0
2018-03-05 17:45:52.128826,slurm_normal,1520271992.0,0,7680.0,1.0,main_w3_handler1,3452674,18613536,False,,11151493,tabular,12709158,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34221950}]",,"""bacteria""","""false""",32.0,,43949299.0,1520271968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-03-05 17:46:34.010553,113115.0,24.0
2017-11-04 10:44:37.732813,slurm_normal,1509792388.0,0,,1.0,main_w4_handler1,3305079,17326066,False,,407335190,tabular,11386998,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31973503}]",,"""plasmids""","""false""",32.0,,41626592.0,1509792293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-04 10:46:31.548349,66482.0,95.0
2017-11-04 13:37:46.968131,slurm_normal,1509802744.0,0,,1.0,main_w4_handler0,3077406,17327149,False,,2961374,tabular,11388556,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32064231}]",,"""plasmids""","""false""",32.0,,41726363.0,1509802685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-04 13:39:08.861934,104268.0,59.0
2017-11-04 14:38:19.599090,slurm_normal,1509806331.0,0,,1.0,main_w3_handler0,3307604,17327418,False,,3841887,tabular,11388973,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32061253}]",,"""viruses""","""false""",32.0,,40918844.0,1509806315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-04 14:38:54.081221,73936.0,16.0
2017-11-04 16:56:22.079405,slurm_normal,1509814631.0,0,,1.0,main_w3_handler1,3311305,17328238,False,,1029659,tabular,11389841,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32065589}]",,"""plasmids""","""false""",32.0,,41397556.0,1509814615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-04 16:57:17.875711,113115.0,16.0
2018-03-05 17:52:32.712469,slurm_normal,1520272508.0,0,7680.0,1.0,main_w4_handler1,3452674,18613578,False,,7639817,tabular,12709249,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34221963}]",,"""bacteria""","""false""",32.0,,43949299.0,1520272490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-03-05 17:55:09.237786,113115.0,18.0
2018-01-09 14:03:50.607171,slurm_normal,1515506686.0,0,,1.0,main_w4_handler1,3383836,17981573,False,,11825930,tabular,12058344,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33228128}]",,"""plasmids""","""false""",32.0,,43075827.0,1515506639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-09 14:04:48.559652,99424.0,47.0
2017-11-05 15:35:47.659267,slurm_normal,1509896211.0,0,,1.0,main_w4_handler1,3311305,17336071,False,,98785176,tabular,11398448,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32077537}]",,"""bacteria""","""false""",32.0,,41397556.0,1509896171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-05 15:36:55.529845,113115.0,40.0
2017-11-05 15:44:48.385299,slurm_normal,1509896725.0,0,,1.0,main_w3_handler1,3311305,17336119,False,,96745842,tabular,11398504,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32077237}]",,"""bacteria""","""false""",32.0,,41397556.0,1509896699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-05 15:45:27.886366,113115.0,26.0
2017-11-05 15:38:34.603602,slurm_normal,1509896343.0,0,,1.0,main_w3_handler0,3311305,17336088,False,,98785176,tabular,11398464,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32077537}]",,"""bacteria""","""false""",32.0,,41397556.0,1509896326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-05 15:39:07.346144,113115.0,17.0
2018-01-09 20:45:44.089378,slurm_normal,1515530782.0,0,,1.0,main_w4_handler1,3379460,17985854,False,,128116,tabular,12062211,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33236027}]",,"""plasmids""","""false""",32.0,,43090939.0,1515530750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-09 20:46:23.311242,99424.0,32.0
2017-11-06 16:43:22.951923,slurm_normal,1509986681.0,0,,1.0,main_w4_handler0,3313518,17347871,False,,167561273,tabular,11411143,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32095075}]",,"""plasmids""","""false""",32.0,,41787132.0,1509986638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-06 16:45:08.136898,115424.0,43.0
2017-11-06 16:44:18.691130,slurm_normal,1509990525.0,0,,1.0,main_w3_handler0,3313516,17347918,False,,2639,tabular,11411788,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32095739}]",,"""plasmids""","""false""",32.0,,41787130.0,1509990460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-06 17:48:47.956420,115423.0,65.0
2017-11-08 19:23:56.278838,slurm_normal,1510169106.0,0,,1.0,main_w3_handler0,3156005,17385554,False,,997541892,tabular,11447184,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32157619}]",,"""viruses""","""false""",32.0,,41679027.0,1510169060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-08 19:25:09.530896,107622.0,46.0
2017-11-08 21:24:31.586742,slurm_normal,1510177245.0,0,,1.0,main_w4_handler0,3315191,17387404,False,,761800,tabular,11449108,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32162365}]",,"""bacteria""","""false""",32.0,,41815816.0,1510177227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-08 21:40:52.900520,115571.0,18.0
2017-11-09 04:12:05.084035,slurm_normal,1510202022.0,0,,1.0,main_w3_handler0,2182238,17391999,False,,79629963,tabular,11453143,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32180551}]",,"""viruses""","""false""",32.0,,41870758.0,1510201981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-09 04:33:48.212099,58701.0,41.0
2018-01-10 17:59:01.128254,slurm_normal,1515607207.0,0,,1.0,main_w3_handler1,2146077,17995072,False,,14147048,tabular,12071808,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33236739}]",,"""bacteria""","""false""",32.0,,43099999.0,1515607143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-10 18:00:08.521996,45174.0,64.0
2018-01-10 17:58:47.624267,slurm_normal,1515607184.0,0,,1.0,main_w3_handler0,2146077,17995070,False,,14147048,tabular,12071806,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33236739}]",,"""viruses""","""false""",32.0,,43099999.0,1515607130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-10 17:59:45.115882,45174.0,54.0
2018-01-22 19:02:24.283728,slurm_normal,1516647815.0,0,,1.0,main_w4_handler0,3395729,18124675,False,,159587,tabular,12202490,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33449485}]",,"""plasmids""","""false""",32.0,,43248546.0,1516647774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-22 19:03:43.242874,120029.0,41.0
2017-11-13 06:06:20.177334,slurm_normal,1510553205.0,0,,1.0,main_w3_handler1,3314466,17433142,False,,165291016,tabular,11491584,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32274278}]",,"""bacteria""","""false""",32.0,,41952079.0,1510553182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-13 06:06:47.041166,84166.0,23.0
2017-11-13 22:55:28.823819,slurm_normal,1510613795.0,0,,1.0,main_w4_handler1,3305120,17445614,False,,9378925,tabular,11502724,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/canFam3.len""","""canFam3""","[{'src': 'hda', 'id': 32295605}]",,"""viruses""","""false""",32.0,,41965280.0,1510613733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-13 22:56:37.041083,114779.0,62.0
2017-11-13 22:59:15.016854,slurm_normal,1510614001.0,0,,1.0,main_w3_handler0,3305120,17445644,False,,4860,tabular,11502760,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/canFam3.len""","""canFam3""","[{'src': 'hda', 'id': 32295861}]",,"""bacteria""","""false""",32.0,,41965280.0,1510613958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-13 23:00:03.230045,114779.0,43.0
2017-11-14 10:42:12.482982,slurm_normal,1510656157.0,0,,1.0,main_w3_handler1,1724266,17451193,False,,4101,tabular,11508751,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32304469}]",,"""bacteria""","""false""",32.0,,41965667.0,1510656140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-14 10:42:40.928935,2390.0,17.0
2018-01-11 13:21:09.452032,slurm_normal,1515677254.0,0,,1.0,main_w4_handler0,3388930,18003140,False,,8553681,tabular,12080205,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33263860}]",,"""bacteria""","""false""",32.0,,43133725.0,1515677194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-11 13:27:35.250244,,60.0
2018-01-11 13:43:31.871053,slurm_normal,1515678385.0,0,,1.0,main_w3_handler0,3388930,18003381,False,,7528607,tabular,12080401,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33263791}]",,"""bacteria""","""false""",32.0,,43133725.0,1515678323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-11 13:46:26.610932,,62.0
2017-11-14 21:50:45.870844,slurm_normal,1510714441.0,0,,1.0,main_w3_handler0,3323317,17459908,False,,76058676,tabular,11520930,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32317044}]",,"""bacteria""","""false""",32.0,,41962456.0,1510714369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-15 02:54:04.518206,116163.0,72.0
2018-01-12 05:50:00.996761,slurm_normal,1515736273.0,0,,1.0,main_w3_handler1,3388050,18010591,False,,6018237,tabular,12087917,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274979}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:15.159975,80446.0,19.0
2018-01-12 05:50:00.278945,slurm_normal,1515736255.0,0,,1.0,main_w4_handler1,3388050,18010589,False,,5039020,tabular,12087915,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274977}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:50:57.357392,80446.0,19.0
2018-01-12 05:50:06.103224,slurm_normal,1515736315.0,0,,1.0,main_w4_handler1,3388050,18010599,False,,8954822,tabular,12087925,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274987}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:56.768599,80446.0,20.0
2018-01-12 05:50:01.807405,slurm_normal,1515736309.0,0,,1.0,main_w3_handler1,3388050,18010592,False,,4120255,tabular,12087920,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274980}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:50.287737,80446.0,49.0
2018-01-12 05:50:04.575846,slurm_normal,1515736314.0,0,,1.0,main_w3_handler1,3388050,18010597,False,,8142362,tabular,12087926,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274985}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:55.145450,80446.0,19.0
2018-01-12 05:50:02.771758,slurm_normal,1515736290.0,0,,1.0,main_w3_handler1,3388050,18010593,False,,8441734,tabular,12087922,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274981}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:33.331993,80446.0,19.0
2018-01-12 05:49:58.855613,slurm_normal,1515736228.0,0,,1.0,main_w3_handler0,3388050,18010587,False,,6066837,tabular,12087913,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274975}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:50:32.598005,80446.0,26.0
2018-01-12 05:49:59.679534,slurm_normal,1515736251.0,0,,1.0,main_w3_handler1,3388050,18010588,False,,5109358,tabular,12087914,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274976}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736233.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:50:52.077427,80446.0,18.0
2018-01-12 05:50:00.561600,slurm_normal,1515736264.0,0,,1.0,main_w4_handler1,3388050,18010590,False,,5887940,tabular,12087916,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274978}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:06.868478,80446.0,18.0
2018-01-12 05:50:04.278669,slurm_normal,1515736274.0,0,,1.0,main_w4_handler1,3388050,18010596,False,,7500861,tabular,12087918,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274984}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:16.730762,80446.0,19.0
2018-01-12 05:50:03.151094,slurm_normal,1515736296.0,0,,1.0,main_w3_handler1,3388050,18010594,False,,9842490,tabular,12087923,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274982}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:38.066121,80446.0,19.0
2018-01-12 05:50:03.991294,slurm_normal,1515736310.0,0,,1.0,main_w3_handler1,3388050,18010595,False,,8244973,tabular,12087924,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33274983}]",,"""bacteria""","""false""",32.0,,42965481.0,1515736292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2018-01-12 05:51:51.770723,80446.0,18.0
2017-11-16 08:02:51.864653,slurm_normal,1510819437.0,0,,1.0,main_w3_handler1,3325760,17478690,False,,28809536,tabular,11536217,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32348786}]",,"""bacteria""","""false""",32.0,,42031099.0,1510819394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.3,1.2.3,,2017-11-16 08:04:05.063651,105062.0,43.0
