create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.abund,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.groupmode,parameters.otu.values,parameters.size,parameters.subsample.__current_case__,parameters.subsample.use,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-19 00:05:37.089349,reserved_normal,1513641951.0,0,,1.0,main_w3_handler0,3280912,17842708,False,,11917042.roundup,slurm,,132112168.0,corral-repl,20898,mothur.shared,,"""10""",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32993123}]","""2440""",1,no,32.0,,42691248,1513641945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2017-12-19 00:05:54.280819,5254,6.0
2017-10-06 21:42:10.018544,slurm_normal,1507326139.0,0,,1.0,main_w4_handler1,3278085,17043803,False,,11101127.roundup,slurm,,132112168.0,corral-repl,20804,mothur.shared,,"""10""","[""sobs"", ""coverage"", ""invsimpson"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 31590249}]","""2440""",1,no,32.0,,41097146,1507326135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2017-10-06 21:42:23.991087,112430,4.0
2017-12-19 17:02:06.068112,slurm_normal,1513702941.0,0,,1.0,main_w3_handler1,3363441,17851151,False,,11924264,slurm,,132112168.0,corral-repl,333716,mothur.shared,,"""10""","[""simpson"", ""invsimpson"", ""shannon"", ""npshannon"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33006359}]","""""",1,no,32.0,,42668866,1513702936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2017-12-19 17:02:22.024541,112430,5.0
2017-12-20 00:28:03.883372,reserved_normal,1513729714.0,0,,1.0,main_w3_handler1,3280912,17854291,False,,11927031.roundup,slurm,,132112168.0,corral-repl,20898,mothur.shared,,"""10""","[""sobs"", ""coverage"", ""invsimpson"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32993123}]","""2440""",1,no,32.0,,42691248,1513729694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2017-12-20 00:28:37.131408,5254,20.0
2017-11-09 04:12:28.607049,slurm_normal,1510200801.0,0,,1.0,main_w4_handler0,3307905,17392002,False,,11452905,slurm,,132112168.0,corral-repl,102410,mothur.shared,,"""10""","[""sobs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32028813}]","""14489""",1,no,32.0,,41627267,1510200789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2017-11-09 04:13:29.563557,36706,12.0
2017-11-09 22:53:25.881795,slurm_normal,1510268019.0,0,,1.0,main_w3_handler0,3315882,17404133,False,,11465555,slurm,,132112168.0,corral-repl,117015,mothur.shared,,"""10""","[""sobs"", ""coverage"", ""invsimpson"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32209673}]","""3000""",1,no,32.0,,40487806,1510268014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2017-11-09 22:53:41.292382,110860,5.0
2018-01-19 03:15:28.290419,slurm_normal,1516331745.0,0,,1.0,main_w4_handler0,3397277,18079879,False,,12158400,slurm,,132112168.0,corral-repl,386273,mothur.shared,,"""10""","[""sobs"", ""simpson"", ""shannon"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33381372}]","""2577""",1,no,32.0,,42668866,1516331741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2018-01-19 03:15:47.559646,112430,4.0
2017-11-16 02:36:54.062632,slurm_normal,1510799853.0,0,,1.0,main_w3_handler0,3308920,17476976,False,,11534229,slurm,,132112168.0,corral-repl,655238,mothur.shared,,"""10""","[""sobs"", ""coverage"", ""invsimpson"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32141533}]","""15789""",1,no,32.0,,41894613,1510799848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2017-11-16 02:37:42.281322,110821,5.0
2017-11-19 07:38:35.253048,slurm_normal,1511077123.0,0,,1.0,main_w3_handler1,3329759,17506007,False,,11566531,slurm,,132112168.0,corral-repl,20895,mothur.shared,,"""10""","[""sobs"", ""coverage"", ""invsimpson"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32387637}]","""2440""",1,no,32.0,,42083511,1511077119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2017-11-19 07:38:46.079935,113498,4.0
2018-03-06 14:07:27.408134,slurm_normal,1520345258.0,0,7680.0,1.0,main_w4_handler1,3443094,18624002,False,,12720337,slurm,,132112168.0,corral-repl,20988,mothur.shared,,"""10""","[""sobs"", ""coverage"", ""invsimpson"", ""nseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 34238389}]","""2240""",1,no,32.0,,44368180,1520345254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.36.1.0,1.36.1.0,,2018-03-06 14:07:39.861340,122824,4.0
