bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.plotTitle,parameters.advancedOpt.scaleFactor1,parameters.advancedOpt.scaleFactor2,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.bigwigFile1,parameters.bigwigFile1.values,parameters.bigwigFile2,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
182117111,bigwig,306149341,bigwig,,,2016-05-05 11:58:35.491647,slurm_normal,1462453508.0,0,1.0,main_w1_handler0,2695715,12792322,False,,6991447.roundup,slurm,,132112168.0,corral-repl,,,,"""abbe07d612b811e6aaba005056a52a46""",0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510e2fd51b189b3c9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586f3d2b751df34e1'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,29445865,1462449540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-05 13:05:10.683518,81993.0,3968.0
20979759,bigwig,21312272,bigwig,,,2016-05-07 15:15:51.954516,slurm_normal,1462637763.0,0,1.0,main_w2_handler0,2696874,12816497,False,,7017703.roundup,slurm,,132112168.0,corral-repl,,,,,1,50,,1.0,1.0,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587ba307472760ec2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f54d9be36ef9c437'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30078878,1462634182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-07 16:16:05.532868,83951.0,3581.0
74753319,bigwig,184254728,bigwig,,,2016-05-05 11:58:40.878626,slurm_normal,1462453699.0,0,1.0,main_w2_handler1,2695715,12792325,False,,6991454.roundup,slurm,,132112168.0,corral-repl,,,,"""abbe07d612b811e6aaba005056a52a46""",0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55dcf1d44be18555c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5795190945403bc34'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,29445865,1462449563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-05 13:08:34.753378,81993.0,4136.0
29908675,bigwig,21312272,bigwig,,,2016-05-07 21:45:50.223119,slurm_normal,1462660829.0,0,1.0,main_w1_handler0,2696874,12818524,False,,7019654.roundup,slurm,,132112168.0,corral-repl,,,,,1,50,,1.0,1.0,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53cce68db722c6f55'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f54d9be36ef9c437'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,30086362,1462657582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-07 22:40:31.022420,83951.0,3247.0
5661731,bigwig,199134800,bigwig,,,2016-05-06 18:05:42.007024,slurm_normal,1462561450.0,0,1.0,main_w1_handler2,2686094,12808369,False,,7008954.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5afb8010e60204c74'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5641558efc79a0895'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,29824633,1462557968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-06 19:04:12.306091,65763.0,3482.0
145551,bigwig,134758,bigwig,,,2016-05-06 20:21:00.951849,slurm_normal,1462569099.0,0,1.0,main_w1_handler2,2696890,12810065,False,,7012138.roundup,slurm,,132112168.0,corral-repl,,,,"""0b60be4413c811e6a8fc005056a51846""",0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55517b7d65d206f67'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539f738a787c9674d'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,29445865,1462566145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-06 21:11:41.733232,81993.0,2954.0
36151250,bigwig,32356068,bigwig,,,2016-05-06 20:03:49.189068,slurm_normal,1462567921.0,0,1.0,main_w1_handler2,2439699,12809895,False,,7011899.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542504076defe4f8c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5469b6375a81641b5'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,28479787,1462565154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-06 20:52:04.055980,40656.0,2767.0
36151250,bigwig,21283947,bigwig,,,2016-05-06 20:06:29.729155,slurm_normal,1462567823.0,0,1.0,main_w1_handler2,2439699,12809915,False,,7011936.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542504076defe4f8c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f79b6125898222e'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,28479787,1462565271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-06 20:50:24.660494,40656.0,2552.0
36151250,bigwig,11616855,bigwig,,,2016-05-06 20:07:19.529772,slurm_normal,1462568051.0,0,1.0,main_w1_handler1,2439699,12809932,False,,7011950.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542504076defe4f8c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecc2454a1039dd24'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,28479787,1462565307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-06 20:54:14.157949,40656.0,2744.0
2192377,bigwig,2137033,bigwig,,,2016-05-08 22:03:15.489118,slurm_normal,1462745031.0,0,1.0,main_w1_handler2,2549611,12825397,False,,7025909.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a5282221f6f4fe0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5153e7e1e525ae006'}]","""/galaxy-repl/localdata/chrom/caulCres.len""",0,log2,1.0,"""caulCres""","""bigwig""","""""",32.0,,28269289,1462745020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-08 22:03:53.719215,75857.0,11.0
128495401,bigwig,136200178,bigwig,,,2016-05-08 11:17:42.852403,slurm_normal,1462709407.0,0,1.0,main_w1_handler0,2697685,12821361,False,,7022325.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548ea6a820bb3c691'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd23d88d059ff9f8'}]","""/galaxy-repl/localdata/chrom/mm10.len""",0,log2,1.0,"""mm10""","""bigwig""","""""",32.0,,28673878,1462706290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-08 12:10:10.484046,79463.0,3117.0
20276791,bigwig,97771450,bigwig,,,2016-05-11 12:26:15.780512,slurm_normal,1462973649.0,0,1.0,main_w1_handler2,2702117,12855117,False,,7055665.roundup,slurm,,132112168.0,corral-repl,,,,,1,50,,1.0,1.0,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59bea482538751447'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539881e510b8a6598'}]","""/galaxy-repl/localdata/chrom/mm9.len""",4,reciprocal_ratio,1.0,"""mm9""","""bigwig""","""""",32.0,,30162044,1462969601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-11 13:34:12.654231,84242.0,4048.0
66523674,bigwig,88197522,bigwig,,,2016-05-11 12:26:50.036724,slurm_normal,1462973131.0,0,1.0,main_w1_handler2,2702117,12855120,False,,7055668.roundup,slurm,,132112168.0,corral-repl,,,,,1,50,,1.0,1.0,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dba318e94905940'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574b6b1eda3ecd5ad'}]","""/galaxy-repl/localdata/chrom/mm9.len""",4,reciprocal_ratio,1.0,"""mm9""","""bigwig""","""""",32.0,,30162044,1462969648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-11 13:25:32.969229,84242.0,3483.0
88197522,bigwig,66523674,bigwig,,,2016-05-12 12:19:02.971013,slurm_normal,1463059252.0,0,1.0,main_w2_handler0,2702117,12868706,False,,7068546.roundup,slurm,,132112168.0,corral-repl,,,,,1,50,,1.0,1.0,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574b6b1eda3ecd5ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dba318e94905940'}]","""/galaxy-repl/localdata/chrom/mm9.len""",4,reciprocal_ratio,1.0,"""mm9""","""bigwig""","""""",32.0,,30162044,1463055575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-12 13:20:55.147252,84242.0,3677.0
460066,bigwig,400889,bigwig,36.0,len,2016-03-20 17:58:15.394951,slurm_normal,1458497037.0,0,1.0,main_w1_handler1,2637538,12204673,False,,6416895.roundup,slurm,,132112168.0,corral-repl,,,,,1,50,,1.0,1.0,yes,False,23932372,,23932374,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",4,reciprocal_ratio,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458497018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 18:04:00.134730,80869.0,19.0
400889,bigwig,460066,bigwig,36.0,len,2016-03-20 18:13:28.144965,slurm_normal,1458498164.0,0,1.0,main_w1_handler1,2637538,12204734,False,,6417004.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932374,,23932372,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",2,subtract,,"""?""","""bigwig""","""""",32.0,,29047095,1458498106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 18:22:48.448962,80869.0,58.0
460066,bigwig,400889,bigwig,36.0,len,2016-03-20 08:52:45.937937,slurm_normal,1458464030.0,0,1.0,main_w2_handler1,2637538,12197810,False,,6413317.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932372,,23932374,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458464010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 08:53:51.701860,80869.0,20.0
400889,bigwig,460066,bigwig,36.0,len,2016-03-20 08:58:20.173141,slurm_normal,1458464333.0,0,1.0,main_w1_handler2,2637538,12197824,False,,6413345.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932374,,23932372,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458464320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 08:58:55.302018,80869.0,13.0
331223,bigwig,506361,bigwig,36.0,len,2016-03-20 21:51:18.208314,slurm_normal,1458510718.0,0,1.0,main_w1_handler0,2637538,12205494,False,,6418396.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932376,,23932377,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458510707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:52:00.256160,80869.0,11.0
400889,bigwig,478509,bigwig,36.0,len,2016-03-20 21:51:17.678200,slurm_normal,1458510718.0,0,1.0,main_w1_handler2,2637538,12205493,False,,6418395.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932374,,23932375,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458510707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:52:00.941063,80869.0,11.0
374382,bigwig,463351,bigwig,36.0,len,2016-03-20 21:51:14.737410,slurm_normal,1458510744.0,0,1.0,main_w2_handler0,2637538,12205489,False,,6418400.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932302,,23932303,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458510733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:52:27.834604,80869.0,11.0
374382,bigwig,424468,bigwig,36.0,len,2016-03-20 21:53:03.270999,slurm_normal,1458510833.0,0,1.0,main_w1_handler2,2637538,12205497,False,,6418412.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932302,,23932300,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458510822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:53:55.533602,80869.0,11.0
424468,bigwig,414170,bigwig,36.0,len,2016-03-20 21:51:14.158988,slurm_normal,1458510938.0,0,1.0,main_w1_handler1,2637538,12205488,False,,6418433.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932300,,23932301,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458510928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:55:40.149592,80869.0,10.0
306782,bigwig,464383,bigwig,36.0,len,2016-03-20 21:51:15.606590,slurm_normal,1458510947.0,0,1.0,main_w1_handler1,2637538,12205490,False,,6418435.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932304,,23932305,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458510934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:55:50.107777,80869.0,13.0
400889,bigwig,460066,bigwig,36.0,len,2016-03-20 21:56:04.018625,slurm_normal,1458511008.0,0,1.0,main_w2_handler0,2637538,12205504,False,,6418447.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932374,,23932372,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458510997.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:56:50.181982,80869.0,11.0
331223,bigwig,460066,bigwig,36.0,len,2016-03-20 21:56:53.860059,slurm_normal,1458511049.0,0,1.0,main_w1_handler2,2637538,12205505,False,,6418450.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932376,,23932372,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458511038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:57:32.409138,80869.0,11.0
523915,bigwig,460066,bigwig,36.0,len,2016-03-20 21:57:33.694873,slurm_normal,1458511113.0,0,1.0,main_w1_handler0,2637538,12205506,False,,6418451.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,23932378,,23932372,,"""/galaxy-repl/main/files/014/893/dataset_14893581.dat""",0,log2,1.0,"""?""","""bigwig""","""""",32.0,,29047095,1458511101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-03-20 21:58:35.722216,80869.0,12.0
