bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.plotTitle,parameters.advancedOpt.scaleFactor1,parameters.advancedOpt.scaleFactor2,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.bigwigFile1,parameters.bigwigFile1.values,parameters.bigwigFile2,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
75129192,bigwig,68801935,bigwig,,,2016-04-27 13:03:41.730976,slurm_normal,1461765680.0,0,1.0,main_w1_handler1,2686682,12644326,False,,6849288.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f25277c79f846840'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5032d333f0f9a01d0'}]","""/galaxy-repl/localdata/chrom/mm10.len""",0,log2,1.0,"""mm10""","""bedgraph""","""""",32.0,,29868533,1461762244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-04-27 14:01:23.406451,,3436.0
2192377,bigwig,2137033,bigwig,,,2016-04-28 11:04:07.571921,slurm_normal,1461841500.0,0,1.0,main_w2_handler1,2549611,12665770,False,,6868516.roundup,slurm,,132112168.0,corral-repl,,,,,1,10,,1.0,1.0,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a5282221f6f4fe0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5153e7e1e525ae006'}]","""/galaxy-repl/localdata/chrom/caulCres.len""",2,subtract,,"""caulCres""","""bigwig""","""""",32.0,,28269289,1461841474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-04-28 11:05:02.265547,75857.0,26.0
2512076,bigwig,2361872,bigwig,,,2016-04-28 22:37:25.682265,slurm_normal,1461886807.0,0,1.0,main_w2_handler0,2360559,12677546,False,,6878659.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512e2dfcd374f1174'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efc183c3610fa8d9'}]","""/galaxy-repl/localdata/chrom/hg19.len""",4,reciprocal_ratio,1.0,"""hg19""","""bigwig""","""""",32.0,,28479787,1461883087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-04-28 23:40:19.214918,40656.0,3720.0
929712848,bigwig,910620076,bigwig,,,2016-05-02 20:29:03.980982,slurm_normal,1462225342.0,0,1.0,main_w2_handler0,2682548,12738377,False,,6937961.roundup,slurm,,132112168.0,corral-repl,,,,,1,50,,1.0,1.0,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1ace8409317b738'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537d61aab7106363b'}]","""/galaxy-repl/localdata/chrom/mm10.len""",0,log2,1.0,"""mm10""","""bigwig""","""""",32.0,,29998186,1462220998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-02 21:42:30.774180,28015.0,4344.0
140590293,bigwig,151682082,bigwig,,,2016-05-03 15:57:54.309066,slurm_normal,1462295754.0,0,1.0,main_w1_handler2,2688408,12759304,False,,6955585.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b549e2b723b38cf544'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53450c5ef43a933a2'}]","""/galaxy-repl/localdata/chrom/hg38.len""",4,reciprocal_ratio,1.0,"""hg38""","""bigwig""","""""",32.0,,28198923,1462291099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-03 17:15:58.121374,70838.0,4655.0
154313495,bigwig,137463251,bigwig,,,2016-05-03 15:58:12.640258,slurm_normal,1462296242.0,0,1.0,main_w1_handler1,2688408,12759306,False,,6955599.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f18ec85abbf6758d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550869cc9bfa8ec0e'}]","""/galaxy-repl/localdata/chrom/hg38.len""",4,reciprocal_ratio,1.0,"""hg38""","""bigwig""","""""",32.0,,28198923,1462291128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-03 17:24:09.325898,70838.0,5114.0
129879239,bigwig,150849418,bigwig,,,2016-05-03 15:56:52.971478,slurm_normal,1462296397.0,0,1.0,main_w1_handler1,2688408,12759294,False,,6955570.roundup,slurm,,132112168.0,corral-repl,,,,,1,50,,1.0,1.0,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdeca477f40d10db'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cfdd0736e9bdcded'}]","""/galaxy-repl/localdata/chrom/hg38.len""",4,reciprocal_ratio,1.0,"""hg38""","""bigwig""","""""",32.0,,28198923,1462291056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-03 17:26:40.360760,70838.0,5341.0
421423342,bigwig,275876693,bigwig,,,2016-05-03 16:52:23.393966,slurm_normal,1462303433.0,0,1.0,main_w1_handler0,2693179,12759925,False,,6957838.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2f7f86562cffa86'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5986b3188b73e1ca3'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,29538976,1462298944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-03 19:23:57.351218,64607.0,4489.0
641734368,bigwig,277825710,bigwig,,,2016-05-03 16:52:11.940247,slurm_normal,1462307329.0,0,1.0,main_w2_handler0,2693179,12759924,False,,6959166.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5094d6293a1ffaf03'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e2ef6564787f0b3'}]","""/galaxy-repl/localdata/chrom/mm9.len""",0,log2,1.0,"""mm9""","""bigwig""","""""",32.0,,29538976,1462303242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-03 20:28:58.708974,64607.0,4087.0
973901124,bigwig,966743552,bigwig,,,2016-05-04 02:06:37.840030,slurm_normal,1462330827.0,0,1.0,main_w2_handler0,2677682,12763774,False,,6964719.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b536208ed0299104a8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b997f2a5fcf9b98'}]","""/galaxy-repl/localdata/chrom/mm10.len""",0,log2,1.0,"""mm10""","""bedgraph""","""""",32.0,,30026619,1462327639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.2.2.0,2.2.2.0,,2016-05-04 03:00:32.635315,28015.0,3188.0
