chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-17 03:58:04.394617,rodeo_normal,1426564713.0,0,1.0,main_w2_handler1,2175431,8963316,False,,15207149,vcf,3194399.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/010/117/dataset_10117659.dat""","""reference_v1""",18878295,32.0,,20248018,1426564701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-03-17 03:58:39.417396,30030.0,12.0
,,2015-03-22 08:44:04.399347,rodeo_normal,1427013892.0,0,1.0,main_w2_handler1,2244419,9005735,False,,100595486,vcf,3274419.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18947221,32.0,,21943139,1427013855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-03-22 08:44:54.890794,,37.0
,,2015-03-22 12:41:22.821422,rodeo_normal,1427028112.0,0,1.0,main_w2_handler0,2196283,9006358,False,,26333934,vcf,3275380.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18949514,32.0,,21032455,1427028097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-03-22 12:41:55.412835,,15.0
,,2015-06-19 04:58:16.495792,slurm_normal,1434689933.0,0,1.0,main_w1_handler0,2347950,9689558,False,,332703,vcf,3998720.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/13001.len""","""13001""",20064310,32.0,,23703611,1434689928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-06-19 04:58:54.550069,65048.0,5.0
,,2015-04-02 20:54:57.379412,slurm_normal,1428008120.0,0,1.0,main_w1_handler1,1797583,9128343,False,,1078686,vcf,3412741.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19127915,32.0,,22226340,1428008115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-04-02 20:55:26.336864,37542.0,5.0
,,2015-04-12 23:36:49.790927,slurm_normal,1428881827.0,0,1.0,main_w2_handler0,214969,9210601,False,,8271,vcf,3493080.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19253160,32.0,,22402173,1428881823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-04-12 23:37:14.647278,424.0,4.0
,,2015-04-15 22:36:59.467437,slurm_normal,1429137438.0,0,1.0,main_w2_handler0,2271603,9241488,False,,133512,vcf,3522796.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19303777,32.0,,22501224,1429137435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-04-15 22:37:24.091461,62384.0,3.0
,,2015-05-14 12:40:26.130048,slurm_normal,1431607251.0,0,1.0,main_w1_handler0,2255047,9470914,False,,2154694,vcf,3795137.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19080565,32.0,,23076769,1431607244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-05-14 12:40:53.048991,6102.0,7.0
,,2015-05-14 13:22:01.399545,slurm_normal,1431609752.0,0,1.0,main_w1_handler0,2255047,9471473,False,,2154694,vcf,3795485.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19080565,32.0,,23076769,1431609745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-05-14 13:22:34.457959,6102.0,7.0
,,2015-06-25 23:40:48.634121,slurm_normal,1435275715.0,0,1.0,main_w2_handler0,2353736,9736587,False,,168447,vcf,4042305,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/13127.len""","""13127""",20140445,32.0,,23838456,1435275710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-06-25 23:42:18.846573,46498.0,5.0
,,2015-06-13 19:25:42.481278,slurm_normal,1434223569.0,0,1.0,main_w2_handler0,2333001,9648836,False,,69890,vcf,3960258.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20000122,32.0,,23627091,1434223566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-06-13 19:26:12.536796,64850.0,3.0
,,2015-06-13 19:25:11.765074,slurm_normal,1434223548.0,0,1.0,main_w1_handler2,2333001,9648833,False,Job output deleted by user before job completed.,69890,vcf,3960254.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20000122,32.0,,23627091,1434223544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-06-13 19:25:49.739322,64850.0,4.0
,,2015-08-04 10:25:33.786744,slurm_normal,1438683951.0,0,1.0,main_w1_handler0,2361202,10060249,False,,74175,vcf,4339314.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20682375,32.0,,22926646,1438683947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-08-04 10:25:54.672679,,4.0
,,2015-07-17 19:16:57.659871,slurm_normal,1437160662.0,0,1.0,main_w1_handler2,2377513,9896855,False,,1553213,vcf,4184676.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20387971,32.0,,24155460,1437160657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-07-17 19:17:44.559336,65807.0,5.0
,,2015-08-06 10:59:01.980101,slurm_normal,1438858766.0,0,1.0,main_w1_handler1,2348882,10071674,False,,9267626,vcf,4349698.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20671474,32.0,,23721365,1438858755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfdistance/vcfdistance/0.0.2,0.0.2,,2015-08-06 10:59:31.921011,,11.0
