create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.db_opts.__current_case__,parameters.db_opts.database,parameters.db_opts.db_type,parameters.dbkey,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-08 10:46:21.354877,slurm_normal,1520505991.0,0,7680.0,1.0,main_w4_handler0,3456580,18655436,False,,12751357,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,['17apr2014-nt'],nucl,"""?""",32.0,,44468064,1520505987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastdbcmd_info/0.2.01,0.2.01,,2018-03-08 10:46:33.266994,123622,4.0
