bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numberOfSamples,parameters.advancedOpt.plotTitle,parameters.advancedOpt.region,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.outRawCounts,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2395360153,2395360153,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-19 08:13:24.497796,slurm_multi,1476865444.0,0,6.0,main_w4_handler2,2787776,14114901,False,,8329638,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a739e16cea4c067'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""png""","""false""",32.0,,33053200,1476865316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-19 08:24:06.537541,88293,128.0
19150,19150,,,,,,,,,,,,,bam,11193.0,bam,,,,,,,,,,,,,,,bam,,,,,,,2016-10-19 04:18:57.066875,slurm_multi,1476851445.0,0,6.0,main_w3_handler2,2858168,14114099,False,,8328919,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb2c0760ad2459ab'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5209da76737580f73'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""pdf""","""false""",32.0,,33762920,1476851343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-19 04:31:34.738482,92367,102.0
59407253,59407253,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-19 13:31:44.599145,slurm_multi,1476884273.0,0,6.0,main_w3_handler2,2859386,14118542,False,,8333255,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5add98aa5ee9b2419'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pdf""","""false""",32.0,,33801681,1476884234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-19 13:37:56.188515,92465,39.0
60852472,60852472,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-19 21:52:14.985750,slurm_multi,1476915765.0,0,6.0,main_w4_handler2,2861249,14123343,False,,8337940,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5018090b6531c6efa'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""png""","""false""",32.0,,33811210,1476914754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-19 22:22:48.494736,25482,1011.0
2687501416,2687501416,,,,,,,,,,,,,bam,2581240057.0,bam,2952423730.0,bam,,,,,,,,,,,,,bam,,,,,,,2016-10-20 13:04:32.863596,slurm_multi,1476969033.0,0,6.0,main_w4_handler2,2861396,14130239,False,,8344633,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da617dcbe0c6dd39'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55bb49f042b7eb0cb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5159c5ead7a612aab'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""svg""","""false""",32.0,,33819286,1476968887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-20 13:10:35.581334,92580,146.0
540757,540757,,,,,,,,,,,,,bam,1045422.0,bam,841120.0,bam,1457265.0,bam,,,,,,,,,,,bam,,,,,13.0,len,2016-10-20 15:39:48.794745,slurm_multi,1476978761.0,0,6.0,main_w3_handler2,2862349,14132042,False,,8346505,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c43dfca8339bb558'}, {'src': 'hda', 'id': 'bbd44e69cb8906b579348cb5840de0b9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b3e9f1e7463b650f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a02ac6c0b5a164a8'}]","""/galaxy-repl/main/files/017/567/dataset_17567086.dat""","""hg19Patch10""","""png""","""true""",32.0,,33824003,1476978723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-20 15:52:43.936778,748,38.0
540757,540757,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-20 14:31:36.998385,slurm_multi,1476974328.0,0,6.0,main_w3_handler2,2862349,14131192,False,,8345497,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c43dfca8339bb558'}]","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""png""","""false""",32.0,,33824003,1476974306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-20 14:38:51.155066,748,22.0
6784678701,6784678701,,,,,,,,,,,,,bam,8955406519.0,bam,,,,,,,,,,,,,,,bam,,,,,,,2016-10-20 17:43:40.819222,slurm_multi,1476992842.0,0,6.0,main_w3_handler2,2841432,14133414,False,,8347805,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7b147d031661686'}, {'src': 'hda', 'id': 'bbd44e69cb8906b571f33ded37593282'}]","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""png""","""false""",32.0,,33423812,1476985985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-20 19:47:25.132229,91484,6857.0
6784678701,6784678701,,,,,,,,,,,,,bam,8955406519.0,bam,,,,,,,,,,,,,,,bam,,,,,,,2016-10-20 20:19:36.892217,slurm_multi,1477005344.0,0,6.0,main_w3_handler2,2841432,14134589,False,,8348833,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7b147d031661686'}, {'src': 'hda', 'id': 'bbd44e69cb8906b571f33ded37593282'}]","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""png""","""true""",32.0,,33423812,1476995066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-20 23:15:47.490615,91484,10278.0
479371384,479371384,317768644.0,bam,336960092.0,bam,283207289.0,bam,1044115409.0,bam,1442441584.0,bam,1264421533.0,bam,bam,340775508.0,bam,239634941.0,bam,397188998.0,bam,337934072.0,bam,291969521.0,bam,284197245.0,bam,246740344.0,bam,403194782.0,bam,bam,72057.0,72057.0,bed,bed,,,2016-10-21 17:22:12.711144,slurm_multi,1477083551.0,0,6.0,main_w4_handler2,2805503,14142977,False,,8356219,slurm,,132112168.0,corral-repl,,0,no,,1.0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b680eab16a08d664'}]",false,0.0,no,true,0,0,1,100000,,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e62d38bb72a51bb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b586054bcfde82558e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56267a66d824bf9f1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5498a49990ef65c57'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57f9f667f3ed9d697'}, {'src': 'hda', 'id': 'bbd44e69cb8906b507231f5cb58f5f82'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a05061fe231bccfa'}, {'src': 'hda', 'id': 'bbd44e69cb8906b569feb8da4a96cb83'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ff136a0b1bba5aa9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a4d1283ff61fd34c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e98bdeba7b0d07b3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55d619103090f9726'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c1354ba4152ce96c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b585df5ff221d7d5d9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c43378c9fdae6f2f'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""png""","""true""",32.0,,33360592,1477070778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-21 20:59:13.672243,75419,12773.0
2363589686,2363589686,,,,,,,,,,,,,bam,3077853736.0,bam,3154395181.0,bam,2856950551.0,bam,3997291586.0,bam,,,,,,,,,bam,,,,,,,2016-10-20 13:56:10.715758,slurm_multi,1477231985.0,0,6.0,main_w4_handler2,2834886,14130795,False,,8362789,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52fcaa3268e100ec7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5293d8fd2fb837f33'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50188e4614918a0b5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5050a616d5cb040ea'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b5bf1c1294aa9202'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""png""","""false""",32.0,,33818304,1477231552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-23 14:13:06.708101,69870,433.0
1829893080,1829893080,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,428327.0,len,2016-10-24 09:19:53.828747,slurm_multi,1477302274.0,0,6.0,main_w4_handler2,2850634,14156460,False,,8367512,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa6082ecc12da02a'}]","""/galaxy-repl/main/files/017/331/dataset_17331942.dat""","""?""","""png""","""false""",32.0,,33869798,1477301288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-24 09:44:36.783885,91998,986.0
125476227,125476227,,,,,,,,,,,,,bam,219751918.0,bam,125476297.0,bam,,,,,,,,,,,,,bam,,,,,,,2016-10-24 13:29:57.668640,slurm_multi,1477318826.0,0,6.0,main_w4_handler2,2857468,14158214,False,,8369096,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597f9f5d5c4118eb0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c23beddcb9043f77'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58c289e320ca694e1'}]","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""png""","""false""",32.0,,33753127,1477317144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-24 14:20:28.013789,92335,1682.0
125476297,125476297,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-24 13:28:54.995821,slurm_multi,1477316872.0,0,6.0,main_w3_handler2,2857468,14158208,False,,8369033,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c289e320ca694e1'}]","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""png""","""true""",32.0,,33753127,1477316389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-24 13:47:55.015403,92335,483.0
4617828963,4617828963,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-24 17:29:13.043219,slurm_multi,1477331619.0,0,6.0,main_w4_handler2,2865237,14160199,False,,8371965,slurm,,132112168.0,corral-repl,,0,no,,0.0,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50291919c1aacb36d'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""png""","""false""",32.0,,33876750,1477331599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-24 17:53:42.842556,52544,20.0
12404738368,12404738368,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-09 23:20:28.436598,slurm_multi,1476055812.0,0,6.0,main_w3_handler2,2196193,14040827,False,,8258206,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5363556f258cce9d2'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""pdf""","""false""",32.0,,33562649,1476055462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-09 23:30:14.059666,37892,350.0
26381685790,26381685790,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-09 10:51:37.727605,slurm_multi,1476011508.0,0,6.0,main_w4_handler2,2232551,14038833,False,,8256283,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50268949b98f4e444'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""pdf""","""false""",32.0,,33556034,1476010569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-09 11:11:51.136399,60720,939.0
17000990522,17000990522,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,2016-10-09 23:47:17.592757,slurm_multi,1476057439.0,0,6.0,main_w4_handler2,2196193,14040938,False,,8258333,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc15e010bab7b8ea'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""pdf""","""false""",32.0,,33562649,1476057044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-09 23:57:21.488968,37892,395.0
732421315,732421315,,,,,,,,,,,,,bam,1488272627.0,bam,,,,,,,,,,,,,,,bam,,,,,,,2016-10-11 12:15:29.580145,slurm_multi,1476188851.0,0,6.0,main_w4_handler2,2820031,14053720,False,,8271438,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a91a5a8390659553'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56fc622aeccf0a440'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""png""","""false""",32.0,,32970716,1476188742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/2.3.5.0,2.3.5.0,,2016-10-11 12:27:33.517754,55734,109.0
