chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_vcf,parameters.input_vcf.values,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-14 22:50:16.402610,slurm_normal,1431643846.0,0,1.0,main_w2_handler0,2289398,9475505,False,,6058176,vcf,3799418.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Ptrichocarpa_156.len""","""Ptrichocarpa_156""",19528824,,0,Ptrichocarpa_156,,cached,"""150""",32.0,,,,22809150,1431643837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-05-14 22:50:49.571615,62975,9.0
,,2015-10-24 16:46:52.219282,slurm_normal,1445705243.0,0,1.0,main_w1_handler2,2483510,10715411,False,,426581,vcf,4977978.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",21720734,,0,hg_g1k_v37,,cached,"""150""",32.0,,,,25869910,1445705234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-10-24 16:47:26.664046,69518,9.0
,,2015-10-24 17:42:28.552644,slurm_normal,1445708572.0,0,1.0,main_w1_handler2,2479502,10715686,False,,709410,vcf,4978221.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",21721315,,0,hg_g1k_v37,,cached,"""150""",32.0,,,,25865303,1445708565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-10-24 17:42:54.140129,69518,7.0
,,2015-07-23 11:57:13.592141,slurm_normal,1437652670.0,0,1.0,main_w2_handler0,2380185,9952884,False,,2412490,vcf,4237862.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20407466,,1,20407346,,history,"""150""",32.0,3199905909.0,fasta,,24145933,1437652659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-07-23 11:57:54.728840,66107,11.0
,,2015-07-23 11:57:11.447910,slurm_normal,1437652671.0,0,1.0,main_w1_handler2,2380185,9952883,False,,2036080,vcf,4237861.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20407465,,1,20407346,,history,"""150""",32.0,3199905909.0,fasta,,24145933,1437652654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-07-23 11:57:53.942086,66107,17.0
,,2015-07-23 11:57:09.055204,slurm_normal,1437652655.0,0,1.0,main_w1_handler1,2380185,9952882,False,,2466856,vcf,4237860.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20407464,,1,20407346,,history,"""150""",32.0,3199905909.0,fasta,,24145933,1437652646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-07-23 11:57:37.921914,66107,9.0
,,2015-07-24 18:34:08.450467,slurm_normal,1437762883.0,0,1.0,main_w1_handler2,2387249,9969849,False,,450447,vcf,4253975.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20518281,,0,hg19,,cached,"""150""",32.0,,,,24301816,1437762877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-07-24 18:34:48.706220,66005,6.0
,,2015-10-21 10:47:40.417689,slurm_normal,1445424480.0,0,1.0,main_w1_handler1,2472723,10668503,False,,611872,vcf,4932905.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",21608360,,0,hg_g1k_v37,,cached,"""150""",32.0,,,,25808642,1445424471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-10-21 10:48:04.375800,69518,9.0
,,2015-10-21 10:48:39.056919,slurm_normal,1445424543.0,0,1.0,main_w1_handler0,2472723,10668508,False,,742784,vcf,4932910.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",21590783,,0,hg_g1k_v37,,cached,"""150""",32.0,,,,25808642,1445424534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-10-21 10:49:09.664175,69518,9.0
,,2015-10-21 23:57:01.888543,slurm_normal,1445471844.0,0,1.0,main_w1_handler2,2479502,10679922,False,,473975,vcf,4943237.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",21671130,,0,hg_g1k_v37,,cached,"""150""",32.0,,,,25817390,1445471836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-10-21 23:57:26.900817,69518,8.0
