chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_vcf,parameters.input_vcf.values,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-10-21 23:57:26.878989,slurm_normal,1445471864.0,0,1.0,main_w2_handler1,2479502,10679923,False,,492095,vcf,4943241.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",21671641,,0,hg_g1k_v37,,cached,"""150""",32.0,,,,25817390,1445471860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-10-21 23:57:46.142760,69518,4.0
,,2015-10-21 23:54:38.519185,slurm_normal,1445471695.0,0,1.0,main_w2_handler1,2479502,10679890,False,,734044,vcf,4943216.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",21669383,,0,hg_g1k_v37,,cached,"""150""",32.0,,,,25817390,1445471689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-10-21 23:54:57.651418,69518,6.0
,,2015-10-23 02:05:50.525709,slurm_normal,1445566030.0,0,1.0,main_w1_handler2,2476665,10695244,False,,158393815,vcf,4958698.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21691921,,1,21673882,,history,"""150""",32.0,105546497.0,fasta,,25824262,1445565969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-10-23 02:07:12.436476,71653,61.0
,,2015-11-06 16:03:13.712904,slurm_normal,1446825819.0,0,1.0,main_w2_handler1,2497313,10836062,False,,1101819,vcf,5091070.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21894727,,0,hg19,,cached,"""150""",32.0,,,,25449255,1446825811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-11-06 16:03:44.926241,63217,8.0
,,2015-11-04 17:25:22.327704,slurm_normal,1446657972.0,0,1.0,main_w2_handler1,2482528,10817888,False,,23254,vcf,5073604.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/43.len""","""43""",21863075,,1,21781743,,history,"""150""",32.0,1125495.0,fasta,,26101027,1446657955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-11-04 17:26:18.203241,72028,17.0
,,2015-12-14 14:20:35.598440,slurm_normal,1450104673.0,0,1.0,main_w2_handler0,2534247,11172558,False,,2957505,vcf,5442231.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22443397,,1,22385335,,history,"""150""",32.0,7873397.0,fasta,,26723850,1450104663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-12-14 14:51:16.008876,75119,10.0
38.0,len,2016-02-01 09:00:14.880455,slurm_normal,1454340840.0,0,1.0,main_w1_handler2,2568668,11654337,False,,1430379006,vcf,5915235.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/014/092/dataset_14092467.dat""","""v3""",23054363,,1,22942792,,history,"""150""",32.0,4708053.0,fasta,,27984441,1454317235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-02-01 15:34:05.232618,42165,23605.0
,,2015-12-18 18:54:32.630684,slurm_normal,1450464941.0,0,1.0,main_w1_handler2,2541087,11232466,False,,73968153,vcf,5506865.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22490929,,0,hg19,,cached,"""150""",32.0,,,,26775235,1450464911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-12-18 18:55:45.910744,65786,30.0
,,2016-02-18 12:27:31.528348,slurm_normal,1455798490.0,0,1.0,main_w1_handler0,2272540,11866937,False,,816223,vcf,6107773.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23403572,,0,hg19,,cached,"""150""",32.0,,,,28450928,1455798483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-02-18 12:28:12.661073,10209,7.0
,,2016-02-18 21:18:29.623935,slurm_normal,1455830551.0,0,1.0,main_w1_handler0,2603815,11872251,False,,24583146,vcf,6112511.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23400667,,0,hg_g1k_v37,,cached,"""150""",32.0,,,,28479937,1455830360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-02-18 21:22:32.533814,78863,191.0
,,2016-03-16 08:28:59.337882,slurm_normal,1458116986.0,0,1.0,main_w1_handler1,2632678,12150496,False,,2071,vcf,6368962.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23848114,,1,23844932,,history,"""150""",32.0,6270261.0,fasta,,27268718,1458116983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-03-16 08:29:48.196495,75878,3.0
,,2016-03-16 13:02:58.676649,slurm_normal,1458133514.0,0,1.0,main_w2_handler1,2632678,12153935,False,,2071,vcf,6370871.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23864983,,1,23844932,,history,"""150""",32.0,6270261.0,fasta,,27268718,1458133508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-03-16 13:05:17.557990,75878,6.0
,,2016-04-06 12:28:53.969639,slurm_normal,1459945758.0,0,1.0,main_w2_handler1,2659536,12352806,False,,76003,vcf,6557374.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",24165826,,0,hg19,,cached,"""150""",32.0,,,,29371443,1459945742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-04-06 12:29:23.730451,81859,16.0
,,2016-04-06 12:31:18.228004,slurm_normal,1459945894.0,0,1.0,main_w2_handler1,2659536,12352850,False,,72912,vcf,6557390.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",24165827,,0,hg19,,cached,"""150""",32.0,,,,29371443,1459945889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-04-06 12:31:37.875519,81859,5.0
,,2016-04-12 09:15:48.736547,slurm_normal,1460452590.0,0,1.0,main_w2_handler1,2666676,12427985,False,,59402,vcf,6628536.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",24269202,,0,hg38,,cached,"""150""",32.0,,,,29491852,1460452580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-04-12 09:16:34.856835,82142,10.0
,,2016-06-01 14:37:07.882006,slurm_normal,1464791864.0,0,1.0,main_w1_handler0,2723672,13041382,False,,12281,vcf,7220863.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52722aea757e78542'}]",0,Homo_sapiens_nuHg19_mtrCRS,,cached,"""150""",32.0,,,,30514304,1464791861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-06-01 14:37:46.437904,5573,3.0
,,2016-06-05 05:43:23.239316,slurm_normal,1465105448.0,0,1.0,main_w1_handler1,2727945,13071594,False,,1035364,vcf,7257103.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596af3ad6ef7550b6'}]",0,hg19,,cached,"""150""",32.0,,,,30295035,1465105430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-06-05 05:44:09.957709,84629,18.0
,,2016-06-06 04:54:49.757440,slurm_normal,1465188921.0,0,1.0,main_w2_handler0,2728703,13077768,False,,7579,vcf,7263200.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d36f9989d36488f'}]",0,hg19,,cached,"""125""",32.0,,,,30363376,1465188916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-06-06 04:55:21.748574,84858,5.0
,,2016-06-05 05:44:52.269989,slurm_normal,1465105530.0,0,1.0,main_w2_handler1,2727945,13071596,False,Job output deleted by user before job completed.,1086609,vcf,7257106.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d4cf83ccfb579c6'}]",0,hg19,,cached,"""150""",32.0,,,,30295035,1465105522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-06-05 05:45:33.436969,84629,8.0
,,2016-06-05 05:43:24.367673,slurm_normal,1465105438.0,0,1.0,main_w1_handler1,2727945,13071595,False,,382593,vcf,7257104.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5782c23faed77a36f'}]",0,hg19,,cached,"""150""",32.0,,,,30295035,1465105433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-06-05 05:44:01.395186,84629,5.0
14.0,len,2016-06-10 03:27:04.786143,slurm_normal,1465529269.0,0,1.0,main_w2_handler1,2734595,13129017,False,,42936,vcf,7313543.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/179/dataset_16179885.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535add8d723c8e578'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e300bf75ac54f81'}]",history,"""150""",32.0,706.0,fasta,,30770178,1465529264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-06-10 03:27:50.154789,80173,5.0
,,2016-07-27 04:15:40.237873,slurm_normal,1469592963.0,0,1.0,main_w1_handler0,2770739,13505081,False,,9134288,vcf,7720451.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505c7cf0fa6358d14'}]",0,hg19,,cached,"""150""",32.0,,,,31745871,1469592952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-07-27 04:16:07.534604,35352,11.0
,,2016-07-27 04:52:09.188352,slurm_normal,1469595157.0,0,1.0,main_w1_handler1,2776954,13505149,False,,19296502,vcf,7720537.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545b56919e174a232'}]",0,hg19,,cached,"""150""",32.0,,,,31745871,1469595143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-07-27 04:52:39.561110,35352,14.0
,,2016-07-28 10:40:03.435380,slurm_normal,1469702420.0,0,1.0,main_w2_handler1,2777285,13514231,False,,20265,vcf,7729575.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc046a61d14a07d6'}]",0,hg19,,cached,"""150""",32.0,,,,31469950,1469702417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-07-28 10:40:23.480685,53481,3.0
,,2016-07-28 10:40:03.067977,slurm_normal,1469702421.0,0,1.0,main_w1_handler0,2777285,13514229,False,,23133,vcf,7729577.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51eae79f78000e9c8'}]",0,hg19,,cached,"""150""",32.0,,,,31469950,1469702418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-07-28 10:40:23.734582,53481,3.0
,,2016-07-28 10:40:03.894460,slurm_normal,1469702418.0,0,1.0,main_w2_handler0,2777285,13514233,False,,27038,vcf,7729574.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3be1dc313874428'}]",0,hg19,,cached,"""150""",32.0,,,,31469950,1469702414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-07-28 10:40:19.595973,53481,4.0
,,2016-08-04 13:47:44.753408,slurm_normal,1470318520.0,0,1.0,main_w2_handler0,2759325,13590813,False,,13105264,vcf,7800994.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/577/dataset_16577441.dat""","""Lmex 26 genome tritrypdb""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb032b559681f677'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c5b8c9548b875bf6'}]",history,"""150""",32.0,32647842.0,fasta,,31312723,1470318491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-08-04 13:48:42.711995,87066,29.0
,,2016-08-26 02:14:38.947335,slurm_normal,1472177708.0,0,1.0,main_w4_handler1,2795751,13722014,False,,8829726,vcf,7939226.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535fad66b0f7570cd'}]",0,hg38,,cached,"""150""",32.0,,,,32354575,1472177692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2016-08-26 02:15:11.287211,88611,16.0
