chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__index__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-12-22 07:08:17.672984,slurm_normal,1482390504.0,0.0,,1.0,main_w3_handler0,1861837,14630260,False,,49632,wig,8806401.roundup,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 27716808}]",32.0,,34595222.0,1482390500.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2016-12-22 07:08:26.203768,47178.0,4.0
,,2015-01-11 17:20:00.352160,rodeo_normal,1420996824.0,0.0,,1.0,main_w2_handler0,2170375,8528914,False,,23461,wig,739962.rodeo,slurm,,16332532.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18180433,,2.0,,20261888.0,1420996820.0,ok,0.0,CONVERTER_wig_to_bigwig,1.0.0,,2015-01-11 17:20:29.858020,32284.0,4.0
,,2017-05-05 03:37:46.293290,slurm_normal,1493955507.0,0.0,,1.0,main_w4_handler1,3099205,15755204,False,,41715743,wig,9863451.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480700}]",32.0,,37660359.0,1493955496.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:38:32.241296,52862.0,11.0
,,2017-05-05 03:37:44.202323,slurm_normal,1493955487.0,0.0,,1.0,main_w3_handler1,3099205,15755197,False,,39785748,wig,9863443.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480692}]",32.0,,37660359.0,1493955475.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:38:08.438651,52862.0,12.0
,,2017-05-05 03:37:49.767909,slurm_normal,1493955548.0,0.0,,1.0,main_w4_handler1,3099205,15755211,False,,39204517,wig,9863471.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480717}]",32.0,,37660359.0,1493955536.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:39:11.145816,52862.0,12.0
,,2017-05-05 03:37:55.882370,slurm_normal,1493955595.0,0.0,,1.0,main_w3_handler1,3099205,15755227,False,,44317709,wig,9863483.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29482324}]",32.0,,37660359.0,1493955572.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:39:58.623197,52862.0,23.0
,,2017-05-05 03:37:45.207227,slurm_normal,1493955487.0,0.0,,1.0,main_w3_handler0,3099205,15755201,False,,40460090,wig,9863444.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480695}]",32.0,,37660359.0,1493955475.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:38:09.424175,52862.0,12.0
,,2017-05-05 03:38:00.017859,slurm_normal,1493955567.0,0.0,,1.0,main_w4_handler0,3099205,15755236,False,,45656919,wig,9863480.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29482336}]",32.0,,37660359.0,1493955557.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:39:32.546362,52862.0,10.0
,,2017-05-05 03:37:48.538404,slurm_normal,1493955531.0,0.0,,1.0,main_w3_handler0,3099205,15755209,False,,43847700,wig,9863450.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480714}]",32.0,,37660359.0,1493955493.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:38:55.177968,52862.0,38.0
,,2017-05-05 03:37:52.598819,slurm_normal,1493955588.0,0.0,,1.0,main_w3_handler0,3099205,15755219,False,,36188128,wig,9863488.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480723}]",32.0,,37660359.0,1493955576.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:39:51.931975,52862.0,12.0
,,2017-05-05 03:37:54.713828,slurm_normal,1493955625.0,0.0,,1.0,main_w4_handler1,3099205,15755224,False,,34613553,wig,9863495.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480729}]",32.0,,37660359.0,1493955591.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:40:28.165608,52862.0,34.0
,,2017-05-05 03:37:51.161626,slurm_normal,1493955566.0,0.0,,1.0,main_w3_handler1,3099205,15755215,False,,40402582,wig,9863478.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480720}]",32.0,,37660359.0,1493955555.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:39:31.978832,52862.0,11.0
,,2017-05-05 03:37:46.929450,slurm_normal,1493955527.0,0.0,,1.0,main_w3_handler1,3099205,15755205,False,,39582286,wig,9863464.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480709}]",32.0,,37660359.0,1493955516.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:38:51.146632,52862.0,11.0
,,2017-05-05 03:37:57.582524,slurm_normal,1493955605.0,0.0,,1.0,main_w3_handler1,3099205,15755231,False,,44617726,wig,9863496.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29482330}]",32.0,,37660359.0,1493955595.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:40:08.752749,52862.0,10.0
,,2017-05-05 03:37:50.250355,slurm_normal,1493955568.0,0.0,,1.0,main_w4_handler1,3099205,15755212,False,,44266267,wig,9863479.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480718}]",32.0,,37660359.0,1493955558.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:39:32.658660,52862.0,10.0
,,2017-05-05 03:37:58.943131,slurm_normal,1493955621.0,0.0,,1.0,main_w3_handler1,3099205,15755234,False,,46040537,wig,9863505.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29482334}]",32.0,,37660359.0,1493955611.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:40:23.946294,52862.0,10.0
,,2017-05-05 03:37:53.187301,slurm_normal,1493955586.0,0.0,,1.0,main_w3_handler0,3099205,15755220,False,,35644939,wig,9863490.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480725}]",32.0,,37660359.0,1493955576.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:39:51.960530,52862.0,10.0
,,2017-05-05 03:37:56.273199,slurm_normal,1493955603.0,0.0,,1.0,main_w3_handler1,3099205,15755228,False,,46423032,wig,9863494.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29482326}]",32.0,,37660359.0,1493955591.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:40:08.472660,52862.0,12.0
,,2016-12-28 11:07:47.590417,slurm_normal,1482923275.0,0.0,,1.0,main_w3_handler1,1861837,14656696,False,,78274,wig,8830087.roundup,slurm,,132111800.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 27758919}]",32.0,,34595222.0,1482923270.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2016-12-28 11:07:56.746071,47178.0,5.0
,,2017-05-05 03:37:58.536297,slurm_normal,1493955628.0,0.0,,1.0,main_w3_handler0,3099205,15755233,False,,44679332,wig,9863506.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29482332}]",32.0,,37660359.0,1493955614.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:40:32.251089,52862.0,14.0
,,2017-05-05 03:37:55.165040,slurm_normal,1493955630.0,0.0,,1.0,main_w4_handler1,3099205,15755225,False,,38665412,wig,9863509.roundup,slurm,,132112168.0,corral-repl,,0,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 29480735}]",32.0,,37660359.0,1493955620.0,ok,1023996.0,CONVERTER_wig_to_bigwig,1.0.0,,2017-05-05 03:40:34.321058,52862.0,10.0
