create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-05-04 23:32:26.790957,slurm_normal,1462404786.0,0,,1.0,main_w1_handler2,2695077,12786404,False,181204992,gemini.sqlite,,6980680.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c13995215029a5dc'}]",32.0,,30047733,1462404777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-05-04 23:33:08.742856,83715.0,9.0
2016-09-14 00:59:20.185679,slurm_normal,1473814784.0,0,,1.0,main_w3_handler0,2819267,13846199,False,428916736,gemini.sqlite,,8069117.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5100c84dcafd45e0d'}]",32.0,,32950230,1473814777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-09-14 00:59:45.076530,42102.0,7.0
2016-05-17 00:38:25.007428,slurm_normal,1463445554.0,0,,1.0,main_w1_handler0,2706830,12912559,False,181204992,gemini.sqlite,,7107117.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cf0d6cf0716e42e'}]",32.0,,30179822,1463445546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-05-17 00:39:16.273451,75955.0,8.0
2017-04-11 13:10:26.936055,slurm_normal,1491916391.0,0,,1.0,main_w4_handler0,3068762,15554238,False,181204992,gemini.sqlite,,9677614.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29169299}]",32.0,,37267570,1491916386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2017-04-11 13:17:22.782021,,5.0
2016-03-29 16:02:20.533991,reserved,1459267822.0,0,,1.0,main_w2_handler0,2644359,12273908,False,181204992,gemini.sqlite,,6482153.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24046574,,32.0,,29260075,1459267782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-03-29 16:10:29.800129,621.0,40.0
2016-04-09 09:13:41.724389,slurm_normal,1460193243.0,0,,1.0,main_w1_handler0,2659536,12398840,False,181736448,gemini.sqlite,,6598674.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24227842,,32.0,,29443818,1460193238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-04-09 09:14:06.356123,81859.0,5.0
2016-04-19 12:52:55.775819,slurm_normal,1461070415.0,0,,1.0,main_w1_handler1,2670803,12521407,False,182622208,gemini.sqlite,,6709368.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ede283a83a5c0b8'}]",32.0,,29678943,1461070409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-04-19 12:53:37.832348,37746.0,6.0
2016-07-18 07:04:14.088352,slurm_normal,1468825506.0,0,,1.0,main_w2_handler1,2768475,13429197,False,181204992,gemini.sqlite,,7640694.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e727553d340e8be'}]",32.0,,31526639,1468825498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-07-18 07:05:09.977492,,8.0
2016-07-18 07:07:29.733497,slurm_normal,1468825689.0,0,,1.0,main_w1_handler0,2768475,13429204,False,181204992,gemini.sqlite,,7640702.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e727553d340e8be'}]",32.0,,31526639,1468825683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-07-18 07:08:12.445706,,6.0
2016-04-21 23:39:53.828068,slurm_normal,1461282016.0,0,,1.0,main_w2_handler1,2680000,12555791,False,181204992,gemini.sqlite,,6744841.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c12f44e25a0ad7d7'}]",32.0,,29234960,1461282011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-04-21 23:40:18.350611,81499.0,5.0
2016-04-25 23:15:25.280319,slurm_normal,1461626147.0,0,,1.0,main_w2_handler0,2680000,12616843,False,181130240,gemini.sqlite,,6816691.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b11ad53e163fd7a1'}]",32.0,,29234960,1461626143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-04-25 23:15:53.544301,81499.0,4.0
2016-04-25 23:15:17.374000,slurm_normal,1461626136.0,0,,1.0,main_w1_handler1,2680000,12616842,False,181130240,gemini.sqlite,,6816686.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56afd78a45dd83a2f'}]",32.0,,29234960,1461626130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_db_info/gemini_db_info/0.18.1.0,0.18.1.0,,2016-04-25 23:15:38.802559,81499.0,6.0
