count,count_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.count.values,parameters.dbkey,parameters.group.values,parameters.name.values,parameters.reftax.__current_case__,parameters.reftax.source,parameters.reftax.taxonomy.values,parameters.relabund,parameters.tax.__current_case__,parameters.tax.source,parameters.tax.taxonomy.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,taxonomy,taxonomy_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-21 16:18:35.423699,slurm_normal,1490113129.0,0,1.0,,,main_w3_handler0,3036274,15356417,False,,9495523.roundup,slurm,,132112168.0,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,,0,none,,"""false""",1,hist,"[{'src': 'hda', 'id': 28862027}]",32.0,,36694046,1490113125.0,ok,1023996.0,0,list,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_summary_tax/1.23.0,1.23.0,,2017-03-21 16:18:59.172758,,4.0
810215.0,tabular,2017-04-04 06:52:31.424461,slurm_normal,1491288759.0,0,1.0,256571682.0,tabular,main_w3_handler0,3051903,15479523,False,,9608083.roundup,slurm,,132112168.0,402538708.0,tabular,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29034561}]","""?""","[{'src': 'hda', 'id': 29057349}]","[{'src': 'hda', 'id': 29032067}]",2,hist,"[{'src': 'hda', 'id': 29034294}]","""false""",1,hist,"[{'src': 'hda', 'id': 29057327}]",32.0,,37091786,1491288755.0,ok,1023996.0,1220427,mothur.ref.taxonomy,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_summary_tax/1.23.0,1.23.0,,2017-04-04 06:52:40.823843,97888.0,4.0
,,2017-04-04 07:07:04.144549,slurm_normal,1491289659.0,0,1.0,256571682.0,tabular,main_w3_handler0,3051903,15479584,False,,9608146.roundup,slurm,,132112168.0,402538708.0,tabular,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 29057349}]","[{'src': 'hda', 'id': 29032067}]",0,none,,"""false""",1,hist,"[{'src': 'hda', 'id': 29057367}]",32.0,,37092030,1491289628.0,ok,1023996.0,0,summary,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_summary_tax/1.23.0,1.23.0,,2017-04-04 07:07:40.385462,97888.0,31.0
,,2017-04-04 07:12:02.467820,slurm_normal,1491289992.0,0,1.0,256571682.0,tabular,main_w3_handler0,3051903,15479614,False,,9608174.roundup,slurm,,132112168.0,402538708.0,tabular,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 29057349}]","[{'src': 'hda', 'id': 29032067}]",0,none,,"""false""",1,hist,"[{'src': 'hda', 'id': 29057327}]",32.0,,37092030,1491289926.0,ok,1023996.0,234239323,mothur.ref.taxonomy,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_summary_tax/1.23.0,1.23.0,,2017-04-04 07:13:14.492798,97888.0,66.0
,,2017-04-06 07:35:06.259435,slurm_normal,1491464116.0,0,1.0,5673316.0,tabular,main_w3_handler0,3011797,15503359,False,,9630653.roundup,slurm,,132112168.0,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 29094661}]",,0,none,,"""false""",1,hist,"[{'src': 'hda', 'id': 29095030}]",32.0,,37067871,1491464110.0,ok,1023996.0,441,tabular,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_summary_tax/1.23.0,1.23.0,,2017-04-06 07:35:19.666012,99424.0,6.0
