chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coefficient_for_downgrading,parameters.advanced_options.disable_probabilistic_realignment,parameters.advanced_options.exclude_read_group.__current_case__,parameters.advanced_options.exclude_read_group.exclude_read_groups,parameters.advanced_options.extended_BAQ_computation,parameters.advanced_options.filter_by_flags.__current_case__,parameters.advanced_options.filter_by_flags.filter_flags,parameters.advanced_options.ignore_overlaps,parameters.advanced_options.limit_by_region.__current_case__,parameters.advanced_options.limit_by_region.limit_by_regions,parameters.advanced_options.max_reads_per_bam,parameters.advanced_options.minimum_base_quality,parameters.advanced_options.minimum_mapping_quality,parameters.advanced_options.region_string,parameters.advanced_options.skip_anomalous_read_pairs,parameters.chromInfo,parameters.dbkey,parameters.genotype_likelihood_computation_type.__current_case__,parameters.genotype_likelihood_computation_type.base_position_on_reads,parameters.genotype_likelihood_computation_type.compressed,parameters.genotype_likelihood_computation_type.genotype_likelihood_computation_type_selector,parameters.genotype_likelihood_computation_type.output_format,parameters.genotype_likelihood_computation_type.output_mapping_quality,parameters.genotype_likelihood_computation_type.output_tags,parameters.genotype_likelihood_computation_type.perform_indel_calling.__current_case__,parameters.genotype_likelihood_computation_type.perform_indel_calling.perform_indel_calling_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-12-18 19:27:36.475756,slurm_normal,1450467186.0,0,,1.0,main_w1_handler2,2538383,11232933,False,,10204871.0,bam,,,,,5507955.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,,,,,0,"[{'__index__': 0, 'input_bam': 22532822}]",hg19,,cached,32.0,,,,,,26899213,1450466964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-18 19:33:08.533656,74934.0,222.0
,,2015-12-18 19:37:02.697345,slurm_normal,1450474436.0,0,,1.0,main_w1_handler0,2541501,11233115,False,,1453198109.0,bam,,,,,5508593.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,,False,perform_genotype_likelihood_computation,--VCF,,"['DP', 'DPR', 'DV']",0.0,perform_indel_calling_def,0,"[{'__index__': 0, 'input_bam': 22534148}]",hg19,,cached,32.0,,,,,,26865013,1450468688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-18 21:33:59.609519,75510.0,5748.0
21.0,len,2015-12-18 20:04:39.081288,slurm_normal,1450473733.0,0,,1.0,main_w2_handler0,1134280,11233271,False,,3281404043.0,bam,,,,,5508725.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/main/files/009/487/dataset_9487395.dat""","""?""",1.0,False,,do_not_perform_genotype_likelihood_computation,,True,,,,1,"[{'__index__': 0, 'input_bam': 22532298}]",22457987,,history,32.0,60123692.0,fasta,,,,26803865,1450469107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-18 21:22:23.935468,26473.0,4626.0
,,2015-12-20 17:26:51.141652,slurm_normal,1450632981.0,0,,1.0,main_w1_handler0,2541685,11265362,False,,170947545.0,bam,,,,,5545232.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",0.0,,False,perform_genotype_likelihood_computation,--VCF,,"['DP', 'DPR', 'INFO/DPR']",0.0,perform_indel_calling_def,0,"[{'__index__': 0, 'input_bam': 22573445}]",hg18,,cached,32.0,,,,,,26866206,1450632442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-20 17:36:24.044694,61078.0,539.0
,,2015-12-19 04:29:36.033599,slurm_normal,1450499599.0,0,,1.0,main_w1_handler0,2542814,11236257,False,,13476112.0,bam,,,,,5512772.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,,,,,,0,"[{'__index__': 0, 'input_bam': 22539422}]",hg38,,cached,32.0,,,,,,26863066,1450499396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-19 04:33:21.728759,75404.0,203.0
,,2015-12-19 18:57:49.422886,slurm_normal,1450551657.0,0,,1.0,main_w1_handler0,2535334,11249255,False,,21995445.0,bam,,,,,5526750.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0.0,,True,perform_genotype_likelihood_computation,--VCF,,"['DP', 'DPR', 'DV', 'DP4', 'INFO/DPR', 'SP']",0.0,perform_indel_calling_def,0,"[{'__index__': 0, 'input_bam': 22554152}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,,,26715787,1450551498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-19 19:01:00.905410,67399.0,159.0
,,2015-12-19 18:15:34.844524,slurm_normal,1450549075.0,0,,1.0,main_w1_handler2,2535334,11249091,False,,30268146.0,bam,,,,,5526071.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,,False,perform_genotype_likelihood_computation,--VCF,,"['DP', 'DPR', 'DV', 'DP4', 'INFO/DPR', 'SP']",0.0,perform_indel_calling_def,0,"[{'__index__': 0, 'input_bam': 22553929}]",hg_g1k_v37,,cached,32.0,,,,,,26715787,1450548971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-19 18:18:03.930410,67399.0,104.0
,,2015-12-19 18:30:53.160601,slurm_normal,1450550114.0,0,,1.0,main_w1_handler2,2535334,11249131,False,,30268146.0,bam,,,,,5526494.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,,False,perform_genotype_likelihood_computation,--VCF,,"['DP', 'DPR', 'DV', 'DP4', 'INFO/DPR', 'SP']",0.0,perform_indel_calling_def,0,"[{'__index__': 0, 'input_bam': 22553929}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,,,26715787,1450549885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-19 18:35:17.129485,67399.0,229.0
,,2015-12-19 19:48:16.857169,slurm_normal,1450554699.0,0,,1.0,main_w2_handler0,2542093,11249389,False,,4577586.0,bam,,,,,5527020.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,,,,,0,"[{'__index__': 0, 'input_bam': 22554319}]",hg19,,cached,32.0,,,,,,26485285,1450554630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-19 19:51:42.269438,34346.0,69.0
,,2015-12-19 19:48:14.747677,slurm_normal,1450554757.0,0,,1.0,main_w1_handler1,2542093,11249387,False,,5826322.0,bam,,,,,5527007.roundup,slurm,,132112168.0,corral-repl,,,1,basic,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,,,,,0,"[{'__index__': 0, 'input_bam': 22554315}]",hg19,,cached,32.0,,,,,,26485285,1450554522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-19 19:52:39.639644,34346.0,235.0
