create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input1,input1_filetype,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.combine_inputs,parameters.dbkey,parameters.root_name,parameters.type_of_data.__current_case__,parameters.type_of_data.input,parameters.type_of_data.max_rank,parameters.type_of_data.type_of_data_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-01 19:26:51.750233,slurm_normal,1454354887.0,0,1.0,main_w1_handler2,2584497,11660898,False,,218834,218834,taxonomy,taxonomy,5920476.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23111916,8,taxonomy,32.0,,27990737,1454354837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-01 19:28:14.684722,77783.0,50.0
2016-02-02 10:08:52.173315,slurm_normal,1454407793.0,0,1.0,main_w1_handler2,2585698,11670767,False,,6307,6307,tabular,tabular,5930282.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",1,23131324,,text,32.0,,28022838,1454407788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-02 10:10:05.325190,,5.0
2016-02-03 17:40:30.182900,slurm_normal,1454521263.0,0,1.0,main_w1_handler0,2587831,11703491,False,,218834,218834,taxonomy,taxonomy,5959001.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171285,8,taxonomy,32.0,,28070778,1454521258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:41:06.731252,52738.0,5.0
2016-02-03 17:27:51.014259,slurm_normal,1454520506.0,0,1.0,main_w1_handler1,2587817,11703384,False,,218834,218834,taxonomy,taxonomy,5958639.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171119,8,taxonomy,32.0,,27990737,1454520502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:28:32.136030,77783.0,4.0
2016-02-03 17:27:56.024049,slurm_normal,1454520506.0,0,1.0,main_w1_handler1,2587816,11703388,False,,218834,218834,taxonomy,taxonomy,5958641.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171208,8,taxonomy,32.0,,28070867,1454520502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:28:29.707305,77989.0,4.0
2016-02-03 17:26:50.081189,slurm_normal,1454520444.0,0,1.0,main_w1_handler0,2587822,11703381,False,,218834,218834,taxonomy,taxonomy,5958611.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171232,8,taxonomy,32.0,,28070142,1454520438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:27:28.978423,77976.0,6.0
2016-02-03 17:27:54.175455,slurm_normal,1454520502.0,0,1.0,main_w1_handler0,2587821,11703386,False,,218834,218834,taxonomy,taxonomy,5958636.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171212,8,taxonomy,32.0,,28070928,1454520498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:28:26.419988,77993.0,4.0
2016-02-03 17:27:51.022525,slurm_normal,1454520498.0,0,1.0,main_w2_handler1,2587820,11703385,False,,218834,218834,taxonomy,taxonomy,5958632.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171214,8,taxonomy,32.0,,28070810,1454520492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:28:25.398742,77980.0,6.0
2016-02-03 17:27:55.653931,slurm_normal,1454520505.0,0,1.0,main_w1_handler1,2587818,11703387,False,,218834,218834,taxonomy,taxonomy,5958640.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171207,8,taxonomy,32.0,,28070894,1454520502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:28:29.733458,77992.0,3.0
2016-02-03 17:28:00.770500,slurm_normal,1454520520.0,0,1.0,main_w2_handler0,2587819,11703389,False,,218834,218834,taxonomy,taxonomy,5958648.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171190,8,taxonomy,32.0,,28070808,1454520516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:28:52.689444,77979.0,4.0
2016-02-03 17:35:43.583876,slurm_normal,1454520984.0,0,1.0,main_w2_handler0,2587831,11703433,False,,218834,218834,taxonomy,taxonomy,5958863.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171285,21,taxonomy,32.0,,28070778,1454520979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:36:26.773286,52738.0,5.0
2016-02-03 17:28:17.320638,slurm_normal,1454520531.0,0,1.0,main_w1_handler2,2587830,11703391,False,,218834,218834,taxonomy,taxonomy,5958652.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171261,8,taxonomy,32.0,,28070836,1454520528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:28:54.743973,77984.0,3.0
2016-02-03 17:29:07.431889,slurm_normal,1454520684.0,0,1.0,main_w1_handler0,2587824,11703399,False,,218834,218834,taxonomy,taxonomy,5958680.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171213,8,taxonomy,32.0,,28070874,1454520662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:31:29.654321,77991.0,22.0
2016-02-03 17:28:50.376433,slurm_normal,1454520558.0,0,1.0,main_w1_handler1,2587823,11703398,False,,218834,218834,taxonomy,taxonomy,5958664.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,23171231,8,taxonomy,32.0,,28070846,1454520554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-03 17:29:21.407411,77986.0,4.0
