create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input1,input1_filetype,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.combine_inputs,parameters.dbkey,parameters.root_name,parameters.type_of_data.__current_case__,parameters.type_of_data.input,parameters.type_of_data.max_rank,parameters.type_of_data.type_of_data_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-07 08:43:48.182377,slurm_normal,1452156255.0,0,1.0,main_w1_handler1,2557673,11401075,False,,3631911,3631911,taxonomy,taxonomy,5669647.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""stt_TRUFA""",0,22770581,0,taxonomy,32.0,,26519761,1452156248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-01-07 08:44:18.724703,17244.0,7.0
2016-01-07 08:41:48.858222,slurm_normal,1452156142.0,0,1.0,main_w1_handler0,2557673,11401061,False,,3631911,3631911,taxonomy,taxonomy,5669639.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""TRUFA""",0,22770581,2,taxonomy,32.0,,26519761,1452156136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-01-07 08:42:24.434301,17244.0,6.0
2016-01-14 14:41:35.348803,slurm_normal,1452782519.0,0,1.0,main_w2_handler0,2233301,11503260,False,,375154,375154,tabular,tabular,5770546.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",1,22899391,,text,32.0,,27430703,1452782512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-01-14 14:42:03.904353,60832.0,7.0
2016-01-13 06:12:15.219965,slurm_normal,1452665568.0,0,1.0,main_w1_handler1,2563921,11487562,False,,119755,119755,taxonomy,taxonomy,5751683.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,22877299,8,taxonomy,32.0,,27396941,1452665561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-01-13 06:12:51.749610,,7.0
2016-01-16 05:29:54.948615,slurm_normal,1452922251.0,0,1.0,main_w2_handler1,2512262,11523642,False,,19031939,19031939,taxonomy,taxonomy,5791912.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,22926607,20,taxonomy,32.0,,26348365,1452922226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-01-16 05:30:52.969769,,25.0
2016-01-16 05:31:42.569743,slurm_normal,1452922342.0,0,1.0,main_w1_handler1,2512262,11523644,False,,19031939,19031939,taxonomy,taxonomy,5791914.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,22926607,21,taxonomy,32.0,,26348365,1452922320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-01-16 05:32:24.847965,,22.0
2016-02-10 16:04:29.599010,slurm_normal,1455120355.0,0,1.0,main_w2_handler0,2595308,11779450,False,,3465713,3465713,tabular,tabular,6031881.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",1,23282086,,text,32.0,,28264311,1455120347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-10 16:06:11.628383,78388.0,8.0
2016-01-23 05:50:23.068792,slurm_normal,1453528237.0,0,1.0,main_w1_handler0,2541500,11584904,False,,88609,88609,taxonomy,taxonomy,5850482.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,22496422,8,taxonomy,32.0,,26863124,1453528231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-01-23 05:50:38.073930,,6.0
2016-02-10 15:57:18.413240,slurm_normal,1455119900.0,0,1.0,main_w1_handler1,2595308,11779319,False,,3465713,3465713,tabular,tabular,6031803.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""True""","""?""","""Sand""",1,23282086,,text,32.0,,28264311,1455119886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-10 15:58:22.133128,78388.0,14.0
2016-02-17 07:36:27.565133,slurm_normal,1455694636.0,0,1.0,main_w2_handler1,1867125,11854888,False,,20918,20918,taxonomy,taxonomy,6097106.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",0,15205216,8,taxonomy,32.0,,28437281,1455694632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-17 07:37:20.252876,46361.0,4.0
2016-02-24 15:26:34.909864,slurm_normal,1456327676.0,0,1.0,main_w1_handler2,2609600,11929846,False,,22823969,22823969,vcf,vcf,6158568.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",1,23497348,,text,32.0,,28536477,1456327635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-24 15:28:01.484464,,41.0
2016-02-25 00:49:40.263952,slurm_normal,1456361545.0,0,1.0,main_w1_handler1,2604905,11934349,False,,29763487,29763487,vcf,vcf,6163439.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""True""","""hg_g1k_v37""","""Root""",1,23448260,,text,32.0,,28602198,1456361421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-25 00:52:29.949877,78863.0,124.0
2016-02-29 13:28:13.502387,slurm_normal,1456752874.0,0,1.0,main_w1_handler1,2606458,11966963,False,,22823969,22823969,vcf,vcf,6199776.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",1,23536792,,text,32.0,,28699822,1456752869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-29 13:34:44.353242,79087.0,5.0
2016-02-29 07:12:25.155788,slurm_normal,1456730034.0,0,1.0,main_w1_handler0,2615944,11964890,False,,22823969,22823969,vcf,vcf,6197883.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",1,23549729,,text,32.0,,28691801,1456730028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-02-29 07:13:58.106992,79087.0,6.0
2016-03-02 15:46:22.986698,slurm_normal,1456933630.0,0,1.0,main_w1_handler1,2618468,11996413,False,,449968,449968,tabular,tabular,6223975.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""Root""",1,23612933,,text,32.0,,27682356,1456933609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0,2.0.0,,2016-03-02 15:47:16.316923,65709.0,21.0
