create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_database,input_database_filetype,input_motifs,input_motifs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fasta_type.__current_case__,parameters.fasta_type.fasta_type_selector,parameters.fasta_type.input_database,parameters.fasta_type.input_database.values,parameters.input_motifs,parameters.input_motifs.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.alpha,parameters.options_type.bgfile_type.__current_case__,parameters.options_type.bgfile_type.bgfile_type_selector,parameters.options_type.max_stored_scores,parameters.options_type.max_strand,parameters.options_type.motif_pseudo,parameters.options_type.motifs_cond.__current_case__,parameters.options_type.motifs_cond.motifs_selector,parameters.options_type.no_qvalue,parameters.options_type.norc,parameters.options_type.options_type_selector,parameters.options_type.parse_genomic_coord,parameters.options_type.prior_dist_cond.__current_case__,parameters.options_type.prior_dist_cond.prior_dist_selector,parameters.options_type.psp_cond.__current_case__,parameters.options_type.psp_cond.psp_selector,parameters.options_type.qv_thresh,parameters.options_type.thresh,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-09 14:46:02.035816,slurm_normal,1457534864.0,0,1.0,main_w2_handler0,2627223,12083594,False,,36368,fasta,136153,memexml,6308654.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,history,23759420.0,,23758074,,"""True""",0,,,,,,,,,,,basic,,,,,,,,32.0,,28419268,1457534802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-03-09 14:47:50.785695,78723,62.0
2016-03-09 16:21:10.945895,slurm_normal,1457542664.0,0,1.0,main_w1_handler0,2627484,12084608,False,,17972330,fasta,136153,memexml,6309469.roundup,slurm,,132112168.0,corral-repl,,"""eef8818ee61211e5a921005056a52a46""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,history,23760563.0,,23758074,,"""True""",0,,,,,,,,,,,basic,,,,,,,,32.0,,28419268,1457540526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-03-09 16:59:06.155743,78723,2138.0
2016-03-29 13:47:46.578743,slurm_normal,1459259353.0,0,1.0,main_w1_handler0,2649842,12271923,False,,36368,fasta,136153,memexml,6480689.roundup,slurm,,132112168.0,corral-repl,,"""d0b944fef5b411e5a018005056a52a46""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,history,24044356.0,,24044355,,"""True""",0,,,,,,,,,,,basic,,,,,,,,32.0,,28419268,1459259338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-03-29 13:49:16.966393,78723,15.0
2016-03-29 13:48:49.875402,slurm_normal,1459259598.0,0,1.0,main_w2_handler0,2649847,12271928,False,,1770181,fasta,136153,memexml,6480699.roundup,slurm,,132112168.0,corral-repl,,"""f60f49baf5b411e58bfb005056a52a46""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,history,24044363.0,,24044355,,"""True""",0,,,,,,,,,,,basic,,,,,,,,32.0,,28419268,1459259367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-03-29 13:53:25.726546,78723,231.0
2016-04-04 12:48:06.805228,slurm_normal,1459774113.0,0,1.0,main_w1_handler2,2649926,12333074,False,,36368,fasta,136153,memexml,6539388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,history,24045337.0,,24045338,,"""True""",0,,,,,,,,,,,basic,,,,,,,,32.0,,28419268,1459774102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-04-04 12:48:37.485412,78723,11.0
2016-04-20 15:51:35.679885,slurm_normal,1461167875.0,0,1.0,main_w2_handler1,2463810,12538399,False,,564996,fasta,440918,memexml,6724670.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a34d669883f12248'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5415d0062c43201d1'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,true,false,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29578536,1461167565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-04-20 15:58:00.950657,70681,310.0
2016-04-20 15:52:15.750101,slurm_normal,1461167898.0,0,1.0,main_w1_handler2,2463810,12538407,False,,585485,fasta,440918,memexml,6724677.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5091754704e195837'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5415d0062c43201d1'}]","""true""",0,,,,,,,,,,,basic,,,,,,,,32.0,,29578536,1461167595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-04-20 15:58:23.356874,70681,303.0
2016-04-20 16:15:05.547297,slurm_normal,1461169196.0,0,1.0,main_w2_handler1,2463810,12538538,False,,588459,fasta,440918,memexml,6724907.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e8a23ca7c51fbdb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5415d0062c43201d1'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,true,false,advanced,true,0.0,no,0.0,no,false,0.0001,32.0,,29578536,1461168946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-04-20 16:20:01.289511,70681,250.0
2016-04-20 16:14:30.338153,slurm_normal,1461169163.0,0,1.0,main_w2_handler0,2463810,12538537,False,,567868,fasta,440918,memexml,6724903.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d48df43d00de33d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5415d0062c43201d1'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,true,false,advanced,true,0.0,no,0.0,no,false,0.0001,32.0,,29578536,1461168915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-04-20 16:19:27.823279,70681,248.0
2016-04-20 16:35:40.561754,slurm_normal,1461173667.0,0,1.0,main_w1_handler2,2463810,12539031,False,,8748662,fasta,440918,memexml,6725129.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b547820fbeffffce0a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5415d0062c43201d1'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,true,false,advanced,true,0.0,no,0.0,no,false,0.0001,32.0,,29578536,1461170208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-04-20 17:34:51.578810,70681,3459.0
2016-06-01 16:10:14.573833,slurm_normal,1464797451.0,0,1.0,main_w1_handler1,2717818,13042241,False,Job output deleted by user before job completed.,0,fasta,543515,memexml,7221758.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fbec4f8ced315ca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7e60680c3425e60'}]","""true""",0,,,,,,,,,,,basic,,,,,,,,32.0,,30425020,1464797446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-01 16:10:55.428439,85069,5.0
2016-06-06 12:44:12.727863,slurm_normal,1465217127.0,0,1.0,main_w1_handler1,2673559,13084251,False,,14571699,fasta,2693,memexml,7268354.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5680cdef3780f3cfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b501f5a1d25ecaf8cd'}]","""true""",1,1.0,1.0,default,100000,true,0.1,0.0,yes,false,false,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29657927,1465217106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-06 12:45:36.925657,82702,21.0
2016-06-06 12:41:52.402827,slurm_normal,1465216978.0,0,1.0,main_w1_handler0,2673559,13084222,False,,14571699,fasta,2117,memexml,7268330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5680cdef3780f3cfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41d4976d8aef46b'}]","""true""",1,1.0,1.0,default,100000,true,0.1,0.0,yes,false,false,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29657927,1465216961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-06 12:44:17.837437,82702,17.0
2016-06-06 12:52:07.477152,slurm_normal,1465217574.0,0,1.0,main_w2_handler1,2673559,13084369,False,,14571699,fasta,3461,memexml,7268473.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5680cdef3780f3cfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d9737d919ec1bef'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,false,false,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29657927,1465217557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-06 12:52:59.479317,82702,17.0
2016-06-06 12:46:03.669675,slurm_normal,1465217239.0,0,1.0,main_w1_handler0,2673559,13084283,False,,14571699,fasta,2117,memexml,7268388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5680cdef3780f3cfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41d4976d8aef46b'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,false,false,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29657927,1465217219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-06 12:47:25.274109,82702,20.0
2016-06-06 12:44:09.899140,slurm_normal,1465217115.0,0,1.0,main_w2_handler0,2673559,13084249,False,,14571699,fasta,2117,memexml,7268348.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5680cdef3780f3cfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41d4976d8aef46b'}]","""true""",1,1.0,1.0,default,100000,true,0.1,0.0,yes,false,false,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29657927,1465217100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-06 12:45:21.441560,82702,15.0
2016-06-06 13:00:24.242091,slurm_normal,1465218085.0,0,1.0,main_w2_handler0,2673559,13084517,False,,14571699,fasta,2117,memexml,7268609.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5680cdef3780f3cfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41d4976d8aef46b'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,false,true,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29657927,1465218076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-06 13:01:29.811085,82702,9.0
2016-06-06 13:00:26.318419,slurm_normal,1465218091.0,0,1.0,main_w1_handler1,2673559,13084519,False,,14571699,fasta,2693,memexml,7268606.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5680cdef3780f3cfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b501f5a1d25ecaf8cd'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,false,true,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29657927,1465218073.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-06 13:01:37.091018,82702,18.0
2016-06-06 13:00:28.855612,slurm_normal,1465218110.0,0,1.0,main_w1_handler0,2673559,13084520,False,,14571699,fasta,3461,memexml,7268608.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5680cdef3780f3cfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d9737d919ec1bef'}]","""true""",1,1.0,1.0,default,100000,false,0.1,0.0,yes,false,true,advanced,false,0.0,no,0.0,no,false,0.0001,32.0,,29657927,1465218073.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-06 13:01:52.705422,82702,37.0
2016-06-08 09:39:51.288501,slurm_normal,1465378936.0,0,1.0,main_w2_handler0,2726510,13105442,False,,63432,fasta,1345337,memexml,7291553.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd4a303486a52c19'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2954911ca4bc542'}]","""true""",0,,,,,,,,,,,basic,,,,,,,,32.0,,30600996,1465378842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-08 09:42:22.758840,85443,94.0
2016-06-08 09:40:46.817975,slurm_normal,1465379184.0,0,1.0,main_w2_handler1,2726510,13105447,False,,164945,fasta,1345337,memexml,7291562.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eda9bbd069c15fa2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2954911ca4bc542'}]","""true""",0,,,,,,,,,,,basic,,,,,,,,32.0,,30600996,1465378896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-08 09:46:40.035657,85443,288.0
2016-06-08 09:40:07.412541,slurm_normal,1465379315.0,0,1.0,main_w1_handler0,2726510,13105444,False,,496339,fasta,1345337,memexml,7291555.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f02598695b368ff'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2954911ca4bc542'}]","""true""",0,,,,,,,,,,,basic,,,,,,,,32.0,,30600996,1465378851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-08 09:49:11.549691,85443,464.0
2016-06-16 15:01:48.679817,slurm_normal,1466089502.0,0,1.0,main_w1_handler1,2732138,13184698,False,,116880,fasta,1345337,memexml,7369028.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52829960a5d2dd703'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ece50f16f980f2c5'}]","""true""",0,,,,,,,,,,,basic,,,,,,,,32.0,,30908583,1466089331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-16 15:05:20.368228,85443,171.0
2016-06-16 15:03:20.125067,slurm_normal,1466089813.0,0,1.0,main_w2_handler0,2732138,13184710,False,,303257,fasta,1345337,memexml,7369038.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d0d0152a084a07d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ece50f16f980f2c5'}]","""true""",0,,,,,,,,,,,basic,,,,,,,,32.0,,30908583,1466089411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-16 15:10:29.409044,85443,402.0
2016-06-16 15:03:08.157944,slurm_normal,1466090479.0,0,1.0,main_w1_handler0,2732138,13184707,False,,910051,fasta,1345337,memexml,7369037.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b527141ad6e4641052'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ece50f16f980f2c5'}]","""true""",0,,,,,,,,,,,basic,,,,,,,,32.0,,30908583,1466089407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.2,4.11.0.2,,2016-06-16 15:22:43.410711,85443,1072.0
