create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs25,inputs25_filetype,inputs26,inputs26_filetype,inputs27,inputs27_filetype,inputs28,inputs28_filetype,inputs29,inputs29_filetype,inputs2_filetype,inputs3,inputs30,inputs30_filetype,inputs31,inputs31_filetype,inputs32,inputs32_filetype,inputs33,inputs33_filetype,inputs34,inputs34_filetype,inputs35,inputs35_filetype,inputs36,inputs36_filetype,inputs37,inputs37_filetype,inputs38,inputs38_filetype,inputs39,inputs39_filetype,inputs3_filetype,inputs4,inputs40,inputs40_filetype,inputs41,inputs41_filetype,inputs42,inputs42_filetype,inputs43,inputs43_filetype,inputs44,inputs44_filetype,inputs45,inputs45_filetype,inputs46,inputs46_filetype,inputs47,inputs47_filetype,inputs48,inputs48_filetype,inputs49,inputs49_filetype,inputs4_filetype,inputs5,inputs50,inputs50_filetype,inputs51,inputs51_filetype,inputs52,inputs52_filetype,inputs53,inputs53_filetype,inputs54,inputs54_filetype,inputs55,inputs55_filetype,inputs56,inputs56_filetype,inputs57,inputs57_filetype,inputs58,inputs58_filetype,inputs59,inputs59_filetype,inputs5_filetype,inputs6,inputs60,inputs60_filetype,inputs61,inputs61_filetype,inputs62,inputs62_filetype,inputs63,inputs63_filetype,inputs64,inputs64_filetype,inputs65,inputs65_filetype,inputs66,inputs66_filetype,inputs67,inputs67_filetype,inputs68,inputs68_filetype,inputs69,inputs69_filetype,inputs6_filetype,inputs7,inputs70,inputs70_filetype,inputs71,inputs71_filetype,inputs72,inputs72_filetype,inputs73,inputs73_filetype,inputs74,inputs74_filetype,inputs75,inputs75_filetype,inputs76,inputs76_filetype,inputs77,inputs77_filetype,inputs78,inputs78_filetype,inputs79,inputs79_filetype,inputs7_filetype,inputs8,inputs80,inputs80_filetype,inputs81,inputs81_filetype,inputs82,inputs82_filetype,inputs83,inputs83_filetype,inputs84,inputs84_filetype,inputs85,inputs85_filetype,inputs86,inputs86_filetype,inputs87,inputs87_filetype,inputs88,inputs88_filetype,inputs89,inputs89_filetype,inputs8_filetype,inputs9,inputs90,inputs90_filetype,inputs91,inputs91_filetype,inputs92,inputs92_filetype,inputs93,inputs93_filetype,inputs94,inputs94_filetype,inputs95,inputs95_filetype,inputs96,inputs96_filetype,inputs97,inputs97_filetype,inputs98,inputs98_filetype,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.merge.__current_case__,parameters.merge.inputs.values,parameters.merge.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-05 13:54:47.372554,slurm_normal,1515160500.0,0,,1.0,main_w3_handler0,3372588,17954443,False,,59369943,59369943,,,,,,,,,,,,,,,,,,,,,fasta,61758548.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12030926,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33187047}, {'src': 'hda', 'id': 33187050}]",fasta,32.0,,42996209,1515160492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-05 13:55:02.947851,89708.0,8.0
2018-01-05 13:56:50.444838,slurm_normal,1515160620.0,0,,1.0,main_w4_handler1,3372588,17954452,False,,100975622,100975622,,,,,,,,,,,,,,,,,,,,,fasta,98695431.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12030934,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33187039}, {'src': 'hda', 'id': 33187040}]",fasta,32.0,,42996209,1515160613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-05 13:57:02.545643,89708.0,7.0
2018-01-05 13:57:18.868865,slurm_normal,1515160651.0,0,,1.0,main_w3_handler1,3372588,17954462,False,,36326428,36326428,,,,,,,,,,,,,,,,,,,,,fasta,48453944.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12030943,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33187034}, {'src': 'hda', 'id': 33187035}]",fasta,32.0,,42996209,1515160644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-05 13:57:35.044961,89708.0,7.0
2018-01-05 13:57:44.965482,slurm_normal,1515160691.0,0,,1.0,main_w3_handler0,3372588,17954466,False,,29614343,29614343,,,,,,,,,,,,,,,,,,,,,fasta,31905810.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12030948,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33187032}, {'src': 'hda', 'id': 33187033}]",fasta,32.0,,42996209,1515160671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-05 13:58:14.396354,89708.0,20.0
2018-01-07 18:19:53.749089,slurm_normal,1515349205.0,0,,1.0,main_w4_handler1,3372407,17967167,False,,10181229,10181229,,,,,,,,,,,,,,,,,,,,,fasta,12992067.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043745,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33206387}, {'src': 'hda', 'id': 33206388}]",fasta,32.0,,43025816,1515349201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 18:20:07.588144,89708.0,4.0
2018-01-07 18:23:16.581644,slurm_normal,1515349405.0,0,,1.0,main_w4_handler0,3372407,17967246,False,,9392488,9392488,,,,,,,,,,,,,,,,,,,,,fasta,9196324.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043778,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33206319}, {'src': 'hda', 'id': 33206320}]",fasta,32.0,,43025816,1515349400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 18:23:27.480721,89708.0,5.0
2018-01-07 18:15:22.088510,slurm_normal,1515348931.0,0,,1.0,main_w3_handler1,3372407,17967146,False,,9335374,9335374,,,,,,,,,,,,,,,,,,,,,fasta,7597950.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043693,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33206395}, {'src': 'hda', 'id': 33206396}]",fasta,32.0,,43025816,1515348926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 18:15:33.073526,89708.0,5.0
2018-01-07 18:15:41.919891,slurm_normal,1515348951.0,0,,1.0,main_w4_handler0,3372407,17967148,False,,20526224,20526224,,,,,,,,,,,,,,,,,,,,,fasta,14557314.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043696,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33206393}, {'src': 'hda', 'id': 33206394}]",fasta,32.0,,43025816,1515348946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 18:15:53.550417,89708.0,5.0
2018-01-07 18:16:47.109864,slurm_normal,1515349020.0,0,,1.0,main_w4_handler0,3372407,17967155,False,,7650870,7650870,,,,,,,,,,,,,,,,,,,,,fasta,8596429.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043713,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33206389}, {'src': 'hda', 'id': 33206390}]",fasta,32.0,,43025816,1515349010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 18:17:03.082730,89708.0,10.0
2018-01-07 17:00:58.493617,slurm_normal,1515344466.0,0,,1.0,main_w4_handler1,3372407,17966648,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043248,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205526}, {'src': 'hda', 'id': 33205527}]",fasta,32.0,,43025816,1515344461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:01:07.171014,89708.0,5.0
2018-01-07 17:00:17.009928,slurm_normal,1515344424.0,0,,1.0,main_w4_handler1,3372407,17966646,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043246,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205531}, {'src': 'hda', 'id': 33205532}]",fasta,32.0,,43025816,1515344420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:00:25.889338,89708.0,4.0
2018-01-07 17:00:01.915029,slurm_normal,1515344409.0,0,,1.0,main_w4_handler0,3372407,17966644,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043244,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205533}, {'src': 'hda', 'id': 33205534}]",fasta,32.0,,43025816,1515344404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:00:11.148914,89708.0,5.0
2018-01-07 17:02:02.978053,slurm_normal,1515344531.0,0,,1.0,main_w4_handler1,3372407,17966658,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043257,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205518}, {'src': 'hda', 'id': 33205519}]",fasta,32.0,,43025816,1515344526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:02:12.720377,89708.0,5.0
2018-01-07 17:00:33.220495,slurm_normal,1515344448.0,0,,1.0,main_w3_handler0,3372407,17966647,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043247,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205528}, {'src': 'hda', 'id': 33205529}]",fasta,32.0,,43025816,1515344438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:00:51.028730,89708.0,10.0
2018-01-07 17:01:11.502278,slurm_normal,1515344480.0,0,,1.0,main_w4_handler0,3372407,17966649,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043249,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205524}, {'src': 'hda', 'id': 33205525}]",fasta,32.0,,43025816,1515344475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:01:21.515915,89708.0,5.0
2018-01-07 17:01:27.183344,slurm_normal,1515344496.0,0,,1.0,main_w4_handler1,3372407,17966650,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043250,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205522}, {'src': 'hda', 'id': 33205523}]",fasta,32.0,,43025816,1515344491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:01:37.685320,89708.0,5.0
2018-01-07 17:01:47.092281,slurm_normal,1515344514.0,0,,1.0,main_w4_handler0,3372407,17966651,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043251,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205520}, {'src': 'hda', 'id': 33205521}]",fasta,32.0,,43025816,1515344510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:01:58.045819,89708.0,4.0
2018-01-07 17:02:15.062512,slurm_normal,1515344543.0,0,,1.0,main_w4_handler1,3372407,17966659,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043259,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205516}, {'src': 'hda', 'id': 33205517}]",fasta,32.0,,43025816,1515344539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:02:25.445008,89708.0,4.0
2018-01-07 17:02:30.914039,slurm_normal,1515344559.0,0,,1.0,main_w4_handler0,3372407,17966660,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043260,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205514}, {'src': 'hda', 'id': 33205515}]",fasta,32.0,,43025816,1515344555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:02:40.964567,89708.0,4.0
2018-01-07 17:02:44.033642,slurm_normal,1515344572.0,0,,1.0,main_w3_handler0,3372407,17966661,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043261,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205505}, {'src': 'hda', 'id': 33205506}]",fasta,32.0,,43025816,1515344568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:02:54.381284,89708.0,4.0
2018-01-07 18:25:10.446598,slurm_normal,1515349520.0,0,,1.0,main_w3_handler1,3372407,17967253,False,,26596889,26596889,,,,,,,,,,,,,,,,,,,,,fasta,20892109.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043790,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33206308}, {'src': 'hda', 'id': 33206309}]",fasta,32.0,,43025816,1515349515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 18:25:23.910001,89708.0,5.0
2018-01-07 17:02:57.415556,slurm_normal,1515344585.0,0,,1.0,main_w4_handler0,3372407,17966662,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043262,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205503}, {'src': 'hda', 'id': 33205504}]",fasta,32.0,,43025816,1515344581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:03:06.806065,89708.0,4.0
2018-01-07 17:03:18.405450,slurm_normal,1515344607.0,0,,1.0,main_w3_handler1,3372407,17966675,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043267,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205497}, {'src': 'hda', 'id': 33205498}]",fasta,32.0,,43025816,1515344601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:03:28.786938,89708.0,6.0
2018-01-07 17:03:35.632191,slurm_normal,1515344623.0,0,,1.0,main_w4_handler1,3372407,17966676,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043268,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205495}, {'src': 'hda', 'id': 33205496}]",fasta,32.0,,43025816,1515344618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:03:45.951842,89708.0,5.0
2018-01-07 17:03:59.294694,slurm_normal,1515344647.0,0,,1.0,main_w4_handler1,3372407,17966678,False,,50,50,,,,,,,,,,,,,,,,,,,,,fasta,50.0,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fasta,12043270,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33205491}, {'src': 'hda', 'id': 33205492}]",fasta,32.0,,43025816,1515344642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0,1.36.1.0,,2018-01-07 17:04:11.371552,89708.0,5.0
