chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.covg,parameters.dbkey,parameters.freq,parameters.header,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.nofilt,parameters.seed,parameters.stranded,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-02-01 20:19:23.334957,slurm_normal,1454376652.0,0,,1.0,main_w1_handler0,2417391,11661513,False,,733005,vcf,5924980.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23120594,,,"""False""","""""","""False""",32.0,,26999608.0,1454376647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-02 01:31:02.354170,68134.0,5.0
,,2016-02-01 18:41:12.460586,slurm_normal,1454373247.0,0,,1.0,main_w1_handler0,2417391,11660503,False,,3186497,vcf,5924345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23119173,,,"""False""","""""","""False""",32.0,,26999608.0,1454373243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-02 00:34:11.552352,68134.0,4.0
,,2016-02-01 17:58:31.248250,slurm_normal,1454372369.0,0,,1.0,main_w2_handler0,2417391,11660150,False,,7326802,vcf,5924260.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23118748,,,"""False""","""""","""False""",32.0,,26999608.0,1454372361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-02 00:19:33.617464,68134.0,8.0
,,2016-02-01 18:30:03.845311,slurm_normal,1454362076.0,0,,1.0,main_w2_handler1,2417391,11660373,False,,3124463,vcf,5922029.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23119015,,,"""False""","""""","""False""",32.0,,26999608.0,1454361975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-01 21:28:07.237557,68134.0,101.0
,,2016-02-01 20:45:14.291505,slurm_normal,1454362740.0,0,,1.0,main_w2_handler0,2417391,11661985,False,,3686640,vcf,5922129.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23120915,,,"""False""","""""","""False""",32.0,,26999608.0,1454362696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-01 21:39:06.842286,68134.0,44.0
,,2016-02-01 21:05:04.832044,slurm_normal,1454363617.0,0,,1.0,main_w2_handler0,2417391,11663089,False,,1182746,vcf,5922312.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23122289,,,"""False""","""""","""False""",32.0,,26999608.0,1454363612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-01 21:53:51.520559,68134.0,5.0
,,2016-02-01 17:42:13.046047,slurm_normal,1454364029.0,0,,1.0,main_w1_handler0,2417391,11659938,False,,908787,vcf,5922369.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23118409,,,"""False""","""""","""False""",32.0,,26999608.0,1454364023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-01 22:00:33.134665,68134.0,6.0
,,2016-02-01 19:54:25.182764,slurm_normal,1454382004.0,0,,1.0,main_w2_handler0,2417391,11661138,False,,1796705,vcf,5925915.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23120131,,,"""False""","""""","""False""",32.0,,26999608.0,1454381999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-02 03:00:09.186753,68134.0,5.0
,,2016-02-01 21:49:18.493201,slurm_normal,1454382550.0,0,,1.0,main_w2_handler0,2417391,11663918,False,,753018,vcf,5925993.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23123252,,,"""False""","""""","""False""",32.0,,26999608.0,1454382545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-02 03:09:17.976474,68134.0,5.0
,,2016-02-01 18:45:28.674260,slurm_normal,1454382350.0,0,,1.0,main_w1_handler2,2417391,11660565,False,,924840,vcf,5925962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""1""","""hg_g1k_v37""","""0.0""","""True""",23119277,,,"""False""","""""","""False""",32.0,,26999608.0,1454382343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2,1.2,,2016-02-02 03:05:56.483630,68134.0,7.0
