create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.phone,parameters.pos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-20 11:37:53.911080,slurm_normal,1505908210.0,0,1.0,main_w4_handler1,3260374,16874438,False,,7325604192,tabular,10939618.roundup,slurm,,132112168.0,corral-repl,,"""228685489df811e7a12f005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31321120}]","""20""","""true""","""2""",32.0,,,1505907782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-20 11:50:12.466323,84316,428.0
2017-09-21 14:13:03.282463,slurm_normal,1506004146.0,0,1.0,main_w3_handler0,3261873,16889887,False,,7558306261,tabular,10958269.roundup,slurm,,132112168.0,corral-repl,,"""ef7b6a3a9ed611e792e7005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31349437}]","""20""","""true""","""2""",32.0,,,1506003687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-21 14:30:46.210534,84316,459.0
2017-09-23 03:02:11.102234,slurm_normal,1506136381.0,0,1.0,main_w3_handler0,3263884,16905871,False,,3564979404,tabular,10975080.roundup,slurm,,132112168.0,corral-repl,,"""8a6fc150a00b11e780d5005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 31377632}]","""20""","""true""","""2""",32.0,,,1506136116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-23 03:13:07.996353,61346,265.0
2017-09-23 03:03:47.710672,slurm_normal,1506136580.0,0,1.0,main_w3_handler0,3263882,16905890,False,,4066786552,tabular,10975085.roundup,slurm,,132112168.0,corral-repl,,"""bf60a24ea00b11e780d5005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 31377660}]","""20""","""true""","""2""",32.0,,,1506136258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-23 03:16:26.510513,61346,322.0
2017-09-23 03:04:26.649279,slurm_normal,1506136740.0,0,1.0,main_w3_handler1,3263885,16905900,False,,4872184638,tabular,10975092.roundup,slurm,,132112168.0,corral-repl,,"""e660ed0ea00b11e7880b005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 31377678}]","""20""","""true""","""2""",32.0,,,1506136392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-23 03:19:02.649766,61346,348.0
2017-09-25 07:00:30.726982,slurm_normal,1506324184.0,0,1.0,main_w3_handler0,3265232,16918443,False,,8648235802,tabular,10987960.roundup,slurm,,132112168.0,corral-repl,,"""368ef384a1bf11e793cb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31397895}]","""20""","""true""","""2""",32.0,,,1506323557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-25 07:23:07.582977,84316,627.0
2017-09-25 12:21:36.212652,slurm_normal,1506342738.0,0,1.0,main_w3_handler1,3263892,16922316,False,,2941725066,tabular,10990740.roundup,slurm,,132112168.0,corral-repl,,"""0ccca8d4a1ec11e786da005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 31402770}]","""20""","""true""","""2""",32.0,,,1506342470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-25 12:32:22.366966,61346,268.0
2017-09-26 13:49:12.554374,slurm_normal,1506434719.0,0,1.0,main_w3_handler1,3263882,16935979,False,,4066786552,tabular,11005461.roundup,slurm,,132112168.0,corral-repl,,"""77feffb4a2c111e7b6d6005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 31426582}]","""20""","""true""","""2""",32.0,,,1506434205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-26 14:05:24.193169,61346,514.0
2017-09-28 13:00:04.284060,slurm_normal,1506604500.0,0,1.0,main_w4_handler0,3266957,16960658,False,,5181490458,tabular,11028675.roundup,slurm,,132112168.0,corral-repl,,"""edb7afe4a44c11e799c0005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 31462877}]","""20""","""true""","""2""",32.0,,,1506604119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-28 13:15:03.686554,61346,381.0
2017-09-28 14:25:05.054743,slurm_normal,1506610495.0,0,1.0,main_w3_handler0,3266956,16962029,False,,3673802554,tabular,11029990.roundup,slurm,,132112168.0,corral-repl,,"""d4ac54a8a44411e7aa9b005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 31465456}]","""20""","""true""","""2""",32.0,,,1506610154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.8.1,0.8.1,,2017-09-28 14:55:16.097841,61346,341.0
