chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.minlen,parameters.minoe,parameters.minpc,parameters.shift,parameters.window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-03 14:48:40.827755,slurm_normal,1475506261.0,0.0,,1.0,main_w4_handler0,2841171,13996932,False,,59455099,fasta,8216077.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7b3fe327689c4a9'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33417393.0,1475506240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 14:51:05.601074,,21.0
,,2016-10-03 14:48:06.476555,slurm_normal,1475506191.0,0.0,,1.0,main_w3_handler0,2841163,13996920,False,,59455099,fasta,8216065.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b0c170b27f6c6fa'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33417285.0,1475506169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 14:49:53.528756,,22.0
,,2016-10-03 14:46:40.457498,slurm_normal,1475506380.0,0.0,,1.0,main_w4_handler1,2841313,13996893,False,,47377356,fasta,8216119.roundup,slurm,,132112168.0,corral-repl,,"""2c607686897811e698eb005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575656b924a9515a3'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33419198.0,1475506354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 14:53:01.749643,91462.0,26.0
,,2016-10-03 14:51:05.040631,slurm_normal,1475506366.0,0.0,,1.0,main_w4_handler0,2841160,13996976,False,,59455099,fasta,8216111.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab64790af4b38f22'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33417283.0,1475506341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 14:52:49.483476,,25.0
,,2016-10-03 14:50:56.029781,slurm_normal,1475506462.0,0.0,,1.0,main_w3_handler1,2841161,13996973,False,,59455099,fasta,8216132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c67f2483154f81a'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33417284.0,1475506441.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 14:54:24.873600,,21.0
,,2016-10-03 14:53:31.310169,slurm_normal,1475506612.0,0.0,,1.0,main_w3_handler0,2841327,13997012,False,,32537678,fasta,8216177.roundup,slurm,,132112168.0,corral-repl,,"""213ad0c0897911e6b53c005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51cc19d8b42e8d807'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33419183.0,1475506597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 14:56:56.804226,91461.0,15.0
,,2016-10-03 14:54:35.014900,slurm_normal,1475506819.0,0.0,,1.0,main_w4_handler0,2841140,13997038,False,,32537678,fasta,8216222.roundup,slurm,,132112168.0,corral-repl,,"""4888a8b4897911e68af3005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51cc19d8b42e8d807'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33419183.0,1475506805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 15:00:26.567010,91461.0,14.0
,,2016-10-03 15:03:23.099060,slurm_normal,1475507156.0,0.0,,1.0,main_w3_handler0,2841144,13997136,False,,47377356,fasta,8216266.roundup,slurm,,132112168.0,corral-repl,,"""81e48d16897a11e68da0005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563aa56505e570543'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33419661.0,1475507136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 15:06:01.687883,91464.0,20.0
,,2016-10-03 15:01:23.573338,slurm_normal,1475507001.0,0.0,,1.0,main_w4_handler1,2841144,13997115,False,,59455099,fasta,8216242.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ad368df8e7ff21c3'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33419661.0,1475506986.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 15:03:27.282325,91464.0,15.0
,,2016-10-03 15:08:53.935711,slurm_normal,1475507432.0,0.0,,1.0,main_w4_handler1,2841141,13997206,False,,32537678,fasta,8216331.roundup,slurm,,132112168.0,corral-repl,,"""4717b644897b11e6904b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b593fd6b47cc9276d0'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33420440.0,1475507415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 15:10:33.610504,91471.0,17.0
,,2016-10-27 12:47:44.571073,slurm_normal,1477572649.0,0.0,,1.0,main_w4_handler0,2871087,14190618,False,,59455081,fasta,8402891.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519b373fa34a7c608'}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,33937516.0,1477572580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-27 12:50:54.306560,,69.0
,,2016-10-03 15:08:58.833632,slurm_normal,1475507605.0,0.0,,1.0,main_w3_handler1,2841141,13997219,False,,32537678,fasta,8216368.roundup,slurm,,132112168.0,corral-repl,,"""4717b644897b11e6904b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b593fd6b47cc9276d0'}]","""200""","""0.90""","""50.0""","""100""","""100""",32.0,,33420440.0,1475507588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 15:13:36.681700,91471.0,17.0
,,2016-10-03 15:44:37.566164,slurm_normal,1475509939.0,0.0,,1.0,main_w4_handler0,2841160,13997594,False,,30862428,fasta,8216687.roundup,slurm,,132112168.0,corral-repl,,"""44788b70898011e6b68b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50ef6c9a627e2d15a'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33422305.0,1475509798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 15:52:24.035333,91478.0,141.0
,,2016-10-03 15:44:39.093161,slurm_normal,1475509703.0,0.0,,1.0,main_w4_handler1,2841163,13997597,False,,32537678,fasta,8216656.roundup,slurm,,132112168.0,corral-repl,,"""44616166898011e6a6f2005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a045c89ebcd2f33'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33422132.0,1475509686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 15:48:29.318533,91472.0,17.0
,,2016-10-03 15:47:02.738813,slurm_normal,1475510066.0,0.0,,1.0,main_w3_handler0,2841171,13997631,False,,30862428,fasta,8216738.roundup,slurm,,132112168.0,corral-repl,,"""8e1a0ace898011e699f1005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ffd4f01e10242eab'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33422235.0,1475510049.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 15:54:30.817966,91474.0,17.0
,,2016-10-03 15:58:03.002287,slurm_normal,1475510413.0,0.0,,1.0,main_w4_handler1,2841161,13997730,False,,47377356,fasta,8216781.roundup,slurm,,132112168.0,corral-repl,,"""27f82076898211e6a68b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50d1660a136465c63'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33422254.0,1475510394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 16:00:20.322977,91476.0,19.0
,,2016-10-27 20:15:35.525276,slurm_normal,1477600080.0,0.0,,1.0,main_w4_handler1,2869609,14194317,False,,59455081,fasta,8406481.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558620d38b3a85f62'}]","""200""","""0.6""","""50.0""","""100000""","""100000""",32.0,,33913249.0,1477600035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-27 20:28:04.103980,,45.0
,,2016-10-03 15:57:06.481608,slurm_normal,1475510406.0,0.0,,1.0,main_w4_handler1,2841162,13997711,False,,32537678,fasta,8216777.roundup,slurm,,132112168.0,corral-repl,,"""04b11e2e898211e6a658005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58498c76059a65c28'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33422264.0,1475510391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 16:00:14.138267,91477.0,15.0
,,2016-10-27 15:59:16.580890,slurm_normal,1477583987.0,0.0,,1.0,main_w4_handler1,2871677,14192377,False,,59455081,fasta,8404727.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512d73f008c20ae6c'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33946349.0,1477583960.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-27 15:59:48.961810,91230.0,27.0
,,2016-10-27 15:50:04.179674,slurm_normal,1477583430.0,0.0,,1.0,main_w3_handler1,2871599,14192305,False,,59455081,fasta,8404640.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d723eba0a8dad545'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33946349.0,1477583406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-27 15:50:33.791848,91230.0,24.0
,,2016-10-27 19:41:33.890159,slurm_normal,1477597323.0,0.0,,1.0,main_w4_handler1,2866921,14194033,False,,47377356,fasta,8406232.roundup,slurm,,132112168.0,corral-repl,,"""5b6fff569c7d11e69223005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580e4ff3099140451'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33952414.0,1477597297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-27 19:42:04.852452,91741.0,26.0
,,2016-10-27 15:21:49.388338,slurm_normal,1477581730.0,0.0,,1.0,main_w3_handler0,2871594,14192063,False,,59455081,fasta,8404391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507ec985e0000dd9f'}]","""200""","""0.6""","""50.0""","""500""","""1000""",32.0,,33424827.0,1477581710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-27 15:22:11.829081,91218.0,20.0
,,2016-10-27 15:45:38.510196,slurm_normal,1477583305.0,0.0,,1.0,main_w3_handler0,2871664,14192255,False,,47377356,fasta,8404617.roundup,slurm,,132112168.0,corral-repl,,"""671d81f09c5c11e69181005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52dc2a45667b6efcd'}]","""200""","""0.6""","""50.0""","""500""","""1000""",32.0,,33424827.0,1477583289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-27 15:48:27.520943,91218.0,16.0
,,2016-10-03 17:48:03.351446,slurm_normal,1475517107.0,0.0,,1.0,main_w3_handler1,2837630,13998432,False,,47377356,fasta,8217511.roundup,slurm,,132112168.0,corral-repl,,"""84a7bdf4899111e68a9b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c4229ed4924f093'}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,33424827.0,1475517044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-03 17:52:04.149449,91218.0,63.0
,,2016-10-04 09:16:33.031842,slurm_normal,1475572884.0,0.0,,1.0,main_w3_handler0,2837431,14003098,False,,30862428,fasta,8221851.roundup,slurm,,132112168.0,corral-repl,,"""39ac60fc8a1311e6b5a5005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9b390bc6bd1e668'}]","""200""","""0.6""","""50.0""","""10000""","""10000""",32.0,,33443190.0,1475572848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-04 09:21:31.182753,91221.0,36.0
,,2016-10-27 21:29:19.611274,slurm_normal,1477606154.0,0.0,,1.0,main_w3_handler0,2868230,14194836,False,,59455081,fasta,8406928.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a23b1e2d417e7540'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33894233.0,1477606133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-27 22:09:17.248772,,21.0
,,2016-10-05 08:49:50.303560,slurm_normal,1475657495.0,0.0,,1.0,main_w3_handler1,2843561,14010931,False,,30862428,fasta,8229377.roundup,slurm,,132112168.0,corral-repl,,"""a976bf988ad811e6a21a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f4980a304283eb8d'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33472447.0,1475657476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-05 08:51:37.430735,64024.0,19.0
,,2016-10-28 05:11:33.037875,slurm_normal,1477631514.0,0.0,,1.0,main_w4_handler0,2872161,14197420,False,,59455081,fasta,8409208.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5421ba8a7acd99031'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33955029.0,1477631500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-28 05:11:55.503341,,14.0
,,2016-10-28 04:51:40.250864,slurm_normal,1477630376.0,0.0,,1.0,main_w3_handler1,2871783,14197377,False,,59455081,fasta,8409174.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb928ed5fe7bfc9a'}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,33949874.0,1477630311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-28 04:52:58.145056,,65.0
,,2016-10-06 14:54:44.571922,slurm_normal,1475765764.0,0.0,,1.0,main_w3_handler1,2845130,14020954,False,,47377356,fasta,8238932.roundup,slurm,,132112168.0,corral-repl,,"""cc3bdec68bd411e686e7005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2f508abe335380d'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33501532.0,1475765726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 14:56:05.791643,91730.0,38.0
,,2016-10-06 14:34:16.625162,slurm_normal,1475765203.0,0.0,,1.0,main_w3_handler1,2844983,14020781,False,Job output deleted by user before job completed.,59455099,fasta,8238858.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50cc3493a47f34409'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33498269.0,1475765177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 14:46:48.263538,,26.0
,,2016-10-06 14:45:17.828449,slurm_normal,1475765215.0,0.0,,1.0,main_w4_handler1,2844985,14020876,False,,59455099,fasta,8238847.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544dafb5541d42535'}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,33498343.0,1475765143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 14:47:02.866129,,72.0
,,2016-10-06 14:49:45.038405,slurm_normal,1475765474.0,0.0,,1.0,main_w3_handler0,2845003,14020917,False,,59455099,fasta,8238892.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50825522f617547a5'}]","""200""","""0.6""","""50.0""","""1""","""100""",32.0,,33498606.0,1475765417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 14:51:17.020014,,57.0
,,2016-10-06 14:13:21.127451,slurm_normal,1475765588.0,0.0,,1.0,main_w3_handler1,2844974,14020594,False,Job output deleted by user before job completed.,59455099,fasta,8238915.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c17e5891bb38b74d'}]","""200""","""0.6""","""50.0""","""10000""","""10000""",32.0,,33498245.0,1475765567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 14:53:12.219919,,21.0
,,2016-10-06 15:30:52.300366,slurm_normal,1475767958.0,0.0,,1.0,main_w4_handler1,2845193,14021365,False,,47377356,fasta,8239337.roundup,slurm,,132112168.0,corral-repl,,"""daeefc3c8bd911e684ae005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51cfc7c8e846b4fc3'}]","""200""","""0.6""","""50.0""","""10000""","""10000""",32.0,,33502067.0,1475767909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 15:32:44.314685,91742.0,49.0
,,2016-10-06 15:32:08.076220,slurm_normal,1475768079.0,0.0,,1.0,main_w3_handler0,2844986,14021386,False,,47377356,fasta,8239353.roundup,slurm,,132112168.0,corral-repl,,"""076f2bce8bda11e69a31005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51cfc7c8e846b4fc3'}]","""200""","""0.6""","""50.0""","""10000""","""10000""",32.0,,33502067.0,1475767987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 15:34:41.967439,91742.0,92.0
,,2016-10-06 15:35:06.639120,slurm_normal,1475768288.0,0.0,,1.0,main_w4_handler0,2844991,14021427,False,,32537678,fasta,8239399.roundup,slurm,,132112168.0,corral-repl,,"""71105a088bda11e6b3db005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5129fc05d02b41f'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33502789.0,1475768221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 15:38:12.038516,91748.0,67.0
,,2016-10-06 15:36:23.767876,slurm_normal,1475768267.0,0.0,,1.0,main_w3_handler0,2844981,14021446,False,,30862428,fasta,8239412.roundup,slurm,,132112168.0,corral-repl,,"""a0bcfc2a8bda11e680d4005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de51c42689de02ac'}]","""200""","""0.6""","""50.0""","""4000""","""4000""",32.0,,33502693.0,1475768249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 15:37:51.517894,91745.0,18.0
,,2016-10-06 15:23:01.129993,slurm_normal,1475767540.0,0.0,,1.0,main_w3_handler1,2845175,14021301,False,,30862428,fasta,8239268.roundup,slurm,,132112168.0,corral-repl,,"""c12ebf048bd811e6a018005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb5c0e5eeb8fce2c'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33501975.0,1475767463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 15:26:07.401479,91737.0,77.0
,,2016-10-06 14:16:41.617564,slurm_normal,1475763479.0,0.0,,1.0,main_w3_handler0,2844980,14020620,False,,59455099,fasta,8238615.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572c24664349cb919'}]","""200""","""0.6""","""50.0""","""100""","""100""",32.0,,33498266.0,1475763445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 14:18:01.890631,,34.0
,,2016-10-06 15:19:18.589162,slurm_normal,1475767350.0,0.0,,1.0,main_w4_handler0,2844976,14021201,False,,30862428,fasta,8239149.roundup,slurm,,132112168.0,corral-repl,,"""39dd87428bd811e684ae005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58865ca11fae5a2c7'}]","""200""","""0.6""","""50.0""","""1000""","""1000""",32.0,,33502055.0,1475767199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 15:22:35.797063,91739.0,151.0
,,2016-10-06 15:20:40.358338,slurm_normal,1475767385.0,0.0,,1.0,main_w3_handler1,2844975,14021246,False,,32537678,fasta,8239188.roundup,slurm,,132112168.0,corral-repl,,"""6b02c1488bd811e693d1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534763c3cf939545b'}]","""200""","""0.6""","""50.0""","""1000""","""1000""",32.0,,33502064.0,1475767313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 15:23:37.645850,91741.0,72.0
,,2016-10-06 15:18:53.362087,slurm_normal,1475767285.0,0.0,,1.0,main_w3_handler1,2844984,14021180,False,,32537678,fasta,8239185.roundup,slurm,,132112168.0,corral-repl,,"""2c1431608bd811e695dd005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b523583c349608a6e0'}]","""200""","""0.6""","""50.0""","""10000""","""10000""",32.0,,33502077.0,1475767269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2016-10-06 15:21:30.150663,91744.0,16.0
