create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_abundance,input_abundance_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.input_abundance,parameters.margin,parameters.sample_columns,parameters.species_column,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-29 15:55:25.471331,slurm_normal,1454082991.0,0,1.0,main_w2_handler0,2581314,11632317,False,,2968627,interval,5895874.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",23082277,"""1""","[""2"", ""3""]","""1""",32.0,,27661151,1454082948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vegan_fisher_alpha/vegan_fisher_alpha/0.0.2,0.0.2,,2016-01-29 15:56:50.295612,63201,43.0
