create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fontsize,parameters.input.__current_case__,parameters.input.groups,parameters.input.has_groups,parameters.input.label,parameters.input.otu.values,parameters.numotu,parameters.otu|__identifier__,parameters.scale,parameters.sorted,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-19 08:28:46.020373,slurm_normal,1516350537.0,0,,1.0,main_w3_handler0,3397720,18081487,False,,12160217,slurm,,132112168.0,corral-repl,1213,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""",,"""log10""","""shared""",32.0,,43299908,1516350533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2018-01-19 08:28:59.011312,72172,4.0
2018-01-19 07:59:24.058835,slurm_normal,1516348775.0,0,,1.0,main_w4_handler1,3397689,18081372,False,,12160025,slurm,,132112168.0,corral-repl,1270,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""",,"""log10""","""shared""",32.0,,43299908,1516348771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2018-01-19 07:59:38.658409,72172,4.0
2018-01-12 08:49:49.077314,slurm_normal,1515746997.0,0,,1.0,main_w4_handler1,3389962,18012329,False,,12089507,slurm,,132112168.0,corral-repl,33263,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""",,"""log10""","""shared""",32.0,,43151651,1515746992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2018-01-12 08:49:59.603404,72172,5.0
2017-11-27 10:14:04.205131,slurm_normal,1511777656.0,0,,1.0,main_w3_handler0,3306908,17601516,False,,11660840,slurm,,132112168.0,corral-repl,86594,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""",,"""log10""","""shared""",32.0,,41669533,1511777651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2017-11-27 10:14:20.067451,114883,5.0
2017-12-11 12:13:45.460913,slurm_normal,1512994437.0,0,,1.0,main_w4_handler1,3358440,17772062,False,,11840843,slurm,,132112168.0,corral-repl,3508,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""",,"""log10""","""shared""",32.0,,42577162,1512994433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2017-12-11 12:14:01.690379,72172,4.0
2017-12-12 07:37:30.819744,slurm_normal,1513064262.0,0,,1.0,main_w4_handler0,3362393,17780544,False,,11848708,slurm,,132112168.0,corral-repl,186885,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",1.0,"['B9TYW01', 'B9TYW02', 'B9TYW03', 'B9TYW04', 'B9TYW05', 'B9TYW06', 'B9TYW07', 'B9TYW08', 'B9TYW09', 'B9TYW10', 'B9TYW11', 'B9TYW12', 'B9TYW13', 'B9TYW14', 'B9TYW15', 'B9TYW16', 'B9TYW17', 'B9TYW18', 'B9TYW19', 'B9TYW20', 'B9TYW21', 'B9TYW22', 'B9TYW23', 'B9TYW24', 'B9TYW25', 'B9TYW26', 'B9TYW27', 'B9TYW28', 'B9TYW29', 'B9TYW30', 'B9TYW31', 'B9TYW32', 'B9TYW33', 'B9TYW34', 'B9TYW35', 'B9TYW36', 'B9TYW37', 'B9TYW38', 'B9TYW39', 'B9TYW40', 'B9TYW41', 'B9TYW42', 'B9TYW43', 'B9TYW44', 'B9TYW45', 'B9TYW46', 'B9TYW47', 'B9TYW48', 'B9TYW49', 'B9TYW50', 'B9TYW51', 'B9TYW52', 'B9TYW53', 'B9TYW54', 'B9TYW55', 'B9TYW56', 'B9TYW57', 'B9TYW58', 'BD67K26', 'BD67K28', 'BD67K29']",yes,['0.03'],"[{'src': 'hda', 'id': 32870330}]","""0""",,"""log10""","""shared""",32.0,,42604640,1513064257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2017-12-12 07:37:45.954210,113456,5.0
2018-02-05 16:25:18.098530,slurm_normal,1517847936.0,0,,1.0,main_w4_handler1,3417427,18259962,False,,12341553,slurm,,132112168.0,corral-repl,561,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""","""0.11""","""log10""","""shared""",32.0,,43627884,1517847931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2018-02-05 16:25:38.389801,42087,5.0
2018-02-05 16:25:16.605685,slurm_normal,1517847932.0,0,,1.0,main_w4_handler1,3417427,18259959,False,,12341552,slurm,,132112168.0,corral-repl,601,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""","""0.01""","""log10""","""shared""",32.0,,43627884,1517847927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2018-02-05 16:25:34.016881,42087,5.0
2018-02-05 16:25:17.179860,slurm_normal,1517847936.0,0,,1.0,main_w4_handler0,3417427,18259960,False,,12341549,slurm,,132112168.0,corral-repl,601,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""","""0.02""","""log10""","""shared""",32.0,,43627884,1517847925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2018-02-05 16:25:42.829221,42087,11.0
2018-02-05 16:25:17.728316,slurm_normal,1517847936.0,0,,1.0,main_w4_handler0,3417427,18259961,False,,12341550,slurm,,132112168.0,corral-repl,581,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",,,,,,"""0""","""0.05""","""log10""","""shared""",32.0,,43627884,1517847925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.36.1.0,1.36.1.0,,2018-02-05 16:25:43.778874,42087,11.0
