create_time,destination_id,end_epoch,exit_code,fastq,fastq1,fastq1_filetype,fastq2,fastq2_filetype,fastq_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.allow_and_ignore_empty_lines,parameters.chromInfo,parameters.comment,parameters.dbkey,parameters.description,parameters.fastq2|__identifier__,parameters.fastq|__identifier__,parameters.input_type.__current_case__,parameters.input_type.fastq.values,parameters.input_type.fastq2.values,parameters.input_type.input_type_selector,parameters.library_name,parameters.max_q,parameters.min_q,parameters.platform,parameters.platform_unit,parameters.predicted_insert_size,parameters.quality_format,parameters.read_group_name,parameters.run_date,parameters.sample_name,parameters.sequencing_center,parameters.strip_unpairied_mate_number,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-21 18:19:12.278067,slurm_normal,1506018269.0,0,336654.0,,,,,fastq,,1.0,main_w3_handler0,3262119,16891764,False,,10960114.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,"""SRR1552445.fastq.gz""",0,"[{'src': 'hda', 'id': 31354537}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40731913,1506018264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-21 18:24:31.989128,,5.0
2017-09-21 18:19:07.417481,slurm_normal,1506018355.0,0,336704.0,,,,,fastq,,1.0,main_w4_handler0,3262119,16891756,False,,10960131.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,"""SRR1552453.fastq.gz""",0,"[{'src': 'hda', 'id': 31354545}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40731913,1506018351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-21 18:26:07.702534,,4.0
2017-09-21 18:19:09.106831,slurm_normal,1506018417.0,0,336754.0,,,,,fastq,,1.0,main_w3_handler1,3262119,16891759,False,,10960148.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,"""SRR1552450.fastq.gz""",0,"[{'src': 'hda', 'id': 31354542}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40731913,1506018411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-21 18:27:01.560463,,6.0
2017-09-21 18:19:08.270187,slurm_normal,1506018329.0,0,336700.0,,,,,fastq,,1.0,main_w3_handler1,3262119,16891758,False,,10960126.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,"""SRR1552451.fastq""",0,"[{'src': 'hda', 'id': 31354543}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40731913,1506018323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-21 18:25:35.858128,,6.0
2017-09-21 18:19:11.727253,slurm_normal,1506018433.0,0,336696.0,,,,,fastq,,1.0,main_w3_handler1,3262119,16891762,False,,10960154.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,"""SRR1552447.fastq.gz""",0,"[{'src': 'hda', 'id': 31354539}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40731913,1506018428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-21 18:27:16.304169,,5.0
2017-09-21 18:19:12.441111,slurm_normal,1506018282.0,0,336588.0,,,,,fastq,,1.0,main_w3_handler0,3262119,16891765,False,,10960118.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,"""SRR1552444.fastq.gz""",0,"[{'src': 'hda', 'id': 31354536}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40731913,1506018278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-21 18:24:44.773951,,4.0
2017-09-21 18:19:09.851110,slurm_normal,1506018487.0,0,336694.0,,,,,fastq,,1.0,main_w4_handler0,3262119,16891760,False,,10960170.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,"""SRR1552449.fastq.gz""",0,"[{'src': 'hda', 'id': 31354541}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40731913,1506018482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-21 18:28:13.674189,,5.0
2017-09-22 08:22:10.970194,slurm_normal,1506068875.0,0,4846955836.0,,,,,fastq,,1.0,main_w4_handler0,3235370,16896740,False,,10965637.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31032019}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""E2M1""","""""","""false""","""LENIENT""",32.0,,40462369,1506068557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-22 08:28:03.585227,110631.0,318.0
2017-09-25 09:38:40.979627,slurm_normal,1506332351.0,0,57527112.0,,,,,fastq,,1.0,main_w3_handler1,3261427,16919860,False,,10989050.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""""","""Homo_sapiens_nuHg19_mtrCRS""","""""",,,0,"[{'src': 'hda', 'id': 31344148}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40709467,1506332335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 09:39:17.323036,,16.0
2017-09-25 14:15:10.716444,slurm_normal,1506349538.0,0,6434609506.0,,,,,fastq,,1.0,main_w4_handler1,3235370,16923217,False,,10992344.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31032025}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506349110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 14:25:49.626995,110631.0,428.0
2017-09-25 14:15:07.934340,slurm_normal,1506349096.0,0,2256002474.0,,,,,fastq,,1.0,main_w4_handler0,3235370,16923213,False,,10992324.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31032020}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506348920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 14:18:20.769954,110631.0,176.0
2017-09-25 14:15:09.296811,slurm_normal,1506349345.0,0,6776639950.0,,,,,fastq,,1.0,main_w4_handler1,3235370,16923215,False,,10992326.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31032022}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506348924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 14:22:34.947558,110631.0,421.0
2017-09-25 14:15:11.190210,slurm_normal,1506349829.0,0,7148853189.0,,,,,fastq,,1.0,main_w4_handler0,3235370,16923218,False,,10992367.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31032026}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506349358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 14:30:31.617791,110631.0,471.0
2017-09-25 14:15:09.932554,slurm_normal,1506349392.0,0,7716528129.0,,,,,fastq,,1.0,main_w3_handler1,3235370,16923216,False,,10992323.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31032024}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506348917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 14:23:15.243615,110631.0,475.0
2017-09-25 14:15:08.552339,slurm_normal,1506349474.0,0,7926313930.0,,,,,fastq,,1.0,main_w4_handler0,3235370,16923214,False,,10992325.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31032021}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506348923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 14:24:35.726545,110631.0,551.0
2017-09-25 15:06:06.702760,slurm_normal,1506352693.0,0,4102406677.0,,,4102406677.0,fastq,fastq,,1.0,main_w3_handler0,3265554,16924283,False,,10993169.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,1,"[{'src': 'hda', 'id': 31405920}]","[{'src': 'hda', 'id': 31405922}]",pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""true""","""LENIENT""",32.0,,40832422,1506352070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 15:18:22.769619,61838.0,623.0
2017-09-25 16:37:55.886830,slurm_normal,1506357950.0,0,4644447138.0,,,,,fastq,,1.0,main_w3_handler1,3235370,16926003,False,,10994956.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31032027}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506357534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-25 16:45:55.585909,110631.0,416.0
2017-10-05 01:25:13.907492,slurm_normal,1507167434.0,0,13491254360.0,,,,,fastq,,1.0,main_w3_handler0,3142269,17027886,False,,11083992.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31563403}]",,se,"""""","""93""","""0""","""miseq""","""""","""""","""Standard""","""A""","""""","""CRSPSeq_testF12_REV101_REV102""","""""","""false""","""SILENT""",32.0,,41041303,1507166733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-10-05 01:37:24.904765,38775.0,701.0
2017-09-26 12:48:32.307288,slurm_normal,1506430358.0,0,2310282039.0,,,,,fastq,,1.0,main_w3_handler0,3235370,16935178,False,,11004498.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31344494}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506430124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-26 12:52:41.497392,110631.0,234.0
2018-01-22 14:34:03.533300,slurm_normal,1516634432.0,0,60812511912.0,,,,,fastqsanger,,1.0,main_w3_handler0,3398465,18119057,False,,12198673,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 33397186}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""SILENT""",32.0,,43314909,1516631653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2018-01-22 15:20:34.112155,38775.0,2779.0
2017-09-26 13:56:50.974222,slurm_normal,1506434574.0,0,3060327950.0,,,,,fastq,,1.0,main_w3_handler1,3235370,16936123,False,,11005467.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31426635}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506434223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-26 14:03:01.538788,110631.0,351.0
2017-09-26 19:36:33.418483,slurm_normal,1506454779.0,0,1437832117.0,,,,,fastqsanger,,1.0,main_w4_handler0,3267492,16939466,False,,11009015.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31431045}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,39293277,1506454618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-26 19:39:41.897087,108966.0,161.0
2017-09-26 19:36:56.631758,slurm_normal,1506454781.0,0,829832117.0,,,829832117.0,fastqsanger,fastqsanger,,1.0,main_w3_handler0,3267492,16939473,False,,11009023.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,1,"[{'src': 'hda', 'id': 31431041}]","[{'src': 'hda', 'id': 31431037}]",pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,39293277,1506454630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-26 19:39:44.559101,108966.0,151.0
2017-09-27 09:05:20.193006,slurm_normal,1506504615.0,0,17167716390.0,,,,,fastq,,1.0,main_w4_handler1,3265623,16943887,False,,11013381.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31423760}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40834452,1506503127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-27 09:30:17.059528,112232.0,1488.0
2017-09-27 09:05:20.531557,slurm_normal,1506504461.0,0,17167716390.0,,,,,fastq,,1.0,main_w4_handler0,3265623,16943888,False,,11013380.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31423761}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40834452,1506503127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-27 09:27:44.402152,112232.0,1334.0
2017-09-27 14:32:48.052261,slurm_normal,1506522970.0,0,1943401364.0,,,,,fastq,,1.0,main_w3_handler0,3235370,16947547,False,,11016864.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31444057}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506522780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-27 14:36:14.152320,110631.0,190.0
2017-09-28 12:32:50.823478,slurm_normal,1506602616.0,0,3390339696.0,,,,,fastqsanger,,1.0,main_w3_handler0,3235370,16960237,False,,11028231.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31461844}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506602324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:44:49.753766,110631.0,292.0
2018-03-02 20:28:13.182579,slurm_normal,1520022555.0,0,529.0,,,,,fastq,7680.0,1.0,main_w4_handler0,3439818,18586097,False,,12680993,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""""","""hg19Patch10""","""""",,,0,"[{'src': 'hda', 'id': 34177941}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,44297354,1520022551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2018-03-02 20:29:17.357594,122661.0,4.0
2018-03-02 20:28:16.984514,slurm_normal,1520022572.0,0,680.0,,,,,fastq,7680.0,1.0,main_w3_handler1,3439818,18586104,False,,12680995,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""""","""hg19Patch10""","""""",,,0,"[{'src': 'hda', 'id': 34177949}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,44297354,1520022566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2018-03-02 20:29:34.255187,122661.0,6.0
2018-03-02 20:28:18.081461,slurm_normal,1520022573.0,0,855.0,,,,,fastq,7680.0,1.0,main_w3_handler1,3439818,18586106,False,,12680997,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""""","""hg19Patch10""","""""",,,0,"[{'src': 'hda', 'id': 34177952}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,44297354,1520022569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2018-03-02 20:29:36.891835,122661.0,4.0
2018-03-02 20:28:20.263964,slurm_normal,1520022586.0,0,914.0,,,,,fastq,7680.0,1.0,main_w3_handler1,3439818,18586110,False,,12681008,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""""","""hg19Patch10""","""""",,,0,"[{'src': 'hda', 'id': 34177958}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,44297354,1520022582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2018-03-02 20:29:50.368203,122661.0,4.0
2017-09-28 12:05:49.589512,slurm_normal,1506600628.0,0,354022930.0,,,354032158.0,fastqsanger,fastqsanger,,1.0,main_w4_handler0,3210533,16959836,False,,11027801.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""""","""hg_g1k_v37""","""""",,,1,"[{'src': 'hda', 'id': 31461431}]","[{'src': 'hda', 'id': 31461514}]",pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,39668676,1506600556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:10:29.006022,,72.0
2017-09-28 12:32:49.503301,slurm_normal,1506602238.0,0,3116226390.0,,,,,fastqsanger,,1.0,main_w4_handler0,3235370,16960230,False,,11028132.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31461838}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506601988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:37:21.584499,110631.0,250.0
2017-09-28 12:32:49.082619,slurm_normal,1506602173.0,0,1989686536.0,,,,,fastqsanger,,1.0,main_w4_handler1,3235370,16960228,False,,11028128.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31461836}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506601983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:36:18.411027,110631.0,190.0
2017-09-28 12:32:49.270602,slurm_normal,1506602195.0,0,1898618989.0,,,,,fastqsanger,,1.0,main_w4_handler0,3235370,16960229,False,,11028130.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31461837}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506601983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:36:38.281869,110631.0,212.0
2017-09-28 12:32:50.215292,slurm_normal,1506602471.0,0,3245309600.0,,,,,fastqsanger,,1.0,main_w3_handler0,3235370,16960233,False,,11028216.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31461840}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506602278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:42:46.108084,110631.0,193.0
2017-09-28 12:32:50.594615,slurm_normal,1506602457.0,0,2356970201.0,,,,,fastqsanger,,1.0,main_w3_handler0,3235370,16960236,False,,11028218.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31461843}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506602279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:42:46.387561,110631.0,178.0
2017-09-28 12:32:50.416731,slurm_normal,1506602256.0,0,2455897203.0,,,,,fastqsanger,,1.0,main_w3_handler1,3235370,16960234,False,,11028139.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31461842}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506602033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:37:44.941156,110631.0,223.0
2017-09-28 12:32:49.693909,slurm_normal,1506602450.0,0,2696008690.0,,,,,fastqsanger,,1.0,main_w3_handler0,3235370,16960231,False,,11028204.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","""""",,,0,"[{'src': 'hda', 'id': 31461839}]",,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,40462369,1506602229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,2.7.1.0,,2017-09-28 12:42:43.919379,110631.0,221.0
