create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.m_option,parameters.t_option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-28 19:28:53.753760,slurm_normal,1430249372.0,0,1.0,main_w1_handler0,2286364,9354371,False,,738179,vcf,3691320.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19500612,"""True""","""Split primitives""",2.0,,22762299,1430249363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2015-04-28 19:29:36.253589,,9.0
2015-07-17 20:53:43.515131,slurm_normal,1437166467.0,0,1.0,main_w1_handler0,2377513,9897783,False,,1553213,vcf,4185667.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20387971,"""True""","""Split primitives""",32.0,,24155460,1437166461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2015-07-17 20:54:30.190834,65807.0,6.0
2015-07-24 23:59:32.946875,slurm_normal,1437782403.0,0,1.0,main_w2_handler0,2388791,9974270,False,,378990,vcf,4258238.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20528053,"""True""","""Split primitives""",32.0,,24006977,1437782398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2015-07-25 00:00:07.206102,65663.0,5.0
2014-10-05 02:46:49.319540,roundup_single,1412477583.0,0,1.0,main_w2_handler1,2075599,7930391,False,,1415382820,vcf,1909299,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17145106,"""True""","""Split primitives""",32.0,,17406200,1412477220.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2014-10-05 02:53:05.538625,48512.0,363.0
2014-10-05 02:46:48.799958,roundup_single,1412477579.0,0,1.0,main_w1_handler0,2075599,7930390,False,Job output deleted by user before job completed.,1415382820,vcf,1909298,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17145106,"""True""","""Split primitives""",32.0,,17406200,1412477217.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2014-10-05 02:53:01.812822,48512.0,362.0
2015-02-10 19:15:36.979408,rodeo_normal,1423595754.0,0,1.0,main_w1_handler0,2201739,8696408,False,,12222,vcf,2705654.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/350/dataset_10350897.dat""","""gb1a1_17l""",18465162,"""True""","""Split primitives""",32.0,,21169519,1423595752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2015-02-10 19:15:55.408461,58680.0,2.0
2014-11-25 19:25:55.796604,rodeo_normal,1416943572.0,0,1.0,main_w1_handler0,2129704,8251143,False,,1587102,vcf,327707.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17681159,"""True""","""Split primitives""",1.0,,19775045,1416943567.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2014-11-25 19:26:14.142650,,5.0
2014-11-25 20:09:17.418305,rodeo_normal,1416946178.0,0,1.0,main_w1_handler1,2129704,8251662,False,,1586447,vcf,328352.rodeo,slurm,,8059880.0,corral-repl,,"""eee3414e74de11e48c6a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17681433,"""False""","""Split primitives""",1.0,,19775238,1416946173.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2014-11-25 20:09:41.753741,56460.0,5.0
2014-11-25 19:30:46.116281,rodeo_normal,1416945773.0,0,1.0,main_w1_handler0,2129704,8251338,False,,1587102,vcf,328236.rodeo,slurm,,8059880.0,corral-repl,,"""8d50615074d911e498b1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17681159,"""False""","""Split primitives""",1.0,,19775238,1416945769.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2014-11-25 20:02:55.881135,56460.0,4.0
2014-11-26 13:42:43.265268,rodeo_normal,1417009379.0,0,1.0,main_w2_handler0,2129704,8257543,False,,1587102,vcf,336832.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17681159,"""True""","""Split primitives""",1.0,,19775238,1417009375.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2014-11-26 13:43:05.479010,56460.0,4.0
2014-11-26 13:43:07.178938,rodeo_normal,1417009407.0,0,1.0,main_w1_handler1,2129704,8257544,False,,1587102,vcf,2124734.roundup,slurm,,132112264.0,corral-repl,,"""26ca7846757211e4b0d2005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17681159,"""False""","""Split primitives""",32.0,,19775238,1417009404.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2014-11-26 13:43:29.793171,56460.0,3.0
2015-02-02 12:22:23.098813,rodeo_normal,1422879782.0,0,1.0,main_w1_handler0,2192446,8650456,False,,38125305,vcf,2618957.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18381353,"""True""","""Split primitives""",32.0,,20721175,1422879761.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfallelicprimitives/vcfallelicprimitives/0.0.2,0.0.2,,2015-02-02 12:23:05.222112,45863.0,21.0
