chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,history_item,history_item_filetype,id,imported,info,input_format|reads,input_format|reads1,input_format|reads1_filetype,input_format|reads2,input_format|reads2_filetype,input_format|reads_f,input_format|reads_f_filetype,input_format|reads_filetype,input_format|reads_r,input_format|reads_r_filetype,job_runner_external_id,job_runner_name,known_splice_gtf,known_splice_gtf_filetype,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.alignment_options.__current_case__,parameters.alignment_options.alignment_options_selector,parameters.alignment_options.coefficient,parameters.alignment_options.constant_term,parameters.alignment_options.function_type,parameters.alignment_options.ignore_quals,parameters.alignment_options.skip_forward,parameters.alignment_options.skip_reverse,parameters.chromInfo,parameters.dbkey,parameters.input_format.__current_case__,parameters.input_format.input_format_selector,parameters.input_format.paired.__current_case__,parameters.input_format.paired.paired_end_options.__current_case__,parameters.input_format.paired.paired_end_options.no_discordant,parameters.input_format.paired.paired_end_options.no_mixed,parameters.input_format.paired.paired_end_options.paired_end_options_selector,parameters.input_format.paired.paired_end_options.skip_reverse,parameters.input_format.paired.paired_selector,parameters.input_format.paired.reads,parameters.input_format.paired.reads.values,parameters.input_format.paired.reads_f,parameters.input_format.paired.reads_f.values,parameters.input_format.paired.reads_r,parameters.input_format.paired.reads_r.values,parameters.input_format|reads|__identifier__,parameters.input_options.__current_case__,parameters.input_options.input_options_selector,parameters.input_options.skip,parameters.input_options.stop_after,parameters.input_options.trim_five,parameters.input_options.trim_three,parameters.max_primary,parameters.paired_options.__current_case__,parameters.paired_options.contain,parameters.paired_options.dovetail,parameters.paired_options.maxins,parameters.paired_options.minins,parameters.paired_options.no_discordant,parameters.paired_options.no_mixed,parameters.paired_options.overlap,parameters.paired_options.paired_options_selector,parameters.reads|__identifier__,parameters.reference_genome.__current_case__,parameters.reference_genome.history_item,parameters.reference_genome.history_item.values,parameters.reference_genome.index,parameters.reference_genome.reference_genome_source,parameters.scoring_options.__current_case__,parameters.scoring_options.ambiguous_penalty,parameters.scoring_options.coefficient,parameters.scoring_options.constant_term,parameters.scoring_options.function_type,parameters.scoring_options.match_bonus,parameters.scoring_options.max_mismatch,parameters.scoring_options.min_mismatch,parameters.scoring_options.read_extend_penalty,parameters.scoring_options.read_open_penalty,parameters.scoring_options.ref_extend_penalty,parameters.scoring_options.ref_open_penalty,parameters.scoring_options.scoring_options_selector,parameters.scoring_options.soft_clip_penalty_max,parameters.scoring_options.soft_clip_penalty_min,parameters.spliced_options.__current_case__,parameters.spliced_options.canonical_penalty,parameters.spliced_options.coefficient,parameters.spliced_options.constant_term,parameters.spliced_options.function_type,parameters.spliced_options.known_splice_gtf,parameters.spliced_options.known_splice_gtf.values,parameters.spliced_options.max_intron,parameters.spliced_options.min_intron,parameters.spliced_options.nc_coefficient,parameters.spliced_options.nc_constant_term,parameters.spliced_options.nc_function_type,parameters.spliced_options.no_spliced_alignment,parameters.spliced_options.noncanonical_penalty,parameters.spliced_options.rna_strandness,parameters.spliced_options.spliced_options_selector,parameters.spliced_options.tma,processor_count,reads,reads1,reads1_filetype,reads2,reads2_filetype,reads_f,reads_f_filetype,reads_filetype,reads_r,reads_r_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-05-05 07:41:13.793675,slurm_multi,1462434192.0,0.0,6.0,main_w2_handler2,2695295,,,12789439,False,,63435451.0,,,,,,,fastq,,,6987355,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5538ae9c7de2126d1'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,30050591,1462434179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-05 07:43:15.381957,83858.0,13.0
,,2016-05-05 07:49:39.412826,slurm_multi,1462434688.0,0.0,6.0,main_w2_handler2,2695354,,,12789503,False,,63435451.0,,,,,,,fastq,,,6987464,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5610149bbca78c908'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,30050862,1462434676.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-05 07:51:31.150959,83886.0,12.0
,,2016-05-05 07:38:49.643127,slurm_multi,1462434629.0,0.0,6.0,main_w2_handler2,2695320,,,12789374,False,,63435451.0,,,,,,,fastq,,,6987456,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c4b5be2b56b65d6'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,30050672,1462434614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-05 07:50:33.499937,83874.0,15.0
,,2016-05-05 07:38:50.445750,slurm_multi,1462434686.0,0.0,6.0,main_w2_handler2,2695320,,,12789375,False,,54567193.0,,,,,,,fastq,,,6987462,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c29c6861bd86fe2'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,30050672,1462434674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-05 07:51:30.663618,83874.0,12.0
,,2016-05-05 07:39:20.066274,slurm_multi,1462434685.0,0.0,6.0,main_w2_handler2,2695322,,,12789383,False,,54567193.0,,,,,,,fastq,,,6987463,slurm,,,,132112168.0,corral-repl,,0.0,no,,,1,advanced,0,0,C,false,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a648834edb89a9a'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,30050676,1462434673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-05 07:51:30.528203,83876.0,12.0
,,2016-05-05 07:39:20.816538,slurm_multi,1462434726.0,0.0,6.0,main_w2_handler2,2695322,,,12789385,False,,63435451.0,,,,,,,fastq,,,6987472,slurm,,,,132112168.0,corral-repl,,0.0,no,,,1,advanced,0,0,C,false,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5714caf15356ac946'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,30050676,1462434714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-05 07:52:07.293366,83876.0,12.0
,,2016-05-05 07:49:40.135744,slurm_multi,1462434726.0,0.0,6.0,main_w2_handler2,2695354,,,12789504,False,,54567193.0,,,,,,,fastq,,,6987471,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ddcad01a272663ec'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,30050862,1462434714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-05 07:52:09.531875,83886.0,12.0
,,2016-05-05 07:49:58.240913,slurm_multi,1462434776.0,0.0,6.0,main_w2_handler2,2695322,,,12789507,False,Job output deleted by user before job completed.,54567193.0,,,,,,,fastq,,,6987482,slurm,,,,132112168.0,corral-repl,,0.0,no,,,1,advanced,0,0,C,false,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a648834edb89a9a'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,30050676,1462434764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-05 07:52:57.744514,83876.0,12.0
,,2016-05-04 13:34:37.672490,slurm_multi,1462374002.0,0.0,6.0,main_w2_handler2,2677936,62535184.0,fasta,12769271,False,,1263256894.0,,,,,,,fastqsanger,,,6974543,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532074f9dd5d9e2f9'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576b86bfbeb30eece'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,30020922,1462373831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-04 15:00:09.308170,83033.0,171.0
,,2016-05-04 14:04:30.209657,slurm_multi,1462373862.0,0.0,6.0,main_w2_handler2,2694219,1063442.0,fasta,12769616,False,,59962.0,,,,,,,fasta,,,6974566,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,fasta,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522eea0d5768e148e'}]",,,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545a6cff5feaf1a91'}]",,history,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,30033235,1462373855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-04 14:58:00.767849,75552.0,7.0
,,2016-05-04 15:21:05.883396,slurm_multi,1462380820.0,0.0,6.0,main_w2_handler2,2689801,,,12770784,False,,,,,,,4654773640.0,fastqsanger,,4654773640.0,fastqsanger,6975320,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5748fcfb245a8f598'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b722bf36770f8509'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19_rCRS_pUC18_phiX174,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29954383,1462379977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-04 16:53:42.440261,83631.0,843.0
,,2016-05-04 18:06:13.273031,slurm_multi,1462395449.0,0.0,6.0,main_w2_handler2,2685307,,,12774834,False,,7884079025.0,,,,,,,fastqsanger,,,6978811,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ec587c05a772502'}]",,,,,"""FASTQ Groomer on data 12""",0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,dm3,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29804590,1462394989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-04 20:57:34.423227,77421.0,460.0
,,2016-05-05 15:39:19.703628,slurm_multi,1462503780.0,0.0,6.0,main_w2_handler2,2695252,,,12795078,False,,,,,,,569727528.0,fastq,,569727528.0,fastq,6999722,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5709e4f7bdd003ed3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5368d776b4a81f400'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462503694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 03:03:07.594606,68645.0,86.0
,,2016-05-05 15:39:21.005038,slurm_multi,1462505666.0,0.0,6.0,main_w2_handler2,2695252,,,12795079,False,,,,,,,1039389688.0,fastq,,1039389688.0,fastq,7000136,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be37e452b4268218'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563c4c45b942e1c7a'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462505445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 03:34:36.412696,68645.0,221.0
,,2016-05-05 15:39:39.230462,slurm_multi,1462508785.0,0.0,6.0,main_w2_handler2,2695252,,,12795098,False,,,,,,,944573478.0,fastq,,944573478.0,fastq,7001020,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56a77dac50cb250b8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5947bb27a96074686'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462508675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:26:27.237896,68645.0,110.0
,,2016-05-05 15:39:28.497817,slurm_multi,1462507899.0,0.0,6.0,main_w2_handler2,2695252,,,12795090,False,,,,,,,726798910.0,fastq,,726798910.0,fastq,7000850,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52072d065776c1ff0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e79a44b967b7b94'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462507778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:11:41.483007,68645.0,121.0
,,2016-05-05 15:39:21.924041,slurm_multi,1462506738.0,0.0,6.0,main_w2_handler2,2695252,,,12795081,False,,,,,,,616293792.0,fastq,,616293792.0,fastq,7000500,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54aacb8f0b482d392'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5742e9128fbc53862'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462506506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 03:52:26.455622,68645.0,232.0
,,2016-05-05 15:39:22.848132,slurm_multi,1462507016.0,0.0,6.0,main_w2_handler2,2695252,,,12795082,False,,,,,,,543257412.0,fastq,,543257412.0,fastq,7000605,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5692e265147cb5be9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b584cd5b68f12490eb'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462506918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 03:57:04.333185,68645.0,98.0
,,2016-05-05 15:39:24.775958,slurm_multi,1462507374.0,0.0,6.0,main_w2_handler2,2695252,,,12795084,False,,,,,,,610162416.0,fastq,,610162416.0,fastq,7000697,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a43c037f0500dac6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbcfdb5ef763e609'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462507259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:02:59.362495,68645.0,115.0
,,2016-05-05 15:39:23.988084,slurm_multi,1462507228.0,0.0,6.0,main_w2_handler2,2695252,,,12795083,False,,,,,,,647626920.0,fastq,,647626920.0,fastq,7000664,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50cecb368db2e862d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e62dea7412f89ea'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462507099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:00:30.953340,68645.0,129.0
,,2016-05-05 15:39:25.448503,slurm_multi,1462507506.0,0.0,6.0,main_w2_handler2,2695252,,,12795086,False,,,,,,,467148960.0,fastq,,467148960.0,fastq,7000739,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb45f098f1f66081'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5599345b19d9f9325'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462507416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:05:10.484234,68645.0,90.0
,,2016-05-05 15:39:27.308546,slurm_multi,1462507766.0,0.0,6.0,main_w2_handler2,2695252,,,12795088,False,,,,,,,770040028.0,fastq,,770040028.0,fastq,7000804,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b582870c5bbc1f9403'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b18ed2aea2bf2216'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462507636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:09:28.818505,68645.0,130.0
,,2016-05-05 15:39:26.434167,slurm_multi,1462507610.0,0.0,6.0,main_w2_handler2,2695252,,,12795087,False,,,,,,,422066748.0,fastq,,422066748.0,fastq,7000772,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b583fc9ff1ce919a5c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556af203f96990d8e'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462507537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:06:52.711693,68645.0,73.0
,,2016-05-05 15:39:30.826553,slurm_multi,1462508022.0,0.0,6.0,main_w2_handler2,2695252,,,12795091,False,,,,,,,869478630.0,fastq,,869478630.0,fastq,7000856,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5afb56bce667a6d20'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c74a29a69522823'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462507921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:13:45.238907,68645.0,101.0
,,2016-05-05 15:39:33.456851,slurm_multi,1462508118.0,0.0,6.0,main_w2_handler2,2695252,,,12795093,False,,,,,,,662720370.0,fastq,,662720370.0,fastq,7000870,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b303996824f1e92f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e462af42615e3df7'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462508041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:15:21.178664,68645.0,77.0
,,2016-05-05 15:39:36.316632,slurm_multi,1462508485.0,0.0,6.0,main_w2_handler2,2695252,,,12795096,False,,,,,,,930729392.0,fastq,,930729392.0,fastq,7000958,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58495773045498e77'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5973990c6077ab9c0'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462508379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:21:28.233634,68645.0,106.0
,,2016-05-05 15:39:34.620550,slurm_multi,1462508357.0,0.0,6.0,main_w2_handler2,2695252,,,12795095,False,,,,,,,988930544.0,fastq,,988930544.0,fastq,7000928,slurm,,,,132112168.0,corral-repl,,0.0,no,,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af41b38cd82f416c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50efcf9cc5243878f'}]",,0,defaults,,,,,"""5""",0,,,,,,,,defaults,,0,,,hg19,indexed,0,,,,,,,,,,,,defaults,,,0.0,,,,,,,,,,,,,,,defaults,,32.0,,,,,,,,,,,,29987230,1462508244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-05-06 04:19:20.488612,68645.0,113.0
