create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.inputA.values,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-16 17:38:18.529927,slurm_normal,1494956308.0,0,,1.0,main_w4_handler1,3094535,15856762,False,,96001,bed,9957093.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/914/dataset_17914164.dat""","""PbANKA_v29""","""-1""","[{'src': 'hda', 'id': 29629707}]","""false""",32.0,,37998501,1494956304.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-05-16 17:38:29.369032,90526.0,4.0
2017-05-16 15:29:56.265669,slurm_normal,1494948667.0,0,,1.0,main_w3_handler1,2702820,15855260,False,,18687802,bed,9955352.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 29627277}]","""false""",32.0,,36942833,1494948654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-05-16 15:31:10.053195,19796.0,13.0
2017-05-19 13:03:28.131102,slurm_normal,1495199026.0,0,,1.0,main_w4_handler1,3116276,15889651,False,,118993,bed,9989270.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 29686968}]","""false""",32.0,,37704244,1495199022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-05-19 13:03:48.416360,102541.0,4.0
2017-06-26 20:05:26.957639,slurm_normal,1498507689.0,0,,1.0,main_w3_handler1,3172403,16191837,False,,151537196,bed,10267864.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 30164193}]","""true""",32.0,,38197642,1498507620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-06-26 20:08:16.682219,60835.0,69.0
2017-07-07 21:49:12.225408,slurm_normal,1499467028.0,0,,1.0,main_w3_handler1,2936266,16286775,False,,107311,bed,10357135.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 30293167}]","""false""",32.0,,38273787,1499467023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-07 22:48:50.391957,68782.0,5.0
2017-07-10 17:35:27.572371,slurm_normal,1499708151.0,0,,1.0,main_w3_handler1,3187951,16300684,False,,52969,bed,10368874.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""25000""","[{'src': 'hda', 'id': 30372925}]","""false""",32.0,,38952750,1499708147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-10 17:35:53.437066,108261.0,4.0
2017-07-10 17:38:05.865153,slurm_normal,1499708312.0,0,,1.0,main_w3_handler1,3187951,16300719,False,,52969,bed,10368930.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""50000""","[{'src': 'hda', 'id': 30372925}]","""false""",32.0,,38952750,1499708305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-10 17:38:39.005434,108261.0,7.0
2017-07-10 17:31:29.027382,slurm_normal,1499707910.0,0,,1.0,main_w4_handler1,3187951,16300616,False,,52969,bed,10368830.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10000""","[{'src': 'hda', 'id': 30372925}]","""false""",32.0,,38952750,1499707906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-10 17:31:53.878922,108261.0,4.0
2017-07-10 17:39:47.513053,slurm_normal,1499708405.0,0,,1.0,main_w4_handler1,3187951,16300746,False,,52969,bed,10368956.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""100000""","[{'src': 'hda', 'id': 30372925}]","""false""",32.0,,38952750,1499708401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-10 17:40:08.694576,108261.0,4.0
2017-07-12 15:39:40.296492,slurm_normal,1499874266.0,0,,1.0,main_w4_handler0,3190536,16322102,False,,14735,bed,10388421.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10000""","[{'src': 'hda', 'id': 30458489}]","""false""",32.0,,38952750,1499874262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-12 15:44:30.745151,108261.0,4.0
2017-10-30 01:08:42.988341,slurm_normal,1509325749.0,0,,1.0,main_w4_handler1,3215281,17260431,False,,718902,bed,11318930,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""dm3""","""0""","[{'src': 'hda', 'id': 31957449}]","""false""",32.0,,41607381,1509325745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-10-30 01:09:12.659123,107752.0,4.0
2017-07-26 05:12:52.948823,slurm_normal,1501045995.0,0,,1.0,main_w4_handler1,3116009,16420172,False,,33228674,bed,10485787.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 30615200}]","""false""",32.0,,38043232,1501045986.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-26 05:13:18.301322,73248.0,9.0
2017-07-26 05:26:06.611781,slurm_normal,1501046792.0,0,,1.0,main_w4_handler1,3116009,16420194,False,,179740534,bed,10485812.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 30615225}]","""false""",32.0,,38043232,1501046772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-26 05:26:34.222415,73248.0,20.0
2017-07-26 05:12:51.980444,slurm_normal,1501045992.0,0,,1.0,main_w3_handler1,3116009,16420170,False,,61658011,bed,10485785.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 30615189}]","""false""",32.0,,38043232,1501045981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-26 05:13:14.541728,73248.0,11.0
2017-07-26 05:12:52.539595,slurm_normal,1501045993.0,0,,1.0,main_w4_handler1,3116009,16420171,False,,84853849,bed,10485786.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 30615199}]","""false""",32.0,,38043232,1501045981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-26 05:13:14.743714,73248.0,12.0
2017-07-31 15:30:45.807968,slurm_normal,1501515057.0,0,,1.0,main_w3_handler1,3207896,16469518,False,,16070,bed,10537736.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 30698539}]","""false""",32.0,,39618631,1501515053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-07-31 15:30:59.733895,109611.0,4.0
2017-08-02 14:34:45.149036,slurm_normal,1501684501.0,0,,1.0,main_w4_handler0,3123707,16488847,False,,3701157,bed,10558027.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""100""","[{'src': 'hda', 'id': 30731823}]","""false""",32.0,,38943298,1501684494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-02 14:35:04.141912,78577.0,7.0
2017-08-02 14:35:28.723247,slurm_normal,1501684544.0,0,,1.0,main_w4_handler1,3123707,16488854,False,,3701157,bed,10558036.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""1000""","[{'src': 'hda', 'id': 30731823}]","""false""",32.0,,38943298,1501684537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-02 14:35:46.479885,78577.0,7.0
2017-08-09 07:31:28.918571,slurm_normal,1502263918.0,0,,1.0,main_w4_handler0,3216173,16536564,False,,19790927,bed,10607345.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-1""","[{'src': 'hda', 'id': 30807165}]","""true""",32.0,,39766697,1502263906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-09 07:32:01.484728,21626.0,12.0
2017-08-09 07:28:18.425143,slurm_normal,1502263714.0,0,,1.0,main_w3_handler0,3216173,16536555,False,,19790927,bed,10607335.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0""","[{'src': 'hda', 'id': 30807137}]","""true""",32.0,,39766697,1502263705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-09 07:28:38.889961,21626.0,9.0
2017-08-09 07:30:24.709083,slurm_normal,1502263858.0,0,,1.0,main_w3_handler0,3216173,16536561,False,,19790927,bed,10607342.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-1""","[{'src': 'hda', 'id': 30807163}]","""true""",32.0,,39766697,1502263849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-09 07:31:00.761044,21626.0,9.0
2017-08-11 08:25:19.766256,slurm_normal,1502439935.0,0,,1.0,main_w4_handler1,3123707,16556508,False,,1353299,bed,10627485.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 30836579}]","""false""",32.0,,39712382,1502439930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-11 08:25:38.500353,78577.0,5.0
2017-08-11 08:25:20.309352,slurm_normal,1502439935.0,0,,1.0,main_w3_handler1,3123707,16556509,False,,145103,bed,10627487.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 30836584}]","""false""",32.0,,39712382,1502439930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-11 08:25:37.739397,78577.0,5.0
2017-08-16 20:20:16.552938,slurm_normal,1502914835.0,0,,1.0,main_w3_handler0,3221973,16596833,False,,2009993,bed,10668793.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""100""","[{'src': 'hda', 'id': 30897147}]","""false""",32.0,,39795090,1502914826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-16 20:20:39.216632,17286.0,9.0
2017-08-16 20:18:25.340178,slurm_normal,1502914742.0,0,,1.0,main_w3_handler0,3221973,16596818,False,,2009993,bed,10668778.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 30897147}]","""false""",32.0,,39795090,1502914736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-16 20:19:03.828499,17286.0,6.0
2017-08-16 20:21:20.176427,slurm_normal,1502914895.0,0,,1.0,main_w3_handler0,3221973,16596847,False,,2009993,bed,10668805.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""500""","[{'src': 'hda', 'id': 30897147}]","""false""",32.0,,39795090,1502914889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-16 20:21:37.558252,17286.0,6.0
2017-08-16 20:20:30.912795,slurm_normal,1502914847.0,0,,1.0,main_w4_handler0,3221973,16596838,False,,2009993,bed,10668797.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","[{'src': 'hda', 'id': 30897147}]","""false""",32.0,,39795090,1502914841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-16 20:20:50.527750,17286.0,6.0
2017-08-18 18:35:51.331779,slurm_normal,1503081361.0,0,,1.0,main_w3_handler0,3217838,16610235,False,,193571,bed,10682135.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""999""","[{'src': 'hda', 'id': 30916886}]","""false""",32.0,,39794629,1503081357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-18 18:36:04.830515,109991.0,4.0
2017-08-30 12:06:44.435112,slurm_normal,1504094823.0,0,,1.0,main_w3_handler0,3237647,16693002,False,,77420,bed,10764575.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 31043990}]","""false""",32.0,,40036218,1504094818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-30 12:07:05.164728,58799.0,5.0
2017-08-30 12:09:13.188868,slurm_normal,1504094968.0,0,,1.0,main_w4_handler0,3237647,16693019,False,,77420,bed,10764609.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 31043990}]","""true""",32.0,,40036218,1504094965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-08-30 12:09:31.991202,58799.0,3.0
2017-09-04 20:46:31.350151,slurm_normal,1504558009.0,0,,1.0,main_w4_handler1,3191148,16732479,False,,983500,bed,10801200.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""300""","[{'src': 'hda', 'id': 31103751}]","""false""",32.0,,39268281,1504558003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-09-04 20:46:51.170080,100685.0,6.0
2017-09-04 20:46:31.965181,slurm_normal,1504558011.0,0,,1.0,main_w4_handler1,3191148,16732480,False,,32050,bed,10801201.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""300""","[{'src': 'hda', 'id': 31103752}]","""false""",32.0,,39268281,1504558006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-09-04 20:46:53.693460,100685.0,5.0
2017-09-05 15:19:33.411235,slurm_normal,1504624786.0,0,,1.0,main_w4_handler0,3242011,16738049,False,,2508518,bed,10807391.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""0""","[{'src': 'hda', 'id': 31111307}]","""true""",32.0,,40257475,1504624780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-09-05 15:19:49.494668,,6.0
2017-09-06 09:50:04.777668,slurm_normal,1504697500.0,0,,1.0,main_w3_handler1,2448228,16744753,False,,6778780,bed,10814758.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""300""","[{'src': 'hda', 'id': 31120902}]","""false""",32.0,,40297650,1504697492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-09-06 11:32:27.768545,28645.0,8.0
2017-09-20 08:32:34.844988,slurm_normal,1505896368.0,0,,1.0,main_w3_handler1,3257719,16872494,False,,482104,bed,10937785.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""100000""","[{'src': 'hda', 'id': 31288940}]","""false""",32.0,,39687381,1505896364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,2.26.0.0,,2017-09-20 08:32:49.644611,97871.0,4.0
