create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.clustering_mode.__current_case__,parameters.clustering_mode.clustering_mode_select,parameters.cons_truncate,parameters.dbkey,parameters.id,parameters.iddef,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.maxaccepts,parameters.maxrejects,parameters.outputs,parameters.qmask,parameters.sizein,parameters.sizeout,parameters.strand,parameters.uc,parameters.usersort,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-12 19:22:09.544041,slurm_normal,1492027378.0,0,,1.0,main_w3_handler1,3062439,15568225,False,1268345,fasta,,9691766.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""false""","""?""","""0.9""","""0""",,"[{'src': 'hda', 'id': 29176067}]","""VSearch dereplication on data 2678""","""1""","""32""","[""--centroids""]","""dust""","""true""","""true""","""plus""","""false""","""false""",32.0,,37167771.0,1492027345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-04-12 20:03:03.773911,76210.0,33.0
2017-04-12 19:21:41.774400,slurm_normal,1492027417.0,0,,1.0,main_w4_handler0,3062439,15568186,False,1033092,fasta,,9691775.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""false""","""?""","""0.9""","""0""",,"[{'src': 'hda', 'id': 29176107}]","""VSearch dereplication on data 2716""","""1""","""32""","[""--centroids""]","""dust""","""true""","""true""","""plus""","""false""","""false""",32.0,,37167771.0,1492027406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-04-12 20:03:39.339955,76210.0,11.0
2017-01-22 02:18:18.370722,slurm_normal,1485051510.0,0,,1.0,main_w3_handler0,2963767,14838191,False,381227,fasta,,8998576.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""false""","""?""","""0.97""","""0""",,"[{'src': 'hda', 'id': 28032082}]",,"""1""","""32""","[""--centroids""]","""dust""","""false""","""true""","""both""","""false""","""false""",32.0,,35517024.0,1485051501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-01-22 02:18:31.527895,5077.0,9.0
2017-04-12 19:22:04.904421,slurm_normal,1492027483.0,0,,1.0,main_w3_handler1,3062439,15568219,False,2278393,fasta,,9691746.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""false""","""?""","""0.9""","""0""",,"[{'src': 'hda', 'id': 29176073}]","""VSearch dereplication on data 2684""","""1""","""32""","[""--centroids""]","""dust""","""true""","""true""","""plus""","""false""","""false""",32.0,,37167771.0,1492027141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-04-12 20:04:48.448216,76210.0,342.0
2017-01-21 18:40:18.596744,slurm_normal,1485024141.0,0,,1.0,main_w3_handler1,2963770,14836482,False,81334540,fasta,,8996812.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/lMaj5.len""",0,cluster_fast,"""false""","""lMaj5""","""""","""2""",,"[{'src': 'hda', 'id': 28029131}]",,"""1""","""32""","[""--blast6out""]","""dust""","""false""","""false""","""plus""","""false""","""false""",32.0,,35514798.0,1485024022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-01-21 18:42:22.838984,98496.0,119.0
2017-04-12 19:22:10.766115,slurm_normal,1492026802.0,0,,1.0,main_w4_handler0,3062439,15568227,False,2256310,fasta,,9691695.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""false""","""?""","""0.9""","""0""",,"[{'src': 'hda', 'id': 29176065}]","""VSearch dereplication on data 2676""","""1""","""32""","[""--centroids""]","""dust""","""true""","""true""","""plus""","""false""","""false""",32.0,,37167771.0,1492026794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-04-12 19:53:33.847532,76210.0,8.0
2017-01-21 10:56:56.275946,slurm_normal,1484996363.0,0,,1.0,main_w3_handler0,2963505,14834667,False,119019552,fasta,,8994981.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/lMaj5.len""",0,cluster_fast,"""false""","""lMaj5""","""""","""2""",,"[{'src': 'hda', 'id': 28025972}]",,"""1""","""32""","[""--blast6out""]","""dust""","""false""","""false""","""plus""","""false""","""false""",32.0,,35510205.0,1484996221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-01-21 10:59:29.511241,98496.0,142.0
2017-04-12 19:22:14.928988,slurm_normal,1492027611.0,0,,1.0,main_w3_handler1,3062439,15568235,False,1570813,fasta,,9691783.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""false""","""?""","""0.9""","""0""",,"[{'src': 'hda', 'id': 29176058}]","""VSearch dereplication on data 2669""","""1""","""32""","[""--centroids""]","""dust""","""true""","""true""","""plus""","""false""","""false""",32.0,,37167771.0,1492027476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-04-12 20:06:56.737755,76210.0,135.0
2017-04-12 19:22:08.486206,slurm_normal,1492027860.0,0,,1.0,main_w3_handler0,3062439,15568223,False,869943,fasta,,9691824.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""false""","""?""","""0.9""","""0""",,"[{'src': 'hda', 'id': 29176069}]","""VSearch dereplication on data 2680""","""1""","""32""","[""--centroids""]","""dust""","""true""","""true""","""plus""","""false""","""false""",32.0,,37167771.0,1492027855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-04-12 20:11:04.688157,76210.0,5.0
2017-01-21 20:43:09.992007,slurm_normal,1485033714.0,0,,1.0,main_w4_handler0,2963874,14837109,False,203179061,fasta,,8997535.roundup,slurm,,132112168.0,corral-repl,,"""34957e02e01a11e689a0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",0,cluster_fast,"""false""","""?""","""0.97""","""2""",,"[{'src': 'hda', 'id': 28030074}]",,"""1""","""32""","[""--blast6out"", ""--msaout"", ""--consout"", ""--centroids""]","""dust""","""false""","""false""","""plus""","""false""","""false""",32.0,,,1485033020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.9.7.0,1.9.7.0,,2017-01-21 21:21:56.462799,48848.0,694.0
