create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation_databases,parameters.chromInfo,parameters.dbkey,parameters.gene.__current_case__,parameters.gene.gene,parameters.gene.gene_selector,parameters.infile,parameters.infile.values,parameters.radius,parameters.variant_mode,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-13 17:50:50.786913,slurm_normal,1473789988.0,0,1.0,main_w3_handler0,2819267,13843845,False,428916736,gemini.sqlite,,8066543.roundup,slurm,,132112168.0,corral-repl,,"""9a08919e79da11e69842005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa4684f99e7efcf1'}]","""3""","""true""",32.0,,32941547.0,1473789115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-13 18:07:25.340104,42102,873.0
2016-09-13 17:23:13.128230,slurm_normal,1473787622.0,0,1.0,main_w4_handler0,2819207,13843690,False,186754048,gemini.sqlite,,8066401.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516c7148ca977be92'}]","""3""","""true""",32.0,,32940546.0,1473787580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-13 17:27:05.339079,43732,42.0
2016-09-14 12:40:09.009133,slurm_normal,1473859173.0,0,1.0,main_w4_handler0,2820023,13848717,False,355899392,gemini.sqlite,,8071949.roundup,slurm,,132112168.0,corral-repl,,"""5ba100e67a7811e691cd005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf301a70542a6d0a'}]","""3""","""true""",32.0,,32950954.0,1473858722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-14 13:19:34.664762,42102,451.0
2016-09-15 04:54:05.231938,slurm_normal,1473919556.0,0,1.0,main_w4_handler0,2820818,13853583,False,264665088,gemini.sqlite,,8076793.roundup,slurm,,132112168.0,corral-repl,,"""6b77e24a7b0011e69bbc005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54574ce2002df6084'}]","""3""","""true""",32.0,,32950954.0,1473919504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-15 06:05:58.045842,42102,52.0
2016-09-15 04:54:31.511353,slurm_normal,1474031856.0,0,1.0,main_w4_handler0,2820819,13853596,False,2804011008,gemini.sqlite,,8088124.roundup,slurm,,132112168.0,corral-repl,,"""7a3864f87b0011e6a225005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d8ef989ebd250d4'}]","""3""","""true""",32.0,,32950954.0,1474031793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-16 13:17:38.755245,42102,63.0
2016-09-15 03:43:04.659736,slurm_normal,1473912938.0,0,1.0,main_w4_handler0,2820747,13853458,False,355900416,gemini.sqlite,,8076559.roundup,slurm,,132112168.0,corral-repl,,"""7e91f12c7af611e69275005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b7dc5313125a001b'}]","""3""","""true""",32.0,,32950954.0,1473912547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-15 04:15:40.498309,42102,391.0
2016-09-16 14:47:41.908852,slurm_normal,1474040813.0,0,1.0,main_w3_handler0,2822388,13865998,False,355899392,gemini.sqlite,,8089952.roundup,slurm,,132112168.0,corral-repl,,"""7f659cee7c1c11e6a24e005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52beee0c9cf90c658'}]","""3""","""true""",32.0,,32993553.0,1474040408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-16 15:46:56.767563,38442,405.0
2016-09-17 05:45:10.834023,slurm_normal,1474093168.0,0,1.0,main_w3_handler1,2822924,13870484,False,355899392,gemini.sqlite,,8093923.roundup,slurm,,132112168.0,corral-repl,,"""e2c5fb127c9911e69c9d005056a52a46""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae1498386aa231c1'}]","""3""","""true""",32.0,,32993553.0,1474092801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-17 06:19:30.376670,38442,367.0
2016-03-31 05:59:43.335763,slurm_normal,1459404014.0,0,1.0,main_w2_handler0,2620822,12294422,False,182321152,gemini.sqlite,,6501410.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,NKX6-2 ,gene,24078084,,"""3""","""False""",32.0,,29317874.0,1459403999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-03-31 06:00:16.700995,50962,15.0
2016-09-19 07:48:15.909768,slurm_normal,1474301199.0,0,1.0,main_w4_handler1,2824327,13879981,False,533128192,gemini.sqlite,,8107666.roundup,slurm,,132112168.0,corral-repl,,"""695deb5e7e3d11e6b7ee005056a51846""","""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2ac7e80484594ac'}]","""3""","""true""",32.0,,33021032.0,1474296033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-09-19 16:06:54.452158,42102,5166.0
2016-03-31 05:57:29.285654,slurm_normal,1459403898.0,0,1.0,main_w1_handler0,2620822,12294372,False,182321152,gemini.sqlite,,6501377.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,24078084,,"""3""","""False""",32.0,,29317874.0,1459403865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-03-31 05:58:24.392268,50962,33.0
2016-04-26 01:15:36.965637,slurm_normal,1461633371.0,0,1.0,main_w2_handler1,1104862,12617357,False,188404736,gemini.sqlite,,6818380.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,DEFB125,gene,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3d72dc8e023cdac'}]","""3""","""false""",32.0,,29662048.0,1461633350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-04-26 01:16:12.895154,25699,21.0
2016-04-26 01:21:36.509667,slurm_normal,1461633721.0,0,1.0,main_w1_handler1,1104862,12617386,False,188404736,gemini.sqlite,,6818458.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,SOX12,gene,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3d72dc8e023cdac'}]","""3""","""true""",32.0,,29662048.0,1461633704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-04-26 01:22:02.662569,25699,17.0
2016-04-26 01:19:19.536731,slurm_normal,1461633587.0,0,1.0,main_w1_handler1,1104862,12617380,False,188404736,gemini.sqlite,,6818425.roundup,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,DEFB 125,gene,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3d72dc8e023cdac'}]","""3""","""false""",32.0,,29662048.0,1461633571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-04-26 01:19:50.653143,25699,16.0
2016-12-10 05:20:09.497667,slurm_normal,1481350770.0,0,1.0,main_w4_handler0,2867488,14537018,False,1295671296,gemini.sqlite,,8720383.roundup,slurm,,132111800.0,corral-repl,,,"""2016-03-23""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,lof,,"[{'src': 'hda', 'id': 26965122}]","""3""","""true""",32.0,,34528194.0,1481347234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_interactions/gemini_interactions/0.18.1.0,0.18.1.0,,2016-12-10 06:19:31.255389,91348,3536.0
