create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cutoff,parameters.cutoff_analysis,parameters.dbkey,parameters.infile.values,parameters.infile|__identifier__,parameters.maxgap,parameters.minlen,parameters.notrackline,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-03 22:52:11.883913,slurm_normal,1496530390.0,0,,1.0,main_w4_handler1,3138094,16006739,False,772018220,bedgraph,,10100284.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""3.0""","""false""","""mm10""","[{'src': 'hda', 'id': 29879073}]",,"""30""","""200""","""false""",32.0,,38407140.0,1496530340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-03 22:53:12.557934,106899.0,50.0
2017-06-03 23:01:23.823084,slurm_normal,1496530905.0,0,,1.0,main_w3_handler1,3138094,16006748,False,7439726,bedgraph,Job output deleted by user before job completed.,10100291.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""3.0""","""false""","""mm10""","[{'src': 'hda', 'id': 29879146}]",,"""30""","""200""","""false""",32.0,,38407140.0,1496530897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-03 23:01:46.304634,106899.0,8.0
2017-04-13 10:45:33.984167,slurm_normal,1492080427.0,0,,1.0,main_w4_handler0,3003715,15574673,False,828045261,bedgraph,,9697553.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29199009}]",,"""30""","""200""","""false""",32.0,,37305872.0,1492080350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-13 10:47:10.074887,100565.0,77.0
2017-04-14 12:24:23.029985,slurm_normal,1492172709.0,0,,1.0,main_w3_handler1,3072020,15586833,False,212349902,bedgraph,,9708879.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""false""","""mm10""","[{'src': 'hda', 'id': 29204788}]",,"""30""","""200""","""false""",32.0,,37003065.0,1492172678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-14 12:25:09.984138,60120.0,31.0
2017-06-06 19:04:10.320412,slurm_normal,1496776178.0,0,,1.0,main_w3_handler1,3141667,16030396,False,1365404832,bedgraph,,10121383.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""true""","""?""","[{'src': 'hda', 'id': 29905974}]",,"""30""","""200""","""false""",32.0,,38426720.0,1496776033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-06 19:09:42.533560,34556.0,145.0
2017-04-21 19:45:20.396087,slurm_normal,1492804364.0,0,,1.0,main_w3_handler1,3079932,15646861,False,674410861,bedgraph,,9764196.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""true""","""hg19""","[{'src': 'hda', 'id': 29312355}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492804298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-21 19:52:56.929868,33658.0,66.0
2017-04-21 19:45:21.477336,slurm_normal,1492804554.0,0,,1.0,main_w3_handler1,3079932,15646863,False,945207508,bedgraph,,9764227.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""true""","""hg19""","[{'src': 'hda', 'id': 29312357}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492804492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-21 19:56:00.831623,33658.0,62.0
2017-04-18 02:16:25.665439,slurm_normal,1492481866.0,0,,1.0,main_w3_handler0,2804648,15610574,False,422086191,bedgraph,,9729763.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""false""","""?""","[{'src': 'hda', 'id': 29243258}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:17:47.325493,79084.0,27.0
2017-04-18 02:16:24.596610,slurm_normal,1492481828.0,0,,1.0,main_w3_handler0,2804648,15610568,False,491634744,bedgraph,,9729758.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""false""","""?""","[{'src': 'hda', 'id': 29242559}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:17:10.327174,79084.0,31.0
2017-04-18 02:16:24.942740,slurm_normal,1492481862.0,0,,1.0,main_w3_handler0,2804648,15610570,False,539324554,bedgraph,,9729761.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""false""","""?""","[{'src': 'hda', 'id': 29242561}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:17:44.928876,79084.0,31.0
2017-04-18 02:16:24.426648,slurm_normal,1492481829.0,0,,1.0,main_w4_handler0,2804648,15610567,False,497143680,bedgraph,,9729756.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""false""","""?""","[{'src': 'hda', 'id': 29242558}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:17:10.045165,79084.0,35.0
2017-04-18 02:16:25.475971,slurm_normal,1492481897.0,0,,1.0,main_w4_handler0,2804648,15610573,False,419473656,bedgraph,,9729766.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""false""","""?""","[{'src': 'hda', 'id': 29243257}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:18:19.050783,79084.0,26.0
2017-04-18 02:16:24.158725,slurm_normal,1492481830.0,0,,1.0,main_w4_handler1,2804648,15610566,False,515900947,bedgraph,,9729755.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""false""","""mm10""","[{'src': 'hda', 'id': 29242557}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:17:12.724039,79084.0,36.0
2017-04-18 02:16:26.264580,slurm_normal,1492481915.0,0,,1.0,main_w4_handler0,2804648,15610577,False,392345198,bedgraph,,9729769.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""false""","""?""","[{'src': 'hda', 'id': 29243261}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:18:37.123938,79084.0,28.0
2017-04-18 02:16:25.143422,slurm_normal,1492481825.0,0,,1.0,main_w4_handler1,2804648,15610571,False,483345394,bedgraph,,9729757.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""false""","""mm10""","[{'src': 'hda', 'id': 29242562}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:17:07.152381,79084.0,31.0
2017-04-18 02:16:24.786647,slurm_normal,1492481867.0,0,,1.0,main_w3_handler1,2804648,15610569,False,519097257,bedgraph,,9729760.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""false""","""?""","[{'src': 'hda', 'id': 29242560}]",,"""30""","""200""","""false""",32.0,,37346133.0,1492481831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-18 02:17:49.338897,79084.0,36.0
2017-06-06 20:00:27.460393,slurm_normal,1496779578.0,0,,1.0,main_w3_handler0,3141667,16031035,False,869318550,bedgraph,,10122040.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""true""","""?""","[{'src': 'hda', 'id': 29917094}]",,"""30""","""200""","""false""",32.0,,38426720.0,1496779491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-06 20:06:27.294462,34556.0,87.0
2017-06-06 21:15:06.387460,slurm_normal,1496784034.0,0,,1.0,main_w4_handler0,3141667,16031902,False,869318550,bedgraph,,10122734.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""2.0""","""true""","""?""","[{'src': 'hda', 'id': 29917094}]",,"""30""","""145""","""false""",32.0,,38426720.0,1496783939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-06 21:20:42.185700,34556.0,95.0
2017-06-06 21:32:32.602945,slurm_normal,1496784882.0,0,,1.0,main_w3_handler1,3141667,16032030,False,869318550,bedgraph,,10122954.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""2.0""","""true""","""?""","[{'src': 'hda', 'id': 29917094}]",,"""50""","""75""","""false""",32.0,,38426720.0,1496784802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-06-06 21:34:43.884759,34556.0,80.0
2017-04-19 18:28:56.692444,slurm_normal,1492626642.0,0,,1.0,main_w3_handler0,2403436,15628012,False,569929061,bedgraph,,9746778.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""false""","""?""","[{'src': 'hda', 'id': 29281483}]",,"""30""","""200""","""false""",32.0,,37435616.0,1492626604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-19 18:31:39.108616,44256.0,38.0
2017-04-20 00:26:03.292048,slurm_normal,1492649391.0,0,,1.0,main_w4_handler0,3079488,15630148,False,423126630,bedgraph,,9748458.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29284614}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492649356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 00:51:55.635036,33658.0,35.0
2017-04-20 00:18:27.720817,slurm_normal,1492647548.0,0,,1.0,main_w3_handler0,3079488,15630121,False,423126630,bedgraph,,9748373.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""true""","""hg19""","[{'src': 'hda', 'id': 29284614}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492647517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 00:19:11.017411,33658.0,31.0
2017-04-20 02:48:57.971745,slurm_normal,1492657029.0,0,,1.0,main_w4_handler1,3079488,15631028,False,1064289260,bedgraph,,9749211.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29286431}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492656941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 02:57:17.416268,33658.0,88.0
2017-04-20 02:48:57.534531,slurm_normal,1492656956.0,0,,1.0,main_w4_handler1,3079488,15631026,False,423126630,bedgraph,,9749205.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29284614}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492656918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 02:57:14.356507,33658.0,38.0
2017-04-20 02:48:58.126982,slurm_normal,1492656660.0,0,,1.0,main_w3_handler1,3079488,15631029,False,1589570569,bedgraph,,9749170.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29286432}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492656556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 02:51:02.210203,33658.0,104.0
2017-04-20 02:48:57.794001,slurm_normal,1492656601.0,0,,1.0,main_w3_handler1,3079488,15631027,False,418284508,bedgraph,,9749169.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29284615}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492656551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 02:50:03.888142,33658.0,50.0
2017-04-20 22:37:50.447383,slurm_normal,1492727921.0,0,,1.0,main_w3_handler0,3079932,15640413,False,372831674,bedgraph,,9758147.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29298261}]",,"""30""","""75""","""false""",32.0,,36493338.0,1492727884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 22:38:53.260759,33658.0,37.0
2017-04-20 17:12:19.572455,slurm_normal,1492708613.0,0,,1.0,main_w4_handler0,3079932,15637607,False,378511993,bedgraph,,9755593.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29296748}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492708586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:18:42.547609,33658.0,27.0
2017-04-20 17:12:20.356231,slurm_normal,1492708381.0,0,,1.0,main_w3_handler1,3079932,15637609,False,422663513,bedgraph,,9755564.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29296750}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492708352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:13:03.020805,33658.0,29.0
2017-04-20 17:12:21.298763,slurm_normal,1492708428.0,0,,1.0,main_w3_handler0,3079932,15637612,False,560321647,bedgraph,,9755568.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29296753}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492708386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:13:50.328448,33658.0,42.0
2017-04-20 17:12:21.729521,slurm_normal,1492708487.0,0,,1.0,main_w3_handler0,3079932,15637613,False,597319511,bedgraph,,9755576.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29296754}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492708433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:14:51.410547,33658.0,54.0
2017-04-20 17:12:19.148796,slurm_normal,1492708430.0,0,,1.0,main_w4_handler0,3079932,15637606,False,383077262,bedgraph,,9755570.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29296747}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492708399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:15:13.323856,33658.0,31.0
2017-04-20 17:12:20.916046,slurm_normal,1492708465.0,0,,1.0,main_w3_handler0,3079932,15637611,False,1446576680,bedgraph,,9755563.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29296752}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492708349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:14:29.093480,33658.0,116.0
2017-04-20 17:12:20.609258,slurm_normal,1492708525.0,0,,1.0,main_w3_handler1,3079932,15637610,False,968262462,bedgraph,,9755581.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29296751}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492708458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:15:28.678158,33658.0,67.0
2017-04-20 17:12:19.985425,slurm_normal,1492708661.0,0,,1.0,main_w4_handler0,3079932,15637608,False,690589470,bedgraph,,9755595.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""false""","""hg19""","[{'src': 'hda', 'id': 29296749}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492708587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:19:33.765090,33658.0,74.0
2017-04-20 17:47:15.068351,slurm_normal,1492710478.0,0,,1.0,main_w3_handler1,3079932,15637973,False,383077262,bedgraph,,9755923.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""true""","""hg19""","[{'src': 'hda', 'id': 29296747}]",,"""30""","""200""","""false""",32.0,,36493338.0,1492710446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-20 17:48:09.081329,33658.0,32.0
