chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-08-09 13:57:27.637077,slurm_normal,1502287062.0,0.0,,1.0,main_w3_handler1,3217268,16540345,False,,30807,interval,10610948.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30810185}]",32.0,,39787559,1502287058.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-08-09 13:57:45.437286,,4.0
,,2017-11-15 12:49:31.904882,slurm_normal,1510750189.0,0.0,,1.0,main_w4_handler1,3325973,17469116,False,,4678357,vcf,11526322,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32333606}]",32.0,,42011425,1510750185.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-11-15 12:49:52.941215,115161.0,4.0
,,2017-08-28 01:27:02.719530,slurm_normal,1503884067.0,0.0,,1.0,main_w3_handler0,3232294,16670426,False,,7160908,interval,10742616.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 31004503}]",32.0,,40097742,1503884063.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-08-28 01:34:28.891600,110526.0,4.0
17.0,len,2017-08-25 12:40:18.937160,slurm_normal,1503664832.0,0.0,,1.0,main_w4_handler1,3232787,16657880,False,,182,interval,10730099.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/021/062/dataset_21062578.dat""","""?""",,"[{'src': 'hda', 'id': 30989436}]",32.0,,40070198,1503664828.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-08-25 12:40:36.721437,92152.0,4.0
,,2017-08-28 01:27:01.977931,slurm_normal,1503883648.0,0.0,,1.0,main_w4_handler0,3232294,16670424,False,,6728931,interval,10742561.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 31004499}]",32.0,,40097742,1503883644.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-08-28 01:27:33.233451,110526.0,4.0
,,2017-08-28 01:27:01.991873,slurm_normal,1503883639.0,0.0,,1.0,main_w3_handler1,3232294,16670425,False,,6840749,interval,10742559.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 31004495}]",32.0,,40097742,1503883632.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-08-28 01:27:22.207560,110526.0,7.0
,,2017-10-25 02:07:46.035894,slurm_normal,1508897282.0,0.0,,1.0,main_w3_handler0,3247025,17204969,False,,3794,interval,11264828,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31860418}]",32.0,,41501761,1508897278.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-10-25 02:08:04.661427,111171.0,4.0
,,2017-08-28 01:27:01.829370,slurm_normal,1503883655.0,0.0,,1.0,main_w4_handler1,3232294,16670422,False,,6838449,interval,10742562.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 31004507}]",32.0,,40097742,1503883651.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-08-28 01:27:37.587798,110526.0,4.0
,,2017-08-28 01:27:01.623388,slurm_normal,1503883639.0,0.0,,1.0,main_w3_handler0,3232294,16670421,False,,8266372,interval,10742560.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 31004511}]",32.0,,40097742,1503883632.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-08-28 01:27:24.460872,110526.0,7.0
,,2017-08-28 01:27:01.566815,slurm_normal,1503883634.0,0.0,,1.0,main_w4_handler1,3232294,16670420,False,,8323078,interval,10742553.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 31004515}]",32.0,,40097742,1503883629.0,ok,1023996.0,CONVERTER_interval_to_bgzip_0,1.0.0,,2017-08-28 01:27:15.719871,110526.0,5.0
