corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
22116922,deeptools_coverage_matrix,2017-04-18 20:33:00.719310,slurm_normal,1492549068.0,0,1.0,main_w3_handler1,3009836,15618078,False,,9737308.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29261692}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36179457,1492548999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 20:58:28.876143,57609.0,69.0
22196,deeptools_coverage_matrix,2017-04-18 12:08:01.825263,slurm_normal,1492517524.0,0,1.0,main_w3_handler1,2746248,15613435,False,,9732162.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29252069}]","""pearson""","""mm9""","""true""","""pdf""",0,['Oranges'],true,,heatmap,,,"""true""","""true""",32.0,,36623132,1492517439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 12:12:06.956198,62141.0,85.0
18190,deeptools_coverage_matrix,2017-04-18 13:17:15.598398,slurm_normal,1492521589.0,0,1.0,main_w3_handler0,2746248,15613796,False,,9732464.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29258447}]","""pearson""","""mm9""","""true""","""pdf""",0,['Oranges'],true,,heatmap,,,"""true""","""true""",32.0,,36623132,1492521566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 13:19:59.176538,62141.0,23.0
18190,deeptools_coverage_matrix,2017-04-18 14:01:46.371298,slurm_normal,1492524204.0,0,1.0,main_w3_handler1,2746248,15614160,False,,9732777.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29258447}]","""pearson""","""mm9""","""true""","""png""",0,['Oranges'],true,,heatmap,,,"""true""","""true""",32.0,,36623132,1492524189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 14:03:27.445133,62141.0,15.0
26895946,deeptools_coverage_matrix,2017-04-18 20:33:00.968682,slurm_normal,1492547986.0,0,1.0,main_w4_handler1,3009836,15618079,False,,9737127.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29261835}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36179457,1492547883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 20:39:53.930725,57609.0,103.0
17189374,deeptools_coverage_matrix,2017-04-18 20:33:01.228621,slurm_normal,1492549041.0,0,1.0,main_w3_handler1,3009836,15618080,False,,9737309.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29262128}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36179457,1492549002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 20:58:12.347278,57609.0,39.0
22116922,deeptools_coverage_matrix,2017-04-18 21:47:50.319574,slurm_normal,1492552199.0,0,1.0,main_w4_handler1,3009836,15618864,False,,9737857.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29261692}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,36179457,1492552164.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 21:50:01.970563,57609.0,35.0
17189374,deeptools_coverage_matrix,2017-04-18 23:15:21.025657,slurm_normal,1492557645.0,0,1.0,main_w3_handler1,3009836,15619455,False,,9738549.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29262128}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,36179457,1492557594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 23:20:47.215019,57609.0,51.0
22116922,deeptools_coverage_matrix,2017-04-18 23:15:03.346949,slurm_normal,1492557631.0,0,1.0,main_w3_handler0,3009836,15619449,False,,9738550.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29261692}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,36179457,1492557596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 23:20:37.661705,57609.0,35.0
26895946,deeptools_coverage_matrix,2017-04-18 23:15:11.526842,slurm_normal,1492557648.0,0,1.0,main_w3_handler1,3009836,15619452,False,,9738548.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29261835}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,36179457,1492557594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-04-18 23:20:50.536138,57609.0,54.0
3067497,deeptools_coverage_matrix,2017-05-04 15:37:23.387358,slurm_normal,1493912516.0,0,1.0,main_w4_handler1,2746248,15750231,False,,9858956.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29473144}]","""pearson""","""mm9""","""true""","""pdf""",0,['Oranges'],true,,heatmap,,,"""true""","""true""",32.0,,36623132,1493912482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-05-04 15:42:00.812771,62141.0,34.0
3067497,deeptools_coverage_matrix,2017-05-04 15:58:58.467548,slurm_normal,1493915890.0,0,1.0,main_w4_handler1,2746248,15750391,False,,9859418.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29473144}]","""spearman""","""mm9""","""true""","""pdf""",0,['Oranges'],true,,heatmap,,,"""true""","""true""",32.0,,36623132,1493915849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-05-04 16:38:13.365933,62141.0,41.0
5881618,deeptools_coverage_matrix,2017-05-11 10:42:15.626325,slurm_normal,1494499445.0,0,1.0,main_w4_handler0,2746248,15816398,False,,9917937.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29567458}]","""pearson""","""mm9""","""true""","""pdf""",0,['Reds'],true,,heatmap,,,"""true""","""true""",32.0,,36623132,1494499434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-05-11 10:44:09.922555,62141.0,11.0
140344,deeptools_coverage_matrix,2017-05-11 17:50:16.508379,slurm_normal,1494525985.0,0,1.0,main_w4_handler1,2746248,15819446,False,,9922336.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 29571869}]","""pearson""","""mm9""","""true""","""png""",0,['Oranges'],true,,heatmap,,,"""true""","""true""",32.0,,36623132,1494525973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-05-11 18:06:28.420326,62141.0,12.0
32858,deeptools_coverage_matrix,2017-05-17 17:16:13.698275,slurm_normal,1495041680.0,0,1.0,main_w3_handler1,2910770,15869863,False,,9969976.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27559857}]","""spearman""","""?""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,37471538,1495041648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-05-17 17:21:23.486591,95902.0,32.0
33741,deeptools_coverage_matrix,2017-05-17 17:17:17.594633,slurm_normal,1495041709.0,0,1.0,main_w4_handler1,2910770,15869870,False,,9969985.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27559858}]","""spearman""","""?""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,37471538,1495041694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-05-17 17:21:54.588153,95902.0,15.0
12936,deeptools_coverage_matrix,2017-06-26 19:49:28.793278,slurm_normal,1498506864.0,0,1.0,main_w3_handler1,2963161,16191657,False,,10267701.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28056772}]","""pearson""","""?""","""false""","""pdf""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,38927115,1498506853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-06-26 19:54:34.089614,71489.0,11.0
28912,deeptools_coverage_matrix,2017-06-29 18:11:31.088990,slurm_normal,1498760555.0,0,1.0,main_w4_handler1,3014467,16225230,False,,10301232.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","[{'src': 'hda', 'id': 30237787}]","""pearson""","""Schizosaccharomyces_pombe_1.1""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""true""",32.0,,37315298,1498760538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-06-29 18:22:40.410489,99151.0,17.0
28912,deeptools_coverage_matrix,2017-06-29 18:18:38.936704,slurm_normal,1498760773.0,0,1.0,main_w3_handler1,3014467,16225279,False,,10301255.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","[{'src': 'hda', 'id': 30237787}]","""pearson""","""Schizosaccharomyces_pombe_1.1""","""false""","""png""",1,,,,scatterplot,,,"""true""","""true""",32.0,,37315298,1498760759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-06-29 18:26:18.429137,99151.0,14.0
28912,deeptools_coverage_matrix,2017-06-29 18:00:41.974793,slurm_normal,1498759791.0,0,1.0,main_w4_handler1,3014467,16225187,False,,10301174.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","[{'src': 'hda', 'id': 30237787}]","""pearson""","""Schizosaccharomyces_pombe_1.1""","""false""","""png""",1,,,,scatterplot,,,"""true""","""true""",32.0,,37315298,1498759777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-06-29 18:09:58.442398,99151.0,14.0
378433,deeptools_coverage_matrix,2017-06-29 18:29:23.719499,slurm_normal,1498761526.0,0,1.0,main_w4_handler0,3014467,16225333,False,,10301332.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","[{'src': 'hda', 'id': 30237992}]","""pearson""","""Schizosaccharomyces_pombe_1.1""","""false""","""png""",1,,,,scatterplot,,,"""true""","""true""",32.0,,37315298,1498761453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-06-29 18:38:49.309524,99151.0,73.0
57292539,deeptools_coverage_matrix,2017-08-04 02:48:20.458510,slurm_normal,1501815022.0,0,1.0,main_w3_handler0,2652459,16504829,False,,10574593.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28394521}]","""spearman""","""mm9""","""true""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,39708850,1501814998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-08-04 02:50:23.575970,81710.0,24.0
77384985,deeptools_coverage_matrix,2017-11-12 18:30:26.224636,slurm_normal,1510511516.0,0,1.0,main_w4_handler0,2934619,17428765,False,,11487452,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","[{'src': 'hda', 'id': 32266263}]","""pearson""","""mm9""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""true""","""false""",32.0,,41751955,1510511502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-11-12 18:31:58.188320,46988.0,14.0
77384985,deeptools_coverage_matrix,2017-11-12 18:38:54.384249,slurm_normal,1510512064.0,0,1.0,main_w4_handler0,2934619,17429288,False,,11487519,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","[{'src': 'hda', 'id': 32266263}]","""pearson""","""mm9""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",32.0,,41751955,1510512025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-11-12 18:41:06.136935,46988.0,39.0
113171758,deeptools_coverage_matrix,2017-11-13 17:41:55.547272,slurm_normal,1510596899.0,0,1.0,main_w3_handler0,2934619,17440463,False,,11499237,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","[{'src': 'hda', 'id': 32287169}]","""pearson""","""mm9""","""false""","""png""",0,['RdYlBu'],true,Correlation between Atac_seq Replicates,heatmap,,,"""true""","""false""",32.0,,41648724,1510596866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-11-13 18:15:01.192901,46988.0,33.0
77384532,deeptools_coverage_matrix,2017-11-13 18:38:04.460287,slurm_normal,1510599434.0,0,1.0,main_w3_handler1,2934619,17440855,False,,11499714,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","[{'src': 'hda', 'id': 32288713}]","""pearson""","""mm9""","""false""","""png""",0,['RdYlBu'],true,Correlation between Atac_seq Replicates,heatmap,,,"""true""","""false""",32.0,,41648724,1510599418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-11-13 18:57:15.400825,46988.0,16.0
4016368,deeptools_coverage_matrix,2017-01-09 18:57:12.267563,slurm_normal,1483988376.0,0,1.0,main_w3_handler0,2945860,14718760,False,,8887745.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 27857903}]","""spearman""","""mm10""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,35170100,1483988335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-01-09 18:59:40.916494,93923.0,41.0
756913,deeptools_coverage_matrix,2017-02-23 23:33:17.006311,slurm_normal,1487892895.0,0,1.0,main_w4_handler0,2776915,15124790,False,,9278776.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","[{'src': 'hda', 'id': 28489694}]","""spearman""","""danRer7""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""true""",32.0,,35748526,1487892880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-23 23:34:57.129100,65128.0,15.0
1518725,deeptools_coverage_matrix,2017-01-09 19:25:32.065175,slurm_normal,1483990563.0,0,1.0,main_w3_handler0,2887820,14718931,False,,8887948.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27858175}]","""pearson""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,34165695,1483990534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-01-09 19:36:05.527857,92222.0,29.0
4033342,deeptools_coverage_matrix,2017-01-09 21:02:55.056101,slurm_normal,1483995958.0,0,1.0,main_w4_handler0,2945860,14719565,False,,8888487.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 27859140}]","""spearman""","""mm10""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,35170100,1483995940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-01-09 21:06:01.519486,93923.0,18.0
14509,deeptools_coverage_matrix,2017-02-22 00:11:49.395066,slurm_normal,1487722813.0,0,1.0,main_w3_handler1,2957975,15101062,False,,9256319.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28453247}]","""pearson""","""?""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,35791876,1487722393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-22 00:20:17.470838,93822.0,420.0
7810,deeptools_coverage_matrix,2017-02-21 00:00:23.394939,slurm_normal,1487635746.0,0,1.0,main_w3_handler1,2976733,15090984,False,,9246109.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28436485}]","""pearson""","""hg19""","""true""","""png""",0,['RdYlBu'],true,,heatmap,,,"""true""","""false""",32.0,,36070155,1487635713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-21 00:09:09.735728,99205.0,33.0
4033342,deeptools_coverage_matrix,2017-01-09 21:25:13.605774,slurm_normal,1483997322.0,0,1.0,main_w4_handler1,2945860,14719662,False,,8888601.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 27859140}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,35170100,1483997307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-01-09 21:28:46.243131,93923.0,15.0
3795,deeptools_coverage_matrix,2017-01-10 14:05:12.765973,slurm_normal,1484057283.0,0,1.0,main_w3_handler0,1578492,14723768,False,,8892484.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27866597}]","""spearman""","""?""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,35288517,1484057212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-01-10 14:08:05.460299,30453.0,71.0
2970,deeptools_coverage_matrix,2017-02-21 04:03:40.216539,slurm_normal,1487650000.0,0,1.0,main_w3_handler0,2976733,15092121,False,,9247145.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28438418}]","""spearman""","""hg19""","""true""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""false""",32.0,,36070155,1487649955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-02-21 04:06:42.576789,99205.0,45.0
10867,deeptools_coverage_matrix,2017-03-19 13:06:13.933258,slurm_normal,1489928909.0,0,1.0,main_w3_handler0,2746248,15335643,False,,9475802.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28824948}]","""pearson""","""mm9""","""true""","""pdf""",0,['Reds'],true,,heatmap,,,"""true""","""true""",32.0,,35818390,1489928886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-19 13:08:32.157556,62141.0,23.0
10867,deeptools_coverage_matrix,2017-03-19 13:15:56.116108,slurm_normal,1489929480.0,0,1.0,main_w3_handler0,2746248,15335693,False,,9475853.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 28824948}]","""spearman""","""mm9""","""true""","""pdf""",0,['Reds'],true,,heatmap,,,"""true""","""true""",32.0,,35818390,1489929456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-19 13:18:02.321621,62141.0,24.0
1217342,deeptools_coverage_matrix,2017-03-19 14:20:24.729552,slurm_normal,1489933346.0,0,1.0,main_w3_handler0,3036849,15336245,False,,9476229.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 28825807}]","""spearman""","""mm10""","""true""","""png""",1,,,,scatterplot,,,"""false""","""true""",32.0,,36700994,1489933301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-03-19 14:22:28.714865,93923.0,45.0
3795,deeptools_coverage_matrix,2017-01-10 14:09:46.367268,slurm_normal,1484057517.0,0,1.0,main_w4_handler1,1578492,14723823,False,,8892536.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27866597}]","""pearson""","""?""","""false""","""png""",0,"['RdYlBu', 'Accent', 'Spectral', 'Set1', 'Set2', 'Set3', 'Dark2', 'Reds', 'Oranges', 'Greens', 'Blues', 'Greys', 'Purples', 'Paired', 'Pastel1', 'Pastel2', 'spring', 'summer', 'autumn', 'winter', 'hot', 'coolwarm', 'cool', 'seismic', 'terrain', 'ocean', 'rainbow', 'bone', 'flag', 'prism', 'cubehelix', 'binary', 'pink', 'gray', 'copper', 'BrBG', 'BuGn', 'BuPu', 'GnBu', 'OrRd', 'PiYG', 'PRGn', 'PuOr', 'PuRd', 'PuBu', 'RdBu', 'RdGy', 'RdPu', 'YlGn', 'PuBuGn', 'RdYlGn', 'YlGnBu', 'YlOrBr', 'YlOrRd', 'gist_gray', 'gist_stern', 'gist_earth', 'gist_yarg', 'gist_ncar', 'gist_rainbow', 'gist_heat', 'gnuplot', 'gnuplot2', 'CMRmap', 'bwr', 'hsv', 'brg', 'jet', 'afmhot', 'Accent_r', 'Spectral_r', 'Set1_r', 'Set2_r', 'Set3_r', 'Dark2_r', 'Reds_r', 'Oranges_r', 'Greens_r', 'Blues_r', 'Greys_r', 'Purples_r', 'Paired_r', 'Pastel1_r', 'Pastel2_r', 'spring_r', 'summer_r', 'autumn_r', 'winter_r', 'hot_r', 'coolwarm_r', 'cool_r', 'seismic_r', 'terrain_r', 'ocean_r', 'rainbow_r', 'bone_r', 'flag_r', 'prism_r', 'cubehelix_r', 'binary_r', 'pink_r', 'gray_r', 'copper_r', 'BrBG_r', 'BuGn_r', 'BuPu_r', 'GnBu_r', 'OrRd_r', 'PiYG_r', 'PRGn_r', 'PuOr_r', 'PuRd_r', 'PuBu_r', 'RdBu_r', 'RdGy_r', 'RdPu_r', 'YlGn_r', 'PuBuGn_r', 'RdYlBu_r', 'RdYlGn_r', 'YlGnBu_r', 'YlOrBr_r', 'YlOrRd_r', 'gist_gray_r', 'gist_stern_r', 'gist_earth_r', 'gist_yarg_r', 'gist_ncar_r', 'gist_rainbow_r', 'gist_heat_r', 'gnuplot_r', 'gnuplot2_r', 'CMRmap_r', 'bwr_r', 'hsv_r', 'brg_r', 'jet_r', 'afmhot_r']",false,,heatmap,,,"""false""","""false""",32.0,,35288517,1484057502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-01-10 14:11:58.849645,30453.0,15.0
6511,deeptools_coverage_matrix,2017-01-10 13:36:32.393332,slurm_normal,1484055564.0,0,1.0,main_w4_handler1,1578492,14723598,False,,8892303.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27865834}]","""spearman""","""?""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,35288517,1484055542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.3.6.0,2.3.6.0,,2017-01-10 13:39:29.531034,30453.0,22.0
