create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.region.__current_case__,parameters.region.input2,parameters.region.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-01-08 22:44:18.678839,rodeo_normal,1420757098.0,0,1.0,main_w1_handler1,2156582,8518463,False,,69623628,interval,8795416,bed,2438928.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18162899,0,18049645,win,32.0,,17980116,1420757074.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/getindelrates_3way/indelRates_3way/1.0.0,1.0.0,,2015-01-08 22:45:01.598458,54213,24.0
2014-11-03 20:06:46.224984,rodeo_normal,1415045236.0,0,1.0,main_w1_handler1,2093923,8092714,False,,67467680,tabular,724434,bed,117332.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17413893,0,17304470,win,2.0,,17980116,1415045221.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/getindelrates_3way/indelRates_3way/1.0.0,1.0.0,,2014-11-03 20:07:20.977673,54213,15.0
2014-12-21 23:42:43.507565,rodeo_normal,1419205408.0,0,1.0,main_w2_handler1,2149828,8452854,False,,67965118,interval,8795416,bed,2358378.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18010263,0,17970286,win,32.0,,17980116,1419205384.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/getindelrates_3way/indelRates_3way/1.0.0,1.0.0,,2014-12-21 23:43:29.689091,54213,24.0
