chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coverage_dtype,parameters.advanced_options.safe,parameters.chromInfo,parameters.coverage_dtype,parameters.dbkey,parameters.input_bams_0|input_bam|__identifier__,parameters.min_base_quality,parameters.min_mapping_quality,parameters.min_support_depth,parameters.ploidy,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.regions,parameters.use_strand,parameters.variants_only,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-07-22 08:18:35.838402,slurm_normal_16gb,1437553151.0,0,1.0,main_w2_handler1,2383633,9938255,False,,147.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224122.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20472477}]",hg38,,,,cached,[],"""True""","""True""",32.0,,,,,,24225756.0,1437553143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-22 08:19:16.687760,66571.0,8.0
,,2015-07-21 20:38:33.636074,slurm_normal_16gb,1437521467.0,0,1.0,main_w2_handler1,2381966,9933834,False,,5470516.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219768.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20464986}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,24217098.0,1437512870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-21 23:31:09.594421,66526.0,8597.0
,,2015-07-21 23:32:20.562864,slurm_normal_16gb,1437521568.0,0,1.0,main_w2_handler1,2382895,9935503,False,,19135.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221256.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20467348}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24101249.0,1437521555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-21 23:32:52.323526,65659.0,13.0
,,2015-07-21 23:32:21.290722,slurm_normal_16gb,1437521587.0,0,1.0,main_w2_handler1,2382895,9935504,False,,16508.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221257.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20467353}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24101249.0,1437521578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-21 23:33:10.352946,65659.0,9.0
,,2015-07-21 23:32:22.355312,slurm_normal_16gb,1437521615.0,0,1.0,main_w2_handler1,2382895,9935505,False,,12706.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221260.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20467358}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24101249.0,1437521601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-21 23:33:37.944776,65659.0,14.0
,,2015-07-21 20:36:22.353168,slurm_normal_16gb,1437531304.0,0,1.0,main_w2_handler1,2384265,9933766,False,,10148959.0,bam,,,,,,,,,,,,,,,,,,,,,10127559.0,bam,,,,,,,13440237.0,bam,,,,,,,,,,,,,,,4219454.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20459026}, {'__index__': 1, 'input_bam': 20459025}, {'__index__': 2, 'input_bam': 20459023}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24248491.0,1437511006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-22 02:15:07.480743,65733.0,20298.0
,,2015-07-18 17:21:34.670383,slurm_normal_16gb,1437263708.0,0,1.0,main_w1_handler1,2359919,9903171,False,,13455353.0,bam,,,,,,,,,,,,,,,,,,,,,10137613.0,bam,,,,,,,10166768.0,bam,,,,,,,,,,,,,,,4191726.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,guess,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""40""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20389339}, {'__index__': 1, 'input_bam': 20389356}, {'__index__': 2, 'input_bam': 20389371}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24187657.0,1437240129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-18 23:55:10.880449,66245.0,23579.0
,,2015-08-07 18:20:04.466337,slurm_normal_16gb,1438987889.0,0,1.0,main_w1_handler2,2400764,10079588,False,Job output deleted by user before job completed.,13455359.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4357844.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20704732}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24444095.0,1438978020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-07 22:51:32.874340,67353.0,9869.0
,,2015-08-08 01:55:00.261102,slurm_normal_16gb,1438999155.0,0,1.0,main_w1_handler1,2403831,10082255,False,,7999412.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359190.roundup,slurm,,132112168.0,corral-repl,,"""76a4f1363d7011e5b6cb005056a51846""",1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/?.len""","""uint16""","""?""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20718601}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,24321626.0,1438999090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 01:59:18.085533,66906.0,65.0
,,2015-07-23 11:45:02.191081,slurm_normal_16gb,1437651929.0,0,1.0,main_w1_handler0,2386660,9952807,False,,144.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237778.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20495934}]",12931,,,,cached,[],"""True""","""True""",32.0,,,,,,24272128.0,1437651924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 11:45:30.820210,66670.0,5.0
,,2015-07-23 11:43:24.120649,slurm_normal_16gb,1437651867.0,0,1.0,main_w1_handler1,2386660,9952799,False,,144.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237770.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20495934}]",12931,,,,cached,[],"""True""","""True""",32.0,,,,,,24272128.0,1437651863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 11:44:29.908214,66670.0,4.0
,,2015-07-23 11:43:25.450946,slurm_normal_16gb,1437651857.0,0,1.0,main_w2_handler0,2386660,9952801,False,,144.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237767.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20495936}]",12931,,,,cached,[],"""True""","""True""",32.0,,,,,,24272128.0,1437651823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 11:44:19.951912,66670.0,34.0
,,2015-07-23 11:57:05.700938,slurm_normal_16gb,1437652652.0,0,1.0,main_w2_handler0,2385359,9952881,False,,3863.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237859.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,True,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20483673}]",hg19,,,,cached,[],"""True""","""True""",32.0,,,,,,24274274.0,1437652643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 11:57:38.950708,66146.0,9.0
,,2015-07-23 11:43:24.766182,slurm_normal_16gb,1437651884.0,0,1.0,main_w1_handler1,2386660,9952800,False,,144.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237772.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20495935}]",12931,,,,cached,[],"""True""","""True""",32.0,,,,,,24272128.0,1437651878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 11:44:48.794383,66670.0,6.0
,,2015-08-08 02:07:13.262023,slurm_normal_16gb,1438999905.0,0,1.0,main_w1_handler0,2403834,10082292,False,,7999412.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359214.roundup,slurm,,132112168.0,corral-repl,,"""2b0a0e1c3d7211e5bd9c005056a51846""",1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/?.len""","""uint16""","""?""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20718701}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,24321626.0,1438999839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 02:11:48.091133,66906.0,66.0
,,2015-08-08 04:38:27.585610,slurm_normal_16gb,1439011270.0,0,1.0,main_w1_handler0,2403864,10082495,False,Job output deleted by user before job completed.,171642319.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359440.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""",,"""sacCer3""",,"""""","""""","""0""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20719026}]",sacCer3,,,,cached,[],"""False""","""True""",32.0,,,,,,24580822.0,1439009947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 05:21:11.954763,67542.0,1323.0
,,2015-07-23 11:55:06.335214,slurm_normal_16gb,1437652542.0,0,1.0,main_w1_handler0,2385359,9952866,False,Job output deleted by user before job completed.,3863.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237845.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,True,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20483673}]",hg19,,,,cached,[],"""True""","""True""",32.0,,,,,,24274274.0,1437652535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 11:55:45.784516,66146.0,7.0
,,2015-07-23 12:55:26.566913,slurm_normal_16gb,1437656144.0,0,1.0,main_w2_handler1,2385359,9953413,False,,49855178.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238367.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20496794}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24274274.0,1437656141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 12:55:46.827348,66146.0,3.0
,,2015-07-23 12:50:57.806775,slurm_normal_16gb,1437655895.0,0,1.0,main_w1_handler1,2385359,9953372,False,,49855178.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238340.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20496794}]",Homo_sapiens_nuHg19_mtrCRS,,,,cached,[],"""True""","""True""",32.0,,,,,,24274274.0,1437655885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 12:51:38.963518,66146.0,10.0
,,2015-07-23 12:53:47.576246,slurm_normal_16gb,1437656058.0,0,1.0,main_w1_handler2,2385359,9953384,False,,49855178.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238351.roundup,slurm,,132112168.0,corral-repl,,,1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20496794}]",hg19,,,,cached,[],"""True""","""True""",32.0,,,,,,24274274.0,1437656051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 12:54:20.599355,66146.0,7.0
,,2015-07-23 13:01:06.452007,slurm_normal_16gb,1437656497.0,0,1.0,main_w1_handler0,2385359,9953467,False,,48124771.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238430.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20497000}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24274274.0,1437656492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 13:01:39.933150,66146.0,5.0
,,2015-07-23 11:26:53.398115,slurm_normal_16gb,1437656104.0,0,1.0,main_w2_handler1,2374374,9952670,False,,1051081592.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237629.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20332810}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,23967698.0,1437650830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 12:55:07.121401,65581.0,5274.0
,,2015-07-23 13:03:08.653150,slurm_normal_16gb,1437656613.0,0,1.0,main_w1_handler0,2385359,9953480,False,,48124771.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238446.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20497000}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24274274.0,1437656602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 13:03:36.343366,66146.0,11.0
,,2015-08-08 02:52:13.136260,slurm_normal_16gb,1439012910.0,0,1.0,main_w1_handler2,2403803,10082369,False,,5826321.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359291.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20718867}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24506431.0,1439002357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 05:48:33.137289,67421.0,10553.0
,,2015-08-08 04:47:16.466391,slurm_normal_16gb,1439009513.0,0,1.0,main_w2_handler1,2403884,10082522,False,,7999412.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359432.roundup,slurm,,132112168.0,corral-repl,,"""86ee2e323d8811e5b6cb005056a51846""",1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,"""20""","""""","""10""","""1""",1.0,"[{'__index__': 0, 'input_bam': 20719072}]",20711104,,,,history,[],"""True""","""True""",32.0,1829582.0,fasta,,,,24321626.0,1439009445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 04:51:54.467731,66906.0,68.0
,,2015-07-23 11:26:54.289096,slurm_normal_16gb,1437660431.0,0,1.0,main_w1_handler2,2374374,9952671,False,,774846281.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238361.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20332811}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,23967698.0,1437656111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 14:07:14.963808,65581.0,4320.0
,,2015-08-08 02:52:17.917045,slurm_normal_16gb,1439018460.0,0,1.0,main_w1_handler1,2403803,10082373,False,,4363139.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359495.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20718871}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24506431.0,1439012929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 07:21:03.537466,67421.0,5531.0
,,2015-08-08 06:29:04.673493,slurm_normal_16gb,1439015615.0,0,1.0,main_w2_handler0,2403913,10082738,False,,4821521.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359671.roundup,slurm,,132112168.0,corral-repl,,"""bc542c443d9611e58249005056a51846""",1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,"""20""","""""","""10""","""1""",1.0,"[{'__index__': 0, 'input_bam': 20719363}]",20710909,,,,history,[],"""True""","""True""",32.0,1829582.0,fasta,,,,24321626.0,1439015508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 06:33:37.695675,66906.0,107.0
,,2015-07-23 11:26:55.239681,slurm_normal_16gb,1437665533.0,0,1.0,main_w2_handler0,2374374,9952672,False,,968881165.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4239116.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20332812}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,23967698.0,1437660452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 15:32:18.496509,65581.0,5081.0
,,2015-08-08 02:52:16.188183,slurm_normal_16gb,1439020429.0,0,1.0,main_w2_handler1,2403803,10082372,False,,5422657.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359496.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20718870}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24506431.0,1439012932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 07:53:51.237741,67421.0,7497.0
,,2015-08-08 02:52:13.666859,slurm_normal_16gb,1439028251.0,0,1.0,main_w2_handler0,2403803,10082370,False,,7164772.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359782.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20718868}]",hg19,,,,cached,[],"""False""","""False""",32.0,,,,,,24506431.0,1439020443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 10:04:15.097544,67421.0,7808.0
,,2015-08-08 08:23:39.186645,slurm_normal_16gb,1439022416.0,0,1.0,main_w1_handler0,2403942,10082893,False,,4821521.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359818.roundup,slurm,,132112168.0,corral-repl,,"""be20e7f03da611e5b6e9005056a51846""",1.0,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,"""20""","""""","""10""","""1""",1.0,"[{'__index__': 0, 'input_bam': 20719539}]",20711104,,,,history,[],"""True""","""True""",32.0,1829582.0,fasta,,,,24321626.0,1439022366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 08:26:58.773972,66906.0,50.0
,,2015-07-23 11:26:55.861007,slurm_normal_16gb,1437670847.0,0,1.0,main_w2_handler0,2374374,9952673,False,,1018302119.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240379.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",,"""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20332813}]",12931,,,,cached,[],"""False""","""False""",32.0,,,,,,23967698.0,1437665549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 17:00:53.534891,65581.0,5298.0
,,2015-08-06 16:17:56.769377,slurm_normal_16gb,1438901117.0,0,1.0,main_w1_handler2,2400764,10073569,False,,13455359.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352467.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",,"""""","""""","""0""","""2""",,,,,,,,[],"""False""","""False""",32.0,,,,,,24444095.0,1438889415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-06 22:45:19.731265,67353.0,11702.0
