chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.boxit,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.input2,parameters.input2.values,parameters.input2|__identifier__,parameters.wordsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-19 13:16:26.447667,slurm_normal,1453209411.0,1.0,,1.0,main_w1_handler2,2570102,11544756,False,,1005,fasta,1005,fasta,5810967.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954018,,,22954018,,,"""4""",32.0,,27544102,1453209407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:17:03.768609,,4.0
,,2016-01-19 13:19:54.970573,slurm_normal,1453209788.0,1.0,,1.0,main_w1_handler0,2570273,11544859,False,,656,fasta,354,fasta,5811176.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954033,,,22954200,,,"""4""",32.0,,27545748,1453209774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:23:14.204380,,14.0
,,2016-05-27 15:12:32.208446,slurm_normal,1464361986.0,1.0,,1.0,main_w1_handler1,2719896,13005282,False,,724,fasta,233,fasta,7191687.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ed995e47027e094'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53dfe50b576353152'}]",,"""3""",32.0,,30454815,1464361982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-05-27 15:13:08.126080,,4.0
,,2015-05-20 15:27:09.434600,slurm_normal,1432135819.0,1.0,,1.0,main_w1_handler1,2313797,9505352,False,,1001,fasta,1001,fasta,3826638.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19768844,,,19768844,,,"""4""",32.0,,23208929,1432135648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-05-20 15:30:23.146339,,171.0
,,2015-02-18 06:35:03.736630,rodeo_normal,1424241311.0,1.0,,1.0,main_w2_handler1,2210397,8751870,False,,4780,fasta,4705,fasta,2806223.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18551530,,,18551531,,,"""5""",32.0,,21314146,1424241309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-18 06:35:14.055514,59588.0,2.0
,,2015-02-27 02:11:16.454296,rodeo_normal,1425003087.0,1.0,,1.0,main_w2_handler0,2221350,8825770,False,,9928,fasta,9861,fasta,2940021.roundup,slurm,,132112168.0,corral-repl,,"""e80419bcbe2511e4bf79005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18664995,,,18664993,,,"""9""",32.0,,21233472,1425003084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-27 02:11:31.105652,59587.0,3.0
,,2015-02-18 07:15:02.931872,rodeo_normal,1424243711.0,1.0,,1.0,main_w2_handler1,2210482,8752074,False,,4780,fasta,4066,fasta,2806563.roundup,slurm,,132112168.0,corral-repl,,"""d9e8a3dcb73d11e49b26005056a52a46""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18551530,,,18551532,,,"""9""",32.0,,21314146,1424243709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-18 07:15:13.370293,59588.0,2.0
,,2016-09-17 16:08:38.217020,slurm_normal,1474128583.0,1.0,,1.0,main_w3_handler0,2699327,13871687,False,,4914267,fasta,281301,fasta,8095005.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5571d843d95669018'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5675cd9360f2fc933'}]",,"""1000""",32.0,,33002663,1474128532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-17 16:09:44.425810,84107.0,51.0
,,2017-03-13 09:56:32.661286,slurm_normal,1489399028.0,1.0,,1.0,main_w4_handler0,2993266,15279687,False,,32,txt,32,fasta,9423670.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28732732}]",,,"[{'src': 'hda', 'id': 28733401}]",,"""2""",32.0,,36586677,1489399024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-03-13 09:57:23.299064,99961.0,4.0
,,2016-09-30 14:34:28.006333,slurm_normal,1475246194.0,1.0,,1.0,main_w3_handler1,2838782,13982897,False,,45,fasta,45,fasta,8202306.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4e7a56e70cad06f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4e7a56e70cad06f'}]",,"""4""",32.0,,33356796,1475246182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-30 14:36:39.966174,90316.0,12.0
,,2017-03-13 10:45:04.604440,slurm_normal,1489401912.0,1.0,,1.0,main_w3_handler1,2993193,15280264,False,,2712,fasta,13025,fasta,9424543.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28733925}]",,,"[{'src': 'hda', 'id': 28733924}]",,"""10""",32.0,,36586915,1489401908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-03-13 10:45:15.970699,99971.0,4.0
,,2016-01-22 13:24:31.378583,slurm_normal,1453469168.0,1.0,,1.0,main_w1_handler2,2574419,11580399,False,,476,fasta,474,fasta,5846073.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23004674,,,23004671,,,"""4""",32.0,,27649598,1453469150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-22 13:26:16.456877,,18.0
,,2016-01-19 21:48:27.511379,slurm_normal,1453240127.0,1.0,,1.0,main_w2_handler1,2571188,11553400,False,,685,fasta,654,fasta,5819807.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22965229,,,22965794,,,"""4""",32.0,,27558303,1453240122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 21:48:53.852290,,5.0
,,2016-01-25 09:53:46.660553,slurm_normal,1453715646.0,1.0,,1.0,main_w2_handler0,2576873,11594827,False,,228,fasta,225,fasta,5859901.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23029425,,,23029426,,,"""10""",32.0,,27715876,1453715642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-25 09:54:13.449661,,4.0
,,2015-02-25 02:08:07.797360,rodeo_normal,1424830096.0,1.0,,1.0,main_w2_handler0,2204901,8808939,False,,4780,fasta,4785,fasta,2906631.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18511274,,,18638419,,,"""8""",32.0,,21250956,1424830094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-25 02:08:19.356601,59590.0,2.0
,,2015-02-21 04:23:02.428313,rodeo_normal,1424492594.0,1.0,,1.0,main_w2_handler1,2204914,8781522,False,,4780,fasta,76483,fasta,2858789.roundup,slurm,,132112168.0,corral-repl,,"""513bb542b98111e49432005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18498055,,,18594319,,,"""9""",32.0,,21233612,1424492590.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-21 04:23:17.405957,59587.0,4.0
,,2016-10-07 13:11:59.489310,slurm_normal,1475845999.0,1.0,,1.0,main_w4_handler0,2822315,14028696,False,,292,fasta,292,fasta,8246449.roundup,slurm,,132112168.0,corral-repl,,"""a05b894e8c8f11e6a1ba005056a52a46""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596c51006992a3d76'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596c51006992a3d76'}]",,"""4""",32.0,,33521715,1475845990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-10-07 13:13:21.192567,90345.0,9.0
,,2016-01-19 13:19:15.034002,slurm_normal,1453209631.0,1.0,,1.0,main_w2_handler0,2570272,11544838,False,,489,fasta,523,fasta,5811079.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954009,,,22954013,,,"""4""",32.0,,27545746,1453209626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:20:36.629999,,5.0
,,2016-01-25 09:57:20.157014,slurm_normal,1453715855.0,1.0,,1.0,main_w1_handler1,2571963,11594871,False,,236,fasta,225,fasta,5859955.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23029458,,,23029456,,,"""4""",32.0,,27578121,1453715849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-25 09:57:37.428198,,6.0
,,2015-12-07 02:46:02.310041,slurm_normal,1449456384.0,1.0,,1.0,main_w1_handler2,2530418,11107882,False,,3623,fasta,3733,fasta,5370963.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22333763,,,22333787,,,"""10""",32.0,,26622766,1449456380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-12-07 02:46:29.440720,74871.0,4.0
,,2015-02-20 02:11:01.528454,rodeo_normal,1424398272.0,1.0,,1.0,main_w1_handler1,2212816,8773258,False,,88,fasta,89,fasta,2844264.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18582125,,,18582262,,,"""8""",32.0,,21348197,1424398270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-20 02:11:13.516608,59588.0,2.0
,,2016-10-07 13:24:06.756707,slurm_normal,1475846732.0,1.0,,1.0,main_w4_handler1,2838786,14028810,False,,1087,fasta,1087,fasta,8246571.roundup,slurm,,132112168.0,corral-repl,,"""526cc49e8c9111e68182005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b552f09e25d9210c2d'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b552f09e25d9210c2d'}]",,"""4""",32.0,,33521718,1475846724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-10-07 13:25:34.797649,90189.0,8.0
,,2016-01-26 13:03:26.071584,slurm_normal,1453813580.0,1.0,,1.0,main_w1_handler1,2576882,11606175,False,,268,fasta,267,fasta,5871105.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23045494,,,23031499,,,"""3""",32.0,,27716094,1453813424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-26 13:06:23.630775,,156.0
,,2016-01-19 13:18:05.105117,slurm_normal,1453209517.0,1.0,,1.0,main_w1_handler1,2570269,11544802,False,,489,fasta,497,fasta,5811024.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954028,,,22954036,,,"""4""",32.0,,27545745,1453209509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:18:39.854622,,8.0
,,2016-10-07 14:35:08.952836,slurm_normal,1475850962.0,1.0,,1.0,main_w4_handler0,2830445,14029823,False,,887,fasta,705,fasta,8247513.roundup,slurm,,132112168.0,corral-repl,,"""3ecd67fe8c9b11e6a195005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fcd44bfe221808fd'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d3daa8c0bb1e077'}]",,"""10""",32.0,,33522417,1475850953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-10-07 14:36:05.520604,90330.0,9.0
,,2018-01-17 13:27:47.753477,slurm_normal,1516195675.0,1.0,,1.0,main_w3_handler0,3395095,18059757,False,,21294,fasta,1858,fasta,12137585,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33350111}]",,,"[{'src': 'hda', 'id': 33350109}]",,"""10""",32.0,,43243247,1516195671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2018-01-17 13:27:58.491618,,4.0
,,2015-02-21 05:37:46.838328,rodeo_normal,1424497079.0,1.0,,1.0,main_w2_handler0,2204914,8781836,False,,826,fasta,896,fasta,2859311.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18594492,,,18594546,,,"""4""",32.0,,21233612,1424497077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-21 05:38:01.847977,59587.0,2.0
,,2016-10-07 12:31:33.968269,slurm_normal,1475843567.0,1.0,,1.0,main_w4_handler0,2822275,14028349,False,,1559,fasta,1475,fasta,8246102.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b567a91241e7c49801'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b571858c5b8de77b8c'}]",,"""4""",32.0,,33522432,1475843563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-10-07 12:32:51.234317,90320.0,4.0
,,2016-01-22 13:31:11.530664,slurm_normal,1453469493.0,1.0,,1.0,main_w2_handler1,2574390,11580442,False,,509,fasta,552,fasta,5846115.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23004349,,,23004418,,,"""4""",32.0,,27648950,1453469488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-22 13:31:37.939342,,5.0
,,2017-11-07 17:39:27.370297,slurm_normal,1510076448.0,1.0,,1.0,main_w4_handler1,3315353,17370884,False,,43,fasta,43,fasta,11428287,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32133176}]",,,"[{'src': 'hda', 'id': 32133176}]",,"""2""",32.0,,41817237,1510076443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-11-07 17:40:50.825806,111620.0,5.0
,,2016-01-25 13:24:56.132375,slurm_normal,1453728581.0,1.0,,1.0,main_w2_handler0,2576882,11596258,False,,267,fasta,323,fasta,5861427.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23031353,,,23031280,,,"""4""",32.0,,27716094,1453728575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-25 13:29:45.315578,,6.0
,,2016-01-19 13:28:23.276124,slurm_normal,1453210151.0,1.0,,1.0,main_w2_handler1,2570132,11545078,False,,476,fasta,474,fasta,5811382.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954085,,,22954054,,,"""4""",32.0,,27544603,1453210145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:29:12.661209,,6.0
,,2015-02-20 02:30:16.091062,rodeo_normal,1424399429.0,1.0,,1.0,main_w1_handler0,2204914,8773308,False,,3170,fasta,4780,fasta,2844365.roundup,slurm,,132112168.0,corral-repl,,"""663b2628b8a811e49389005056a51846""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18498064,,,18498055,,,"""9""",32.0,,21233472,1424399427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-20 02:30:32.214927,59587.0,2.0
,,2017-06-15 18:45:30.943213,slurm_normal,1497552355.0,1.0,,1.0,main_w4_handler1,3045015,16111578,False,,3933,fasta,2867,fasta,10194561.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30044867}]",,,"[{'src': 'hda', 'id': 30044898}]",,"""4""",32.0,,36853136,1497552344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-06-15 18:46:02.227623,102786.0,11.0
,,2017-11-05 15:51:47.677007,slurm_normal,1509897124.0,1.0,,1.0,main_w3_handler0,3254416,17336167,False,,32,fasta,44,fasta,11398565,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32078073}]",,,"[{'src': 'hda', 'id': 32078093}]",,"""4""",32.0,,41750967,1509897119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-11-05 15:52:06.745800,111610.0,5.0
,,2016-09-17 19:05:13.804578,slurm_normal,1474139147.0,1.0,,1.0,main_w3_handler1,2699327,13872118,False,,4320569,fasta,131791,fasta,8095421.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3081fbea2c2dceb'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5078563559b4c8b78'}]",,"""100""",32.0,,33002663,1474139130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-17 19:05:48.786488,84107.0,17.0
,,2016-09-17 16:10:59.603872,slurm_normal,1474128689.0,1.0,,1.0,main_w4_handler1,2699327,13871695,False,,4914267,fasta,281301,fasta,8095014.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5571d843d95669018'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5675cd9360f2fc933'}]",,"""50""",32.0,,33002663,1474128671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-17 16:11:31.293330,84107.0,18.0
,,2016-01-19 13:45:18.486357,slurm_normal,1453211180.0,1.0,,1.0,main_w2_handler0,2570271,11545407,False,,453,fasta,438,fasta,5811835.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954844,,,22954184,,,"""5""",32.0,,27545749,1453211175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:46:25.615515,,5.0
,,2016-09-30 14:46:15.684238,slurm_normal,1475246976.0,1.0,,1.0,main_w3_handler0,2822288,13982999,False,,39,fasta,39,fasta,8202428.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3c9c3d4661971ba'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3c9c3d4661971ba'}]",,"""2""",32.0,,33356552,1475246898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-09-30 14:49:43.426877,90332.0,78.0
,,2016-01-19 13:28:12.765610,slurm_normal,1453210223.0,1.0,,1.0,main_w2_handler1,2570270,11545072,False,,327,fasta,937,fasta,5811422.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954761,,,22954172,,,"""4""",32.0,,27545747,1453210218.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:30:30.217941,,5.0
,,2016-01-19 13:18:03.476389,slurm_normal,1453209509.0,1.0,,1.0,main_w2_handler1,2570268,11544801,False,,359,fasta,353,fasta,5811019.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22954106,,,22954091,,,"""4""",32.0,,27545743,1453209504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-19 13:18:35.213425,,5.0
,,2016-01-25 12:35:18.653715,slurm_normal,1453725330.0,1.0,,1.0,main_w1_handler2,2576882,11595547,False,,1571,fasta,1982,fasta,5860702.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23030304,,,23030303,,,"""6""",32.0,,27716094,1453725326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2016-01-25 12:35:32.676413,,4.0
,,2015-02-21 04:43:00.407681,rodeo_normal,1424493792.0,1.0,,1.0,main_w2_handler1,2204914,8781611,False,,3237,fasta,3237,fasta,2858884.roundup,slurm,,132112168.0,corral-repl,,"""1c47fc8ab98411e497cb005056a52a46""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18497613,,,18497613,,,"""8""",32.0,,21233612,1424493790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-21 04:43:14.318306,59587.0,2.0
,,2017-09-07 16:07:10.697170,slurm_normal,1504800589.0,1.0,,1.0,main_w4_handler1,3238953,16764319,False,,334,fasta,912,fasta,10831308.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31148269}]",,,"[{'src': 'hda', 'id': 31148222}]",,"""4""",32.0,,40334118,1504800547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-09-07 16:09:54.233344,42011.0,42.0
,,2014-11-14 06:40:29.949092,rodeo_normal,1415947238.0,1.0,,1.0,main_w2_handler1,2115755,8165955,False,,8705,fasta,9059,fasta,207799.rodeo,slurm,,16332532.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17508478,,,17508483,,,"""10""",2.0,,18485951,1415947234.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2014-11-14 06:40:41.522547,55763.0,4.0
,,2015-12-06 22:22:05.765433,slurm_normal,1449440560.0,1.0,,1.0,main_w1_handler2,2529640,11106286,False,,3733,fasta,3623,fasta,5367343.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22331612,,,22331610,,,"""10""",32.0,,26488313,1449440556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-12-06 22:22:45.251162,74386.0,4.0
,,2017-11-06 15:03:20.297423,slurm_normal,1509980640.0,1.0,,1.0,main_w3_handler1,3254416,17346274,False,,2712,fasta,13025,fasta,11409570,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32093297}]",,,"[{'src': 'hda', 'id': 32093295}]",,"""4""",32.0,,41750967,1509980635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2017-11-06 15:04:10.623967,111610.0,5.0
,,2015-02-27 02:21:42.480515,rodeo_normal,1425003713.0,1.0,,1.0,main_w1_handler0,2210397,8825828,False,,9928,fasta,9861,fasta,2940145.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18665074,,,18665075,,,"""6""",32.0,,21490658,1425003710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0,5.0.0,,2015-02-27 02:21:56.125152,59588.0,3.0
