chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.failure_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-10 18:05:44.244784,slurm_normal,1489169206.0,1,,1.0,main_w4_handler1,3015954,15265440,False,,6492012,vcf,9411429.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 28711065}]",hg_g1k_v37,,cached,32.0,,,,36377173,1489169201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-10 18:08:24.665842,,5.0
,,2016-12-13 17:28:34.198884,slurm_normal,1481650135.0,1,,1.0,main_w4_handler0,1600395,14566971,False,,21366,vcf,8746018.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 27618211}]",hg19,,cached,32.0,,,,34830904,1481650129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-13 17:28:57.910588,39014.0,6.0
,,2016-12-16 07:36:09.218497,slurm_normal,1481873878.0,0,,1.0,main_w3_handler1,2925565,14590527,False,,648311220,vcf,8769219.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 27657065}]",,"[{'src': 'hda', 'id': 27644427}]",history,32.0,234307794.0,fasta,,34884527,1481873776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-16 07:38:01.235770,96683.0,102.0
,,2016-12-16 13:29:02.030534,slurm_normal,1481895053.0,1,,1.0,main_w4_handler1,2925565,14592502,False,,688298461,vcf,8771069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 27659776}]",,"[{'src': 'hda', 'id': 27644427}]",history,32.0,234307794.0,fasta,,34883974,1481894950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-16 13:30:55.819615,96683.0,103.0
,,2017-01-21 14:19:42.031551,slurm_normal,1485008396.0,1,,1.0,main_w3_handler0,2963683,14835399,False,,1506921,vcf,8995704.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 28027432}]",Araly1,,cached,32.0,,,,35511861,1485008389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-21 14:19:58.042420,,7.0
,,2016-12-16 14:06:46.920239,slurm_normal,1481901118.0,0,,1.0,main_w3_handler1,2924252,14592787,False,,27102804895,vcf,8771318.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 27573473}]",hg38,,cached,32.0,,,,34892345,1481897215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-16 15:11:59.317743,64929.0,3903.0
,,2016-12-16 14:09:24.810989,slurm_normal,1481901343.0,0,,1.0,main_w4_handler1,2924252,14592808,False,,27102804895,vcf,8771343.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 27573473}]",,"[{'src': 'hda', 'id': 27558653}]",history,32.0,3273481150.0,fasta,,34892345,1481897373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-16 15:15:44.640941,64929.0,3970.0
,,2016-12-29 14:16:21.431724,slurm_normal,1483020997.0,1,,1.0,main_w4_handler1,2940560,14662474,False,,398737,vcf,8835418.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 27767950}]",apiMel1,,cached,32.0,,,,35087639,1483020990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-29 14:16:39.504193,,7.0
,,2017-01-01 22:34:54.714933,slurm_normal,1483310108.0,139,,1.0,main_w3_handler0,2943517,14672877,False,,45423206,vcf,8844204.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27786023}]",mm9,,cached,32.0,,,,35140264,1483310102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-01 22:35:10.649143,,6.0
,,2017-01-01 21:53:11.115590,slurm_normal,1483307604.0,139,,1.0,main_w4_handler1,2943517,14672829,False,,45439983,vcf,8844162.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27785888}]",mm9,,cached,32.0,,,,35140264,1483307599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-01 21:53:26.804183,,5.0
,,2017-01-02 01:52:29.230649,slurm_normal,1483321989.0,1,,1.0,main_w4_handler1,2943517,14673100,False,,44988393,vcf,8844373.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27786362}]",mm9,,cached,32.0,,,,35140264,1483321976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-02 01:53:11.096368,,13.0
,,2017-01-01 22:41:57.154110,slurm_normal,1483310532.0,139,,1.0,main_w3_handler0,2943517,14672888,False,,45422765,vcf,8844215.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27786035}]",mm9,,cached,32.0,,,,35140264,1483310526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-01 22:42:13.944788,,6.0
,,2017-01-01 23:07:36.649681,slurm_normal,1483312069.0,139,,1.0,main_w3_handler1,2943517,14672948,False,,45423449,vcf,8844260.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27786111}]",mm9,,cached,32.0,,,,35140264,1483312063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-01 23:07:51.223134,,6.0
,,2017-01-01 22:15:55.631334,slurm_normal,1483308974.0,139,,1.0,main_w4_handler0,2943517,14672854,False,,45423206,vcf,8844183.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27785918}]",mm9,,cached,32.0,,,,35140264,1483308964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-01 22:16:16.961463,,10.0
,,2017-01-01 21:48:48.127990,slurm_normal,1483307352.0,1,,1.0,main_w3_handler1,2943517,14672820,False,,44988393,vcf,8844154.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27785663}]",mm9,,cached,32.0,,,,35140264,1483307334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-01 21:49:13.489798,,18.0
,,2017-01-02 01:02:28.531336,slurm_normal,1483318961.0,139,,1.0,main_w3_handler1,2943517,14673057,False,,45423446,vcf,8844339.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27786299}]",mm9,,cached,32.0,,,,35140264,1483318955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-02 01:02:43.281985,,6.0
,,2017-01-02 02:04:24.716652,slurm_normal,1483322701.0,0,,1.0,main_w3_handler1,2943517,14673111,False,,35980637,vcf,8844382.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27786394}]",mm9,,cached,32.0,,,,35140264,1483322671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-02 02:05:03.119981,,30.0
,,2017-01-02 01:57:17.619879,slurm_normal,1483322270.0,0,,1.0,main_w4_handler0,2943517,14673105,False,,44988130,vcf,8844377.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""-x""",0,"[{'src': 'hda', 'id': 27786386}]",mm9,,cached,32.0,,,,35140264,1483322245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-02 01:57:51.905102,,25.0
,,2017-01-25 08:34:50.568618,slurm_normal,1485333328.0,0,,1.0,main_w4_handler0,2967397,14863807,False,,34006183,vcf,9023361.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""-x""",0,"[{'src': 'hda', 'id': 28073043}]",hg19,,cached,32.0,,,,35578576,1485333299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-25 08:35:30.261640,,29.0
,,2017-01-03 18:42:57.216073,slurm_normal,1483468994.0,0,,1.0,main_w4_handler1,2923624,14682609,False,,1580126,vcf,8852708.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 27801674}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,34734103,1483468988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-03 18:43:16.338978,96587.0,6.0
,,2017-01-25 10:03:33.676631,slurm_normal,1485338644.0,0,,1.0,main_w4_handler1,2967397,14864593,False,,34006183,vcf,9024058.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""-k""",0,"[{'src': 'hda', 'id': 28073043}]",hg19,,cached,32.0,,,,35578576,1485338622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-25 10:04:06.920197,,22.0
,,2017-01-04 04:35:18.020378,slurm_normal,1483504531.0,1,,1.0,main_w4_handler1,2944537,14685301,False,,993942423,vcf,8855324.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""-x""",0,"[{'src': 'hda', 'id': 27805408}]",sacCer3,,cached,32.0,,,,35167707,1483504527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-04 04:35:33.491311,97545.0,4.0
,,2017-01-25 10:54:26.329796,slurm_normal,1485341690.0,0,,1.0,main_w3_handler1,2967437,14865048,False,,20706497,vcf,9024566.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28074798}]",,"[{'src': 'hda', 'id': 28072100}]",history,32.0,28223619.0,fasta,,35580478,1485341675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-25 10:54:51.420807,62535.0,15.0
,,2017-01-05 12:26:01.625534,slurm_normal,1483619328.0,0,,1.0,main_w3_handler0,2947384,14695352,False,,174469986,vcf,8865138.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 27820628}]",,"[{'src': 'hda', 'id': 27820643}]",history,32.0,4485077.0,fasta,,35209969,1483619222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-05 12:28:51.823407,,106.0
,,2017-01-26 03:26:51.093130,slurm_normal,1485403305.0,0,,1.0,main_w3_handler0,2931770,14874251,False,,14943292811,vcf,9033931.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 28035333}]",hg19,,cached,32.0,,,,34883139,1485401215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-26 04:01:47.579453,33194.0,2090.0
,,2017-01-06 13:06:10.504899,slurm_normal,1483707989.0,0,,1.0,main_w3_handler0,2947861,14702754,False,,4279109,vcf,8872807.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 27832125}]",hg19,,cached,32.0,,,,35198509,1483707980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-06 13:06:34.396331,97658.0,9.0
,,2017-01-26 00:42:58.197878,slurm_normal,1485391386.0,1,,1.0,main_w3_handler1,2604905,14873698,False,,23724181,vcf,9033236.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",0,"[{'src': 'hda', 'id': 28079751}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,35551826,1485391381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-26 00:43:07.310429,78863.0,5.0
,,2017-01-26 09:47:04.985777,slurm_normal,1485424032.0,0,,1.0,main_w4_handler0,2969341,14875453,False,,63806,vcf,9035144.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 28090702}]",hg19,,cached,32.0,,,,35600143,1485424027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-26 09:47:15.516789,,5.0
,,2017-01-27 05:09:00.540893,slurm_normal,1485493765.0,0,,1.0,main_w4_handler0,2970501,14885722,False,,38223166,vcf,9045149.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28101668}]",,"[{'src': 'hda', 'id': 28100174}]",history,32.0,28223619.0,fasta,,35617677,1485493743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-27 05:09:26.326939,62535.0,22.0
,,2017-03-26 21:20:24.545216,slurm_normal,1490563233.0,1,,1.0,main_w4_handler0,3045705,15401231,False,,21142,vcf,9535939.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-k""",0,"[{'src': 'hda', 'id': 28932076}]",hg38,,cached,32.0,,,,36660500,1490563226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-26 21:20:35.468846,102094.0,7.0
,,2017-03-26 18:28:00.274618,slurm_normal,1490552915.0,0,,1.0,main_w4_handler1,3046569,15400589,False,,365,vcf,9535349.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 28931656}]",hg_g1k_v37,,cached,32.0,,,,36886346,1490552910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-26 18:29:01.508499,,5.0
,,2017-02-01 09:33:49.796310,slurm_normal,1485941638.0,0,,1.0,main_w4_handler1,2976012,14921238,False,,210181,vcf,9076920.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28162645}]",,"[{'src': 'hda', 'id': 28162646}]",history,32.0,16977.0,fasta,,35712515,1485941633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-01 09:33:59.624377,,5.0
,,2017-03-26 21:39:34.675707,slurm_normal,1490564385.0,1,,1.0,main_w3_handler0,2955837,15401329,False,,98383226,vcf,9536035.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28932568}]",,"[{'src': 'hda', 'id': 28920599}]",history,32.0,381956675.0,fasta,,36838390,1490564380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-26 21:39:49.789296,98123.0,5.0
,,2017-01-31 11:16:25.771713,slurm_normal,1485861399.0,0,,1.0,main_w4_handler0,2976053,14913885,False,,210181,vcf,9069723.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28151397}]",,"[{'src': 'hda', 'id': 28151455}]",history,32.0,16977.0,fasta,,35713482,1485861394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-31 11:16:43.405698,,5.0
,,2017-03-28 13:46:18.113832,slurm_normal,1490708827.0,0,,1.0,main_w3_handler0,3049057,15414537,False,,47188716,vcf,9544466.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 28952775}]",hg19,,cached,32.0,,,,36928223,1490708797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-28 13:47:09.871189,101118.0,30.0
,,2017-02-03 20:56:46.842539,slurm_normal,1486155417.0,0,,1.0,main_w3_handler0,2971902,14946914,False,,518255,vcf,9104464.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 28202632}]",hg19,,cached,32.0,,,,35487488,1486155412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-03 20:57:01.445950,98426.0,5.0
,,2017-02-03 20:56:45.909296,slurm_normal,1486155414.0,0,,1.0,main_w3_handler1,2971902,14946912,False,,575134,vcf,9104462.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 28202630}]",hg19,,cached,32.0,,,,35487488,1486155409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-03 20:56:56.486328,98426.0,5.0
,,2017-02-03 20:56:46.388153,slurm_normal,1486155418.0,0,,1.0,main_w4_handler1,2971902,14946913,False,,487561,vcf,9104463.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 28202631}]",hg19,,cached,32.0,,,,35487488,1486155412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-03 20:57:00.387118,98426.0,6.0
,,2017-02-04 10:58:06.502096,slurm_normal,1486205897.0,0,,1.0,main_w3_handler1,1732138,14949695,False,,3865771,vcf,9107372.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""-k""",0,"[{'src': 'hda', 'id': 28208083}]",mm10,,cached,32.0,,,,35804574,1486205891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-04 10:58:19.365290,18793.0,6.0
,,2017-02-04 10:53:20.091808,slurm_normal,1486205629.0,0,,1.0,main_w4_handler0,1732138,14949694,False,,4819230,vcf,9107371.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""-x""",0,"[{'src': 'hda', 'id': 28200353}]",mm10,,cached,32.0,,,,35804574,1486205603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-04 10:53:51.319859,18793.0,26.0
,,2017-02-05 15:17:23.398597,slurm_normal,1486307862.0,1,,1.0,main_w4_handler1,1732138,14954551,False,,4819230,vcf,9112199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""-x""",0,"[{'src': 'hda', 'id': 28200353}]",mm9,,cached,32.0,,,,35804574,1486307846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-05 15:17:44.009643,18793.0,16.0
,,2017-02-06 16:24:12.909945,slurm_normal,1486398289.0,1,,1.0,main_w4_handler1,2983099,14961985,False,,6819514565,vcf,9119570.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""-x""",0,"[{'src': 'hda', 'id': 28227612}]",hg18,,cached,32.0,,,,35459791,1486398284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-06 16:24:52.140373,98355.0,5.0
,,2017-02-06 16:23:44.537643,slurm_normal,1486398284.0,1,,1.0,main_w4_handler1,2983099,14961982,False,,5114041207,vcf,9119567.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""-x""",0,"[{'src': 'hda', 'id': 28221059}]",hg18,,cached,32.0,,,,35459791,1486398277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-06 16:24:47.855483,98355.0,7.0
,,2017-03-30 09:01:39.825966,slurm_normal,1490864512.0,1,,1.0,main_w3_handler1,2272207,15433089,False,,5231130,vcf,9565223.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/capHir1.len""","""capHir1""","""-x""",1,"[{'src': 'hda', 'id': 28969530}]",,"[{'src': 'hda', 'id': 28969357}]",history,32.0,137672687.0,fasta,,36197278,1490864504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-30 09:01:56.085781,62420.0,8.0
,,2017-03-30 14:46:53.851157,slurm_normal,1490885229.0,1,,1.0,main_w4_handler1,3051026,15436085,False,,89800,vcf,9567599.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""","""mycoTube_H37RV""","""-x""",1,"[{'src': 'hda', 'id': 28972237}]",,"[{'src': 'hda', 'id': 28972106}]",history,32.0,4485092.0,fasta,,36957329,1490885222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-30 14:47:12.099548,103177.0,7.0
,,2017-02-15 09:00:18.659964,slurm_normal,1487149230.0,0,,1.0,main_w3_handler1,2994705,15043433,False,,118586,vcf,9199083.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 28342359}]",hg_g1k_v37,,cached,32.0,,,,36048298,1487149222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-15 09:00:32.015045,97187.0,8.0
,,2017-02-17 07:26:34.075204,slurm_normal,1487316722.0,0,,1.0,main_w4_handler1,2967557,15064576,False,,226525965,vcf,9220068.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac7.len""","""rheMac7""","""-x""",1,"[{'src': 'hda', 'id': 28394911}]",,"[{'src': 'hda', 'id': 28382404}]",history,32.0,323581.0,fasta,,35580773,1487316413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-17 07:32:06.645466,98714.0,309.0
,,2017-04-03 11:26:01.391228,slurm_normal,1491218803.0,0,,1.0,main_w3_handler1,3046758,15470341,False,,86369975,vcf,9599961.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 29021926}]",hg_g1k_v37,,cached,32.0,,,,36904746,1491218768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-03 11:26:45.881864,58799.0,35.0
