create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cons_thres,parameters.dbkey,parameters.input.values,parameters.keep_sscs,parameters.min_cons_reads,parameters.min_reads,parameters.phone,parameters.qual_format,parameters.qual_thres,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-03 14:35:57.545366,slurm_normal,1507041636.0,0,1.0,main_w3_handler1,3266957,17010872,False,,973602816,tabular,11066059.roundup,slurm,,132112168.0,corral-repl,,"""271d8264a84811e7bd23005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.7""","""?""","[{'src': 'hda', 'id': 31538240}]","""true""","""0""","""3""","""true""","""sanger""","""25""",32.0,,,1507041385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-03 14:40:44.511165,61346.0,251.0
2017-09-16 15:00:11.572603,slurm_normal,1505574054.0,0,1.0,main_w3_handler1,3252410,16844275,False,,848750,tabular,10911199.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.95""","""?""","[{'src': 'hda', 'id': 31275431}]","""true""","""0""","""10""","""false""","""sanger""","""25""",32.0,,40036712.0,1505574046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-16 15:00:55.966321,2108.0,8.0
2017-09-16 17:05:07.644777,slurm_normal,1505581544.0,0,1.0,main_w4_handler0,3252410,16844883,False,,854883,tabular,10911789.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.8969""","""?""","[{'src': 'hda', 'id': 31276325}]","""true""","""0""","""3""","""false""","""sanger""","""1""",32.0,,40036712.0,1505581533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-16 17:05:48.686259,2108.0,11.0
2017-09-18 05:31:13.089778,slurm_normal,1505712693.0,0,1.0,main_w3_handler0,3257139,16851135,False,,0,tabular,10918067.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31285506}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,40587036.0,1505712684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-18 05:31:35.351854,,9.0
2017-09-18 13:24:24.194745,slurm_normal,1505742276.0,0,1.0,main_w3_handler1,3251462,16854620,False,,7528492728,tabular,10921494.roundup,slurm,,132112168.0,corral-repl,,"""a9aef4b89c7411e78c0b005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.66665""","""?""","[{'src': 'hda', 'id': 31212939}]","""true""","""0""","""3""","""false""","""sanger""","""30""",32.0,,,1505741077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-18 13:44:41.473249,84316.0,1199.0
2017-09-18 13:57:14.701478,slurm_normal,1505744281.0,0,1.0,main_w4_handler0,3257907,16855140,False,,7528492728,tabular,10921737.roundup,slurm,,132112168.0,corral-repl,,"""4568a2389c7911e7ad02005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31290906}]","""true""","""0""","""3""","""false""","""sanger""","""30""",32.0,,,1505743046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-18 14:18:05.894349,84316.0,1235.0
2017-09-18 15:49:42.300166,slurm_normal,1505749815.0,0,1.0,main_w3_handler1,3232074,16856294,False,,4336,tabular,10923180.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1.0""","""?""","[{'src': 'hda', 'id': 31292445}]","""true""","""0""","""3""","""false""","""sanger""","""25""",32.0,,40053044.0,1505749811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-18 15:50:21.042267,,4.0
2017-09-18 15:44:14.333302,slurm_normal,1505749483.0,0,1.0,main_w4_handler0,3232074,16856238,False,,4336,tabular,10923130.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31292380}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,40053044.0,1505749478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-18 15:44:45.960449,,5.0
2017-09-20 11:37:56.102278,slurm_normal,1505986183.0,0,1.0,main_w3_handler0,3260374,16874444,False,,7530537290,tabular,10954074.roundup,slurm,,132112168.0,corral-repl,,"""228685489df811e7a12f005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.66665""","""?""","[{'src': 'hda', 'id': 31321124}]","""true""","""0""","""3""","""false""","""sanger""","""30""",32.0,,,1505984903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-21 09:29:57.498605,84316.0,1280.0
2017-09-22 19:16:26.306033,slurm_normal,1506107876.0,0,1.0,main_w3_handler0,3252053,16903084,False,,384187387,tabular,10972023.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31373451}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,40765685.0,1506107865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-22 19:18:12.785484,111468.0,11.0
