create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cons_thres,parameters.dbkey,parameters.input.values,parameters.keep_sscs,parameters.min_cons_reads,parameters.min_reads,parameters.phone,parameters.qual_format,parameters.qual_thres,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-22 19:16:25.536906,slurm_normal,1506107897.0,0,1.0,main_w4_handler0,3252053,16903082,False,,379225141,tabular,10972027.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31373448}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,40765685.0,1506107882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-22 19:18:21.422494,111468.0,15.0
2017-09-21 14:13:38.538456,slurm_normal,1506253585.0,0,1.0,main_w4_handler1,3261873,16889899,False,,7771448954,tabular,10981948.roundup,slurm,,132112168.0,corral-repl,,"""ef7b6a3a9ed611e792e7005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.66665""","""?""","[{'src': 'hda', 'id': 31349443}]","""true""","""0""","""3""","""false""","""sanger""","""30""",32.0,,,1506251769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-24 11:46:36.211575,84316.0,1816.0
2017-09-23 03:03:58.049365,slurm_normal,1506299160.0,0,1.0,main_w3_handler0,3263882,16905893,False,,4223694724,tabular,10985603.roundup,slurm,,132112168.0,corral-repl,,"""bf60a24ea00b11e780d5005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.7""","""?""","[{'src': 'hda', 'id': 31377664}]","""true""","""0""","""3""","""true""","""sanger""","""25""",32.0,,,1506298042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-25 00:26:04.288286,61346.0,1118.0
2017-09-25 07:00:32.307341,slurm_normal,1506474402.0,0,1.0,main_w4_handler1,3265232,16918449,False,,8881484908,tabular,11011041.roundup,slurm,,132112168.0,corral-repl,,"""368ef384a1bf11e793cb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.66665""","""?""","[{'src': 'hda', 'id': 31397899}]","""true""","""0""","""3""","""false""","""sanger""","""30""",32.0,,,1506472487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-27 01:06:47.024020,84316.0,1915.0
2017-09-25 12:21:39.233943,slurm_normal,1506476685.0,0,1.0,main_w3_handler1,3263892,16922318,False,,3052648714,tabular,11011304.roundup,slurm,,132112168.0,corral-repl,,"""0ccca8d4a1ec11e786da005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.7""","""?""","[{'src': 'hda', 'id': 31402774}]","""true""","""0""","""3""","""true""","""sanger""","""25""",32.0,,,1506475686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-27 01:44:49.314182,61346.0,999.0
2017-09-27 08:33:10.736696,slurm_normal,1506502585.0,0,1.0,main_w4_handler1,3268004,16943628,False,,7530537290,tabular,11013128.roundup,slurm,,132112168.0,corral-repl,,"""7d44bdb8a35e11e7ab35005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.66665""","""?""","[{'src': 'hda', 'id': 31437421}]","""true""","""0""","""3""","""false""","""sanger""","""30""",32.0,,,1506501200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-27 08:56:27.207186,84316.0,1385.0
2017-09-28 13:04:39.725648,slurm_normal,1506604149.0,0,1.0,main_w4_handler1,3263885,16960783,False,,774897664,tabular,11028626.roundup,slurm,,132112168.0,corral-repl,,"""94f6c9d4a44d11e7b0c2005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.7""","""?""","[{'src': 'hda', 'id': 31443560}]","""true""","""0""","""3""","""true""","""sanger""","""25""",32.0,,,1506603927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-28 13:09:20.583450,61346.0,222.0
2017-09-28 14:54:32.051300,slurm_normal,1506611512.0,0,1.0,main_w4_handler0,3263892,16962791,False,,3052648714,tabular,11030190.roundup,slurm,,132112168.0,corral-repl,,"""e93c96aea45c11e7985a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.7""","""?""","[{'src': 'hda', 'id': 31402774}]","""true""","""0""","""3""","""true""","""sanger""","""25""",32.0,,,1506610488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-09-28 15:12:10.325393,61346.0,1024.0
2017-10-06 11:52:55.886939,slurm_normal,1507460118.0,0,1.0,main_w3_handler1,3277663,17038861,False,,7953816282,tabular,11107134.roundup,slurm,,132112168.0,corral-repl,,"""dec27c9eaa8c11e7bec1005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.66665""","""?""","[{'src': 'hda', 'id': 31582625}]","""true""","""0""","""3""","""false""","""sanger""","""30""",32.0,,,1507459169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-08 10:55:29.546230,84316.0,949.0
2017-10-18 11:35:33.065171,slurm_normal,1508328986.0,0,1.0,main_w4_handler1,3259374,17130323,False,,8949481,tabular,11187222,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31736404}]","""false""","""0""","""3""","""false""","""sanger""","""30""",32.0,,40674747.0,1508328980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-18 12:16:30.586289,111935.0,6.0
2017-10-23 15:55:08.170692,slurm_normal,1508774141.0,0,1.0,main_w4_handler0,2646197,17180079,False,,615653915,tabular,11240449,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.95""","""?""","[{'src': 'hda', 'id': 31823058}]","""true""","""0""","""3""","""false""","""sanger""","""25""",32.0,,41425936.0,1508774129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-23 15:55:43.714017,81381.0,12.0
2017-10-24 14:38:48.091951,slurm_normal,1508855963.0,0,1.0,main_w4_handler1,3298007,17197757,False,,26239886,sam,11257241,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""0.5""","""hg38""","[{'src': 'hda', 'id': 31851431}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,41488184.0,1508855946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-24 14:39:26.153877,114359.0,17.0
2017-10-24 15:17:16.476948,slurm_normal,1508858540.0,0,1.0,main_w3_handler0,3298284,17198773,False,,6766535,tabular,11257952,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31854303}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,41490929.0,1508858528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-24 15:22:24.527602,,12.0
2017-10-24 17:27:37.980271,slurm_normal,1508866251.0,0,1.0,main_w4_handler1,3298447,17200506,False,,1354398556,sam,11259785,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31857483}]","""true""","""0""","""3""","""false""","""sanger""","""25""",32.0,,41425936.0,1508866168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-24 17:32:07.805728,81381.0,83.0
2017-10-25 18:50:26.060024,slurm_normal,1508957521.0,0,1.0,main_w3_handler1,3299610,17216845,False,,1778871958,tabular,11277539,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31882984}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,41471082.0,1508957507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-25 18:52:03.274931,80372.0,14.0
2017-10-25 19:23:43.077670,slurm_normal,1508959825.0,0,1.0,main_w4_handler0,3299610,17217130,False,,1850735526,tabular,11277763,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31883143}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,41471082.0,1508959434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-25 19:30:30.284959,80372.0,391.0
2017-10-26 14:49:34.473546,slurm_normal,1509029603.0,0,1.0,main_w3_handler0,3300908,17227811,False,,150439985,tabular,11289288,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31900532}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,41542251.0,1509029596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-26 14:53:28.672489,,7.0
2017-10-26 19:15:45.985767,slurm_normal,1509122336.0,0,1.0,main_w4_handler0,3300942,17233049,False,,1512801270,tabular,11302536,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""0.5""","""?""","[{'src': 'hda', 'id': 31910658}]","""false""","""0""","""3""","""false""","""sanger""","""25""",32.0,,41548457.0,1509121964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.8.1,0.8.1,,2017-10-27 16:38:58.214616,80372.0,372.0
