chromInfo,chromInfo_filetype,corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData.values,parameters.corData|__identifier__,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,799768,deeptools_coverage_matrix,2017-06-30 18:00:33.055481,slurm_normal,1498845669.0,0,,1.0,main_w3_handler0,3178159,16233830,False,,10309576.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30251334}]",,"""spearman""","""?""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,38852156.0,1498845653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 18:01:14.366619,47842.0,16.0
,,2196131,deeptools_coverage_matrix,2017-06-30 22:39:28.934077,slurm_normal,1498862412.0,0,,1.0,main_w4_handler1,2959442,16236363,False,,10312199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28021431}]",,"""spearman""","""hg19""","""true""","""pdf""",1.0,,,HepG2,scatterplot,,,"""true""","""true""",32.0,,39031916.0,1498862380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 22:40:15.352024,75599.0,32.0
,,2196131,deeptools_coverage_matrix,2017-06-30 22:31:16.442282,slurm_normal,1498862014.0,0,,1.0,main_w4_handler0,2959442,16236333,False,,10312162.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28021431}]",,"""spearman""","""hg19""","""false""","""pdf""",1.0,,,HepG2,scatterplot,,,"""false""","""false""",32.0,,39031916.0,1498861891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 22:33:38.915770,75599.0,123.0
,,2196131,deeptools_coverage_matrix,2017-06-30 23:15:28.896377,slurm_normal,1498864585.0,0,,1.0,main_w4_handler1,2959442,16236549,False,,10312339.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28021431}]",,"""pearson""","""hg19""","""true""","""pdf""",1.0,,,HepG2,scatterplot,,,"""true""","""true""",32.0,,39031916.0,1498864542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 23:16:28.642191,75599.0,43.0
,,2407623,deeptools_coverage_matrix,2017-06-30 23:02:27.560596,slurm_normal,1498863824.0,0,,1.0,main_w4_handler0,2959442,16236528,False,,10312313.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30254988}]",,"""spearman""","""hg19""","""true""","""pdf""",1.0,,,K562,scatterplot,,,"""true""","""true""",32.0,,39031916.0,1498863757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 23:03:46.662344,75599.0,67.0
,,2407623,deeptools_coverage_matrix,2017-06-30 23:15:02.130706,slurm_normal,1498864549.0,0,,1.0,main_w4_handler0,2959442,16236546,False,,10312338.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30254988}]",,"""pearson""","""hg19""","""true""","""pdf""",1.0,,,K562,scatterplot,,,"""true""","""true""",32.0,,39031916.0,1498864516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 23:15:54.122090,75599.0,33.0
,,2407623,deeptools_coverage_matrix,2017-06-30 23:13:31.060356,slurm_normal,1498864447.0,0,,1.0,main_w4_handler0,2959442,16236542,False,,10312333.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30254988}]",,"""spearman""","""hg19""","""true""","""pdf""",1.0,,,K562,scatterplot,,,"""false""","""true""",32.0,,39031916.0,1498864423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 23:14:11.858748,75599.0,24.0
,,2407623,deeptools_coverage_matrix,2017-06-30 23:19:11.335935,slurm_normal,1498864779.0,0,,1.0,main_w3_handler1,2959442,16236557,False,,10312350.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30254988}]",,"""pearson""","""hg19""","""true""","""pdf""",1.0,,,K562,scatterplot,,,"""false""","""false""",32.0,,39031916.0,1498864763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 23:19:42.707117,75599.0,16.0
,,2196131,deeptools_coverage_matrix,2017-06-30 23:02:41.498831,slurm_normal,1498863805.0,0,,1.0,main_w3_handler0,2959442,16236529,False,,10312314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28021431}]",,"""spearman""","""hg19""","""true""","""pdf""",1.0,,,HepG2,scatterplot,,,"""true""","""true""",32.0,,39031916.0,1498863772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 23:03:31.136338,75599.0,33.0
,,2196131,deeptools_coverage_matrix,2017-06-30 23:02:09.093142,slurm_normal,1498863806.0,0,,1.0,main_w3_handler1,2959442,16236511,False,,10312312.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28021431}]",,"""spearman""","""hg19""","""true""","""pdf""",1.0,,,HepG2,scatterplot,,,"""false""","""true""",32.0,,39031916.0,1498863743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-06-30 23:03:29.097338,75599.0,63.0
,,2407623,deeptools_coverage_matrix,2017-07-03 18:55:16.908997,slurm_normal,1499108172.0,0,,1.0,main_w3_handler1,2959442,16251698,False,,10325603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30254988}]",,"""spearman""","""hg19""","""true""","""pdf""",1.0,,,K562,scatterplot,,,"""true""","""true""",32.0,,39031916.0,1499108133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-03 18:56:15.925582,75599.0,39.0
,,2407623,deeptools_coverage_matrix,2017-07-03 18:56:05.788760,slurm_normal,1499108206.0,0,,1.0,main_w4_handler1,2959442,16251701,False,,10325606.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30254988}]",,"""spearman""","""hg19""","""true""","""pdf""",0.0,['RdYlBu'],true,K562,heatmap,,,"""true""","""true""",32.0,,39031916.0,1499108176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-03 18:56:49.333498,75599.0,30.0
,,11864,deeptools_coverage_matrix,2017-07-05 13:34:33.908646,slurm_normal,1499261704.0,0,,1.0,main_w3_handler0,3182373,16262196,False,,10333675.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 30302656}]",,"""spearman""","""sacCer3""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,39112631.0,1499261692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-05 13:35:07.152477,103907.0,12.0
,,1553858,deeptools_coverage_matrix,2017-07-05 20:33:17.780253,slurm_normal,1499287519.0,0,,1.0,main_w3_handler1,3153518,16266371,False,,10337614.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 30313719}]",,"""spearman""","""sacCer3""","""false""","""pdf""",0.0,['seismic'],true,,heatmap,,,"""true""","""true""",32.0,,38636169.0,1499287497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-05 20:45:21.100735,52862.0,22.0
,,1347945,deeptools_coverage_matrix,2017-07-05 20:54:56.235358,slurm_normal,1499288127.0,0,,1.0,main_w4_handler1,3153518,16266589,False,,10337702.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 30313724}]",,"""pearson""","""sacCer3""","""false""","""pdf""",0.0,['seismic'],true,,heatmap,,,"""true""","""true""",32.0,,38636169.0,1499288117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-05 20:55:30.128515,52862.0,10.0
,,1347945,deeptools_coverage_matrix,2017-07-05 20:33:18.497885,slurm_normal,1499288096.0,0,,1.0,main_w3_handler0,3153518,16266372,False,,10337688.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 30313724}]",,"""spearman""","""sacCer3""","""false""","""pdf""",0.0,['seismic'],true,,heatmap,,,"""true""","""true""",32.0,,38636169.0,1499288082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-05 20:54:59.361246,52862.0,14.0
,,1347945,deeptools_coverage_matrix,2017-07-06 22:58:22.635862,slurm_normal,1499381930.0,0,,1.0,main_w4_handler1,3153518,16277297,False,,10348126.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 30313724}]",,"""pearson""","""sacCer3""","""false""","""pdf""",0.0,['RdYlBu'],false,,heatmap,,,"""true""","""true""",32.0,,38928577.0,1499381917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-06 22:58:51.599515,52862.0,13.0
,,11869,deeptools_coverage_matrix,2017-07-07 05:20:14.039633,slurm_normal,1499404848.0,0,,1.0,main_w3_handler1,3182197,16279088,False,,10349833.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 30342669}]",,"""spearman""","""sacCer3""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,39128339.0,1499404828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 05:21:36.403734,103908.0,20.0
,,1216935,deeptools_coverage_matrix,2017-07-07 09:02:11.254425,slurm_normal,1499419093.0,0,,1.0,main_w4_handler1,3182411,16280714,False,,10351429.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn4.len""","[{'src': 'hda', 'id': 30345820}]",,"""pearson""","""rn4""","""false""","""png""",0.0,['RdYlBu'],false,H3K4me3_ChIPseq,heatmap,,,"""false""","""false""",32.0,,39129875.0,1499419083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 09:18:16.901329,80068.0,10.0
,,1895285,deeptools_coverage_matrix,2017-07-07 21:52:19.060701,slurm_normal,1499464363.0,0,,1.0,main_w4_handler0,3184309,16286784,False,,10356960.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353396}]",,"""spearman""","""mm9""","""false""","""png""",1.0,,,,scatterplot,,,"""true""","""true""",32.0,,38483008.0,1499464351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 21:52:44.759561,38960.0,12.0
,,1895285,deeptools_coverage_matrix,2017-07-07 21:40:07.419376,slurm_normal,1499463633.0,0,,1.0,main_w4_handler0,3184309,16286735,False,,10356921.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353396}]",,"""spearman""","""mm9""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,38483008.0,1499463622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 21:40:36.401571,38960.0,11.0
,,1895285,deeptools_coverage_matrix,2017-07-07 21:45:07.272770,slurm_normal,1499463938.0,0,,1.0,main_w4_handler0,3184309,16286752,False,,10356938.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353396}]",,"""spearman""","""mm9""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""true""","""false""",32.0,,38483008.0,1499463929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 21:45:42.225939,38960.0,9.0
,,1895285,deeptools_coverage_matrix,2017-07-07 21:43:20.056963,slurm_normal,1499463831.0,0,,1.0,main_w4_handler1,3184309,16286744,False,,10356931.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353396}]",,"""spearman""","""mm9""","""false""","""png""",1.0,,,,scatterplot,,,"""false""","""false""",32.0,,38483008.0,1499463810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 21:43:52.644567,38960.0,21.0
,,913613,deeptools_coverage_matrix,2017-07-07 21:44:54.589530,slurm_normal,1499463926.0,0,,1.0,main_w4_handler0,3184309,16286749,False,,10356935.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353376}]",,"""spearman""","""mm9""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""true""","""false""",32.0,,38483008.0,1499463907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 21:45:28.824777,38960.0,19.0
,,1895285,deeptools_coverage_matrix,2017-07-07 21:43:27.745059,slurm_normal,1499467029.0,0,,1.0,main_w3_handler1,3184309,16286745,False,,10357133.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353396}]",,"""pearson""","""mm9""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,38483008.0,1499467021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 22:46:47.837135,38960.0,8.0
,,913613,deeptools_coverage_matrix,2017-07-07 21:55:53.825568,slurm_normal,1499464576.0,0,,1.0,main_w4_handler0,3184309,16286800,False,,10356974.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353376}]",,"""spearman""","""mm9""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""true""","""true""",32.0,,38483008.0,1499464565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 21:56:17.439633,38960.0,11.0
,,1895285,deeptools_coverage_matrix,2017-07-07 21:51:57.488365,slurm_normal,1499467043.0,0,,1.0,main_w3_handler1,3184309,16286781,False,,10357136.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353396}]",,"""spearman""","""mm9""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,0.4,"""true""","""true""",32.0,,38483008.0,1499467024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-07 22:49:07.526335,38960.0,19.0
,,65542,deeptools_coverage_matrix,2017-07-08 07:31:59.305255,slurm_normal,1499499152.0,0,,1.0,main_w3_handler1,3184976,16288020,False,,10358223.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/542/dataset_20542144.dat""","[{'src': 'hda', 'id': 30356188}]",,"""spearman""","""BrapaV1.5""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,39167434.0,1499499133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-08 07:32:34.751590,80827.0,19.0
,,793397,deeptools_coverage_matrix,2017-07-08 05:13:15.003243,slurm_normal,1499490835.0,0,,1.0,main_w4_handler0,3185874,16287814,False,,10358027.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","[{'src': 'hda', 'id': 30355904}]",,"""spearman""","""Arabidopsis_thaliana_TAIR10""","""false""","""png""",0.0,['RdYlBu'],true,VAL1 VAL2 ,heatmap,,,"""false""","""false""",32.0,,39093581.0,1499490804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-08 05:13:57.503244,101372.0,31.0
,,110775,deeptools_coverage_matrix,2017-07-08 04:45:46.391438,slurm_normal,1499489164.0,0,,1.0,main_w4_handler0,3099971,16287778,False,,10357988.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","[{'src': 'hda', 'id': 30355760}]",,"""spearman""","""Arabidopsis_thaliana_TAIR10""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,39093581.0,1499489157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-08 04:46:05.610577,101372.0,7.0
,,11687,deeptools_coverage_matrix,2017-07-10 16:16:23.972722,slurm_normal,1499703420.0,0,,1.0,main_w4_handler1,3186653,16299696,False,,10367912.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer2.len""","[{'src': 'hda', 'id': 30371133}]",,"""spearman""","""sacCer2""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,39188781.0,1499703403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-10 16:17:01.813916,107805.0,17.0
,,11776,deeptools_coverage_matrix,2017-07-10 16:21:06.375949,slurm_normal,1499703750.0,0,,1.0,main_w3_handler0,3186653,16299801,False,,10368024.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer2.len""","[{'src': 'hda', 'id': 30371134}]",,"""spearman""","""sacCer2""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,39188781.0,1499703725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-10 16:22:36.971680,107805.0,25.0
,,1372654,deeptools_coverage_matrix,2017-07-10 20:31:34.099587,slurm_normal,1499718768.0,0,,1.0,main_w3_handler1,3166697,16302407,False,,10370549.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30375222}]",,"""spearman""","""?""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",32.0,,38874519.0,1499718740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-10 20:32:52.839931,83013.0,28.0
,,2287059,deeptools_coverage_matrix,2017-07-11 00:31:37.675095,slurm_normal,1499734591.0,0,,1.0,main_w3_handler1,3188330,16303708,False,,10371998.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30378041}]",,"""spearman""","""mm10""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,39188781.0,1499734580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-11 00:56:34.168744,107805.0,11.0
,,10918647,deeptools_coverage_matrix,2017-07-11 00:24:28.860286,slurm_normal,1499734937.0,0,,1.0,main_w4_handler0,3188328,16303684,False,,10372039.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30377966}]",,"""spearman""","""mm10""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,39188781.0,1499734923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-11 01:02:19.653129,107805.0,14.0
,,37136854,deeptools_coverage_matrix,2017-07-11 05:50:03.017372,slurm_normal,1499754005.0,0,,1.0,main_w4_handler0,3188568,16305505,False,,10373475.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30381992}]",,"""spearman""","""mm10""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,39188781.0,1499753967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-11 06:20:07.263536,107805.0,38.0
,,2302,deeptools_coverage_matrix,2017-07-11 13:56:29.702368,slurm_normal,1499781430.0,0,,1.0,main_w4_handler0,3188976,16310238,False,,10377794.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30388434}]",,"""spearman""","""?""","""false""","""png""",1.0,,,,scatterplot,,,"""false""","""false""",32.0,,39241733.0,1499781402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-11 13:57:10.878086,67439.0,28.0
,,28282252,deeptools_coverage_matrix,2017-07-12 17:34:44.974091,slurm_normal,1499881010.0,0,,1.0,main_w4_handler1,3031969,16323049,False,,10389414.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30458221}]",,"""spearman""","""mm9""","""false""","""png""",0.0,['RdYlBu'],true,,heatmap,,,"""false""","""true""",32.0,,39270487.0,1499880907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-12 17:36:55.481603,48080.0,103.0
,,2571,deeptools_coverage_matrix,2017-07-11 13:56:28.877718,slurm_normal,1499781613.0,0,,1.0,main_w4_handler1,3188976,16310237,False,,10377815.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30388433}]",,"""spearman""","""?""","""false""","""png""",1.0,,,,scatterplot,,,"""false""","""false""",32.0,,39241733.0,1499781602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-11 14:00:16.635577,67439.0,11.0
,,2899821,deeptools_coverage_matrix,2017-07-12 00:25:47.865723,slurm_normal,1499819254.0,0,,1.0,main_w3_handler1,3173146,16315763,False,,10382832.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30387845}]",,"""spearman""","""mm10""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,37615983.0,1499819167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-12 00:27:37.462653,37946.0,87.0
,,45462,deeptools_coverage_matrix,2017-07-12 00:23:19.545650,slurm_normal,1499819027.0,0,,1.0,main_w4_handler1,3173146,16315759,False,,10382829.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30388148}]",,"""spearman""","""mm10""","""false""","""png""",0.0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",32.0,,37615983.0,1499819009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-12 00:23:49.728608,37946.0,18.0
,,2899821,deeptools_coverage_matrix,2017-07-12 00:26:29.194159,slurm_normal,1499821741.0,0,,1.0,main_w4_handler0,3173146,16315765,False,,10382833.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30387845}]",,"""spearman""","""mm10""","""false""","""png""",1.0,,,,scatterplot,,,"""false""","""false""",32.0,,37615983.0,1499819201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-12 01:09:05.833194,37946.0,2540.0
