create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,hard,hard_filetype,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.hard.values,parameters.inputs,parameters.soft,parameters.trump,parameters.vertical,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-27 21:28:52.953554,slurm_normal,1488231043.0,0,3632609,fasta,1.0,main_w4_handler0,,,3011797,15159511,False,,9311104.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28531051}]",,[],"""-1""","""""","""true""",32.0,,36314751,1488230939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-02-27 21:30:46.668583,99424,104.0
2017-03-30 07:30:23.959882,slurm_normal,1490859045.0,0,16747006,names,1.0,main_w3_handler1,,,3050702,15432337,False,,9564490.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28982179}]",,[],"""-1""","""""","""true""",32.0,,36907121,1490859026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-03-30 07:30:49.795240,80831,19.0
2017-03-30 07:32:10.405478,slurm_normal,1490861150.0,0,8475952944,align,1.0,main_w3_handler1,,,3050702,15432352,False,,9564649.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28982218}]",,[],"""-1""","""""","""true""",32.0,,36907121,1490860847.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-03-30 08:06:17.287498,80831,303.0
2017-04-02 13:20:12.866737,slurm_normal,1491150449.0,0,177797428257,align,1.0,main_w3_handler0,,,3051903,15461835,False,,9592146.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29022510}]",,[],"""-1""","""""","""true""",32.0,,37043856,1491139217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-04-02 16:29:54.029558,97888,11232.0
2017-04-02 17:40:29.884886,slurm_normal,1491155567.0,0,12694572999,align,1.0,main_w3_handler1,,,3051903,15462782,False,,9593086.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29027500}]",,[],"""-1""","""""","""true""",32.0,,37043856,1491154833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-04-02 17:53:09.842524,97888,734.0
2017-04-02 18:21:05.855953,slurm_normal,1491157513.0,0,4378675683,align,1.0,main_w4_handler1,,,3051903,15462963,False,,9593227.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29027600}]",,[],"""-1""",""".""","""true""",32.0,,37043856,1491157270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-04-02 18:31:54.443612,97888,243.0
2017-04-02 18:34:18.578783,slurm_normal,1491158205.0,0,4076590311,align,1.0,main_w3_handler0,,,3051903,15463006,False,,9593279.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29027910}]",,[],"""-1""","""-""","""true""",32.0,,37043856,1491158064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-04-02 18:36:48.583589,97888,141.0
2017-06-05 01:13:25.147486,slurm_normal,1496625221.0,0,119792665,fasta,1.0,main_w4_handler0,,,3139642,16011374,False,,10104277.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29886629}]",,[],"""-1""",""".""","""true""",32.0,,38430104,1496625215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-06-05 01:13:42.860565,37766,6.0
2017-03-08 09:21:05.887207,slurm_normal,1488964876.0,0,0,txt,1.0,main_w3_handler0,347.0,fasta,3009978,15241216,False,,9388993.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28674238}]","[{'src': 'hda', 'id': 28640359}]",[],"""-1""","""N""","""true""",32.0,,36503906,1488964870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-03-08 09:21:20.226903,99424,6.0
2017-04-18 13:00:52.782025,slurm_normal,1492520533.0,0,1871636065,align,1.0,main_w4_handler1,,,3077160,15613714,False,,9732398.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29258506}]",,[],"""-1""",""".""","""true""",32.0,,37330514,1492520471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_filter_seqs/1.20.0,1.20.0,,2017-04-18 13:02:17.743150,80831,62.0
