create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.phone,parameters.pos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-15 10:25:57.940238,slurm_normal,1513335809.0,0,,1.0,main_w4_handler1,3366841,17816058,False,,14456969346,tabular,11884903,slurm,,132112168.0,corral-repl,,"""4e013998e18211e78c50005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32946014}]","""20""","""true""","""2""",32.0,,,1513335021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-15 11:03:35.485918,84316,788.0
2017-12-15 20:36:23.279021,slurm_normal,1513371337.0,0,,1.0,main_w3_handler0,3367419,17821846,False,,7224213030,tabular,11890759,slurm,,132112168.0,corral-repl,,"""9993aa1ce1d711e78c50005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32955293}]","""20""","""false""","""2""",32.0,,,1513370911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-15 20:55:38.535227,73233,426.0
2017-12-15 21:09:30.472393,slurm_normal,1513373243.0,0,,1.0,main_w3_handler0,3367442,17822239,False,,7103601714,tabular,11890947,slurm,,132112168.0,corral-repl,,"""3b79e496e1dc11e7aa8e005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32955862}]","""20""","""false""","""2""",32.0,,,1513372807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-15 21:27:24.709333,73233,436.0
2017-12-15 21:11:42.177086,slurm_normal,1513373254.0,0,,1.0,main_w4_handler1,3367443,17822298,False,,5649814482,tabular,11890958,slurm,,132112168.0,corral-repl,,"""88bdf896e1dc11e783e0005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32955952}]","""20""","""false""","""2""",32.0,,,1513372913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-15 21:27:37.749123,73233,341.0
2017-12-15 21:04:45.164625,slurm_normal,1513373255.0,0,,1.0,main_w3_handler0,3367437,17822165,False,,8540106912,tabular,11890940,slurm,,132112168.0,corral-repl,,"""8f60df16e1db11e7bb4c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32955746}]","""20""","""false""","""2""",32.0,,,1513372729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-15 21:27:37.363472,73233,526.0
2017-12-17 14:25:07.111539,slurm_normal,1513520996.0,0,,1.0,main_w3_handler0,3368364,17830136,False,,977371806,tabular,11903497,slurm,,132112168.0,corral-repl,,"""0ddd3fc8e33611e7b048005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32971922}]","""20""","""false""","""2""",32.0,,,1513520915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-17 14:29:59.028727,73233,81.0
2017-12-17 14:28:01.189914,slurm_normal,1513521203.0,0,,1.0,main_w4_handler1,3368365,17830180,False,,1385626094,tabular,11903508,slurm,,132112168.0,corral-repl,,"""75c58cb2e33611e7871d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32971988}]","""20""","""false""","""2""",32.0,,,1513521104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-17 14:33:25.940578,73233,99.0
2017-12-17 14:21:33.067341,slurm_normal,1513520851.0,0,,1.0,main_w3_handler1,3368361,17830074,False,,1178027156,tabular,11903484,slurm,,132112168.0,corral-repl,,"""91ea5ff4e33511e7871d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32971847}]","""20""","""false""","""2""",32.0,,,1513520773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-17 14:27:34.278248,73233,78.0
2017-12-17 16:56:27.535712,slurm_normal,1513530670.0,0,,1.0,main_w4_handler0,3368440,17830846,False,,5737025986,tabular,11904340,slurm,,132112168.0,corral-repl,,"""34638e8ae34b11e79225005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32973108}]","""20""","""false""","""2""",32.0,,,1513530358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-17 17:11:13.008598,73233,312.0
2017-12-17 17:00:12.115192,slurm_normal,1513531155.0,0,,1.0,main_w3_handler0,3368435,17831021,False,,6285214588,tabular,11904368,slurm,,132112168.0,corral-repl,,"""b8c09830e34b11e7bb62005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 32973318}]","""20""","""false""","""2""",32.0,,,1513530774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.9,2.0.9,,2017-12-17 17:19:17.301963,73233,381.0
