create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.adv.alignments,parameters.adv.header,parameters.adv.matepairDist,parameters.adv.minMapq,parameters.adv.primary,parameters.adv.region,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.accession,parameters.input.input_select,parameters.outputformat,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-13 20:44:20.414145,slurm_normal,1457901892.0,1,1.0,main_w2_handler0,2615485,12122072,False,,6343847.roundup,slurm,,132112168.0,corral-repl,,both,yes,,,no,chrX:1469165-1558902 ,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR835094,accession_number,"""bam""",32.0,,28967796,1457901882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/1.2.5,1.2.5,,2016-03-13 20:44:54.680462,18497,10.0
2016-06-14 20:08:07.421500,reserved,1465935271.0,0,1.0,main_w2_handler0,2738799,13163225,False,,7347249.roundup,slurm,,132112168.0,corral-repl,,aligned,yes,,20,yes,chr20:1-100000,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR566827,accession_number,"""bam""",32.0,,30731085,1465934902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/1.2.5,1.2.5,,2016-06-14 20:14:33.965315,5254,369.0
