chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.sort_order,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-11 04:34:28.859177,rodeo_normal,1426048555.0,0,1.0,main_w2_handler0,2233276,8913885,False,,228979797,bam,3104060.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18811999,,,"""coordinate""","""LENIENT""",32.0,,21698968.0,1426048477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 04:36:00.644868,,78.0
,,2015-03-11 06:39:57.718677,rodeo_normal,1426056148.0,0,1.0,main_w1_handler0,2207752,8914302,False,,384689596,bam,3105082.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/venter1.len""","""venter1""",18533901,,,"""coordinate""","""LENIENT""",32.0,,21294278.0,1426056003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 06:42:29.389894,59756.0,145.0
,,2015-03-11 16:29:39.464359,rodeo_normal,1426091429.0,0,1.0,main_w1_handler1,2234318,8917792,False,,109648465,bam,3111361.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18817178,,,"""coordinate""","""LENIENT""",32.0,,21698968.0,1426091385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 16:30:31.732662,,44.0
,,2015-03-11 16:46:22.921478,rodeo_normal,1426092842.0,0,1.0,main_w2_handler0,2233315,8917930,False,,1354982582,bam,3111531.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",18809462,,,"""coordinate""","""SILENT""",32.0,,21285458.0,1426092391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 16:54:09.424493,26573.0,451.0
,,2015-03-11 18:09:12.998511,rodeo_normal,1426098128.0,0,1.0,main_w2_handler1,2215476,8918491,False,,1474388222,bam,3112423.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18814853,,,"""coordinate""","""LENIENT""",32.0,,21721621.0,1426097629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 18:22:11.431449,60007.0,499.0
,,2015-03-13 03:15:21.161371,rodeo_normal,1426216580.0,0,1.0,main_w2_handler0,2236103,8939512,False,,51864763,bam,3152714.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18845296,,,"""coordinate""","""SILENT""",32.0,,21766151.0,1426216532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-13 03:16:23.074336,,48.0
,,2017-04-03 21:20:46.660516,slurm_normal,1491267683.0,0,1.0,main_w3_handler1,3055555,15476371,False,,4194097920,bam,9606508.roundup,slurm,,132112168.0,corral-repl,,"""62dd078618b311e7bc24005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29052196}]",,"""coordinate""","""LENIENT""",32.0,,,1491266543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-04 01:01:26.111965,61964.0,1140.0
,,2017-03-05 18:22:05.248267,slurm_normal,1488754849.0,0,1.0,main_w3_handler1,3017058,15213222,False,,4051745905,bam,9363578.roundup,slurm,,132112168.0,corral-repl,,"""a17ad79201d011e7b7f5005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28627009}]",,"""coordinate""","""LENIENT""",32.0,,,1488753504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-05 23:00:51.360851,61964.0,1345.0
,,2017-03-05 18:22:27.383554,slurm_normal,1488754839.0,0,1.0,main_w3_handler1,3017058,15213229,False,,3586592073,bam,9363579.roundup,slurm,,132112168.0,corral-repl,,"""ae88d0ec01d011e7b197005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28627020}]",,"""coordinate""","""LENIENT""",32.0,,,1488753584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-05 23:00:40.841110,61964.0,1255.0
,,2017-03-06 18:50:43.704280,slurm_normal,1488837449.0,0,1.0,main_w3_handler0,3017058,15222629,False,,4707743983,bam,9372551.roundup,slurm,,132112168.0,corral-repl,,"""cc64f834029d11e7814b005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28642607}]",,"""coordinate""","""LENIENT""",32.0,,,1488835635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-06 21:57:32.524703,61964.0,1814.0
,,2017-03-06 19:54:00.541772,slurm_normal,1488838965.0,0,1.0,main_w3_handler0,3017058,15223178,False,,3209604003,bam,9372850.roundup,slurm,,132112168.0,corral-repl,,"""a22fef0c02a611e78c15005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28643455}]",,"""coordinate""","""LENIENT""",32.0,,,1488837856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-06 22:22:54.159133,61964.0,1109.0
,,2017-03-06 19:12:18.485967,slurm_normal,1488839970.0,0,1.0,main_w3_handler1,3017058,15222806,False,,3330764819,bam,9372920.roundup,slurm,,132112168.0,corral-repl,,"""cfab387002a011e7ad65005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28642933}]",,"""coordinate""","""LENIENT""",32.0,,,1488838750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-06 22:39:33.771159,61964.0,1220.0
,,2017-03-06 19:11:55.646383,slurm_normal,1488840844.0,0,1.0,main_w3_handler1,3017058,15222799,False,,3798333896,bam,9372944.roundup,slurm,,132112168.0,corral-repl,,"""c27b22be02a011e7bf00005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28642922}]",,"""coordinate""","""LENIENT""",32.0,,,1488839003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-06 22:54:08.170387,61964.0,1841.0
,,2017-03-06 19:54:49.991941,slurm_normal,1488845167.0,0,1.0,main_w4_handler0,3017058,15223196,False,,3492902182,bam,9373321.roundup,slurm,,132112168.0,corral-repl,,"""c07feb9c02a611e78967005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28643479}]",,"""coordinate""","""LENIENT""",32.0,,,1488843969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-07 00:06:09.727177,61964.0,1198.0
,,2017-03-06 19:56:31.462301,slurm_normal,1488847928.0,0,1.0,main_w3_handler0,3017058,15223216,False,,3145742861,bam,9373570.roundup,slurm,,132112168.0,corral-repl,,"""fcddbd1c02a611e78bfc005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28643504}]",,"""coordinate""","""LENIENT""",32.0,,,1488846768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-07 00:52:11.485974,61964.0,1160.0
,,2017-03-07 20:14:29.530893,slurm_normal,1488930806.0,0,1.0,main_w4_handler1,3017058,15234900,False,,4707742765,bam,9384937.roundup,slurm,,132112168.0,corral-repl,,"""aa49c42a037211e7892c005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28665610}]",,"""coordinate""","""LENIENT""",32.0,,,1488928083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-07 23:53:27.887794,61964.0,2723.0
,,2017-04-06 06:53:01.532212,slurm_normal,1491474412.0,0,1.0,main_w4_handler1,2923086,15503001,False,,12970324,bam,9632301.roundup,slurm,,132112168.0,corral-repl,,"""a90335a81a9511e7b7d6005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29094520}]",,"""coordinate""","""LENIENT""",32.0,,,1491474392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-06 10:26:56.582747,90689.0,20.0
,,2017-03-10 11:43:08.971877,slurm_normal,1489165795.0,0,1.0,main_w3_handler1,3017058,15261944,False,,4707734606,bam,9410613.roundup,slurm,,132112168.0,corral-repl,,"""ba532436058611e78b61005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28706492}]",,"""coordinate""","""LENIENT""",32.0,,,1489164057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-10 17:09:57.955700,61964.0,1738.0
,,2017-04-06 06:54:29.122384,slurm_normal,1491475179.0,0,1.0,main_w4_handler1,2923086,15503021,False,,16695779,bam,9632502.roundup,slurm,,132112168.0,corral-repl,,"""db946de81a9511e79932005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29094550}]",,"""coordinate""","""LENIENT""",32.0,,,1491475157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-06 10:39:41.184274,90689.0,22.0
,,2017-03-11 12:07:12.681007,slurm_normal,1489243907.0,0,1.0,main_w3_handler1,3026732,15269616,False,,3625236856,bam,9415647.roundup,slurm,,132112168.0,corral-repl,,"""41284320065311e79269005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28717813}]",,"""coordinate""","""LENIENT""",32.0,,,1489242697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-11 14:51:47.949966,61964.0,1210.0
,,2017-03-11 12:06:51.340592,slurm_normal,1489246256.0,0,1.0,main_w3_handler1,3026732,15269609,False,,4993358012,bam,9415753.roundup,slurm,,132112168.0,corral-repl,,"""348c133a065311e7994b005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28717802}]",,"""coordinate""","""LENIENT""",32.0,,,1489244536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-11 15:30:58.771221,61964.0,1720.0
,,2017-03-12 16:08:21.788086,slurm_normal,1489350797.0,0,1.0,main_w4_handler0,3028402,15274647,False,,4707740546,bam,9420621.roundup,slurm,,132112168.0,corral-repl,,"""1be8debc073e11e799d4005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28725979}]",,"""coordinate""","""LENIENT""",32.0,,,1489349107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-12 20:33:18.895173,61964.0,1690.0
,,2017-04-06 06:53:53.582902,slurm_normal,1491475310.0,0,1.0,main_w4_handler1,2923086,15503012,False,,13095574,bam,9632532.roundup,slurm,,132112168.0,corral-repl,,"""c811d6f21a9511e785cd005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29094535}]",,"""coordinate""","""LENIENT""",32.0,,,1491475284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-06 10:42:07.579251,90689.0,26.0
,,2017-03-13 16:38:08.599861,slurm_normal,1489442072.0,0,1.0,main_w3_handler0,3029730,15283372,False,,4993361200,bam,9429448.roundup,slurm,,132112168.0,corral-repl,,"""6cc9a1fe080b11e78f77005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28739091}]",,"""coordinate""","""LENIENT""",32.0,,,1489439598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-13 21:54:36.000904,61964.0,2474.0
,,2017-03-14 16:17:16.688068,slurm_normal,1489522262.0,0,1.0,main_w4_handler0,3029931,15293301,False,,4307588921,bam,9437904.roundup,slurm,,132112168.0,corral-repl,,"""a7eda7b408d111e79269005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28754282}]",,"""coordinate""","""LENIENT""",32.0,,,1489520576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-14 20:36:25.455617,61964.0,1686.0
,,2017-03-14 16:17:56.915743,slurm_normal,1489522924.0,0,1.0,main_w3_handler1,3029931,15293315,False,,3471858027,bam,9437985.roundup,slurm,,132112168.0,corral-repl,,"""c7f4d1ea08d111e799d4005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28754304}]",,"""coordinate""","""LENIENT""",32.0,,,1489521638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-14 20:22:08.166063,61964.0,1286.0
,,2017-03-14 16:17:30.636491,slurm_normal,1489526405.0,0,1.0,main_w4_handler0,3029931,15293305,False,,6014522087,bam,9438214.roundup,slurm,,132112168.0,corral-repl,,"""b77da68408d111e79ea7005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28754288}]",,"""coordinate""","""LENIENT""",32.0,,,1489524337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-03-14 22:22:47.650360,61964.0,2068.0
,,2017-04-27 10:30:23.345438,slurm_normal,1493293529.0,0,1.0,main_w3_handler1,3089138,15689148,False,,1360874474,bam,9803279.roundup,slurm,,132112168.0,corral-repl,,"""841316dc2b3411e7ac58005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29379582}]",,"""coordinate""","""LENIENT""",32.0,,,1493292923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-27 11:45:32.200884,70865.0,606.0
,,2017-04-27 03:41:23.335225,slurm_normal,1493402667.0,0,1.0,main_w3_handler1,3088720,15687053,False,,585076173,bam,9815698.roundup,slurm,,132112168.0,corral-repl,,"""6128856e2afb11e7b8d4005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29376024}]",,"""coordinate""","""LENIENT""",32.0,,,1493402455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-28 18:04:33.951619,98494.0,212.0
,,2017-04-27 03:40:27.817486,slurm_normal,1493402658.0,0,1.0,main_w4_handler1,3088718,15687039,False,,640317337,bam,9815693.roundup,slurm,,132112168.0,corral-repl,,"""3f7ea5562afb11e7a810005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29375996}]",,"""coordinate""","""LENIENT""",32.0,,,1493402428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-28 18:04:22.247769,98494.0,230.0
,,2017-04-27 03:40:53.120884,slurm_normal,1493403107.0,0,1.0,main_w4_handler1,3088719,15687046,False,,616372990,bam,9815760.roundup,slurm,,132112168.0,corral-repl,,"""4df2bef62afb11e7a71a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29376013}]",,"""coordinate""","""LENIENT""",32.0,,,1493402907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-28 18:13:29.429091,98494.0,200.0
,,2017-04-27 03:41:45.086648,slurm_normal,1493403378.0,0,1.0,main_w3_handler0,3088721,15687060,False,,441822110,bam,9815786.roundup,slurm,,132112168.0,corral-repl,,"""6e5f7abc2afb11e7bdbe005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29376041}]",,"""coordinate""","""LENIENT""",32.0,,,1493403220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-04-28 18:16:22.602922,98494.0,158.0
,,2017-05-05 12:45:39.065107,slurm_normal,1493988994.0,0,1.0,main_w3_handler1,3099782,15757994,False,,381627416,bam,9866281.roundup,slurm,,132112168.0,corral-repl,,"""bca0688a319011e78105005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29486228}]",,"""coordinate""","""LENIENT""",32.0,,,1493988812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-05-05 12:56:35.815621,98494.0,182.0
,,2017-05-05 11:49:09.506957,slurm_normal,1493985747.0,0,1.0,main_w3_handler0,3099368,15757622,False,,504798351,bam,9865944.roundup,slurm,,132112168.0,corral-repl,,"""d5fee6ce318811e795f0005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29485763}]",,"""coordinate""","""LENIENT""",32.0,,,1493985547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2017-05-05 12:02:51.941404,98494.0,200.0
