chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.failure_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-16 13:56:49.223402,slurm_normal,1434463035.0,0,1.0,main_w2_handler1,2344312,9664156,False,,9932,vcf,3973618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,20022757,hg19,cached,32.0,,,,23653856,1434463032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-06-16 13:57:17.312907,64927.0,3.0
261.0,len,2015-07-14 15:34:06.882029,slurm_normal,1436888099.0,1,1.0,main_w1_handler2,2351990,9866332,False,,3960037,vcf,4157312.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/632/dataset_11632199.dat""","""?""","""-x""",1,20354924,20355689,history,32.0,835714844.0,fasta,,24137858,1436888088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-14 15:35:03.893293,65161.0,11.0
261.0,len,2015-07-14 15:31:54.537314,slurm_normal,1436887974.0,1,1.0,main_w2_handler1,2351990,9866308,False,,3960037,vcf,4157264.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/632/dataset_11632199.dat""","""?""","""-x""",1,20354997,20355689,history,32.0,835714844.0,fasta,,24137858,1436887967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-14 15:33:00.448264,65161.0,7.0
261.0,len,2015-07-14 15:39:34.690723,slurm_normal,1436888437.0,1,1.0,main_w2_handler1,2351990,9866374,False,,3959918,vcf,4157444.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/632/dataset_11632199.dat""","""?""","""-x""",1,20355754,20355689,history,32.0,835714844.0,fasta,,24137858,1436888425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-14 15:40:41.714904,65161.0,12.0
,,2015-08-04 10:24:17.794842,slurm_normal,1438683876.0,1,1.0,main_w1_handler1,2361202,10060245,False,,74175,vcf,4339310.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,20682375,hg19,cached,32.0,,,,22926646,1438683871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-08-04 10:24:39.585444,,5.0
,,2015-07-15 16:27:56.615472,slurm_normal,1436978040.0,0,1.0,main_w1_handler0,2376949,9873693,False,,955886436,vcf,4164226.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20363775,hg19,cached,32.0,,,,24148764,1436977722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-15 16:34:03.325477,23413.0,318.0
,,2015-07-15 15:55:11.144650,slurm_normal,1436975937.0,0,1.0,main_w1_handler1,2376949,9873220,False,,952130126,vcf,4163587.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20363759,hg19,cached,32.0,,,,24148764,1436975739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-15 15:59:00.630147,23413.0,198.0
,,2015-07-15 16:28:10.287507,slurm_normal,1436978040.0,0,1.0,main_w1_handler2,2376949,9873713,False,,955090995,vcf,4164240.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20363776,hg19,cached,32.0,,,,24148764,1436977747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-15 16:34:07.882310,23413.0,293.0
,,2015-07-15 16:28:25.764890,slurm_normal,1436978050.0,0,1.0,main_w1_handler1,2376949,9873729,False,,957979459,vcf,4164239.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20363777,hg19,cached,32.0,,,,24148764,1436977736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-15 16:34:14.331626,23413.0,314.0
,,2015-07-17 20:46:20.765130,slurm_normal,1437166040.0,0,1.0,main_w2_handler0,2377513,9897667,False,,1553213,vcf,4185578.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20387971,hg19,cached,32.0,,,,24155460,1437166021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-17 20:47:28.801284,65807.0,19.0
,,2015-07-21 08:17:47.931150,slurm_normal,1437466703.0,0,1.0,main_w1_handler2,2382392,9924623,False,,3949988,vcf,4212161.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20445745,hg19,cached,32.0,,,,24236516,1437466689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-21 08:18:25.656757,66551.0,14.0
,,2015-07-22 13:11:12.939649,slurm_normal,1437572064.0,0,1.0,main_w1_handler1,2385327,9941171,False,,813703,vcf,4226856.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20477626,hg19,cached,32.0,,,,24007811,1437572060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-22 13:34:26.251202,65671.0,4.0
,,2015-07-24 23:49:58.783035,slurm_normal,1437781822.0,0,1.0,main_w2_handler0,2388791,9974202,False,,440766,vcf,4258090.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20526927,hg19,cached,32.0,,,,24006977,1437781817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-07-24 23:50:30.178098,65663.0,5.0
,,2015-08-10 16:54:31.585410,slurm_normal,1439225779.0,0,1.0,main_w2_handler1,1978092,10093216,False,,6268062,vcf,4368794.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""-x""",0,20736748,Homo_sapiens_nuHg19_mtrCRS,cached,32.0,,,,24634275,1439225704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-08-10 16:56:23.478142,51139.0,75.0
,,2015-08-13 03:50:48.552351,slurm_normal,1439437873.0,1,1.0,main_w1_handler2,2407273,10106975,False,,37755908,vcf,4380863.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/canFam3.len""","""canFam3""","""-x""",0,20755572,canFam3,cached,32.0,,,,24662981,1439437869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-08-13 03:51:16.427610,60669.0,4.0
,,2015-11-24 12:21:21.804019,slurm_normal,1448368044.0,0,1.0,main_w1_handler2,2376949,10993676,False,,1228529040,vcf,5253135.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,20363703,hg19,cached,32.0,,,,25828746,1448367785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-11-24 12:27:27.095982,23413.0,259.0
,,2015-02-10 09:37:08.053441,rodeo_normal,1423561046.0,0,1.0,main_w1_handler0,2199964,8692251,False,,2857,vcf,2697988.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",0,18449168,dm3,cached,32.0,,,,20786615,1423561044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-02-10 09:37:30.143479,58185.0,2.0
,,2015-02-09 11:16:39.678194,rodeo_normal,1423482535.0,0,1.0,main_w1_handler1,2199964,8686269,False,,4854289273,vcf,2686500.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,18449142,18449119,history,32.0,120402214.0,fasta,,20786615,1423480654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-02-09 11:48:56.967419,58185.0,1881.0
,,2014-09-12 08:57:25.061253,roundup_single,1410512254.0,0,1.0,main_w2_handler0,2047879,7721419,False,,22585,vcf,1706611,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-k""",0,16757273,hg19,cached,32.0,,,,16897663,1410512250.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-12 08:57:36.703571,52932.0,4.0
,,2014-10-30 11:37:12.702887,rodeo_normal,1414669090.0,0,1.0,main_w1_handler0,1584635,8071341,False,,48696714,vcf,98918.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,17377763,hg19,cached,2.0,,,,18013977,1414669042.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-10-30 11:38:14.951553,27670.0,48.0
,,2014-09-16 08:30:05.278797,roundup_single,1410856240.0,1,1.0,main_w2_handler0,2033151,7799821,False,,600786475,vcf,1785138,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/main/files/008/872/dataset_8872902.dat""","""Lu_V01""","""-x""",0,16897718,Araly1,cached,32.0,,,,17013468,1410856237.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-16 08:30:42.720122,51441.0,3.0
,,2014-09-17 08:25:26.853007,roundup_single,1410942369.0,0,1.0,main_w1_handler1,2053741,7806498,False,,16749282,vcf,1791405,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""-x""",0,16911355,hg19,cached,32.0,,,,17013398,1410942339.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-17 08:26:11.567421,53089.0,30.0
,,2014-09-19 11:42:55.988820,roundup_single,1411126994.0,0,1.0,main_w1_handler1,1959458,7817700,False,,26129,vcf,1802350,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,16934119,hg19,cached,32.0,,,,15976023,1411126990.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-19 11:43:16.328021,18646.0,4.0
,,2014-09-24 04:28:06.481089,roundup_single,1411532898.0,139,1.0,main_w2_handler1,2063744,7845979,False,,15200,vcf,1829477,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,16999325,hg19,cached,32.0,,,,17170718,1411532895.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-24 04:28:19.029009,51774.0,3.0
,,2014-10-31 01:34:44.203642,rodeo_normal,1414719340.0,0,1.0,main_w2_handler1,2102894,8075897,False,,23789815,vcf,102820.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,17385579,hg19,cached,1.0,,,,17992330,1414719298.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-10-31 01:35:42.516654,,42.0
,,2014-09-25 03:01:30.343662,roundup_single,1411614104.0,1,1.0,main_w1_handler0,2008807,7856682,False,,36245102,vcf,1839816,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""-x""",0,17000775,hg19,cached,32.0,,,,17170852,1411614102.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-25 03:01:46.138161,48393.0,2.0
,,2014-09-27 06:25:51.213923,roundup_single,1411801728.0,1,1.0,main_w1_handler0,2008807,7871987,False,,36245102,vcf,1851724,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""-x""",0,17000775,hg19,cached,32.0,,,,17127477,1411801722.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-27 07:08:55.533527,48393.0,6.0
,,2014-09-29 13:43:27.223486,roundup_single,1411998219.0,1,1.0,main_w1_handler0,1944122,7894406,False,,1435676621,vcf,1874728,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,17014619,bosTau6,cached,32.0,,,,17142448,1411998216.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-29 13:43:40.286810,48512.0,3.0
,,2015-01-11 22:07:08.671980,rodeo_normal,1421014046.0,0,1.0,main_w2_handler0,2170481,8529440,False,,136693,vcf,740949.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,18181250,18181311,history,2.0,3096525.0,fasta,,19798093,1421014042.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-01-11 22:07:31.185150,56578.0,4.0
,,2014-09-30 02:05:49.734046,roundup_single,1412060501.0,0,1.0,main_w1_handler1,2027547,7898278,False,,39204576,vcf,1879294,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""-x""",1,17091288,16522113,history,32.0,379466370.0,fasta,,17167892,1412060486.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-09-30 07:01:51.601631,49852.0,15.0
,,2014-10-01 12:07:23.031198,roundup_single,1412165257.0,1,1.0,main_w2_handler1,2055522,7908452,False,,23054281,vcf,1888545,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,17108127,hg19,cached,32.0,,,,16826132,1412165253.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-10-01 12:07:39.337937,24570.0,4.0
,,2014-12-09 00:14:55.751985,rodeo_normal,1418084112.0,1,1.0,main_w1_handler0,2109004,8376309,False,,14906067,vcf,506125.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,17873695,hg38,cached,1.0,,,,18325919,1418084110.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-12-09 00:15:14.541629,,2.0
,,2014-12-09 00:14:55.845812,rodeo_normal,1418084127.0,1,1.0,main_w1_handler0,2109004,8376312,False,,23225292,vcf,506141.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,17857866,hg38,cached,1.0,,,,18325919,1418084124.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-12-09 00:15:29.071682,,3.0
,,2014-12-09 00:14:55.960825,rodeo_normal,1418084159.0,1,1.0,main_w2_handler1,2109004,8376317,False,Job output deleted by user before job completed.,14906067,vcf,2269031.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,17873695,Araly1,cached,32.0,,,,18325919,1418084152.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-12-09 00:16:01.712558,,7.0
,,2014-12-09 00:14:55.880105,rodeo_normal,1418084142.0,1,1.0,main_w1_handler0,2109004,8376314,False,,23225292,vcf,506145.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,17857866,hg38,cached,2.0,,,,18325919,1418084137.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-12-09 00:15:46.696928,,5.0
,,2014-12-09 00:18:22.037082,rodeo_normal,1418085141.0,1,1.0,main_w1_handler0,2109004,8376338,False,,23225292,vcf,506279.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,17857866,hg38,cached,2.0,,,,18325919,1418085137.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-12-09 00:32:24.165969,,4.0
,,2014-11-30 18:03:03.120652,rodeo_normal,1417370661.0,0,1.0,main_w1_handler1,1766710,8273000,False,,37533241,xls,358728.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,17698373,hg_g1k_v37,cached,2.0,,,,19805277,1417370594.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-11-30 18:04:23.724254,43909.0,67.0
,,2014-10-05 04:15:05.739230,roundup_single,1412482519.0,1,1.0,main_w1_handler1,2075599,7930738,False,,1415382820,vcf,1909526,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,17145106,bosTau6,cached,32.0,,,,17406200,1412482517.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2014-10-05 04:15:20.124504,48512.0,2.0
,,2015-01-18 21:26:15.119109,rodeo_normal,1421616394.0,1,1.0,main_w2_handler0,2175918,8565097,False,,895611,vcf,2497690.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/90.len""","""90""","""-x""",1,18229099,18229550,history,32.0,3314914.0,fasta,,20529225,1421616389.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-01-18 21:26:37.369024,58364.0,5.0
,,2015-02-14 17:28:30.110627,rodeo_normal,1423937835.0,0,1.0,main_w1_handler0,2206330,8726490,False,,15210337634,vcf,2760356.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",1,18513238,18513235,history,32.0,122387948.0,fasta,,21254652,1423934924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfcheck/vcfcheck/0.0.2,0.0.2,,2015-02-14 18:17:17.700157,58185.0,2911.0
