blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.metagene,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.scoreFileName.values,processor_count,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_10|regionsFile,regionsFiles_10|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,regionsFiles_4|regionsFile,regionsFiles_4|regionsFile_filetype,regionsFiles_5|regionsFile,regionsFiles_5|regionsFile_filetype,regionsFiles_6|regionsFile,regionsFiles_6|regionsFile_filetype,regionsFiles_7|regionsFile,regionsFiles_7|regionsFile_filetype,regionsFiles_8|regionsFile,regionsFiles_8|regionsFile_filetype,regionsFiles_9|regionsFile,regionsFiles_9|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName21,scoreFileName21_filetype,scoreFileName22,scoreFileName22_filetype,scoreFileName23,scoreFileName23_filetype,scoreFileName24,scoreFileName24_filetype,scoreFileName25,scoreFileName25_filetype,scoreFileName26,scoreFileName26_filetype,scoreFileName27,scoreFileName27_filetype,scoreFileName28,scoreFileName28_filetype,scoreFileName29,scoreFileName29_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName30,scoreFileName30_filetype,scoreFileName31,scoreFileName31_filetype,scoreFileName32,scoreFileName32_filetype,scoreFileName33,scoreFileName33_filetype,scoreFileName34,scoreFileName34_filetype,scoreFileName35,scoreFileName35_filetype,scoreFileName36,scoreFileName36_filetype,scoreFileName37,scoreFileName37_filetype,scoreFileName38,scoreFileName38_filetype,scoreFileName39,scoreFileName39_filetype,scoreFileName3_filetype,scoreFileName4,scoreFileName40,scoreFileName40_filetype,scoreFileName41,scoreFileName41_filetype,scoreFileName42,scoreFileName42_filetype,scoreFileName43,scoreFileName43_filetype,scoreFileName44,scoreFileName44_filetype,scoreFileName45,scoreFileName45_filetype,scoreFileName46,scoreFileName46_filetype,scoreFileName47,scoreFileName47_filetype,scoreFileName48,scoreFileName48_filetype,scoreFileName49,scoreFileName49_filetype,scoreFileName4_filetype,scoreFileName5,scoreFileName50,scoreFileName50_filetype,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,2017-02-12 15:36:34.115661,slurm_multi,1486913904.0,0,6.0,main_w3_handler2,1971585,15016845,False,,9173468,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",0,,,scale-regions,,,500,1.0,1500,1500,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28309371}]}}]","[{'src': 'hda', 'id': 28309176}, {'src': 'hda', 'id': 28309177}, {'src': 'hda', 'id': 28309212}, {'src': 'hda', 'id': 28309213}]",32.0,67684,bed,,,,,,,,,,,,,,,,,,,,,,1158161,1158161,,,,,,,,,,,,,,,,,,,,,bigwig,1317466.0,,,,,,,,,,,,,,,,,,,,,bigwig,988705.0,,,,,,,,,,,,,,,,,,,,,bigwig,748464.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,bigwig,35973294.0,1486913886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-12 15:38:26.096454,51000,18.0
,,,,,,2017-02-12 15:52:40.048314,slurm_multi,1486915291.0,0,6.0,main_w3_handler2,1971585,15016930,False,,9173519,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",0,,,scale-regions,,,500,1.0,1500,1500,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28309371}]}}]","[{'src': 'hda', 'id': 28309297}, {'src': 'hda', 'id': 28309298}, {'src': 'hda', 'id': 28309301}, {'src': 'hda', 'id': 28309302}]",32.0,67684,bed,,,,,,,,,,,,,,,,,,,,,,1375369,1375369,,,,,,,,,,,,,,,,,,,,,bigwig,1277363.0,,,,,,,,,,,,,,,,,,,,,bigwig,1107394.0,,,,,,,,,,,,,,,,,,,,,bigwig,989496.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,bigwig,35973294.0,1486915268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-12 16:01:33.140593,51000,23.0
,,,,,,2017-02-12 15:55:03.883420,slurm_multi,1486915413.0,0,6.0,main_w4_handler2,1971585,15016946,False,,9173557,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",0,,,scale-regions,,,500,1.0,1500,1500,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28309371}]}}]","[{'src': 'hda', 'id': 28309305}, {'src': 'hda', 'id': 28309306}, {'src': 'hda', 'id': 28309308}, {'src': 'hda', 'id': 28309309}]",32.0,67684,bed,,,,,,,,,,,,,,,,,,,,,,1084745,1084745,,,,,,,,,,,,,,,,,,,,,bigwig,1048900.0,,,,,,,,,,,,,,,,,,,,,bigwig,916952.0,,,,,,,,,,,,,,,,,,,,,bigwig,1031498.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,bigwig,35973294.0,1486915394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-12 16:03:36.628712,51000,19.0
,,,,,,2017-02-22 19:44:07.258632,slurm_multi,1487793068.0,0,6.0,main_w4_handler2,3002946,15111275,False,,9266080,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,3000,3000,reference-point,false,TES,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28453376}]}}]","[{'src': 'hda', 'id': 28433402}]",32.0,25,bed,,,,,,,,,,,,,,,,,,,,,,264143366,264143366,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,36179457.0,1487793028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-22 19:51:09.282607,57609,40.0
,,,,,,2017-02-12 19:25:01.006017,slurm_multi,1486927883.0,0,6.0,main_w4_handler2,2991255,15017785,False,,9174284,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28305624}]}}]","[{'src': 'hda', 'id': 28305647}]",32.0,4109112,bed,,,,,,,,,,,,,,,,,,,,,,141259300,141259300,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,35210595.0,1486927719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-12 19:31:24.989826,97687,164.0
,,,,,,2017-02-13 07:54:31.897439,slurm_multi,1486974093.0,0,6.0,main_w4_handler2,2991243,15020769,False,,9177199,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,5000,5000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28321976}]}}]","[{'src': 'hda', 'id': 28321980}]",32.0,1326679,bed,,,,,,,,,,,,,,,,,,,,,,176107379,176107379,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,35976026.0,1486973099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-13 08:21:35.849913,88612,994.0
,,,,,,2017-02-12 20:35:59.255835,slurm_multi,1486931964.0,0,6.0,main_w4_handler2,2908386,15018192,False,,9174664,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/main/files/017/914/dataset_17914164.dat""","""PbANKA_v29""",0,,,scale-regions,,,500,1.0,500,1200,yes,0,0,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28317300}]}}]","[{'src': 'hda', 'id': 27965904}]",32.0,176896,bed,,,,,,,,,,,,,,,,,,,,,,5612508,5612508,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,35977979.0,1486931936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-12 20:39:27.866107,90526,28.0
,,,,,,2017-02-12 20:57:49.098949,slurm_multi,1486933564.0,0,6.0,main_w3_handler2,2991255,15018314,False,,9174779,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28305633}]}}]","[{'src': 'hda', 'id': 28305653}]",32.0,6138134,bed,,,,,,,,,,,,,,,,,,,,,,152959061,152959061,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,35210595.0,1486933336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-12 21:06:08.950961,97687,228.0
,,,,,,2017-03-30 14:46:55.936231,slurm_multi,1490891411.0,0,6.0,main_w4_handler2,2977987,15436086,False,,9568505,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,1000,1000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28984069}]}}]","[{'src': 'hda', 'id': 28984076}]",32.0,42032,bed,,,,,,,,,,,,,,,,,,,,,,336956,336956,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,36360429.0,1490891377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-30 16:30:24.030146,30225,34.0
,,,,,,2017-02-13 02:45:52.277985,slurm_multi,1486954114.0,0,6.0,main_w4_handler2,2986018,15019686,False,,9176102,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,scale-regions,,,1000,1.0,500,500,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28298218}]}}, {""__index__"": 1, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28298222}]}}, {""__index__"": 2, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28298228}]}}, {""__index__"": 3, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28298230}]}}, {""__index__"": 4, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28298242}]}}]","[{'src': 'hda', 'id': 28254301}, {'src': 'hda', 'id': 28254303}]",32.0,4894,bed,,,4844.0,bed,5614.0,bed,34292.0,bed,8516.0,bed,,,,,,,,,,,,30787066,30787066,,,,,,,,,,,,,,,,,,,,,bigwig,33514432.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,34322708.0,1486954095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-13 02:48:36.069319,92578,19.0
