create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.end,parameters.group,parameters.input.values,parameters.max_length,parameters.min_length,parameters.output_format,parameters.quality,parameters.start,parameters.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-23 19:19:25.581910,slurm_normal,1519415939.0,0,7680.0,1.0,main_w4_handler0,3440525,18501345,False,,17523233956,fast5.tar.gz,12596871,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""","""""","[{'src': 'hda', 'id': 34039119}]","""1000000000""","""0""","""fasta""","""""","""""","""2D""",32.0,,43051392,1519413598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/poretools_extract/poretools_extract/0.6.1a1.0,0.6.1a1.0,,2018-02-23 19:59:01.515271,91803,2341.0
2018-02-23 19:19:12.988346,slurm_normal,1519415939.0,0,7680.0,1.0,main_w3_handler1,3440525,18501344,False,,17523233956,fast5.tar.gz,12596867,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""","""""","[{'src': 'hda', 'id': 34039119}]","""1000000000""","""0""","""fastq""","""""","""""","""2D""",32.0,,43051392,1519413568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/poretools_extract/poretools_extract/0.6.1a1.0,0.6.1a1.0,,2018-02-23 19:59:06.620696,91803,2371.0
