create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.col1,parameters.col1.__class__,parameters.col1.value,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.keep,parameters.strand_source.__current_case__,parameters.strand_source.strand_choice,parameters.strand_source.strand_col,parameters.uniqpos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-11 21:07:59.803901,slurm_normal,1431378513.0,0.0,1.0,main_w1_handler0,2301712,9447308,False,,309,interval,748,bed,3772904.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19664011,,19662913,,"""0""",0.0,data_column,5,"""1""",32.0,,22968949,1431378510.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 21:08:37.991774,62797.0,3.0
2015-05-11 21:08:25.005092,slurm_normal,1431378540.0,0.0,1.0,main_w1_handler1,2301712,9447309,False,,101,interval,748,bed,3772906.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19664069,,19662913,,"""0""",0.0,data_column,5,"""1""",32.0,,22968949,1431378536.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 21:09:06.243083,62797.0,4.0
2015-05-11 22:40:36.646000,slurm_normal,1431384071.0,0.0,1.0,main_w2_handler0,2302173,9447994,False,,3515,interval,85,bed,3773570.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19667871,,19667652,,"""0""",2.0,all_neg,-,"""1""",32.0,,22624772,1431384067.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 22:41:15.234121,61516.0,4.0
2015-05-11 23:59:32.848455,slurm_normal,1431388800.0,0.0,1.0,main_w1_handler0,2302173,9448346,False,,165,interval,85,bed,3773896.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19668002,,19667652,,"""0""",2.0,all_neg,-,"""1""",32.0,,22624772,1431388797.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-12 00:00:03.375389,61516.0,3.0
2015-05-11 14:54:56.942343,slurm_normal,1431356143.0,0.0,1.0,main_w2_handler0,2297623,9444834,False,,14713,interval,741,bed,3770798.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""8""",,,"""hg19""",19663496,,19630421,,"""1""",2.0,all_neg,-,"""1""",32.0,,22989543,1431356139.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 14:55:50.494045,61508.0,4.0
2015-05-11 15:56:03.217366,slurm_normal,1431359880.0,0.0,1.0,main_w2_handler0,2301788,9445170,False,,39928,interval,143,bed,3771125.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19663751,,19664110,,"""1""",1.0,all_pos,+,"""1""",32.0,,22753033,1431359791.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 15:58:06.403104,62833.0,89.0
2015-05-11 17:12:33.303183,slurm_normal,1431364388.0,0.0,1.0,main_w2_handler1,2301712,9445678,False,,52395,interval,748,bed,3771530.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""7""",,,"""hg19""",19663940,,19662913,,"""0""",0.0,data_column,6,"""1""",32.0,,22968949,1431364382.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 17:13:10.573545,62797.0,6.0
2015-05-11 19:10:44.885884,slurm_normal,1431371498.0,0.0,1.0,main_w1_handler1,2301988,9446372,False,,3459,interval,85,bed,3772040.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""12""",,,"""hg19""",19666345,,19665971,,"""0""",2.0,all_neg,-,"""1""",32.0,,22624772,1431371494.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 19:11:44.800242,61516.0,4.0
2015-05-11 19:33:27.650679,slurm_normal,1431372853.0,0.0,1.0,main_w1_handler0,2301988,9446511,False,,1499,interval,85,bed,3772161.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19666495,,19665971,,"""0""",2.0,all_neg,-,"""1""",32.0,,22624772,1431372846.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 19:34:18.446548,61516.0,7.0
2015-05-11 19:21:14.650783,slurm_normal,1431372111.0,0.0,1.0,main_w1_handler1,2301988,9446413,False,,3515,interval,85,bed,3772081.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19666453,,19665971,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1431372108.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-11 19:21:57.833684,61516.0,3.0
2015-04-22 08:21:24.544384,slurm_normal,1429690909.0,0.0,1.0,main_w2_handler0,2250112,9297438,False,,7089,interval,238263,bed,3612911.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19408024,,19408357,,"""1""",1.0,all_pos,+,"""1""",32.0,,22624772,1429690906.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 08:21:53.465570,61516.0,3.0
2015-04-22 15:51:51.869086,slurm_normal,1429717949.0,0.0,1.0,main_w1_handler0,2250112,9301046,False,,96624,interval,238263,bed,3618990.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19407995,,19408357,,"""0""",0.0,data_column,6,"""1""",32.0,,22624772,1429717940.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 15:52:32.479561,61516.0,9.0
2015-04-22 16:16:23.013567,slurm_normal,1429719407.0,0.0,1.0,main_w1_handler1,2250112,9301243,False,,7089,interval,228765,bed,3619386.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19408024,,19419601,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429719404.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 16:17:19.143997,61516.0,3.0
2015-04-22 16:08:46.229840,slurm_normal,1429718953.0,0.0,1.0,main_w1_handler1,2250112,9301227,False,,7089,interval,238263,bed,3619270.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19408024,,19408357,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429718949.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 16:09:15.285246,61516.0,4.0
2015-04-22 16:32:47.392252,slurm_normal,1429720395.0,0.0,1.0,main_w1_handler1,2250112,9301343,False,,7089,interval,6033582,bed,3619592.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19408024,,19419715,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429720391.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 16:33:17.967666,61516.0,4.0
2015-04-22 17:31:12.399456,slurm_normal,1429723903.0,0.0,1.0,main_w2_handler1,2250112,9301785,False,,7089,interval,228765,bed,3620348.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",19408024,,19420265,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429723898.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 17:31:48.564221,61516.0,5.0
2015-04-22 17:33:46.158393,slurm_normal,1429724050.0,0.0,1.0,main_w1_handler1,2250112,9301806,False,,7089,interval,228765,bed,3620383.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""20""",,,"""hg18""",19408024,,19420265,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429724047.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 17:34:17.121731,61516.0,3.0
2015-04-22 17:13:22.012403,slurm_normal,1429722842.0,0.0,1.0,main_w2_handler0,2250112,9301662,False,,7089,interval,6875577,bed,3620101.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19408024,,19420324,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429722830.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 17:14:03.801309,61516.0,12.0
2015-04-22 17:25:10.207246,slurm_normal,1429723552.0,0.0,1.0,main_w2_handler0,2250112,9301752,False,,7089,interval,228765,bed,3620295.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19408024,,19420265,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429723546.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 17:26:08.623229,61516.0,6.0
2015-04-22 22:30:27.756401,slurm_normal,1429742294.0,0.0,1.0,main_w1_handler1,1934909,9306190,False,,8085,interval,1134,bed,3624927.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19426470,,19426437,,"""1""",1.0,all_pos,+,"""1""",32.0,,22651828,1429742038.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-22 22:38:25.039450,2390.0,256.0
2015-04-23 01:40:21.371407,slurm_normal,1429753248.0,0.0,1.0,main_w2_handler1,2250168,9307064,False,,263374,interval,263374,interval,3627220.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19427570,,19427570,,"""0""",1.0,all_pos,+,"""1""",32.0,,22647926,1429753245.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-23 01:41:10.668298,61517.0,3.0
2015-04-23 07:34:58.102096,slurm_normal,1429774538.0,0.0,1.0,main_w1_handler1,1934909,9308342,False,,8085,interval,1051,bed,3631180.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19426470,,19426565,,"""1""",1.0,all_pos,+,"""1""",32.0,,22595877,1429774535.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-23 07:35:43.895354,2390.0,3.0
2015-04-23 07:38:20.095148,slurm_normal,1429774744.0,0.0,1.0,main_w2_handler1,1934909,9308353,False,,8085,interval,1051,bed,3631230.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19426470,,19426565,,"""1""",1.0,all_pos,+,"""0""",32.0,,22595877,1429774739.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-23 07:39:14.978624,2390.0,5.0
2015-04-23 08:05:56.422280,slurm_normal,1429776385.0,0.0,1.0,main_w1_handler1,2250168,9308440,False,,486071,interval,486071,interval,3631491.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19430497,,19430497,,"""0""",1.0,all_pos,+,"""1""",32.0,,22663469,1429776383.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-23 08:06:28.269226,61517.0,2.0
2015-04-25 00:20:54.608172,slurm_normal,1429921284.0,0.0,1.0,main_w2_handler1,2254554,9327083,False,,19572,interval,430,bed,3667425.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""12""",,,"""hg19""",19459235,,19459262,,"""0""",1.0,all_pos,+,"""1""",32.0,,22249312,1429921280.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-25 00:21:27.228910,61623.0,4.0
2015-04-25 00:26:15.854384,slurm_normal,1429921609.0,0.0,1.0,main_w2_handler1,2254554,9327094,False,,59549,interval,430,bed,3667448.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19459215,,19459262,,"""0""",1.0,all_pos,+,"""1""",32.0,,22249312,1429921605.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-25 00:26:52.851804,61623.0,4.0
2015-04-21 12:31:31.807217,slurm_normal,1429619511.0,0.0,1.0,main_w2_handler0,2256632,9288395,False,,86471,interval,20359,bed,3598063.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""4""",,,"""hg18""",19379985,,19399765,,"""0""",1.0,all_pos,+,"""1""",32.0,,22466499,1429619507.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-21 12:31:52.843416,61832.0,4.0
2015-04-21 23:13:16.914850,slurm_normal,1429658026.0,0.0,1.0,main_w2_handler1,2250112,9294128,False,,7089,interval,238263,bed,3608073.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19408024,,19408357,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429658021.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-21 23:13:47.876728,61516.0,5.0
2015-04-21 23:46:44.729266,slurm_normal,1429660038.0,0.0,1.0,main_w1_handler0,2250112,9294271,False,,7089,interval,238263,bed,3608326.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""7""",,,"""hg18""",19408024,,19408357,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429660035.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-21 23:47:19.690007,61516.0,3.0
2015-04-25 14:55:37.711600,slurm_normal,1429973771.0,0.0,1.0,main_w2_handler1,2282762,9331000,False,,192,interval,85,bed,3672183.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""",,,"""hg19""",19465302,,19465311,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429973768.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-25 14:56:13.181079,61516.0,3.0
2015-04-25 15:56:38.030886,slurm_normal,1429977424.0,0.0,1.0,main_w1_handler0,2282762,9331104,False,,192,interval,86,bed,3672618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""",,,"""hg19""",19465302,,19465511,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1429977421.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-25 15:57:06.194961,61516.0,3.0
2015-05-13 09:40:12.190367,slurm_normal,1431510051.0,0.0,1.0,main_w2_handler0,2301712,9461678,False,,2906,interval,748,bed,3786760.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19689002,,19662913,,"""0""",1.0,all_pos,+,"""1""",32.0,,22968949,1431510047.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-13 09:40:54.800015,62797.0,4.0
2015-04-30 10:46:02.835771,slurm_normal,1430391088.0,0.0,1.0,main_w1_handler0,2284593,9367783,False,,7089,interval,238263,bed,3703901.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""",,,"""hg18""",19493112,,19523176,,"""0""",1.0,all_pos,+,"""1""",32.0,,22736456,1430390782.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-30 10:51:31.863532,61961.0,306.0
2015-05-13 09:38:24.613611,slurm_normal,1431509939.0,0.0,1.0,main_w2_handler1,2301712,9461676,False,,2906,interval,748,bed,3786747.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""",,,"""hg19""",19689002,,19662913,,"""0""",1.0,all_pos,+,"""1""",32.0,,22968949,1431509936.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-13 09:39:02.692953,62797.0,3.0
2015-05-13 10:26:01.407118,slurm_normal,1431512794.0,0.0,1.0,main_w1_handler0,2301988,9461893,False,,9226,interval,85,bed,3786970.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19689362,,19665971,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1431512790.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-05-13 10:26:36.744489,61516.0,4.0
2015-04-28 12:10:25.943786,slurm_normal,1430223046.0,0.0,1.0,main_w2_handler0,2285822,9349971,False,,140448,interval,190,bed,3686944.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""",,,"""hg19""",19492945,,19492897,,"""0""",1.0,all_pos,+,"""1""",2.0,,22721775,1430223042.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:10:50.573978,62797.0,4.0
2015-04-28 09:37:21.637464,slurm_normal,1430214118.0,0.0,1.0,main_w2_handler1,2284601,9348715,False,,46964,interval,470,bed,3685066.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""13""",,,"""hg19""",19491432,,19477892,,"""0""",1.0,all_pos,+,"""1""",32.0,,22038254,1430213863.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 09:42:02.050023,61503.0,255.0
2015-04-28 10:01:42.337194,slurm_normal,1430215328.0,0.0,1.0,main_w2_handler1,2284601,9348878,False,,19341,interval,470,bed,3685294.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""7""",,,"""hg19""",19491646,,19477892,,"""0""",1.0,all_pos,+,"""1""",32.0,,22038254,1430215321.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 10:02:12.804301,61503.0,7.0
2015-04-28 10:44:14.895094,slurm_normal,1430217895.0,0.0,1.0,main_w1_handler1,2284601,9349145,False,,13580,interval,470,bed,3685862.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""5""",,,"""hg19""",19492000,,19477892,,"""0""",1.0,all_pos,+,"""1""",32.0,,22038254,1430217882.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 10:45:03.265798,61503.0,13.0
2015-04-28 12:14:53.159124,slurm_normal,1430223426.0,0.0,1.0,main_w1_handler1,2285822,9350037,False,,140448,interval,190,bed,3687043.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19492945,,19492897,,"""0""",1.0,all_pos,+,"""1""",32.0,,22721775,1430223319.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:17:08.730269,62797.0,107.0
2015-04-28 11:58:48.868503,slurm_normal,1430222350.0,0.0,1.0,main_w1_handler1,2284535,9349793,False,,260,bed,260,bed,3686722.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19492703,,19492703,,"""0""",1.0,all_pos,+,"""1""",2.0,,22753033,1430222346.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 11:59:13.496472,62833.0,4.0
2015-04-28 12:16:08.930554,slurm_normal,1430223391.0,0.0,1.0,main_w1_handler1,2285818,9350056,False,,3190,interval,86,bed,3687067.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19493028,,19493058,,"""0""",1.0,all_pos,+,"""1""",2.0,,22624772,1430223385.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:16:35.880119,61516.0,6.0
2015-04-28 12:20:07.276454,slurm_normal,1430223638.0,0.0,1.0,main_w2_handler1,2285822,9350084,False,,140448,interval,190,bed,3687125.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19492945,,19492897,,"""0""",1.0,all_pos,+,"""1""",2.0,,22721775,1430223632.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:20:43.039556,62797.0,6.0
2015-04-28 12:44:19.930662,slurm_normal,1430225082.0,0.0,1.0,main_w1_handler0,2285818,9350521,False,,2290,interval,86,bed,3687483.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19493522,,19493762,,"""0""",1.0,all_pos,+,"""1""",2.0,,22624772,1430225077.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:44:43.930097,61516.0,5.0
2015-04-28 12:19:21.717499,slurm_normal,1430223581.0,0.0,1.0,main_w1_handler1,2285822,9350079,False,,140448,interval,190,bed,3687112.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""",,,"""hg19""",19492945,,19492897,,"""0""",1.0,all_pos,+,"""1""",2.0,,22721775,1430223577.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:19:44.231564,62797.0,4.0
2015-04-28 12:31:01.141695,slurm_normal,1430224279.0,0.0,1.0,main_w2_handler1,2285822,9350149,False,,110708,interval,190,bed,3687250.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""",,,"""hg19""",19493273,,19492897,,"""0""",1.0,all_pos,+,"""1""",32.0,,22721775,1430224275.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:31:23.161841,62797.0,4.0
2015-04-28 12:40:17.005266,slurm_normal,1430224846.0,0.0,1.0,main_w2_handler0,2285822,9350481,False,,110708,interval,190,bed,3687400.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""",,,"""hg19""",19493734,,19492897,,"""0""",1.0,all_pos,+,"""1""",32.0,,22721775,1430224837.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:40:50.876617,62797.0,9.0
2015-04-28 13:12:31.822130,slurm_normal,1430226793.0,0.0,1.0,main_w1_handler1,2285894,9350743,False,,164332,interval,812,bed,3687886.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""10""",,,"""hg19""",19494101,,19493881,,"""0""",1.0,all_pos,+,"""1""",32.0,,22721775,1430226776.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 13:13:15.988323,62797.0,17.0
2015-04-28 12:48:36.166275,slurm_normal,1430225358.0,0.0,1.0,main_w2_handler0,2285880,9350541,False,,39618,bed,812,bed,3687539.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""",,,"""hg19""",19493785,,19493760,,"""0""",1.0,all_pos,+,"""1""",32.0,,22721775,1430225332.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:49:24.045398,62797.0,26.0
2015-04-28 12:51:50.396287,slurm_normal,1430225543.0,0.0,1.0,main_w2_handler1,2285880,9350560,False,,111365,interval,812,bed,3687581.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""",,,"""hg19""",19493802,,19493760,,"""0""",0.0,data_column,10,"""1""",2.0,,22721775,1430225531.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 12:52:29.406539,62797.0,12.0
2015-04-28 13:14:42.036099,slurm_normal,1430226908.0,0.0,1.0,main_w1_handler0,2285892,9350758,False,,3293,interval,228,bed,3687913.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""16""",,,"""hg19""",19494063,,19494103,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1430226897.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 13:15:10.068436,61516.0,11.0
2015-04-28 13:35:07.716966,slurm_normal,1430228286.0,0.0,1.0,main_w2_handler1,2285894,9351222,False,,122798,interval,812,bed,3688119.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""11""",,,"""hg19""",19494494,,19494433,,"""0""",2.0,all_neg,-,"""1""",32.0,,22721775,1430228183.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 13:38:10.030930,62797.0,103.0
2015-04-28 13:31:48.651711,slurm_normal,1430227986.0,0.0,1.0,main_w2_handler1,2285932,9351187,False,,2529,interval,86,bed,3688083.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""11""",,,"""hg19""",19494560,,19494606,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1430227944.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 13:33:11.725705,61516.0,42.0
2015-04-28 13:31:58.541946,slurm_normal,1430227985.0,0.0,1.0,main_w1_handler1,2285894,9351188,False,,122798,interval,812,bed,3688085.roundup,slurm,,16334408.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""11""",,,"""hg19""",19494494,,19494433,,"""0""",1.0,all_pos,+,"""1""",2.0,,22721775,1430227966.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 13:33:10.376874,62797.0,19.0
2015-04-28 13:42:25.753690,slurm_normal,1430228578.0,0.0,1.0,main_w2_handler1,2285894,9351306,False,,51280,interval,812,bed,3688217.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""5""",,,"""hg19""",19494800,,19494433,,"""0""",2.0,all_neg,-,"""1""",32.0,,22721775,1430228564.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 13:43:03.248226,62797.0,14.0
2015-04-28 13:42:56.255051,slurm_normal,1430228615.0,0.0,1.0,main_w1_handler1,2285932,9351312,False,,1106,interval,86,bed,3688226.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""5""",,,"""hg19""",19494809,,19494606,,"""0""",1.0,all_pos,+,"""1""",32.0,,22624772,1430228595.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 13:43:40.147517,61516.0,20.0
2015-04-28 23:29:56.664858,slurm_normal,1430263933.0,0.0,1.0,main_w1_handler0,2275844,9356261,False,,15486,interval,430,bed,3693152.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19500098,,19499889,,"""0""",1.0,all_pos,+,"""1""",32.0,,22724609,1430263815.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 23:32:16.025176,61623.0,118.0
2015-04-28 23:43:09.492326,slurm_normal,1430264624.0,0.0,1.0,main_w1_handler1,2275844,9356395,False,,15486,interval,430,bed,3693205.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""6""",,,"""hg19""",19500098,,19499889,,"""1""",1.0,all_pos,+,"""0""",32.0,,22724609,1430264608.0,ok,1023996.0,hgv_codingSnps,1.0.0,,2015-04-28 23:43:47.715078,61623.0,16.0
