create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.add_bed.__current_case__,parameters.add_bed.add_bed_select,parameters.allow_beyond,parameters.bedpe,parameters.chrom,parameters.chromInfo,parameters.chromfirst,parameters.dbkey,parameters.genome,parameters.genome.values,parameters.inputA,parameters.inputA.values,parameters.maxtries,parameters.no_overlap,parameters.seed.__current_case__,parameters.seed.seed,parameters.seed.seed_choose,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-09 20:37:18.030641,slurm_normal,1457555918.0,0,1.0,3924,tabular,main_w1_handler1,2502172,12087987,False,,183723,bed,6312651.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23765563,,22942900,,"""1000""","""False""",1,,False,32.0,,28154851,1457555860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-09 20:38:42.671303,8309.0,58.0
2016-03-09 20:46:17.405891,slurm_normal,1457556402.0,0,1.0,3924,tabular,main_w1_handler1,2502172,12088451,False,,142742,bed,6312789.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23765563,,22942825,,"""1000""","""False""",1,,False,32.0,,28154851,1457556397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-09 20:46:46.840985,8309.0,5.0
2016-03-09 21:02:32.633034,slurm_normal,1457557411.0,0,1.0,3924,tabular,main_w1_handler2,2502172,12088575,False,,1210001,bed,6313116.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23765563,,23767063,,"""1000""","""False""",1,,False,32.0,,28154851,1457557407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-09 21:03:32.420255,8309.0,4.0
2016-03-09 21:28:58.410325,slurm_normal,1457558957.0,0,1.0,3924,tabular,main_w1_handler1,2502172,12088984,False,,2164,bed,6313664.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23765563,,23229233,,"""1000""","""False""",1,,False,32.0,,28154851,1457558954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-09 21:29:20.662446,8309.0,3.0
2016-03-10 13:55:52.524809,slurm_normal,1457618199.0,0,1.0,58567083,bed,main_w2_handler0,2628832,12095705,False,,58567083,bed,6320057.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23778999,,23778999,,"""1000""","""False""",1,,False,32.0,,28919512,1457618184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-10 13:56:41.033661,,15.0
2016-03-10 13:59:34.471785,slurm_normal,1457618418.0,0,1.0,58567083,bed,main_w1_handler2,2628832,12095756,False,,58567083,bed,6320108.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23778999,,23778999,,"""1000""","""False""",1,,False,32.0,,28919512,1457618401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-10 14:00:23.492023,,17.0
2016-03-10 13:59:46.604865,slurm_normal,1457618447.0,0,1.0,58567083,bed,main_w1_handler1,2628832,12095760,False,,58567083,bed,6320115.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23778999,,23778999,,"""1000""","""False""",1,,False,32.0,,28919512,1457618433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-10 14:00:51.979663,,14.0
2016-01-14 20:41:11.179610,slurm_normal,1452804101.0,0,1.0,321,tabular,main_w1_handler2,2559676,11507294,False,,88918,bed,5775288.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",22905043,,22904360,,"""1000""","""False""",1,,False,32.0,,27240485,1452804094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-01-14 20:41:45.166735,50494.0,7.0
2016-01-12 18:34:48.504774,slurm_normal,1452623804.0,0,1.0,585,tabular,main_w1_handler1,2560067,11482758,False,,272548,bed,5744152.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",22870527,,22805084,,"""1000""","""False""",1,,False,32.0,,27240485,1452623720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-01-12 18:36:49.546340,50494.0,84.0
2016-01-21 19:56:18.473404,slurm_normal,1453406202.0,0,1.0,321,tabular,main_w2_handler1,2573824,11574367,False,,88918,bed,5839477.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",22996563,,22996544,,"""1000""","""False""",1,,False,32.0,,27240485,1453406193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-01-21 19:56:45.116590,50494.0,9.0
2016-01-21 19:59:24.594464,slurm_normal,1453406393.0,0,1.0,321,tabular,main_w1_handler1,2573824,11574407,False,,88918,bed,5839532.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",22996563,,22996544,,"""1000""","""False""",1,,False,32.0,,27240485,1453406386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-01-21 20:00:00.641114,50494.0,7.0
2016-01-25 21:03:50.882752,slurm_normal,1453755848.0,0,1.0,1249,tabular,main_w1_handler2,2577734,11600660,False,,448228,bed,5865470.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",23037993,,23037891,,"""1000""","""True""",1,,False,32.0,,26962990,1453755842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-01-25 21:04:12.423599,6515.0,6.0
2016-02-12 02:16:37.337194,slurm_normal,1455243491.0,0,1.0,585,bed,main_w1_handler2,2594365,11797106,False,,509674041,bed,6051822.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",23305859,,23305030,,"""1000""","""False""",0,1400,True,32.0,,26626013,1455243426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-12 02:18:14.832160,34556.0,65.0
2016-02-12 15:14:43.019928,slurm_normal,1455290127.0,0,1.0,1726723,bed,main_w1_handler1,2597516,11810913,False,,5529,bed,6057898.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg18.len""","""False""","""hg18""",23309333,,23309044,,"""1000""","""True""",1,,False,32.0,,28326741,1455290120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-12 15:15:31.799917,20918.0,7.0
2016-02-12 15:20:49.967093,slurm_normal,1455290556.0,0,1.0,1414723,interval,main_w1_handler2,2597548,11810952,False,,2409945,bed,6058007.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23311397,,23322139,,"""1000""","""False""",1,,False,32.0,,28326741,1455290550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-12 15:22:43.141007,20918.0,6.0
2016-02-12 15:22:41.585365,slurm_normal,1455290598.0,0,1.0,1726723,bed,main_w1_handler2,2597516,11810962,False,,5529,bed,6058014.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg18.len""","""False""","""hg18""",23309333,,23309044,,"""1000""","""False""",1,,False,32.0,,28326741,1455290592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-12 15:23:22.952893,20918.0,6.0
