create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.add_bed.__current_case__,parameters.add_bed.add_bed_select,parameters.allow_beyond,parameters.bedpe,parameters.chrom,parameters.chromInfo,parameters.chromfirst,parameters.dbkey,parameters.genome,parameters.genome.values,parameters.inputA,parameters.inputA.values,parameters.maxtries,parameters.no_overlap,parameters.seed.__current_case__,parameters.seed.seed,parameters.seed.seed_choose,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-12 15:28:42.998351,slurm_normal,1455290960.0,0,1.0,5529,bed,main_w1_handler2,2597516,11811036,False,,1726723,bed,6058114.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg18.len""","""False""","""hg18""",23309044,,23309333,,"""1000""","""False""",1,,False,32.0,,28326741,1455290955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-12 15:29:25.019421,20918.0,5.0
2016-02-20 10:11:57.343227,slurm_normal,1455963150.0,0,1.0,26678,bed,main_w1_handler2,2552724,11883626,False,,26678,bed,6123603.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""",23431922,,23431922,,"""1000""","""True""",1,,False,32.0,,27122221,1455963146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-20 10:12:33.647667,,4.0
2016-03-14 13:47:10.961298,slurm_normal,1457963268.0,0,1.0,60813968,bed,main_w1_handler2,2570599,12127312,False,,60813968,bed,6347496.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23235608,,23235608,,"""1000""","""False""",1,,False,32.0,,27547341,1457963253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-14 13:47:51.102227,,15.0
2016-03-14 13:46:44.343227,slurm_normal,1457963233.0,0,1.0,60813968,bed,main_w2_handler1,2570599,12127309,False,Job output deleted by user before job completed.,13243,bed,6347493.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23235608,,23235519,,"""1000""","""False""",1,,False,32.0,,27547341,1457963226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-14 13:47:16.097496,,7.0
2016-03-14 13:56:13.196289,slurm_normal,1457963817.0,0,1.0,60813968,bed,main_w1_handler1,2570599,12127388,False,,60813968,bed,6347558.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23235608,,23235608,,"""1000""","""False""",1,,False,32.0,,27547341,1457963800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-14 13:56:59.326742,,17.0
2016-03-14 13:58:16.327180,slurm_normal,1457963937.0,0,1.0,60813968,bed,main_w2_handler1,2570599,12127403,False,,60813968,bed,6347570.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23235608,,23235608,,"""1000""","""False""",1,,False,32.0,,27547341,1457963917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-14 13:58:59.145883,,20.0
2016-02-29 23:04:23.807276,slurm_normal,1456787309.0,0,1.0,749,tabular,main_w1_handler1,2578888,11976343,False,,51486,bed,6205086.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",23565065,,23565204,,"""1000""","""False""",1,,False,32.0,,26962990,1456787302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-29 23:08:32.717206,6515.0,7.0
2016-02-29 22:48:33.044068,slurm_normal,1456786198.0,0,1.0,749,tabular,main_w2_handler0,2578888,11976270,False,,238554,bed,6204930.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",23565065,,23565030,,"""1000""","""False""",1,,False,32.0,,26962990,1456786193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-29 22:50:02.761730,6515.0,5.0
2016-02-29 22:42:49.783867,slurm_normal,1456785827.0,0,1.0,1249,tabular,main_w1_handler2,2578888,11976247,False,,238554,bed,6204891.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""",23565025,,23565030,,"""1000""","""False""",1,,False,32.0,,26962990,1456785823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-02-29 22:43:51.277608,6515.0,4.0
2016-05-03 13:22:30.451567,slurm_normal,1462281875.0,0,1.0,622106,bed,main_w2_handler0,2652714,12757591,False,,622106,bed,6952440.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c8ff61c2973aa51'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c8ff61c2973aa51'}]","""1000""","""false""",1,,False,32.0,,29325513,1462281807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-05-03 13:24:42.034372,81730.0,68.0
2016-05-08 17:37:59.025715,slurm_normal,1462729126.0,0,1.0,3945,tabular,main_w2_handler0,2478539,12822930,False,,12058080,bed,7023874.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6a37b4054f35127'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdd1c4992a8270df'}]","""1000""","""false""",1,,False,32.0,,30091605,1462729118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-05-08 17:38:48.342100,70907.0,8.0
2016-05-08 16:57:29.402461,slurm_normal,1462726689.0,0,1.0,448,bed,main_w1_handler1,2478539,12822671,False,,436916,bed,7023644.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""true""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df43dd1a5f3af43b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1fca7ce76c57d09'}]","""1000""","""false""",1,,False,32.0,,30091605,1462726684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-05-08 16:58:10.855386,70907.0,5.0
2016-03-07 14:48:04.742534,slurm_normal,1457362136.0,0,1.0,58567083,interval,main_w2_handler1,2623877,12054767,False,,43861357,bed,6279151.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""",23717167,,23717808,,"""1000""","""False""",1,,False,32.0,,28854828,1457362115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-07 14:49:02.117469,,21.0
2016-03-07 14:58:14.217280,slurm_normal,1457362827.0,0,1.0,43861357,bed,main_w2_handler1,2623877,12054882,False,,43861357,bed,6279316.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""",23717808,,23717808,,"""1000""","""False""",1,,False,32.0,,28854828,1457362727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-07 15:00:33.906758,,100.0
2016-03-07 14:29:29.527602,slurm_normal,1457361114.0,0,1.0,58567083,interval,main_w1_handler2,2623877,12054096,False,,43861357,bed,6278890.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""",23717167,,23717808,,"""1000""","""False""",1,,False,32.0,,28854828,1457361060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-07 14:32:39.773918,,54.0
2016-05-13 20:06:22.370384,slurm_normal,1463170061.0,0,1.0,1956,tabular,main_w1_handler0,2478539,12891592,False,,40731,bed,7087455.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568b9959f2f90f1f6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50d6f6ab598d21c76'}]","""1000""","""true""",1,,False,32.0,,30217829,1463170057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-05-13 20:07:43.191516,70907.0,4.0
2016-05-14 07:36:06.035719,slurm_normal,1463211440.0,0,1.0,1956,tabular,main_w2_handler1,2478539,12895409,False,,50414,bed,7091650.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568b9959f2f90f1f6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542155bcf48f8fa15'}]","""1000""","""true""",1,,False,32.0,,30217829,1463211436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-05-14 07:37:24.019273,70907.0,4.0
2016-03-08 10:11:51.553580,slurm_normal,1457431973.0,0,1.0,63840901,bed,main_w1_handler2,2619360,12068241,False,,63840901,bed,6290869.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""",23644432,,23644432,,"""1000""","""False""",1,,False,32.0,,28873977,1457431938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-08 10:12:57.563843,80073.0,35.0
2016-03-08 13:19:25.399504,slurm_normal,1457443216.0,0,1.0,63840901,bed,main_w2_handler0,2619360,12069507,False,,63840901,bed,6293052.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""",23644432,,23644432,,"""1000""","""False""",1,,False,32.0,,28873977,1457443199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-08 13:20:22.086383,80073.0,17.0
2016-03-09 19:48:15.602570,slurm_normal,1457552917.0,0,1.0,3924,tabular,main_w2_handler0,2502172,12087502,False,,1459259,bed,6312180.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23765563,,23412403,,"""1000""","""False""",1,,False,32.0,,28154851,1457552912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-09 19:48:42.131903,8309.0,5.0
2016-03-22 22:24:37.397411,slurm_normal,1458685525.0,0,1.0,3924,tabular,main_w1_handler0,2502172,12230894,False,,2164,bed,6445344.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23765563,,23229233,,"""1000""","""False""",1,,False,32.0,,28154851,1458685520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-03-22 22:25:30.364522,8309.0,5.0
2016-04-01 15:53:50.324648,slurm_normal,1459526045.0,0,1.0,70,bed,main_w1_handler2,2409404,12312489,False,,65747,bed,6520143.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""False""","""Arabidopsis_thaliana_TAIR10""",24103957,,24093806,,"""1000""","""False""",1,,False,32.0,,28564825,1459526042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-01 15:54:07.948669,51951.0,3.0
2016-04-01 15:48:30.110384,slurm_normal,1459525733.0,0,1.0,70,bed,main_w1_handler2,2409404,12312455,False,,125381,bed,6520111.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""False""","""Arabidopsis_thaliana_TAIR10""",24103824,,24093805,,"""1000""","""False""",1,,False,32.0,,28564825,1459525729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-01 15:48:57.196186,51951.0,4.0
2016-04-01 15:45:39.120732,slurm_normal,1459525567.0,0,1.0,70,bed,main_w2_handler1,2409404,12312429,False,,65747,bed,6520097.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""False""","""Arabidopsis_thaliana_TAIR10""",24103824,,24093806,,"""1000""","""False""",1,,False,32.0,,28564825,1459525562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-01 15:46:11.226552,51951.0,5.0
2016-04-01 15:53:49.898443,slurm_normal,1459526045.0,0,1.0,70,bed,main_w1_handler0,2409404,12312488,False,,125381,bed,6520144.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""False""","""Arabidopsis_thaliana_TAIR10""",24103957,,24093805,,"""1000""","""False""",1,,False,32.0,,28564825,1459526042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-01 15:54:08.504088,51951.0,3.0
2016-04-03 22:31:40.701634,slurm_normal,1459722775.0,0,1.0,3924,tabular,main_w1_handler2,1945421,12328737,False,,328083,bed,6534894.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",24115800,,24128668,,"""1000""","""False""",1,,False,32.0,,29375334,1459722748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-03 22:32:58.004986,8309.0,27.0
2016-04-03 22:31:35.452788,slurm_normal,1459722731.0,0,1.0,3924,tabular,main_w2_handler0,1945421,12328733,False,,1611162,interval,6534889.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",24115800,,24026669,,"""1000""","""False""",1,,False,32.0,,29375334,1459722707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-03 22:32:17.544335,8309.0,24.0
2016-04-03 22:31:42.153670,slurm_normal,1459722759.0,0,1.0,3924,tabular,main_w1_handler0,1945421,12328739,False,,0,bed,6534897.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",24115800,,24128670,,"""1000""","""False""",1,,False,32.0,,29375334,1459722752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-03 22:32:43.588668,8309.0,7.0
2016-04-03 22:31:37.358262,slurm_normal,1459723007.0,0,1.0,3924,tabular,main_w1_handler1,1945421,12328735,False,,810898,bed,6534930.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",24115800,,24128666,,"""1000""","""False""",1,,False,32.0,,29375334,1459723002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-03 22:36:49.921160,8309.0,5.0
2016-04-02 14:11:05.175959,slurm_normal,1459606283.0,0,1.0,3924,tabular,main_w1_handler1,1945421,12320143,False,,13820,bed,6527075.roundup,slurm,,132112168.0,corral-repl,,,0,no,"""False""","""False""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",24115800,,19977211,,"""1000""","""False""",1,,False,32.0,,29375334,1459606279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.22.0,2.22.0,,2016-04-02 14:11:26.000505,8309.0,4.0
