chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,first_input,first_input_filetype,galaxy_slots,handler,history_id,id,imported,info,input_files_0|additional_input,input_files_0|additional_input_filetype,input_files_10|additional_input,input_files_10|additional_input_filetype,input_files_11|additional_input,input_files_11|additional_input_filetype,input_files_12|additional_input,input_files_12|additional_input_filetype,input_files_13|additional_input,input_files_13|additional_input_filetype,input_files_14|additional_input,input_files_14|additional_input_filetype,input_files_15|additional_input,input_files_15|additional_input_filetype,input_files_16|additional_input,input_files_16|additional_input_filetype,input_files_17|additional_input,input_files_17|additional_input_filetype,input_files_18|additional_input,input_files_18|additional_input_filetype,input_files_19|additional_input,input_files_19|additional_input_filetype,input_files_1|additional_input,input_files_1|additional_input_filetype,input_files_2|additional_input,input_files_2|additional_input_filetype,input_files_3|additional_input,input_files_3|additional_input_filetype,input_files_4|additional_input,input_files_4|additional_input_filetype,input_files_5|additional_input,input_files_5|additional_input_filetype,input_files_6|additional_input,input_files_6|additional_input_filetype,input_files_7|additional_input,input_files_7|additional_input_filetype,input_files_8|additional_input,input_files_8|additional_input_filetype,input_files_9|additional_input,input_files_9|additional_input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation.__current_case__,parameters.annotation.ignore_nonoverlapping_reference,parameters.annotation.reference_annotation,parameters.annotation.reference_annotation.values,parameters.annotation.use_ref_annotation,parameters.chromInfo,parameters.dbkey,parameters.first_input,parameters.first_input.values,parameters.first_input|__identifier__,parameters.input_files,parameters.input_files_0|additional_input|__identifier__,parameters.seq_data.__current_case__,parameters.seq_data.seq_source.__current_case__,parameters.seq_data.seq_source.index,parameters.seq_data.seq_source.index.__class__,parameters.seq_data.seq_source.index.value,parameters.seq_data.seq_source.index_source,parameters.seq_data.seq_source.ref_file,parameters.seq_data.seq_source.ref_file.values,parameters.seq_data.use_seq_data,processor_count,ref_file,ref_file_filetype,reference_annotation,reference_annotation_filetype,runner_name,seq_data|ref_file,seq_data|ref_file_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-13 23:49:59.939134,rodeo_normal,1423872517.0,0,61915037,gtf,1.0,main_w1_handler0,2197032,8724488,False,,71007800.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2756436.roundup,slurm,,132112168.0,corral-repl,,,0,False,18510876.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18437954,,,"[{""__index__"": 0, ""additional_input"": 18438087}]",,1,0.0,mm9,,,cached,,,Yes,32.0,,,59604971.0,gtf,,,,21050628.0,1423872245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-14 00:08:42.410356,32973.0,272.0
,,2015-02-14 09:36:23.544251,rodeo_normal,1423906612.0,0,1325,gtf,1.0,main_w1_handler1,2206108,8725612,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2758684.roundup,slurm,,132112168.0,corral-repl,,,0,True,18512483.0,,Yes,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""",18512483,,,[],,1,0.0,sacCer2,,,cached,,,Yes,32.0,,,1325.0,gtf,,,,21251966.0,1423906610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-14 09:36:54.431201,59644.0,2.0
,,2015-02-14 12:15:35.532388,rodeo_normal,1423916212.0,0,64053933,gtf,1.0,main_w1_handler1,2204695,8725839,False,,64084511.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2759096.roundup,slurm,,132112168.0,corral-repl,,,0,False,18512476.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18512487,,,"[{""__index__"": 0, ""additional_input"": 18512491}]",,1,0.0,mm9,,,cached,,,Yes,32.0,,,84207474.0,gtf,,,,21253870.0,1423916161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-14 12:16:55.547149,42029.0,51.0
,,2015-02-14 19:43:16.682193,rodeo_normal,1423943125.0,0,140363736,gtf,1.0,main_w1_handler0,2205611,8726905,False,,138867729.0,gtf,,,,,,,,,,,,,,,,,,,,,138701960.0,gtf,,,,,,,,,,,,,,,,,2761016.roundup,slurm,,132112168.0,corral-repl,,,0,False,18509048.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18512701,,,"[{""__index__"": 0, ""additional_input"": 18512705}, {""__index__"": 1, ""additional_input"": 18512709}]",,1,0.0,mm10,,,cached,,,Yes,32.0,,,107786768.0,gtf,,,,21240962.0,1423943015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-14 19:45:28.440716,50641.0,110.0
,,2015-02-14 19:43:54.646869,rodeo_normal,1423993876.0,0,140790603,gtf,1.0,main_w2_handler0,2205611,8726909,False,,138591543.0,gtf,,,,,,,,,,,,,,,,,,,,,140249968.0,gtf,,,,,,,,,,,,,,,,,2765043.roundup,slurm,,132112168.0,corral-repl,,,0,False,18509048.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18512713,,,"[{""__index__"": 0, ""additional_input"": 18512717}, {""__index__"": 1, ""additional_input"": 18512721}]",,1,0.0,mm10,,,cached,,,Yes,32.0,,,107786768.0,gtf,,,,21240962.0,1423993794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-15 09:51:19.354804,50641.0,82.0
,,2015-02-15 12:34:05.803980,rodeo_normal,1424003954.0,0,193130793,gtf,1.0,main_w1_handler0,2205611,8729239,False,,140363736.0,gtf,,,,,,,,,,,,,,,,,,,,,138867729.0,gtf,138701960.0,gtf,140790603.0,gtf,138591543.0,gtf,140249968.0,gtf,,,,,,,,,2765541.roundup,slurm,,132112168.0,corral-repl,,,0,False,18509048.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18517407,,,"[{""__index__"": 0, ""additional_input"": 18512701}, {""__index__"": 1, ""additional_input"": 18512705}, {""__index__"": 2, ""additional_input"": 18512709}, {""__index__"": 3, ""additional_input"": 18512713}, {""__index__"": 4, ""additional_input"": 18512717}, {""__index__"": 5, ""additional_input"": 18512721}]",,1,0.0,mm10,,,cached,,,Yes,32.0,,,107786768.0,gtf,,,,21250629.0,1424003850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-15 12:39:18.219555,50641.0,104.0
,,2015-02-15 22:28:38.220242,rodeo_normal,1424039367.0,0,37480136,gtf,1.0,main_w2_handler0,2195513,8730627,False,,37685182.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768166.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18518949,,,"[{""__index__"": 0, ""additional_input"": 18518914}]",,1,1.0,,,,history,18455515.0,,Yes,32.0,378523081.0,fasta,,,,,,21192581.0,1424039340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-15 22:29:29.990463,59214.0,27.0
,,2015-02-15 23:40:11.695159,rodeo_normal,1424043690.0,0,25731260,gtf,1.0,main_w2_handler0,2195513,8730809,False,,26344392.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768482.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18519577,,,"[{""__index__"": 0, ""additional_input"": 18519573}]",,1,1.0,,,,history,18455515.0,,Yes,32.0,378523081.0,fasta,,,,,,21192581.0,1424043638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-15 23:41:32.587030,59214.0,52.0
,,2015-02-16 03:24:58.000138,rodeo_normal,1424057126.0,0,6905659,gtf,1.0,main_w2_handler1,2203346,8731424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769593.roundup,slurm,,132112168.0,corral-repl,,,0,True,18518372.0,,Yes,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18518372,,,[],,1,0.0,dm3,,,cached,,,Yes,32.0,,,6905659.0,gtf,,,,21255094.0,1424057117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-16 03:25:28.487113,59519.0,9.0
,,2015-02-19 16:04:56.570862,rodeo_normal,1424361916.0,0,3282133,gtf,1.0,main_w2_handler0,2185173,8768150,False,,3268996.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834373.roundup,slurm,,132112168.0,corral-repl,,,0,False,18564660.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18565721,,,"[{""__index__"": 0, ""additional_input"": 18565203}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,3012663.0,gtf,,,,21340172.0,1424361912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-19 16:05:20.848898,56035.0,4.0
,,2015-02-16 21:31:16.175357,rodeo_normal,1424122359.0,0,180256311,gtf,1.0,main_w1_handler0,562759,8738070,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781297.roundup,slurm,,132112168.0,corral-repl,,,0,False,15976017.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17494893,,,[],,1,0.0,mm10,,,cached,,,Yes,32.0,,,107786768.0,gtf,,,,21285482.0,1424122294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-16 21:32:42.405369,11645.0,65.0
,,2015-02-16 23:58:20.987609,rodeo_normal,1424131187.0,0,131064904,gtf,1.0,main_w1_handler0,2197032,8738899,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782856.roundup,slurm,,132112168.0,corral-repl,,,0,False,18510876.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18529069,,,[],,1,0.0,mm9,,,cached,,,Yes,32.0,,,59604971.0,gtf,,,,21050628.0,1424131122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-16 23:59:50.012913,32973.0,65.0
,,2015-02-17 01:54:13.046448,rodeo_normal,1424138145.0,0,61134600,gtf,1.0,main_w2_handler0,2208553,8739279,False,,60535028.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783570.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18532298,,,"[{""__index__"": 0, ""additional_input"": 18532551}]",,1,0.0,mm9,,,cached,,,Yes,32.0,,,,,,,,21050628.0,1424138079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 01:55:50.750485,32973.0,66.0
,,2015-02-17 01:19:05.515674,rodeo_normal,1424136005.0,0,44536217,gtf,1.0,main_w2_handler1,2208553,8739113,False,,47076485.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783300.roundup,slurm,,132112168.0,corral-repl,,,0,False,18531815.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18531878,,,"[{""__index__"": 0, ""additional_input"": 18531888}]",,1,0.0,mm9,,,cached,,,Yes,32.0,,,59604971.0,gtf,,,,21050628.0,1424135970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 01:20:10.085251,32973.0,35.0
,,2015-02-17 01:49:11.539439,rodeo_normal,1424137812.0,0,102926202,gtf,1.0,main_w1_handler0,2208553,8739264,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783536.roundup,slurm,,132112168.0,corral-repl,,,0,False,18531815.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18532557,,,[],,1,0.0,mm9,,,cached,,,Yes,32.0,,,59604971.0,gtf,,,,21050628.0,1424137775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 01:50:15.109194,32973.0,37.0
,,2015-02-17 01:38:04.985054,rodeo_normal,1424137176.0,0,47076485,gtf,1.0,main_w2_handler1,2208553,8739242,False,,44536217.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783483.roundup,slurm,,132112168.0,corral-repl,,,0,False,18531821.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18531888,,,"[{""__index__"": 0, ""additional_input"": 18531878}]",,1,0.0,mm9,,,cached,,,Yes,32.0,,,27706236.0,gtf,,,,21050628.0,1424137114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 01:39:40.602759,32973.0,62.0
,,2015-02-17 01:32:51.111807,rodeo_normal,1424136851.0,0,44536217,gtf,1.0,main_w2_handler0,2208553,8739204,False,,47076485.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783409.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18531878,,,"[{""__index__"": 0, ""additional_input"": 18531888}]",,1,0.0,mm9,,,cached,,,Yes,32.0,,,,,,,,21050628.0,1424136792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 01:34:16.613369,32973.0,59.0
,,2015-02-17 04:35:59.215916,rodeo_normal,1424147853.0,0,14233302,gtf,1.0,main_w1_handler0,2203840,8739835,False,,8057512.0,gtf,,,,,,,,,,,,,,,,,,,,,13849464.0,gtf,12483735.0,gtf,7737664.0,gtf,8057512.0,gtf,,,,,,,,,,,2784667.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18485870,,,"[{""__index__"": 0, ""additional_input"": 18485879}, {""__index__"": 1, ""additional_input"": 18485872}, {""__index__"": 2, ""additional_input"": 18485877}, {""__index__"": 3, ""additional_input"": 18485878}, {""__index__"": 4, ""additional_input"": 18485879}]",,1,0.0,Homo_sapiens_nuHg19_mtrCRS,,,cached,,,Yes,32.0,,,,,,,,21291952.0,1424147783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 04:37:36.517670,26885.0,70.0
,,2015-02-19 16:05:31.192225,rodeo_normal,1424361947.0,0,3282133,gtf,1.0,main_w1_handler0,2185173,8768158,False,,3273652.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834398.roundup,slurm,,132112168.0,corral-repl,,,0,False,18564660.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18565721,,,"[{""__index__"": 0, ""additional_input"": 18565232}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,3012663.0,gtf,,,,21340172.0,1424361942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-19 16:05:51.407426,56035.0,5.0
,,2015-02-19 16:07:31.670106,rodeo_normal,1424362071.0,0,3282133,gtf,1.0,main_w1_handler0,2185173,8768189,False,,3289505.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834477.roundup,slurm,,132112168.0,corral-repl,,,0,False,18564660.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18565721,,,"[{""__index__"": 0, ""additional_input"": 18565326}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,3012663.0,gtf,,,,21340172.0,1424362067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-19 16:07:56.853960,56035.0,4.0
,,2015-02-19 16:11:33.126673,rodeo_normal,1424362311.0,0,3282133,gtf,1.0,main_w1_handler0,2185173,8768249,False,,3280960.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834623.roundup,slurm,,132112168.0,corral-repl,,,0,False,18564660.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18565721,,,"[{""__index__"": 0, ""additional_input"": 18565569}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,3012663.0,gtf,,,,21340172.0,1424362307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-19 16:11:56.339190,56035.0,4.0
,,2015-02-19 16:11:23.003640,rodeo_normal,1424362304.0,0,3282133,gtf,1.0,main_w1_handler0,2185173,8768248,False,,3281824.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834619.roundup,slurm,,132112168.0,corral-repl,,,0,False,18565721.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18565721,,,"[{""__index__"": 0, ""additional_input"": 18564878}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,3282133.0,gtf,,,,21340172.0,1424362300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-19 16:11:49.504549,56035.0,4.0
,,2015-02-19 16:01:18.583605,rodeo_normal,1424361699.0,0,3282133,gtf,1.0,main_w2_handler0,2185173,8768091,False,,3301586.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834221.roundup,slurm,,132112168.0,corral-repl,,,0,False,18564660.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18565721,,,"[{""__index__"": 0, ""additional_input"": 18565005}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,3012663.0,gtf,,,,21340172.0,1424361689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-19 16:01:47.453949,56035.0,10.0
,,2015-02-16 21:27:18.139042,rodeo_normal,1424189206.0,0,138009216,gtf,1.0,main_w2_handler1,2208359,8738038,False,,139350950.0,gtf,,,,,,,,,,,,,,,,,,,,,138749235.0,gtf,,,,,,,,,,,,,,,,,2793942.roundup,slurm,,132112168.0,corral-repl,,"""4f1fb842b62211e4affc005056a51846""",0,False,18530023.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18530102,,,"[{""__index__"": 0, ""additional_input"": 18530106}, {""__index__"": 1, ""additional_input"": 18530110}]",,1,0.0,,UnvalidatedValue,mm10,cached,,,Yes,32.0,,,107786768.0,gtf,,,,21240962.0,1424189131.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 16:06:49.749415,50641.0,75.0
,,2015-02-17 16:13:25.969955,rodeo_normal,1424189717.0,0,113107871,gtf,1.0,main_w1_handler1,1759579,8744993,False,,113110750.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2794080.roundup,slurm,,132112168.0,corral-repl,,,0,True,18528393.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18540578,,,"[{""__index__"": 0, ""additional_input"": 18540503}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,106350662.0,gtf,,,,21227182.0,1424189617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 16:15:21.814430,8406.0,100.0
,,2015-02-16 21:27:26.146750,rodeo_normal,1424207084.0,0,138491075,gtf,1.0,main_w1_handler0,2208359,8738041,False,,138639625.0,gtf,,,,,,,,,,,,,,,,,,,,,139307189.0,gtf,,,,,,,,,,,,,,,,,2798405.roundup,slurm,,132112168.0,corral-repl,,"""4f1fb842b62211e4affc005056a51846""",0,False,18530023.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18530114,,,"[{""__index__"": 0, ""additional_input"": 18530118}, {""__index__"": 1, ""additional_input"": 18530123}]",,1,0.0,,UnvalidatedValue,mm10,cached,,,Yes,32.0,,,107786768.0,gtf,,,,21240962.0,1424206978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-18 00:03:22.091205,50641.0,106.0
,,2015-02-16 21:27:54.802597,rodeo_normal,1424207526.0,0,191246454,gtf,1.0,main_w1_handler1,2208359,8738049,False,,138009216.0,gtf,,,,,,,,,,,,,,,,,,,,,139350950.0,gtf,138749235.0,gtf,138491075.0,gtf,138639625.0,gtf,139307189.0,gtf,,,,,,,,,2798578.roundup,slurm,,132112168.0,corral-repl,,"""4f1fb842b62211e4affc005056a51846""",0,False,18530023.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18530145,,,"[{""__index__"": 0, ""additional_input"": 18530102}, {""__index__"": 1, ""additional_input"": 18530106}, {""__index__"": 2, ""additional_input"": 18530110}, {""__index__"": 3, ""additional_input"": 18530114}, {""__index__"": 4, ""additional_input"": 18530118}, {""__index__"": 5, ""additional_input"": 18530123}]",,1,0.0,,UnvalidatedValue,mm10,cached,,,Yes,32.0,,,107786768.0,gtf,,,,21240962.0,1424207233.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-17 21:12:11.977093,50641.0,293.0
824.0,len,2015-02-18 09:05:14.596036,rodeo_normal,1424250337.0,0,12376627,gtf,1.0,main_w2_handler1,2207042,8753543,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2808014.roundup,slurm,,132112168.0,corral-repl,,,0,False,18524729.0,,Yes,"""/galaxy-repl/main/files/010/423/dataset_10423375.dat""","""?""",18542305,,,[],,1,1.0,,,,history,18523946.0,,Yes,32.0,20593117.0,fasta,11106643.0,gtf,,,,20587152.0,1424250326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-18 09:05:41.156111,58583.0,11.0
824.0,len,2015-02-18 09:05:38.790670,rodeo_normal,1424250763.0,0,12376973,gtf,1.0,main_w2_handler0,2207042,8753548,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2808148.roundup,slurm,,132112168.0,corral-repl,,,0,False,18524729.0,,Yes,"""/galaxy-repl/main/files/010/423/dataset_10423375.dat""","""?""",18542318,,,[],,1,1.0,,,,history,18523946.0,,Yes,32.0,20593117.0,fasta,11106643.0,gtf,,,,20587152.0,1424250753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-18 09:12:54.748069,58583.0,10.0
,,2015-02-18 11:24:11.432253,rodeo_normal,1424263238.0,0,51769067,gtf,1.0,main_w2_handler1,2208569,8754826,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810634.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18555308,,,[],,1,0.0,mm9,,,cached,,,Yes,32.0,,,,,,,,21314543.0,1424262912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-18 12:40:46.450582,6371.0,326.0
,,2015-02-18 15:30:32.835820,rodeo_normal,1424273447.0,0,77671,gtf,1.0,main_w1_handler0,2187505,8756225,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2813170.roundup,slurm,,132112168.0,corral-repl,,,0,True,18399741.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18399741,,,[],,0,,,,,,,,No,32.0,,,77671.0,gtf,,,,20961707.0,1424273444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-18 15:30:53.090463,21164.0,3.0
,,2015-02-18 15:30:31.379165,rodeo_normal,1424273457.0,0,26897019,gtf,1.0,main_w1_handler1,2187505,8756224,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2813168.roundup,slurm,,132112168.0,corral-repl,,,0,True,18399517.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18399517,,,[],,0,,,,,,,,No,32.0,,,26897019.0,gtf,,,,20961707.0,1424273441.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-18 15:31:01.945822,21164.0,16.0
824.0,len,2015-02-18 15:36:56.402358,rodeo_normal,1424273840.0,0,12376973,gtf,1.0,main_w2_handler0,2207042,8756262,False,,12376627.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2813246.roundup,slurm,,132112168.0,corral-repl,,,0,False,18524729.0,,Yes,"""/galaxy-repl/main/files/010/423/dataset_10423375.dat""","""?""",18542318,,,"[{""__index__"": 0, ""additional_input"": 18542305}]",,1,1.0,,,,history,18523946.0,,Yes,32.0,20593117.0,fasta,11106643.0,gtf,,,,20587152.0,1424273830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-18 15:37:27.184449,58583.0,10.0
,,2015-02-18 17:45:36.569944,rodeo_normal,1424281614.0,0,10551582,gtf,1.0,main_w2_handler0,2150823,8757387,False,,10930020.0,gtf,,,,,,,,,,,,,,,,,,,,,10679606.0,gtf,,,,,,,,,,,,,,,,,2815323.roundup,slurm,,132112168.0,corral-repl,,,0,False,18558785.0,,Yes,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",18559635,,,"[{""__index__"": 0, ""additional_input"": 18559211}, {""__index__"": 1, ""additional_input"": 18533029}]",,1,0.0,galGal4,,,cached,,,Yes,32.0,,,10264831.0,gtf,,,,20939349.0,1424281552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-18 17:47:01.886030,57526.0,62.0
