create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.metric,parameters.phylip.values,parameters.phylip|__identifier__,phylip,phylip_filetype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-19 03:56:14.048406,slurm_normal,1516334186.0,0,,1.0,main_w4_handler1,3397277,18080346,False,,12158922,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33382117}]","""jclass.0.03.lt""",1851,mothur.dist,32.0,,42668866,1516334181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2018-01-19 03:56:28.315220,112430,5.0
2018-01-19 03:56:15.507563,slurm_normal,1516334198.0,0,,1.0,main_w4_handler1,3397277,18080350,False,,12158928,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33382121}]","""thetayc.0.03.lt.std""",1851,mothur.dist,32.0,,42668866,1516334194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2018-01-19 03:56:40.235412,112430,4.0
2017-10-10 13:54:42.958529,slurm_normal,1507643693.0,0,,1.0,main_w4_handler0,3280599,17065886,False,,11123365.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 31628489}]",,14598,mothur.lower.dist,32.0,,41188591,1507643688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2017-10-10 13:55:01.525060,113157,5.0
2017-12-20 21:01:12.549991,reserved_normal,1513803693.0,0,,1.0,main_w3_handler0,3280912,17864599,False,,11936257.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33012006}]","""jclass.0.03.lt.ave""",1657,mothur.dist,32.0,,42691248,1513803689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2017-12-20 21:01:40.234248,5254,4.0
2017-12-20 21:01:14.625810,reserved_normal,1513803704.0,0,,1.0,main_w3_handler0,3280912,17864602,False,,11936261.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33012009}]","""thetayc.0.03.lt.ave""",1657,mothur.dist,32.0,,42691248,1513803699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2017-12-20 21:01:48.652875,5254,5.0
2017-12-20 21:01:16.621948,reserved_normal,1513803702.0,0,,1.0,main_w4_handler0,3280912,17864604,False,,11936259.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33012011}]","""thetayc.0.03.lt.std""",1657,mothur.dist,32.0,,42691248,1513803696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2017-12-20 21:01:48.956510,5254,6.0
2017-12-20 21:01:13.988815,reserved_normal,1513803691.0,0,,1.0,main_w4_handler0,3280912,17864601,False,,11936256.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33012008}]","""jclass.0.03.lt.std""",1657,mothur.dist,32.0,,42691248,1513803686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2017-12-20 21:01:37.711308,5254,5.0
2017-12-20 21:01:15.991342,reserved_normal,1513803699.0,0,,1.0,main_w4_handler0,3280912,17864603,False,,11936258.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33012010}]","""thetayc.0.03.lt""",1657,mothur.dist,32.0,,42691248,1513803694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2017-12-20 21:01:45.580465,5254,5.0
2017-12-20 21:01:13.422572,reserved_normal,1513803704.0,0,,1.0,main_w3_handler0,3280912,17864600,False,,11936260.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 33012007}]","""jclass.0.03.lt""",1657,mothur.dist,32.0,,42691248,1513803699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2017-12-20 21:01:48.591555,5254,5.0
2017-10-24 15:27:15.546450,slurm_normal,1508858917.0,0,,1.0,main_w3_handler1,1413798,17198897,False,,11258072,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 31854468}]",,9267,mothur.dist,32.0,,41491410,1508858904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.36.1.0,1.36.1.0,,2017-10-24 15:28:40.473216,18842,13.0
