create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.keep_sscs,parameters.min_reads,parameters.qual_format,parameters.qual_thres,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-20 08:31:11.548666,slurm_normal,1489998725.0,0,1.0,main_w3_handler1,3020283,15340706,False,,200928219,tabular,9480239.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28637172}]",,"""false""","""3""","""sanger""","""25""",32.0,,36718049.0,1489998677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-03-20 08:32:08.388622,75722.0,48.0
2017-03-20 08:31:10.992194,slurm_normal,1489998692.0,0,1.0,main_w4_handler1,3020283,15340705,False,,156483694,tabular,9480240.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28637128}]",,"""false""","""3""","""sanger""","""25""",32.0,,36718049.0,1489998684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-03-20 08:31:37.115516,75722.0,8.0
2017-03-20 08:31:10.581743,slurm_normal,1489998691.0,0,1.0,main_w3_handler1,3020283,15340704,False,,182206789,tabular,9480237.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28637127}]",,"""false""","""3""","""sanger""","""25""",32.0,,36718049.0,1489998674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-03-20 08:31:34.483004,75722.0,17.0
2017-03-20 08:31:12.225411,slurm_normal,1489998725.0,0,1.0,main_w4_handler1,3020283,15340707,False,,172573964,tabular,9480241.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28637173}]",,"""false""","""3""","""sanger""","""25""",32.0,,36718049.0,1489998689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-03-20 08:33:26.050674,75722.0,36.0
2017-05-28 19:39:12.708856,slurm_normal,1496105926.0,0,1.0,main_w4_handler0,3127629,15956557,False,,5082279396,tabular,10060627.roundup,slurm,,132112168.0,corral-repl,,"""503f6e0c43dd11e7b88e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29800020}]",,"""true""","""3""","""sanger""","""20""",32.0,,,1496105227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-05-30 00:58:48.528602,73233.0,699.0
2017-03-22 23:18:37.320880,slurm_normal,1490224785.0,0,1.0,main_w3_handler1,3034899,15371229,False,,907739394,tabular,9509694.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28886342}]",,"""false""","""3""","""sanger""","""25""",32.0,,36670800.0,1490224763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-03-22 23:19:47.058672,102243.0,22.0
2017-05-31 14:46:46.343991,slurm_normal,1496269061.0,0,1.0,main_w4_handler0,3134527,15979428,False,,3970594988,tabular,10078601.roundup,slurm,,132112168.0,corral-repl,,"""f44fcf4e460f11e79cab005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29833568}]",,"""true""","""3""","""sanger""","""20""",32.0,,,1496268668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-05-31 22:17:47.469666,73233.0,393.0
2017-05-31 15:05:36.911213,slurm_normal,1496294176.0,0,1.0,main_w3_handler1,3134526,15979586,False,,5687605244,tabular,10080668.roundup,slurm,,132112168.0,corral-repl,,"""7e2b5f88461211e79cad005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29833806}]",,"""true""","""3""","""sanger""","""20""",32.0,,,1496293793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-06-01 05:16:21.021831,73233.0,383.0
2017-03-27 14:55:13.897400,slurm_normal,1490627451.0,0,1.0,main_w3_handler1,3015217,15407366,False,,3992780838,tabular,9540362.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28839009}]",,"""true""","""3""","""sanger""","""25""",32.0,,36909695.0,1490626982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-03-27 15:11:13.354134,86660.0,469.0
2017-06-01 12:58:17.135427,slurm_normal,1496323452.0,0,1.0,main_w3_handler0,3100977,15988774,False,,7529087,tabular,10083598.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29656297}]",,"""false""","""3""","""sanger""","""25""",32.0,,36984407.0,1496323446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/dunovo/0.7,0.7,,2017-06-01 13:24:17.019857,101427.0,6.0
