chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals_filetype,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,gatk_param_type|pedigree_0|pedigree_file,gatk_param_type|pedigree_0|pedigree_file_filetype,handler,history_id,id,imported,info,input_concordance,input_concordance_filetype,input_discordance,input_discordance_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.exclude_filtered,parameters.exclude_sample_name_repeat,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.input_concordance.values,parameters.input_discordance.values,parameters.reference_source.__current_case__,parameters.reference_source.input_variant.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.sample_name_repeat,parameters.select_expressions_repeat,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-27 10:58:00.656975,slurm_normal,1485514702.0,0,,1.0,,,,,,,main_w4_handler1,2871035,14887348,False,,,,1759992.0,vcf,4759689,vcf,9046670.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28108926}]",1,"[{'src': 'hda', 'id': 27107462}]",,"[{'src': 'hda', 'id': 27018342}]",history,[],[],32.0,121182577.0,fasta,,35494859.0,1485514685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 10:58:25.365312,93168.0,17.0
,,2017-01-27 11:00:09.737233,slurm_normal,1485514836.0,0,,1.0,,,,,,,main_w4_handler0,2871035,14887354,False,,,,134885703.0,vcf,4625434,vcf,9046688.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 27380612}]",1,"[{'src': 'hda', 'id': 28108950}]",,"[{'src': 'hda', 'id': 27018342}]",history,[],[],32.0,121182577.0,fasta,,35494859.0,1485514814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 11:00:39.282986,93168.0,22.0
,,2017-01-27 11:04:32.555479,slurm_normal,1485515104.0,0,,1.0,,,,,,,main_w3_handler0,2871035,14887389,False,,,,,,1000800,vcf,9046728.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 28108995}]",,"[{'src': 'hda', 'id': 27018342}]",history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >= 10 && QUAL >= 100""}]",32.0,121182577.0,fasta,,35494859.0,1485515077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 11:05:08.370468,93168.0,27.0
,,2017-01-27 11:03:11.573984,slurm_normal,1485515019.0,0,,1.0,,,,,,,main_w4_handler0,2871035,14887385,False,,,,,,1055542,vcf,9046723.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 28108958}]",,"[{'src': 'hda', 'id': 27018342}]",history,[],[],32.0,121182577.0,fasta,,35494859.0,1485514995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 11:03:40.906242,93168.0,24.0
,,2017-01-27 12:52:38.525122,slurm_normal,1485521607.0,0,,1.0,,,,,,,main_w4_handler0,2710172,14888100,False,,,,134885703.0,vcf,1038378,vcf,9047451.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28109218}]",1,"[{'src': 'hda', 'id': 28110069}]",,"[{'src': 'hda', 'id': 26648243}]",history,[],[],32.0,121182577.0,fasta,,35624841.0,1485521563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 12:53:30.796270,84663.0,44.0
,,2017-01-27 12:51:47.882134,slurm_normal,1485521529.0,0,,1.0,,,,,,,main_w3_handler0,2710172,14888097,False,,,,1759992.0,vcf,1079397,vcf,9047447.roundup,slurm,,132111800.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28109165}]",1,"[{'src': 'hda', 'id': 26999403}]",,"[{'src': 'hda', 'id': 26648243}]",history,[],[],32.0,121182577.0,fasta,,35624841.0,1485521513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 12:52:10.410487,84663.0,16.0
,,2017-01-27 12:53:56.925040,slurm_normal,1485521657.0,0,,1.0,,,,,,,main_w3_handler1,2710172,14888107,False,,,,,,699316,vcf,9047458.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 28110073}]",,"[{'src': 'hda', 'id': 26648243}]",history,[],[],32.0,121182577.0,fasta,,35624841.0,1485521641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 12:54:19.042763,84663.0,16.0
,,2017-01-27 17:54:28.277891,slurm_normal,1485539692.0,0,,1.0,,,,,,,main_w3_handler0,2742173,14891378,False,,,,579513.0,vcf,361916,vcf,9050400.roundup,slurm,,132111800.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28115473}]",1,"[{'src': 'hda', 'id': 28110941}]",,"[{'src': 'hda', 'id': 28087456}]",history,[],[],32.0,101958278.0,fasta,,35503970.0,1485539673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 17:54:56.550413,86265.0,19.0
,,2017-01-27 17:55:01.436835,slurm_normal,1485539723.0,0,,1.0,,,,,,,main_w4_handler0,2742173,14891438,False,,,,579513.0,vcf,543540,vcf,9050426.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28115473}]",1,"[{'src': 'hda', 'id': 28110943}]",,"[{'src': 'hda', 'id': 28087456}]",history,[],[],32.0,101958278.0,fasta,,35503970.0,1485539704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 17:55:26.678750,86265.0,19.0
,,2017-01-27 17:56:11.992507,slurm_normal,1485539802.0,0,,1.0,,,,,,,main_w3_handler1,2742173,14891450,False,,,,579513.0,vcf,1503724,vcf,9050455.roundup,slurm,,132111800.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28115473}]",1,"[{'src': 'hda', 'id': 28110953}]",,"[{'src': 'hda', 'id': 28087456}]",history,[],[],32.0,101958278.0,fasta,,35503970.0,1485539776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 17:56:45.243506,86265.0,26.0
,,2017-01-27 17:57:50.478375,slurm_normal,1485539898.0,0,,1.0,,,,,,,main_w4_handler0,2742173,14891465,False,,,,579513.0,vcf,491300,vcf,9050478.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28115473}]",1,"[{'src': 'hda', 'id': 28110960}]",,"[{'src': 'hda', 'id': 28087456}]",history,[],[],32.0,101958278.0,fasta,,35503970.0,1485539874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 17:58:23.536468,86265.0,24.0
,,2017-01-27 17:56:41.709820,slurm_normal,1485539824.0,0,,1.0,,,,,,,main_w4_handler0,2742173,14891460,False,,,,579513.0,vcf,60382,vcf,9050470.roundup,slurm,,132111800.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28115473}]",1,"[{'src': 'hda', 'id': 28110956}]",,"[{'src': 'hda', 'id': 28087456}]",history,[],[],32.0,101958278.0,fasta,,35503970.0,1485539805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 17:57:07.807184,86265.0,19.0
,,2017-01-27 18:40:46.189053,slurm_normal,1485542484.0,0,,1.0,,,,,,,main_w3_handler0,2971795,14891988,False,,,,,,389217,vcf,9050969.roundup,slurm,,132112168.0,corral-repl,,"""1cdd4d62e4c011e6abb5005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 28116422}]",,"[{'src': 'hda', 'id': 28116421}]",history,[],[],32.0,102291840.0,fasta,,,1485542450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 18:41:25.895022,89217.0,34.0
,,2017-01-27 18:40:46.585706,slurm_normal,1485542524.0,0,,1.0,,,,,,,main_w4_handler1,2971795,14891989,False,,,,398159.0,vcf,419351,vcf,9050978.roundup,slurm,,132112168.0,corral-repl,,"""1cdd4d62e4c011e6abb5005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28116560}]",1,"[{'src': 'hda', 'id': 28116423}]",,"[{'src': 'hda', 'id': 28116421}]",history,[],[],32.0,102291840.0,fasta,,,1485542489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 18:42:08.878940,89217.0,35.0
,,2017-01-27 19:50:54.554123,slurm_normal,1485546685.0,0,,1.0,,,,,,,main_w3_handler1,2971897,14892781,False,,,,,,392920,vcf,9051834.roundup,slurm,,132112168.0,corral-repl,,"""e89b3dace4c911e6afba005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 28117782}]",,"[{'src': 'hda', 'id': 28117785}]",history,[],[],32.0,102291840.0,fasta,,,1485546659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 19:51:29.402529,89217.0,26.0
,,2017-01-27 19:50:55.470891,slurm_normal,1485546707.0,0,,1.0,,,,,,,main_w3_handler1,2971897,14892782,False,,,,401896.0,vcf,384913,vcf,9051839.roundup,slurm,,132111800.0,corral-repl,,"""e89b3dace4c911e6afba005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28117794}]",1,"[{'src': 'hda', 'id': 28117783}]",,"[{'src': 'hda', 'id': 28117785}]",history,[],[],32.0,102291840.0,fasta,,,1485546693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 19:51:50.896630,89217.0,14.0
,,2017-01-27 23:39:16.184187,slurm_normal,1485560374.0,0,,1.0,,,,,,,main_w3_handler0,2972141,14894358,False,,,,,,396123,vcf,9053394.roundup,slurm,,132111800.0,corral-repl,,"""cf1fb644e4e911e68cc8005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 28119995}]",,"[{'src': 'hda', 'id': 28119997}]",history,[],[],32.0,102291840.0,fasta,,,1485560360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 23:39:38.806549,96427.0,14.0
,,2017-01-27 23:39:16.690427,slurm_normal,1485560394.0,0,,1.0,,,,,,,main_w3_handler1,2972141,14894359,False,,,,405240.0,vcf,385468,vcf,9053396.roundup,slurm,,132111800.0,corral-repl,,"""cf1fb644e4e911e68cc8005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28120018}]",1,"[{'src': 'hda', 'id': 28119996}]",,"[{'src': 'hda', 'id': 28119997}]",history,[],[],32.0,102291840.0,fasta,,,1485560381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-27 23:39:56.508498,96427.0,13.0
,,2017-01-28 00:25:07.095018,slurm_normal,1485563141.0,0,,1.0,,,,,,,main_w3_handler1,2972163,14894470,False,,,,394761.0,vcf,384523,vcf,9053548.roundup,slurm,,132112168.0,corral-repl,,"""35839b48e4f011e6b71a005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 28120161}]",1,"[{'src': 'hda', 'id': 28120160}]",,"[{'src': 'hda', 'id': 28120158}]",history,[],[],32.0,102291840.0,fasta,,,1485563129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-28 00:25:44.299777,96427.0,12.0
,,2017-01-28 00:25:06.485389,slurm_normal,1485563123.0,0,,1.0,,,,,,,main_w3_handler0,2972163,14894469,False,,,,,,385852,vcf,9053547.roundup,slurm,,132112168.0,corral-repl,,"""35839b48e4f011e6b71a005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 28120159}]",,"[{'src': 'hda', 'id': 28120158}]",history,[],[],32.0,102291840.0,fasta,,,1485563110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-01-28 00:25:25.167854,96427.0,13.0
,,2017-02-23 01:07:37.317676,slurm_normal,1487812094.0,0,,1.0,,,,,,,main_w3_handler1,2788006,15113892,False,,,,,,17364919,vcf,9268512.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 28456321}]",,"[{'src': 'hda', 'id': 28374801}]",history,[],[],32.0,12310392.0,fasta,,36047974.0,1487812061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-02-23 01:08:17.169020,88298.0,33.0
,,2017-02-08 02:50:10.311854,slurm_normal,1486522344.0,0,,1.0,,,,,,,main_w4_handler0,2986192,14978662,False,,,,,,348437226,vcf,9136077.roundup,slurm,,132112168.0,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 28256421}]",hg_g1k_v37,,cached,[],[],32.0,,,,35670525.0,1486522212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2017-02-08 02:52:25.056572,59385.0,132.0
