chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.expert_curated_only,parameters.gene_name_col,parameters.input,parameters.input.values,parameters.print_all,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-25 05:35:08.107349,slurm_normal,1508909725.0,1,,1.0,main_w4_handler0,3297657,17206155,False,,146673557,vcf,11266178,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""1""",,"[{'src': 'hda', 'id': 31868009}]","""false""",32.0,,41484307.0,1508909717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2017-10-25 05:35:27.442453,,8.0
,,2018-03-04 20:00:44.109304,slurm_normal,1520193658.0,1,7680.0,1.0,main_w4_handler1,3448822,18602532,False,,84,tabular,12697752,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""1""",,"[{'src': 'hda', 'id': 34204181}]","""false""",32.0,,43812964.0,1520193655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2018-03-04 20:01:00.923692,121232.0,3.0
,,2017-10-30 09:32:48.602183,slurm_normal,1509355987.0,1,,1.0,main_w3_handler1,3304239,17262669,False,,41388327,vcf,11321551,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""false""","""1""",,"[{'src': 'hda', 'id': 31962101}]","""false""",32.0,,41615895.0,1509355981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2017-10-30 09:33:08.853137,,6.0
,,2017-11-02 20:40:29.111458,slurm_normal,1509655255.0,1,,1.0,main_w4_handler0,3266347,17308819,False,,210638,gff,11368020,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""1""",,"[{'src': 'hda', 'id': 32028333}]","""false""",32.0,,41698009.0,1509655250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2017-11-02 20:41:00.368259,98142.0,5.0
,,2018-03-05 16:55:14.261892,slurm_normal,1520268924.0,1,7680.0,1.0,main_w4_handler0,3450965,18612696,False,,84,tabular,12708490,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""8""",,"[{'src': 'hda', 'id': 34194148}]","""false""",32.0,,44324641.0,1520268920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2018-03-05 16:55:26.945828,121220.0,4.0
,,2018-03-05 17:01:25.693094,slurm_normal,1520269299.0,1,7680.0,1.0,main_w4_handler1,3450965,18612750,False,,22444,tabular,12708547,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""8""",,"[{'src': 'hda', 'id': 34220806}]","""false""",32.0,,44324641.0,1520269295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2018-03-05 17:01:42.326182,121220.0,4.0
,,2018-03-05 17:02:58.848449,slurm_normal,1520269394.0,1,7680.0,1.0,main_w4_handler1,3450965,18612760,False,,22444,tabular,12708559,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""7""",,"[{'src': 'hda', 'id': 34220806}]","""false""",32.0,,44324641.0,1520269385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2018-03-05 17:03:15.333558,121220.0,9.0
,,2018-03-05 17:07:27.286182,slurm_normal,1520269669.0,1,7680.0,1.0,main_w3_handler1,3450965,18612874,False,,22444,tabular,12708620,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""true""","""8""",,"[{'src': 'hda', 'id': 34220806}]","""false""",32.0,,44324641.0,1520269656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2018-03-05 17:07:49.582157,121220.0,13.0
,,2018-03-05 17:06:44.254001,slurm_normal,1520269616.0,1,7680.0,1.0,main_w4_handler0,3450965,18612829,False,,1935,tabular,12708610,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""1""",,"[{'src': 'hda', 'id': 34220919}]","""false""",32.0,,44324641.0,1520269612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2018-03-05 17:06:58.320772,121220.0,4.0
,,2018-03-05 17:08:58.466847,slurm_normal,1520269751.0,1,7680.0,1.0,main_w3_handler1,3450965,18612979,False,,22444,tabular,12708637,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""7""",,"[{'src': 'hda', 'id': 34220806}]","""false""",32.0,,44324641.0,1520269748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2018-03-05 17:09:14.506839,121220.0,3.0
,,2017-11-05 07:48:53.537606,slurm_normal,1509868161.0,1,,1.0,main_w3_handler1,2786235,17333636,False,,101428153,vcf,11395986,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""1""",,"[{'src': 'hda', 'id': 32074381}]","""false""",32.0,,39751410.0,1509868154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/dgidb_annotator/dgidb_annotate/0.1,0.1,,2017-11-05 07:49:25.344907,73211.0,7.0
