create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.length,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-05-20 14:55:30.085211,slurm_normal,1463756162.0,1.0,,1.0,main_w1_handler1,2647068,12949575,False,Job output deleted by user before job completed.,2449,fasta,7143314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da55cd8dce9c9e0a'}]","""21""",32.0,,29274081.0,1463756158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-05-20 14:56:03.581742,81605.0,4.0
2016-03-25 15:47:37.740017,slurm_normal,1458920878.0,1.0,,1.0,main_w2_handler1,2646933,12252195,False,,16556,fasta,6463775.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24016917,,"""21""",32.0,,29197072.0,1458920873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-25 15:48:03.083789,,5.0
2016-03-25 16:48:03.779393,slurm_normal,1458924507.0,1.0,,1.0,main_w1_handler1,2647068,12253096,False,,11048,fasta,6464444.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24018445,,"""21""",32.0,,29198947.0,1458924503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-25 16:48:30.489358,,4.0
2016-03-25 23:58:37.352658,slurm_normal,1458950344.0,1.0,,1.0,main_w1_handler0,2646933,12255933,False,,53894,fasta,6467025.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24022279,,"""21""",32.0,,29197072.0,1458950338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-25 23:59:06.424677,,6.0
2016-03-25 23:59:11.027318,slurm_normal,1458950377.0,0.0,,1.0,main_w2_handler0,2646933,12255940,False,,28055,nex,6467029.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24022276,,"""21""",32.0,,29197072.0,1458950365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-25 23:59:39.938515,,12.0
2016-03-30 01:44:52.248416,slurm_normal,1459302308.0,1.0,,1.0,main_w2_handler0,2647068,12279462,False,,2856,fasta,6488483.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054299,,"""21""",32.0,,29274081.0,1459302303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:45:11.393667,81605.0,5.0
2016-03-30 01:25:03.167108,slurm_normal,1459301127.0,1.0,,1.0,main_w2_handler0,2647068,12279357,False,,2154,fasta,6488379.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24052823,,"""21""",32.0,,29274081.0,1459301122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:25:30.849616,81605.0,5.0
2016-03-30 01:50:12.056890,slurm_normal,1459302644.0,1.0,,1.0,main_w1_handler2,2647068,12279476,False,,3387,fasta,6488536.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054313,,"""21""",32.0,,29274081.0,1459302640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:50:45.627712,81605.0,4.0
2016-03-30 02:06:27.217143,slurm_normal,1459303623.0,1.0,,1.0,main_w2_handler1,2647068,12279532,False,,2407,fasta,6488596.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054367,,"""21""",32.0,,29274081.0,1459303620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 02:07:06.823002,81605.0,3.0
2016-03-30 01:46:47.008444,slurm_normal,1459302461.0,1.0,,1.0,main_w1_handler0,2647068,12279469,False,,6494,fasta,6488498.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054307,,"""21""",32.0,,29274081.0,1459302456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:47:43.567464,81605.0,5.0
2016-03-29 21:39:19.863867,slurm_normal,1459287925.0,1.0,,1.0,main_w1_handler1,2647068,12278315,False,,2453,fasta,6486425.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24052446,,"""21""",32.0,,29274081.0,1459287870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-29 21:45:28.141553,81605.0,55.0
2016-03-30 01:40:56.227908,slurm_normal,1459302087.0,1.0,,1.0,main_w1_handler0,2647068,12279437,False,,2856,fasta,6488463.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054253,,"""21""",32.0,,29274081.0,1459302082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:41:30.620989,81605.0,5.0
2016-03-30 01:54:29.357166,slurm_normal,1459302922.0,1.0,,1.0,main_w1_handler1,2647068,12279495,False,,3384,fasta,6488554.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054333,,"""21""",32.0,,29274081.0,1459302916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:55:25.730482,81605.0,6.0
2016-03-30 01:40:47.104167,slurm_normal,1459302062.0,1.0,,1.0,main_w1_handler0,2647068,12279432,False,,2597,fasta,6488459.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054256,,"""21""",32.0,,29274081.0,1459302058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:41:05.504040,81605.0,4.0
2016-03-30 02:14:16.647288,slurm_normal,1459304092.0,1.0,,1.0,main_w2_handler0,2647068,12279567,False,,3622,fasta,6488636.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054409,,"""21""",32.0,,29274081.0,1459304087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 02:14:59.097922,81605.0,5.0
2016-03-30 02:10:15.873899,slurm_normal,1459303870.0,1.0,,1.0,main_w1_handler1,2647068,12279540,False,,2787,fasta,6488611.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054384,,"""21""",32.0,,29274081.0,1459303866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 02:11:13.810239,81605.0,4.0
2016-03-30 01:31:57.058396,slurm_normal,1459301547.0,1.0,,1.0,main_w2_handler1,2647068,12279384,False,,2719,fasta,6488403.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054207,,"""21""",32.0,,29274081.0,1459301542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:32:30.629903,81605.0,5.0
2016-03-30 02:21:26.729075,slurm_normal,1459304547.0,1.0,,1.0,main_w1_handler0,2647068,12279622,False,,2449,fasta,6488671.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054467,,"""21""",32.0,,29274081.0,1459304543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 02:22:30.912790,81605.0,4.0
2016-03-30 02:18:41.014085,slurm_normal,1459304366.0,1.0,,1.0,main_w2_handler0,2647068,12279614,False,,2788,fasta,6488657.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054458,,"""21""",32.0,,29274081.0,1459304362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 02:19:29.480322,81605.0,4.0
2016-03-30 02:20:00.920465,slurm_normal,1459304458.0,1.0,,1.0,main_w1_handler1,2647068,12279619,False,,2661,fasta,6488666.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054464,,"""21""",32.0,,29274081.0,1459304454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 02:21:00.864182,81605.0,4.0
2016-03-29 16:21:18.281725,slurm_normal,1459268508.0,1.0,,1.0,main_w2_handler0,2647068,12274195,False,,16032969,txt,6482437.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24047124,,"""21""",32.0,,29198947.0,1459268502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-29 16:21:49.978457,,6.0
2016-03-30 01:31:41.706613,slurm_normal,1459301525.0,1.0,,1.0,main_w2_handler1,2647068,12279383,False,,2384,fasta,6488401.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054206,,"""21""",32.0,,29274081.0,1459301522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:32:09.544828,81605.0,3.0
2016-03-30 01:30:55.403336,slurm_normal,1459301487.0,1.0,,1.0,main_w2_handler1,2647068,12279379,False,,2384,fasta,6488395.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054184,,"""21""",32.0,,29274081.0,1459301483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:31:34.822164,81605.0,4.0
2016-03-30 14:47:47.443608,slurm_normal,1459349296.0,1.0,,1.0,main_w2_handler0,2647068,12287490,False,,8079,fasta,6492906.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24061237,,"""21""",32.0,,29274081.0,1459349291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 14:48:18.265863,81605.0,5.0
2016-03-30 02:14:36.571104,slurm_normal,1459304122.0,1.0,,1.0,main_w1_handler2,2647068,12279571,False,,2787,fasta,6488640.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054414,,"""21""",32.0,,29274081.0,1459304118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 02:15:28.438169,81605.0,4.0
2016-03-30 02:06:52.107754,slurm_normal,1459303648.0,1.0,,1.0,main_w2_handler0,2647068,12279534,False,,2250,fasta,6488600.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054373,,"""21""",32.0,,29274081.0,1459303642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 02:07:31.020763,81605.0,6.0
2016-03-30 01:53:27.900376,slurm_normal,1459302859.0,1.0,,1.0,main_w1_handler2,2647068,12279489,False,,2895,fasta,6488548.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24054326,,"""21""",32.0,,29274081.0,1459302855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-03-30 01:54:22.648297,81605.0,4.0
2016-04-13 23:01:22.781248,slurm_normal,1460588525.0,1.0,,1.0,main_w1_handler0,2647068,12447387,False,,1139622,txt,6645160.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7ef8394b8b3ea6c'}]","""21""",32.0,,29274081.0,1460588521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-04-13 23:02:08.346329,81605.0,4.0
2016-06-01 13:47:13.039313,slurm_normal,1464788871.0,1.0,,1.0,main_w1_handler0,2719123,13040861,False,,1436484,fasta,7220490.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c8b9cc78e797c40'}]","""7""",32.0,,30442453.0,1464788862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-06-01 13:47:56.659158,,9.0
2016-06-01 14:04:07.778803,slurm_normal,1464789903.0,1.0,,1.0,main_w1_handler0,2719123,13040997,False,,18850642,fastqsanger,7220594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b541ad7e08f82c2f70'}]","""7""",32.0,,30442453.0,1464789888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-06-01 14:05:07.050839,,15.0
2016-06-01 17:57:02.060415,slurm_normal,1464803868.0,1.0,,1.0,main_w2_handler1,2646971,13042906,False,,4394,txt,7222540.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6e43c3f17a42bcb'}]","""21""",32.0,,29197293.0,1464803861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-06-01 17:57:51.006976,81425.0,7.0
2017-03-20 06:43:04.277147,slurm_normal,1489992191.0,1.0,,1.0,main_w3_handler0,523367,15340291,False,,1258,fasta,9479849.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28831879}]","""7""",32.0,,36191582.0,1489992187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2017-03-20 06:43:13.995029,10411.0,4.0
2016-06-02 18:43:29.166849,slurm_normal,1464893049.0,1.0,,1.0,main_w2_handler0,2646971,13051881,False,,2723,fasta,7237971.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a0529e2024f7630'}]","""21""",32.0,,29197293.0,1464893044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-06-02 18:44:15.738666,81425.0,5.0
2016-06-02 19:03:50.187767,slurm_normal,1464894261.0,1.0,,1.0,main_w1_handler0,2646971,13052073,False,,4394,txt,7238176.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5754b0100cc8fc327'}]","""21""",32.0,,29197293.0,1464894257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-06-02 19:04:23.231262,81425.0,4.0
2016-06-02 19:30:27.460761,slurm_normal,1464895897.0,1.0,,1.0,main_w1_handler0,2646971,13052231,False,,505,fasta,7238357.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ff254e183f0f102'}]","""21""",32.0,,29197293.0,1464895892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-06-02 19:31:40.325478,81425.0,5.0
2016-06-02 23:30:07.307238,slurm_normal,1464910281.0,1.0,,1.0,main_w2_handler1,2646971,13054040,False,,529,fasta,7240130.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f81a2e3cb5da1efb'}]","""21""",32.0,,29197293.0,1464910277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-06-02 23:31:24.065615,81425.0,4.0
2016-06-06 12:55:00.274917,slurm_normal,1465217760.0,1.0,,1.0,main_w2_handler0,2646933,13084411,False,,245965,fasta,7268519.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0e5b76fdaed451c'}]","""19""",32.0,,29224318.0,1465217744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-06-06 12:56:03.657986,81130.0,16.0
2016-07-26 03:31:52.967626,slurm_normal,1469503930.0,1.0,,1.0,main_w2_handler1,2646933,13494507,False,,1239,txt,7709742.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5547cd5d1fc3cd4be'}]","""21""",32.0,,31614238.0,1469503926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-07-26 03:32:11.076572,81130.0,4.0
2016-07-26 03:16:07.764104,slurm_normal,1469502997.0,1.0,,1.0,main_w1_handler0,2646933,13494442,False,,4004,fasta,7709683.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514ec6213bc942090'}]","""21""",32.0,,31614238.0,1469502992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2016-07-26 03:16:39.079163,81130.0,5.0
